EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,SecondChanceFG2A,PtsUnassisted2s,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,Fouls,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,SecondChanceShotQualityAvg,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,OpponentPoints,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,FtPoints,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,BadPassSteals,SecondChanceTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,PtsUnassisted3s,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceFg2Pct,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,DefensiveGoaltends,HeaveAttempts,Offensive Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Loose Ball Fouls,Loose Ball Fouls Drawn,LongMidRangePctBlocked,Blocked3s,BlockedCorner3,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Transition Take Fouls,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Transition Take Fouls Drawn,BlockedArc3,Corner3PctBlocked,Defensive 3 Seconds Violations,Charge Fouls,3SecondViolations,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedLongMidRange,team_id,year,season,team_vs
1627936-1628392-1628983-1629026-1630198,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Kenrich Williams, Isaiah Joe","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Joe",1627936-1628392-1628983-1629026-1630198,OKC,35.0,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82.28571428571428,21.0,14.0,21.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5858,0.5858,1.0,2.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1629026-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Kenrich Williams, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Williams",1627936-1628392-1628983-1629026-1631114,OKC,60.0,1,1.0,2.0,2.0,2.0,,,4.0,1.0,1.0,,,1.0,3.0,2.0,,,,,,,,,2.0,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,96.0,17.0,13.0,12.0,13.0,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,0.6010333333333333,,,6.333333333333333,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.6666666666666666,0.4485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1629652-1630198,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Isaiah Joe","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Joe",1627936-1628392-1628983-1629652-1630198,OKC,385.0,2,6.0,-8.0,15.0,16.0,,12.0,31.0,1.0,1.0,,,3.0,5.0,9.0,,,,2.0,1.0,2.0,,5.0,9.0,,,0.3333333333333333,0.3333333333333333,0.6,,0.34615384615384615,,0.34615384615384615,,115.94805194805194,12.733333333333333,12.125,12.4,11.25,0.07692307692307693,1.0,1.0,,,,0.6923076923076923,0.5493846153846154,,,8.76,,1.0,3.0,,4.0,1.0,1.0,6.0,1.0,7.0,,1.0,1.0,2.0,0.5,1.0,1.0,0.1111111111111111,,1.0,,0.23076923076923078,0.5625,2.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,17.0,1.0,3.0,7.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.125,0.6153846153846154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.07692307692307693,0.07692307692307693,1.0,1.0,1.0,0.5384615384615384,1.0,0.07692307692307693,0.2,25.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1629652-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Williams",1627936-1628392-1628983-1629652-1631114,OKC,432.0,2,7.0,2.0,14.0,14.0,6.0,1.0,28.0,,2.0,,2.0,2.0,7.0,13.0,,2.0,3.0,4.0,2.0,4.0,,10.0,9.0,1.0,4.0,1.0,1.0,0.2857142857142857,,0.5,,0.5,0.3,93.33333333333333,17.571428571428573,13.285714285714286,16.714285714285715,12.142857142857142,0.2,,,,1.0,,0.5,0.48443500000000006,0.5744,0.23076923076923078,10.328571428571427,0.42857142857142855,3.0,3.0,,,2.0,3.0,7.0,3.0,10.0,,1.0,,3.0,0.4,0.75,0.7142857142857143,0.5,0.5,,,0.3,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,11.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,,6.0,,1.0,1.0,,1.0,,1.0,0.6666666666666666,0.6666666666666666,0.3,1.0,1.0,0.6666666666666666,,1.0,,,0.3333333333333333,0.3333333333333333,1.0,0.2,0.1,1.0,1.0,1.0,0.2,1.0,0.09090909090909091,0.125,25.099999999999998,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.5,1.0,0.2857142857142857,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1630198-1630598,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Aaron Wiggins","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Wiggins",1627936-1628392-1628983-1630198-1630598,OKC,280.0,2,5.0,1.0,9.0,10.0,1.0,3.0,19.0,,,,,2.0,4.0,10.0,,,,2.0,1.0,2.0,,5.0,10.0,,1.0,0.5,0.5,0.5,,0.625,,0.625,,97.71428571428571,16.11111111111111,13.5,16.11111111111111,12.6,,,,,,,0.5,0.47355,,,9.275,0.1111111111111111,,3.0,,2.0,,3.0,6.0,,6.0,,,,,,0.75,0.625,,,0.75,,0.375,,2.0,1.0,,,4.0,,2.0,4.0,9.0,,3.0,4.0,1.0,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,0.5,0.5,0.5,0.5,,1.0,0.5,,0.5,,,0.6666666666666666,0.6666666666666666,0.5,0.125,,,,,0.5,,,,27.225,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,0.5,0.5,0.5,,,0.5,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1630198-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Williams",1627936-1628392-1628983-1630198-1631114,OKC,65.0,1,1.0,1.0,3.0,2.0,3.0,2.0,5.0,,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,2.0,2.0,3.0,,,0.5,0.5,0.5,0.5,0.5,0.5,110.76923076923077,10.666666666666666,16.5,10.666666666666666,16.0,0.5,,,,0.5,,0.5,0.54175,0.54175,1.0,3.15,1.0,,1.0,,2.0,,1.0,1.0,,1.0,,,,1.0,,0.5,0.5,,,0.5,,0.5,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1630198-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Cason Wallace","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Wallace",1627936-1628392-1628983-1630198-1641717,OKC,50.0,1,1.0,3.0,1.0,1.0,,1.0,2.0,,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,0.375,,0.375,,57.599999999999994,40.0,10.0,21.0,10.0,0.25,,,,,,1.0,0.567925,,,2.2,,1.0,,1.0,,1.0,,,3.0,3.0,,,,,1.0,,,1.0,,,,,0.5742,,,,,3.0,2.0,1.0,3.0,,2.0,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,0.75,,,,,,,,,,,,,,,,0.75,0.6666666666666666,,,26.0,,1.0,1.0,,1.0,,3.0,,1.0,,,,2.0,,,,,,,0.5,0.5,0.5,,,1.0,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,0.5,,0.3333333333333333,1.0,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1631114-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Jalen Williams, Cason Wallace","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Wallace",1627936-1628392-1628983-1631114-1641717,OKC,143.0,2,2.0,4.0,5.0,5.0,2.0,5.0,10.0,,,,,,1.0,6.0,,1.0,2.0,,,,,,6.0,2.0,2.0,,,,,,,0.75,0.5,100.69930069930071,14.8,13.8,14.8,13.8,,,,,,,,0.4295,0.4295,0.3333333333333333,4.7,0.4,,1.0,,,,2.0,2.0,,2.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,3.0,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,6.0,,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1631114-1641745,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Jalen Williams, Adam Flagler","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Flagler",1627936-1628392-1628983-1631114-1641745,OKC,5.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,288.0,5.0,,5.0,,,,,,,,1.0,0.42345,0.42345,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1631114-1642349,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Jalen Williams, Ajay Mitchell","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Mitchell",1627936-1628392-1628983-1631114-1642349,OKC,284.0,1,5.0,4.0,11.0,10.0,,5.0,21.0,4.0,7.0,,,5.0,11.0,10.0,,,,2.0,1.0,1.0,1.0,2.0,8.0,,,0.2,0.25,0.45454545454545453,,0.4166666666666667,,0.4166666666666667,,106.47887323943662,12.0,15.2,11.181818181818182,15.2,0.5833333333333334,0.5714285714285714,0.5714285714285714,0.25,,,0.6666666666666666,0.56645,,,4.263636363636364,,2.0,3.0,2.0,8.0,2.0,2.0,3.0,2.0,5.0,,2.0,1.0,,0.4,1.0,1.0,0.3333333333333333,,1.0,,0.25,0.52215,1.0,1.0,,,1.0,,,1.0,6.0,,,1.0,,,,1.0,,,,,1.0,,2.0,1.0,,,,1.0,,1.0,1.0,,,,0.08333333333333333,,,1.0,,,,1.0,0.3333333333333333,0.5,,0.08333333333333333,,,,,0.08333333333333333,,,,25.5,,,,,,,2.0,,,1.0,,,,1.0,,,,1.0,,,0.5,0.5,0.09090909090909091,,,0.6666666666666666,,1.0,,,,,,,,,,,0.2,,1.0,0.5,1.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
