EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,OffThreePtRebounds,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,LongMidRangeFGM,PenaltyCorner3FGA,LongMidRangeAssists,FTOffRebounds,LiveBallTurnovers,BadPassTurnovers,Travels,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,OffFTReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGA,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,PenaltyAtRimFrequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsPutbacks,SelfOReb,Blocked3s,BlockedCorner3,SecondChanceFg2Pct,PenaltyFg2Pct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Offensive Fouls,Loose Ball Fouls Drawn,Charge Fouls Drawn,DefensiveGoaltends,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,HeaveAttempts,Transition Take Fouls,Defensive 3 Seconds Violations,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedArc3,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedLongMidRange,Transition Take Fouls Drawn,LongMidRangePctBlocked,3SecondViolations,team_id,year,season,team_vs
1626156-1629060-1629216-1629629-1631132,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Cam Reddish, Christian Koloko","Russell, Hachimura, Vincent, Reddish, Koloko",1626156-1629060-1629216-1629629-1631132,LAL,462.0,2,8.0,13.0,16.0,15.0,1.0,31.0,2.0,3.0,2.0,4.0,1.0,1.0,5.0,6.0,1.0,1.0,4.0,8.0,5.0,7.0,23.0,10.0,1.0,1.0,3.0,8.0,6.0,9.0,6.0,5.0,2.0,4.0,2.0,6.0,2.0,2.0,2.0,14.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,20.0,1.0,1.0,0.4,0.7142857142857143,1.0,0.7142857142857143,0.5,0.7666666666666667,1.5,0.7666666666666667,1.5,0.4666666666666667,0.25,0.3333333333333333,0.25,1.0,1.0,0.25,0.5,0.6666666666666666,0.16666666666666666,1.0,1.0,0.6666666666666666,96.62337662337661,15.4375,14.333333333333334,14.8125,13.0,0.2,0.6666666666666666,1.0,1.0,0.26666666666666666,0.5,0.6666666666666666,1.0,0.06666666666666667,0.06666666666666667,0.4,0.8333333333333334,0.8333333333333334,0.4,1.0,1.0,0.6666666666666666,0.8333333333333334,0.5184133333333334,0.5397,0.13043478260869565,6.25,25.75714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1626156-1629060-1629216-1629629-203076,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Cam Reddish, Anthony Davis","Russell, Hachimura, Vincent, Reddish, Davis",1626156-1629060-1629216-1629629-203076,LAL,275.0,5,5.0,7.0,7.0,8.0,1.0,15.0,1.0,1.0,1.0,5.0,,,1.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,9.0,2.0,1.0,2.0,3.0,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,3.0,1.0,3.0,4.0,,7.0,2.0,9.0,,,,,,,,,1.0,3.0,,6.0,,,1.0,0.5,0.5,0.5,0.3333333333333333,0.4375,0.75,0.5,0.75,0.25,,,,,0.8,0.25,0.75,0.7777777777777778,0.4,,1.0,1.0,78.54545454545455,17.428571428571427,19.125,13.714285714285714,18.125,0.125,1.0,1.0,,0.625,0.2,0.2,,,,0.25,0.5,0.5,1.0,1.0,0.5,0.375,0.5,0.4921625,0.49335,0.3333333333333333,7.55,26.1,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,0.75,0.8333333333333334,1.0,0.25,1.0,0.6666666666666666,0.5,1.0,1.0,0.5,1.0,0.4748,0.5555555555555556,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1626156-1629060-1629216-1629629-2544,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Cam Reddish, LeBron James","Russell, Hachimura, Vincent, Reddish, James",1626156-1629060-1629216-1629629-2544,LAL,909.0,5,15.0,-8.0,30.0,31.0,3.0,61.0,,1.0,2.0,7.0,4.0,1.0,5.0,15.0,,3.0,4.0,12.0,5.0,16.0,27.0,35.0,,3.0,,2.0,12.0,3.0,15.0,5.0,2.0,1.0,4.0,5.0,4.0,,,14.0,1.0,4.0,6.0,,10.0,3.0,13.0,2.0,2.0,,,3.0,,4.0,4.0,5.0,6.0,1.0,27.0,0.25,0.25,0.8,0.3125,,0.3125,0.3333333333333333,0.4107142857142857,,0.43333333333333335,,0.5714285714285714,0.16666666666666666,1.0,0.14285714285714285,,0.75,0.125,0.4444444444444444,0.5882352941176471,0.1111111111111111,0.5,1.0,0.5714285714285714,96.63366336633663,16.0,13.838709677419354,15.466666666666667,12.709677419354838,0.03571428571428571,,,,0.25,0.2857142857142857,0.3333333333333333,,0.14285714285714285,0.03571428571428571,0.5357142857142857,0.3333333333333333,0.3333333333333333,0.8,1.0,,0.6071428571428571,0.3333333333333333,0.4831875,0.545475,,8.866666666666665,26.543750000000003,2.0,,1.0,4.0,,,2.0,,,6.0,1.0,6.0,,1.0,1.0,1.0,1.0,,2.0,,,,,0.1,,0.1111111111111111,0.75,,1.0,,0.5,,0.535125,,0.06666666666666667,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.25,1.0,0.5,0.5,0.5,0.5,0.5,0.1,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1626156-1629060-1629216-1629637-1630559,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Jaxson Hayes, Austin Reaves","Russell, Hachimura, Vincent, Hayes, Reaves",1626156-1629060-1629216-1629637-1630559,LAL,40.0,1,1.0,,2.0,1.0,,3.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.3333333333333333,,,,0.5,108.0,6.5,27.0,6.5,14.0,,,,,1.0,,,,,,,,,,,,,,0.4636,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1626156-1629060-1629216-1629637-2544,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Jaxson Hayes, LeBron James","Russell, Hachimura, Vincent, Hayes, James",1626156-1629060-1629216-1629637-2544,LAL,70.0,1,1.0,2.0,3.0,3.0,,6.0,,,,,,1.0,,,,,,,1.0,1.0,4.0,2.0,,,,,3.0,,,,,,1.0,1.0,,,,3.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,,4.0,,,1.0,1.0,,1.0,,1.5,,1.0,,1.0,,,,,,,0.5,0.5,,,,1.0,123.42857142857142,10.333333333333334,13.0,10.333333333333334,11.0,,,,,,,,,,1.0,,,,,,,1.0,,0.59025,,,,22.3,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1626156-1629060-1629216-1630559-1631132,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Austin Reaves, Christian Koloko","Russell, Hachimura, Vincent, Reaves, Koloko",1626156-1629060-1629216-1630559-1631132,LAL,128.0,1,2.0,-1.0,4.0,5.0,,9.0,,1.0,,1.0,,,1.0,2.0,,,,2.0,1.0,2.0,3.0,4.0,,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,3.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,3.0,,,1.0,0.5,,0.5,,0.375,,0.375,,0.5,,,,,,,,,,,,,101.25,17.0,12.0,17.0,10.6,0.25,,,,0.25,,,,,,0.5,0.5,0.5,1.0,,,0.75,0.5,0.505425,,,4.9,27.5,4.0,1.0,2.0,,2.0,1.0,2.0,,3.0,,,,,,,,,3.0,4.0,,0.5,0.375,0.375,,,,,,,,0.5,0.5,0.505425,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1626156-1629060-1629216-1630559-203076,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Austin Reaves, Anthony Davis","Russell, Hachimura, Vincent, Reaves, Davis",1626156-1629060-1629216-1630559-203076,LAL,714.0,7,12.0,-3.0,24.0,26.0,3.0,50.0,3.0,5.0,3.0,5.0,,2.0,2.0,9.0,,1.0,6.0,10.0,4.0,11.0,30.0,33.0,,1.0,2.0,6.0,12.0,,9.0,2.0,1.0,3.0,4.0,7.0,2.0,1.0,2.0,18.0,2.0,4.0,5.0,,9.0,4.0,13.0,3.0,2.0,1.0,,1.0,,2.0,2.0,2.0,7.0,,28.0,0.5,0.6,1.0,0.36363636363636365,,0.36363636363636365,0.6,0.5714285714285714,0.25,0.625,0.25,0.5238095238095238,0.1,,0.2,,0.8333333333333334,0.5,0.8,0.8181818181818182,0.36363636363636365,,1.0,1.0,100.84033613445378,14.333333333333334,14.23076923076923,13.791666666666666,13.73076923076923,0.23809523809523808,0.6,0.6,0.3333333333333333,0.23809523809523808,0.6,0.75,0.6666666666666666,,0.09523809523809523,0.42857142857142855,0.2222222222222222,0.2222222222222222,1.0,0.25,,0.7619047619047619,0.2222222222222222,0.5585666666666667,0.61,0.06666666666666667,5.15,26.0,9.0,1.0,3.0,6.0,5.0,1.0,3.0,5.0,14.0,6.0,2.0,7.0,1.0,,,1.0,,14.0,9.0,1.0,0.3333333333333333,0.5625,0.6363636363636364,0.2857142857142857,0.5,0.2857142857142857,1.0,0.5,,,0.375,0.3333333333333333,0.517625,0.4666666666666667,0.375,,,,,,1.0,1.0,,,,1.0,,3.0,0.5,,0.75,,,,,0.13043478260869565,0.25,2.0,2.0,1.0,1.0,1.0,2.0,,,0.25,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.6,0.5,0.1,0.75,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1626156-1629060-1629216-1631108-203076,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Max Christie, Anthony Davis","Russell, Hachimura, Vincent, Christie, Davis",1626156-1629060-1629216-1631108-203076,LAL,1037.0,6,17.0,11.0,35.0,33.0,6.0,68.0,5.0,8.0,4.0,8.0,,3.0,3.0,9.0,1.0,1.0,9.0,16.0,6.0,12.0,45.0,34.0,3.0,3.0,11.0,12.0,12.0,6.0,9.0,3.0,2.0,6.0,4.0,10.0,1.0,4.0,2.0,24.0,2.0,4.0,8.0,,12.0,5.0,17.0,5.0,5.0,,,3.0,1.0,7.0,1.0,3.0,7.0,,34.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0.5625,0.6428571428571429,1.375,0.6818181818181818,1.375,0.42857142857142855,0.125,0.25,,,0.7272727272727273,0.2857142857142857,0.6666666666666666,0.7058823529411765,0.38461538461538464,,0.6666666666666666,0.3333333333333333,94.42622950819671,14.142857142857142,16.424242424242426,13.285714285714286,15.787878787878787,0.2857142857142857,0.625,0.8333333333333334,0.8,0.2857142857142857,0.5,0.5,0.5,,0.10714285714285714,0.32142857142857145,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,1.0,0.7142857142857143,0.3333333333333333,0.5467696428571428,0.487975,0.24444444444444444,4.40625,25.8,13.0,2.0,3.0,9.0,2.0,3.0,4.0,6.0,19.0,6.0,3.0,12.0,1.0,2.0,,2.0,2.0,19.0,13.0,1.0,0.75,1.0833333333333333,0.95,0.5,0.5,0.5,0.75,1.0,1.0,,0.5,0.6666666666666666,0.5246333333333334,0.4222222222222222,0.37142857142857144,4.0,,1.0,,,4.0,2.0,,3.0,,2.0,,6.0,0.5714285714285714,,1.0,,,,0.16666666666666666,0.1875,0.3,3.0,3.0,1.0,1.0,1.0,1.0,,,0.16666666666666666,,,1.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,,0.09090909090909091,,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1626156-1629060-1629216-1631132-1642261,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Christian Koloko, Dalton Knecht","Russell, Hachimura, Vincent, Koloko, Knecht",1626156-1629060-1629216-1631132-1642261,LAL,59.0,1,1.0,-2.0,2.0,1.0,1.0,3.0,,1.0,,,,,,2.0,,1.0,,1.0,,2.0,,2.0,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,,,,,,,0.3333333333333333,,,,73.22033898305085,23.5,12.0,17.0,12.0,0.3333333333333333,,,,,,,,,,0.6666666666666666,,,,1.0,,1.0,,0.5797333333333333,,,1.1,26.7,2.0,,2.0,,1.0,,2.0,,,,1.0,,,,,,,,2.0,,,,,0.5,,0.5,,,,,0.6666666666666666,,0.5797333333333333,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1626156-1629060-1629216-1631132-2544,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Christian Koloko, LeBron James","Russell, Hachimura, Vincent, Koloko, James",1626156-1629060-1629216-1631132-2544,LAL,133.0,1,2.0,5.0,5.0,4.0,1.0,9.0,1.0,2.0,,1.0,,,2.0,2.0,,,1.0,3.0,2.0,2.0,8.0,3.0,,,2.0,,6.0,,2.0,2.0,,,2.0,2.0,2.0,,,6.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,2.0,,,6.0,,,1.0,1.0,,1.0,0.3333333333333333,0.8,1.0,0.8,1.0,0.4,,,,,,0.5,,,0.5,,,,97.44360902255639,16.0,13.25,15.8,13.25,0.4,0.5,0.5,,0.2,,,,,,0.4,1.0,1.0,1.0,,,0.8,1.0,0.52541,0.5876,0.25,5.433333333333334,26.25,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
