EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,PenaltyFtPoints,LostBallSteals,LostBallTurnovers,PenaltyAtRimFrequency,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,PtsPutbacks,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,SelfOReb,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsAssisted3s,ThreePtAssists,Arc3Assists,AtRimAssists,2pt And 1 Free Throw Trips,Assisted3sPct,AtRimPctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceTurnovers,Charge Fouls,OffLongMidRangeReboundPct,Corner3FGM,Corner3Assists,Charge Fouls Drawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,BlockedAtRim,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3FGA,FTDefRebounds,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonShootingPenaltyNonTakeFouls,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,LongMidRangePctAssisted,FTOffRebounds,OffFTReboundPct,Loose Ball Fouls,Blocked3s,BlockedArc3,Offensive Fouls,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Technical Free Throw Trips,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,BlockedCorner3,Transition Take Fouls,3pt And 1 Free Throw Trips,3SecondViolations,Clear Path Fouls,Transition Take Fouls Drawn,team_id,year,season,team_vs
1628379-1629630-1630217-1630583-1630643,1610612763,"Luke Kennard, Ja Morant, Desmond Bane, Santi Aldama, Jay Huff","Kennard, Morant, Bane, Aldama, Huff",1628379-1629630-1630217-1630583-1630643,MEM,124.0,2,2.0,1.0,3.0,4.0,,,,7.0,,1.0,1.0,2.0,,,2.0,2.0,2.0,,7.0,6.0,,,,,,,,4.0,2.0,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,7.0,,,1.0,,0.875,,0.875,,,0.5,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,81.29032258064515,,24.666666666666668,12.5,24.666666666666668,12.5,,0.25,1.0,1.0,0.5,,,0.5,0.4859875,,,,,,,14.7,25.2,,,,,,,,,,1.0,1.0,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,0.25,1.0,1.0,,,,,,1.0,,1.0,,,1.0,0.5,,0.5,0.5,0.5,,,0.5,3.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630217-1630583-1641744,1610612763,"Luke Kennard, Ja Morant, Desmond Bane, Santi Aldama, Zach Edey","Kennard, Morant, Bane, Aldama, Edey",1628379-1629630-1630217-1630583-1641744,MEM,80.0,2,1.0,-4.0,4.0,4.0,2.0,,,8.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,,2.0,6.0,,,,,,1.0,,2.0,1.0,,,,,,,,,2.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,2.0,1.0,2.0,,2.0,,2.0,0.5,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,144.0,,6.75,13.25,6.75,11.25,0.3333333333333333,,,,0.3333333333333333,,1.0,0.6666666666666666,0.5811166666666666,,0.35055,,,,,4.8,26.5,0.5,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630217-1631222-1641744,1610612763,"Luke Kennard, Ja Morant, Desmond Bane, Jake LaRavia, Zach Edey","Kennard, Morant, Bane, LaRavia, Edey",1628379-1629630-1630217-1631222-1641744,MEM,1.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630217-1641744-203935,1610612763,"Luke Kennard, Ja Morant, Desmond Bane, Zach Edey, Marcus Smart","Kennard, Morant, Bane, Edey, Smart",1628379-1629630-1630217-1641744-203935,MEM,181.0,1,3.0,-2.0,5.0,6.0,5.0,6.0,1.0,11.0,1.0,,,2.0,,2.0,1.0,1.0,2.0,,2.0,4.0,,,,1.0,1.0,2.0,2.0,2.0,2.0,,,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,,,2.0,,2.0,2.0,,3.0,1.0,2.0,,,,,,2.0,2.0,5.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,,0.25,0.6666666666666666,,,,0.5,,1.0,,0.6,,,,1.0,,1.0,,87.51381215469614,,14.8,17.833333333333332,14.8,17.5,0.3333333333333333,,,,0.6666666666666666,,0.6666666666666666,1.0,0.5870833333333333,,0.5870833333333333,,,,1.0,1.4,27.15,1.0,1.0,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630583-1630643-1642377,1610612763,"Luke Kennard, Ja Morant, Santi Aldama, Jay Huff, Jaylen Wells","Kennard, Morant, Aldama, Huff, Wells",1628379-1629630-1630583-1630643-1642377,MEM,80.0,1,1.0,-2.0,3.0,4.0,,,,7.0,1.0,,,1.0,,,1.0,1.0,1.0,,5.0,7.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,5.0,,,1.0,,1.25,,1.25,,,0.5,,,1.0,,,,,,,,,,,,,126.0,,15.333333333333334,8.5,15.333333333333334,8.5,0.5,,,,0.5,,,1.0,0.6297,,,,,,,1.7,25.4,,,,,1.0,,1.0,,,,,,,,2.0,,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630583-1630643-203935,1610612763,"Luke Kennard, Ja Morant, Santi Aldama, Jay Huff, Marcus Smart","Kennard, Morant, Aldama, Huff, Smart",1628379-1629630-1630583-1630643-203935,MEM,91.0,1,2.0,,4.0,4.0,4.0,,1.0,8.0,1.0,,,3.0,,3.0,1.0,1.0,4.0,,2.0,2.0,,,2.0,1.0,1.0,4.0,2.0,2.0,3.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,2.0,1.0,2.0,1.0,,2.0,4.0,1.0,1.0,0.2,0.2,0.2,1.0,0.2,0.8,,,,0.5,,,0.25,0.5,0.25,,,,,,,126.5934065934066,0.5,14.25,8.5,14.25,7.75,0.2,,,,0.6,,0.6,1.0,0.57451,,0.57451,,,1.0,1.0,,24.425,1.0,1.0,,1.0,,0.2,1.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630583-1631222-1641744,1610612763,"Luke Kennard, Ja Morant, Santi Aldama, Jake LaRavia, Zach Edey","Kennard, Morant, Aldama, LaRavia, Edey",1628379-1629630-1630583-1631222-1641744,MEM,234.0,1,4.0,,10.0,10.0,4.0,4.0,,20.0,1.0,,,3.0,,1.0,1.0,3.0,3.0,1.0,9.0,9.0,,,,1.0,1.0,1.0,3.0,,3.0,1.0,,,,3.0,4.0,,4.0,2.0,2.0,2.0,1.0,2.0,,4.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,,2.0,2.0,9.0,3.0,4.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.75,,0.75,0.5,0.3333333333333333,,0.5,0.6,,,,0.6,,,,,,,,123.07692307692308,1.0,11.6,11.8,11.6,11.6,0.16666666666666666,,,,0.5,,0.5,0.6666666666666666,0.543125,,0.6344,0.16666666666666666,0.3333333333333333,,0.3333333333333333,7.366666666666667,26.766666666666666,0.4,1.0,1.0,,1.0,0.5,1.0,,,,2.0,,,,2.0,,1.0,3.0,,8.0,,,,1.0,1.0,,,0.5,,,0.6,,1.0,1.0,0.3333333333333333,,,,,,,1.0,2.0,,2.0,,,2.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,0.6666666666666666,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,0.5,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630583-1641713-1641744,1610612763,"Luke Kennard, Ja Morant, Santi Aldama, GG Jackson, Zach Edey","Kennard, Morant, Aldama, Jackson, Edey",1628379-1629630-1630583-1641713-1641744,MEM,42.0,1,1.0,2.0,1.0,1.0,,,,2.0,1.0,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,0.25,,,,,,,1.0,68.57142857142857,,12.0,30.0,12.0,19.0,1.0,,,,,,,1.0,0.7798,,,,,,,1.1,,,,,,,,1.0,,,,,,,,2.0,,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630583-1641713-1642377,1610612763,"Luke Kennard, Ja Morant, Santi Aldama, GG Jackson, Jaylen Wells","Kennard, Morant, Aldama, Jackson, Wells",1628379-1629630-1630583-1641713-1642377,MEM,114.0,1,2.0,8.0,5.0,5.0,,5.0,1.0,10.0,3.0,,,3.0,,,3.0,3.0,3.0,1.0,10.0,2.0,,,2.0,,,,,,3.0,,1.0,,,3.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,8.0,,,1.0,,0.75,,0.8333333333333334,1.0,,0.5,,,,1.0,,,0.5,1.0,0.5,,0.5,1.0,,,,126.31578947368422,1.0,9.4,13.4,9.2,13.4,0.5,,,,0.5,,,1.0,0.6964416666666667,,,0.16666666666666666,0.3333333333333333,0.2,,1.0333333333333334,25.233333333333334,,,,,,,3.0,1.0,1.0,,,,1.0,1.0,6.0,,3.0,4.0,,9.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630583-1641744-1642377,1610612763,"Luke Kennard, Ja Morant, Santi Aldama, Zach Edey, Jaylen Wells","Kennard, Morant, Aldama, Edey, Wells",1628379-1629630-1630583-1641744-1642377,MEM,197.0,4,3.0,-1.0,7.0,5.0,,,1.0,12.0,2.0,,1.0,2.0,,,1.0,3.0,3.0,2.0,7.0,8.0,,,2.0,,,,,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,1.0,,1.0,,2.0,3.0,1.0,2.0,1.0,1.0,,1.0,,5.0,,,0.3333333333333333,,0.4166666666666667,,0.5,1.0,,0.5,,,,0.3333333333333333,0.5,0.5,,0.4,0.25,1.0,,,,0.5,,87.71573604060914,,13.714285714285714,20.2,13.714285714285714,16.2,0.3333333333333333,0.16666666666666666,,,0.3333333333333333,,,0.8333333333333334,0.5759416666666667,0.5523,,0.14285714285714285,0.25,0.2857142857142857,,7.166666666666667,24.666666666666668,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,,1.0,,3.0,,,,,,1.0,1.0,,,,0.3333333333333333,,0.5,0.5,,,,,0.16666666666666666,1.0,1.0,,,,1.0,,,,0.3333333333333333,,0.3333333333333333,,,,,,3.0,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1630583-1641744-203935,1610612763,"Luke Kennard, Ja Morant, Santi Aldama, Zach Edey, Marcus Smart","Kennard, Morant, Aldama, Edey, Smart",1628379-1629630-1630583-1641744-203935,MEM,39.0,1,1.0,-2.0,2.0,1.0,2.0,1.0,,3.0,,,,,,,,2.0,,,,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.5,,,,,,,,,,,,,,,110.76923076923076,,8.5,22.0,8.5,22.0,,,,,,,,,0.4134,,0.4134,,,,,7.8,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629630-1641713-1641744-1642377,1610612763,"Luke Kennard, Ja Morant, GG Jackson, Zach Edey, Jaylen Wells","Kennard, Morant, Jackson, Edey, Wells",1628379-1629630-1641713-1641744-1642377,MEM,346.0,2,6.0,,14.0,12.0,8.0,4.0,1.0,26.0,2.0,1.0,1.0,4.0,,2.0,4.0,5.0,5.0,3.0,17.0,17.0,,,2.0,4.0,5.0,2.0,13.0,,4.0,,,1.0,3.0,,3.0,1.0,4.0,,,1.0,,1.0,,2.0,1.0,2.0,3.0,2.0,4.0,1.0,,,,,15.0,13.0,8.0,0.8,0.8,0.7,0.7857142857142857,0.7083333333333334,1.0,0.8125,0.5,,,0.5,,1.0,1.0,,1.0,0.25,,,,,1.0,,108.20809248554913,,14.571428571428571,11.833333333333334,14.428571428571429,11.833333333333334,0.2,0.1,1.0,1.0,0.4,,0.2857142857142857,0.7,0.571495,0.4374,0.5753714285714285,0.09090909090909091,0.16666666666666666,0.11764705882352941,0.7647058823529411,7.26,25.04,0.5714285714285714,2.0,2.0,,1.0,0.2857142857142857,2.0,,,1.0,2.0,1.0,1.0,1.0,8.0,,4.0,6.0,1.0,14.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,0.2,0.5,0.5,1.0,0.1,,,2.0,2.0,1.0,2.0,1.0,,2.0,0.4,0.5,0.4,0.5,0.5,1.0,0.5,0.5,6.0,2.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629634-1630217-1630583-1630590,1610612763,"Luke Kennard, Brandon Clarke, Desmond Bane, Santi Aldama, Scotty Pippen Jr.","Kennard, Clarke, Bane, Aldama, Pippen Jr.",1628379-1629634-1630217-1630583-1630590,MEM,180.0,1,3.0,-10.0,6.0,5.0,6.0,1.0,,11.0,1.0,,,1.0,,1.0,1.0,3.0,1.0,1.0,3.0,13.0,,,,1.0,3.0,1.0,3.0,,1.0,,,,,,,,,,,1.0,,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,3.0,3.0,6.0,0.3333333333333333,0.3333333333333333,0.25,0.25,0.3,,0.3,0.25,,,0.5,,,,,,,,,,,,,88.0,,14.833333333333334,18.2,14.833333333333334,12.4,0.25,,,,0.25,,0.25,0.5,0.5538,,0.5538,0.2,0.25,,1.0,8.366666666666667,27.4,1.0,1.0,1.0,,1.0,0.25,1.0,,,,2.0,,,,2.0,,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,1.0,1.0,0.5,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629634-1630217-1630583-1631222,1610612763,"Luke Kennard, Brandon Clarke, Desmond Bane, Santi Aldama, Jake LaRavia","Kennard, Clarke, Bane, Aldama, LaRavia",1628379-1629634-1630217-1630583-1631222,MEM,381.0,4,6.0,2.0,12.0,11.0,6.0,1.0,2.0,23.0,2.0,,2.0,2.0,,2.0,5.0,9.0,2.0,2.0,15.0,13.0,,1.0,3.0,2.0,3.0,2.0,7.0,6.0,2.0,,,1.0,,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,12.0,7.0,6.0,0.5555555555555556,0.6666666666666666,0.5909090909090909,0.7,0.6818181818181818,1.5,0.7,0.18181818181818182,,,1.0,0.6666666666666666,0.25,,,0.5,0.2,,,1.0,,,,86.92913385826772,,15.0,18.272727272727273,14.583333333333334,18.0,0.18181818181818182,0.18181818181818182,,,0.18181818181818182,,0.4,0.36363636363636365,0.4937363636363637,0.7489,0.49562,0.18181818181818182,0.2222222222222222,0.2,0.4666666666666667,9.277777777777779,25.6,0.5,1.0,,,,0.2,2.0,1.0,1.0,3.0,5.0,,1.0,1.0,4.0,,2.0,2.0,1.0,4.0,,,,0.4,0.4,1.0,1.0,,,,0.5,,1.0,1.0,0.45454545454545453,0.6,0.6,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,,,,1.0,2.0,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629634-1630217-1630583-1641713,1610612763,"Luke Kennard, Brandon Clarke, Desmond Bane, Santi Aldama, GG Jackson","Kennard, Clarke, Bane, Aldama, Jackson",1628379-1629634-1630217-1630583-1641713,MEM,149.0,1,2.0,-6.0,4.0,6.0,,,1.0,10.0,1.0,,,2.0,,,1.0,2.0,3.0,,5.0,11.0,,,,,,,,,2.0,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,2.0,2.0,1.0,,,,,,,5.0,,,0.5,,0.5,,0.5,,,0.6,,,,1.0,,,0.5,1.0,0.3333333333333333,,0.5,1.0,,,,96.64429530201342,,22.75,9.666666666666666,20.0,9.666666666666666,0.2,,,,0.4,,,0.8,0.585,,,,,,,7.45,24.666666666666668,,,,,,,1.0,,,,1.0,1.0,,1.0,2.0,,1.0,2.0,,5.0,,,,1.0,1.0,,,,,,,,1.0,1.0,0.2,,,,0.2,,,,,,1.0,,,,0.3333333333333333,,0.3333333333333333,,,,,,3.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1629634-1630217-1630583-1642377,1610612763,"Luke Kennard, Brandon Clarke, Desmond Bane, Santi Aldama, Jaylen Wells","Kennard, Clarke, Bane, Aldama, Wells",1628379-1629634-1630217-1630583-1642377,MEM,1205.0,11,20.0,-6.0,44.0,42.0,10.0,3.0,7.0,86.0,15.0,,,12.0,2.0,1.0,13.0,22.0,13.0,6.0,47.0,53.0,2.0,2.0,11.0,4.0,6.0,1.0,11.0,14.0,12.0,3.0,3.0,4.0,8.0,7.0,16.0,7.0,23.0,2.0,1.0,10.0,7.0,2.0,,12.0,2.0,2.0,7.0,6.0,7.0,4.0,1.0,,2.0,2.0,36.0,11.0,10.0,0.5909090909090909,0.6666666666666666,0.5857142857142857,0.5714285714285714,0.618421052631579,0.9166666666666666,0.6875,0.37142857142857144,0.13636363636363635,,0.8333333333333334,1.0,0.4444444444444444,0.8888888888888888,0.375,0.9375,0.4117647058823529,,0.2857142857142857,1.0,1.0,1.0,0.6666666666666666,102.77178423236515,1.0,14.113636363636363,13.904761904761905,13.75,13.595238095238095,0.42857142857142855,,,,0.34285714285714286,0.4,0.14285714285714285,0.8,0.58025,0.5703166666666667,0.6515285714285713,0.10526315789473684,0.16,0.23404255319148937,0.23404255319148937,3.7045454545454546,25.26923076923077,0.22727272727272727,5.0,3.0,1.0,3.0,0.7142857142857143,11.0,3.0,3.0,2.0,7.0,1.0,3.0,3.0,12.0,6.0,6.0,10.0,1.0,24.0,,,,0.46153846153846156,0.6,1.0,0.9,0.42857142857142855,0.8,1.0,1.0,,0.7333333333333333,0.7333333333333333,0.2,0.2857142857142857,0.5,0.5,0.02857142857142857,0.6,1.0,4.0,5.0,,5.0,,3.0,5.0,0.38461538461538464,,0.38461538461538464,0.4166666666666667,0.4166666666666667,0.8,,0.4166666666666667,12.0,4.0,4.0,5.0,1.0,0.8,0.45454545454545453,0.8,,1.0,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,1.0,,,,0.5,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1610612763,2025,2024-25,True
1628379-1629634-1630217-1630590-1630643,1610612763,"Luke Kennard, Brandon Clarke, Desmond Bane, Scotty Pippen Jr., Jay Huff","Kennard, Clarke, Bane, Pippen Jr., Huff",1628379-1629634-1630217-1630590-1630643,MEM,37.0,1,1.0,1.0,2.0,1.0,,,,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,2.0,1.0,,,,,1.0,,,,,,,0.5,,,,,,,1.0,,,,1.0,,,,1.0,,,,116.75675675675676,,12.0,13.0,12.0,13.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
