EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsUnassisted3s,ShortMidRangeAssists,OffThreePtRebounds,Travels,Charge Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,FTOffRebounds,BlockingFoulsDrawn,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,Offensive Fouls Drawn,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,HeaveAttempts,DefensiveGoaltends,SecondChanceArc3PctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,OffensiveGoaltends,BlockedCorner3,Arc3PctBlocked,team_id,year,season,team_vs
101133-101139-201155-201228-2449,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, C.J. Watson, Luis Scola","Mahinmi, Miles, Stuckey, Watson, Scola",101133-101139-201155-201228-2449,IND,1335.0,9,22.0,9.0,49.0,50.0,25.0,20.0,2.0,99.0,10.0,13.0,1.0,1.0,6.0,7.0,6.0,8.0,3.0,7.0,1.0,3.0,1.0,3.0,4.0,7.0,2.0,2.0,19.0,28.0,5.0,10.0,9.0,62.0,53.0,1.0,1.0,2.0,10.0,14.0,3.0,5.0,4.0,33.0,12.0,26.0,15.0,2.0,7.0,4.0,1.0,6.0,5.0,11.0,4.0,1.0,4.0,2.0,27.0,2.0,6.0,11.0,1.0,18.0,2.0,20.0,1.0,5.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,9.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,60.0,33.0,25.0,2.0,1.0,0.3157894736842105,0.3333333333333333,1.0,0.5,0.6,0.5,0.6785714285714286,1.0,0.7142857142857143,0.6973684210526315,1.0,0.7631578947368421,0.7045454545454546,1.0,0.7857142857142857,0.2631578947368421,0.03571428571428571,0.07692307692307693,0.5714285714285714,1.0,0.8461538461538461,0.2222222222222222,0.8571428571428571,0.85,0.14285714285714285,0.6666666666666666,0.75,0.6666666666666666,1.0,0.8333333333333334,1.0,0.07692307692307693,106.78651685393258,13.326530612244898,13.64,13.16326530612245,13.58,0.34210526315789475,0.7692307692307693,0.8333333333333334,0.4,0.21052631578947367,0.75,0.75,0.18421052631578946,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,0.18421052631578946,0.5714285714285714,0.5714285714285714,1.0,1.0,1.0,0.3684210526315789,0.8571428571428571,0.15789473684210525,0.3333333333333333,0.10526315789473684,1.0,0.6052631578947368,0.5714285714285714,0.5161618421052632,0.5929,0.5485842105263158,0.11627906976744186,0.15151515151515152,0.03225806451612903,0.532258064516129,8.135714285714286,25.15,0.5102040816326531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
101133-101139-201155-201228-2561,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, C.J. Watson, David West","Mahinmi, Miles, Stuckey, Watson, West",101133-101139-201155-201228-2561,IND,1861.0,14,31.0,-7.0,67.0,62.0,44.0,30.0,9.0,129.0,11.0,21.0,3.0,6.0,9.0,15.0,2.0,6.0,6.0,16.0,3.0,4.0,1.0,1.0,2.0,11.0,,7.0,19.0,43.0,5.0,15.0,13.0,66.0,73.0,5.0,9.0,12.0,13.0,27.0,1.0,8.0,10.0,39.0,20.0,18.0,12.0,4.0,11.0,2.0,1.0,10.0,4.0,14.0,1.0,3.0,7.0,2.0,32.0,9.0,3.0,15.0,1.0,19.0,11.0,30.0,1.0,8.0,4.0,4.0,6.0,,3.0,8.0,,3.0,14.0,1.0,9.0,8.0,,19.0,1.0,2.0,9.0,,16.0,6.0,3.0,3.0,2.0,3.0,54.0,39.0,44.0,2.0,3.0,0.5263157894736842,0.5882352941176471,0.8,0.3333333333333333,0.125,0.3333333333333333,0.4418604651162791,0.5555555555555556,0.48148148148148145,0.45689655172413796,0.5555555555555556,0.4142857142857143,0.5076923076923077,0.6,0.4875,0.25862068965517243,0.023255813953488372,0.047619047619047616,0.42857142857142855,0.5,0.7894736842105263,0.4090909090909091,1.0,0.8181818181818182,0.3548387096774194,0.4444444444444444,0.75,1.0,0.7272727272727273,1.0,,0.03333333333333333,99.81730252552391,13.537313432835822,15.387096774193548,12.388059701492537,14.64516129032258,0.3620689655172414,0.5238095238095238,0.55,0.6363636363636364,0.10344827586206896,0.3333333333333333,0.3333333333333333,0.27586206896551724,0.375,0.375,0.3333333333333333,0.06896551724137931,0.75,0.75,1.0,0.1896551724137931,0.18181818181818182,0.18181818181818182,0.5,0.6666666666666666,0.5,0.42857142857142855,0.6,0.02857142857142857,1.0,0.2,,0.6206896551724138,0.18181818181818182,0.5252353448275863,0.47874285714285714,0.5334557142857144,0.0967741935483871,0.1276595744680851,0.18181818181818182,0.5909090909090909,8.734883720930233,25.273333333333333,0.6567164179104478,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.2222222222222222,0.5,0.3333333333333333,0.125,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
101133-101139-201155-201579-203524,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, Roy Hibbert, Solomon Hill","Mahinmi, Miles, Stuckey, Hibbert, Hill",101133-101139-201155-201579-203524,IND,22.0,2,,,2.0,,2.0,,,2.0,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,130.9090909090909,11.0,,11.0,,0.5,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,0.5,,1.0,,0.403625,,0.403625,,,,,1.7,25.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
101133-101139-201155-201588-202331,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, George Hill, Paul George","Mahinmi, Miles, Stuckey, Hill, George",101133-101139-201155-201588-202331,IND,7.0,1,,-3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
101133-101139-201155-201588-202730,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, George Hill, Lavoy Allen","Mahinmi, Miles, Stuckey, Hill, Allen",101133-101139-201155-201588-202730,IND,156.0,2,3.0,-2.0,3.0,5.0,2.0,,,8.0,1.0,1.0,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,2.0,4.0,1.0,1.0,,7.0,9.0,,,,1.0,2.0,1.0,1.0,,5.0,4.0,,3.0,,,,,2.0,1.0,3.0,,1.0,1.0,,7.0,2.0,,,,,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,2.0,,1.0,,,,7.0,5.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,0.5,0.7,,0.8333333333333334,0.5833333333333334,,0.625,0.2,,,,,,1.0,,,1.0,,,,,,,,73.84615384615384,27.0,15.0,22.666666666666668,15.0,0.2,1.0,1.0,1.0,0.4,0.5,0.5,0.2,,,,0.2,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,,,0.4,,0.54405,,0.4836833333333333,,,,0.7142857142857143,11.725,22.9,0.6666666666666666,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
101133-101139-201155-201588-2449,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, George Hill, Luis Scola","Mahinmi, Miles, Stuckey, Hill, Scola",101133-101139-201155-201588-2449,IND,817.0,8,14.0,13.0,25.0,24.0,5.0,2.0,4.0,49.0,5.0,7.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,8.0,2.0,5.0,,,,5.0,,1.0,12.0,18.0,2.0,10.0,1.0,31.0,18.0,2.0,4.0,4.0,4.0,4.0,,1.0,,8.0,14.0,10.0,6.0,2.0,5.0,,1.0,7.0,2.0,9.0,,2.0,3.0,2.0,20.0,3.0,3.0,6.0,2.0,11.0,7.0,18.0,,5.0,4.0,1.0,1.0,,1.0,2.0,,,3.0,,,2.0,,10.0,1.0,2.0,6.0,,3.0,2.0,,,,,27.0,8.0,5.0,1.0,,0.5833333333333334,0.6363636363636364,1.0,0.2,,0.2,0.6666666666666666,0.5,1.0,0.5357142857142857,0.4,0.8,0.5344827586206896,0.4,0.8,0.35714285714285715,0.05555555555555555,0.14285714285714285,0.3333333333333333,1.0,0.75,0.5,1.0,0.8181818181818182,0.42857142857142855,0.5,,1.0,0.8,1.0,1.0,,86.36474908200734,16.2,17.166666666666668,14.44,16.583333333333332,0.25,0.7142857142857143,0.8333333333333334,0.6,0.10714285714285714,1.0,1.0,0.2857142857142857,0.5,0.5,0.5,0.17857142857142858,0.4,0.4,1.0,0.17857142857142858,,,,0.6,0.6666666666666666,0.2,1.0,,,0.2,,0.6071428571428571,,0.5078285714285714,0.5128333333333334,0.52889,0.06896551724137931,0.10526315789473684,0.12903225806451613,0.25806451612903225,9.75,24.89,0.2,,,2.0,3.0,,,2.0,1.0,,,,0.375,,0.5,0.4,0.3333333333333333,,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
101133-101139-201155-201588-2561,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, George Hill, David West","Mahinmi, Miles, Stuckey, Hill, West",101133-101139-201155-201588-2561,IND,1713.0,15,29.0,-6.0,56.0,57.0,32.0,23.0,9.0,113.0,10.0,18.0,3.0,6.0,5.0,12.0,5.0,12.0,1.0,11.0,1.0,2.0,1.0,2.0,5.0,14.0,3.0,8.0,16.0,41.0,6.0,16.0,9.0,59.0,65.0,3.0,8.0,9.0,8.0,24.0,4.0,10.0,3.0,31.0,16.0,16.0,15.0,4.0,14.0,5.0,2.0,8.0,5.0,13.0,4.0,1.0,5.0,1.0,31.0,8.0,5.0,16.0,3.0,24.0,13.0,37.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,7.0,,1.0,10.0,1.0,8.0,5.0,2.0,15.0,,2.0,10.0,,11.0,6.0,1.0,1.0,,1.0,50.0,31.0,32.0,4.0,,0.5,0.5714285714285714,0.8333333333333334,0.375,0.4,0.375,0.3902439024390244,0.375,0.3333333333333333,0.43859649122807015,0.2727272727272727,0.4117647058823529,0.48360655737704916,0.375,0.44285714285714284,0.2807017543859649,0.04878048780487805,0.05555555555555555,0.3,0.75,0.7619047619047619,0.32,0.8333333333333334,0.7777777777777778,0.37142857142857144,0.5,0.6666666666666666,0.7777777777777778,0.7777777777777778,1.0,0.5,0.06060606060606061,94.99124343257442,15.142857142857142,15.175438596491228,13.875,14.12280701754386,0.3157894736842105,0.5555555555555556,0.5882352941176471,0.5,0.21052631578947367,0.4166666666666667,0.45454545454545453,0.19298245614035087,0.09090909090909091,0.09090909090909091,1.0,0.03508771929824561,0.5,0.5,1.0,0.24561403508771928,0.35714285714285715,0.35714285714285715,0.8,0.5454545454545454,0.5,0.35294117647058826,0.4166666666666667,0.058823529411764705,0.5,0.23529411764705882,0.375,0.5964912280701754,0.35714285714285715,0.524240350877193,0.5697333333333333,0.5311220588235295,0.1,0.13636363636363635,0.15254237288135594,0.5254237288135594,7.709756097560976,25.50625,0.5714285714285714,3.0,3.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,,0.5,0.2857142857142857,0.2,0.4444444444444444,1.0,1.0,0.4,3.0,3.0,,,,0.3333333333333333,0.2727272727272727,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
101133-101139-201155-202388-202730,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, Donald Sloan, Lavoy Allen","Mahinmi, Miles, Stuckey, Sloan, Allen",101133-101139-201155-202388-202730,IND,72.0,2,1.0,5.0,2.0,1.0,,,1.0,3.0,,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,2.0,1.0,1.0,,5.0,,,,3.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,1.0,,1.0,0.5,,,0.8333333333333334,1.5,,0.8333333333333334,1.5,,0.3333333333333333,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,60.0,19.5,33.0,15.0,33.0,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,0.6666666666666666,1.0,0.5284666666666666,0.5202,,,,0.6,,6.9,25.8,,,3.0,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
101133-101139-201155-202388-203142,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, Donald Sloan, Chris Copeland","Mahinmi, Miles, Stuckey, Sloan, Copeland",101133-101139-201155-202388-203142,IND,94.0,2,2.0,-7.0,4.0,3.0,2.0,2.0,1.0,7.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,2.0,2.0,9.0,,,2.0,,1.0,,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,2.0,,1.0,1.0,1.0,1.0,,2.0,2.0,,1.0,,,,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,0.5,,,,,,1.0,,,0.5,,,,,,,,107.23404255319149,11.25,16.333333333333332,11.25,9.666666666666666,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,0.5,,0.5,,0.468125,,0.468125,,,1.0,1.0,8.2,25.0,0.5,2.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
101133-101139-201155-202388-2449,1610612754,"Ian Mahinmi, CJ Miles, Rodney Stuckey, Donald Sloan, Luis Scola","Mahinmi, Miles, Stuckey, Sloan, Scola",101133-101139-201155-202388-2449,IND,921.0,8,15.0,-10.0,30.0,34.0,6.0,3.0,3.0,64.0,2.0,4.0,,1.0,,,2.0,6.0,3.0,8.0,1.0,3.0,,,1.0,3.0,,1.0,7.0,18.0,2.0,6.0,5.0,25.0,35.0,,1.0,,1.0,2.0,,1.0,1.0,3.0,12.0,2.0,6.0,,2.0,1.0,,6.0,2.0,8.0,1.0,1.0,2.0,2.0,18.0,2.0,3.0,12.0,,15.0,3.0,18.0,,3.0,1.0,2.0,7.0,,6.0,1.0,1.0,1.0,8.0,2.0,3.0,4.0,,7.0,2.0,,8.0,,6.0,3.0,,1.0,1.0,1.0,25.0,3.0,6.0,,,0.8571428571428571,0.8571428571428571,1.0,0.3333333333333333,,0.4,0.3888888888888889,,0.5,0.4166666666666667,,0.3333333333333333,0.46296296296296297,,0.375,0.25,,,0.875,,0.8,0.18181818181818182,0.6,0.75,0.21428571428571427,0.5,0.6,0.8571428571428571,1.0,0.5,1.0,,100.06514657980456,14.666666666666666,14.147058823529411,14.333333333333334,13.235294117647058,0.16666666666666666,0.5,0.5,1.0,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.375,0.6666666666666666,0.125,0.3333333333333333,0.3333333333333333,1.0,0.125,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,0.4166666666666667,0.5,0.4986434782608696,0.6181,0.4822,0.1111111111111111,0.14285714285714285,,0.12,11.68888888888889,28.75,0.2,,,2.0,1.0,,,1.0,,,,,0.3333333333333333,0.25,,,0.5,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612754,2015,2014-15,True
