EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,DefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FtPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,DefTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceTsPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,DefCorner3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,OffThreePtRebounds,StepOutOfBoundsTurnovers,PenaltyTurnovers,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyFtPoints,SecondChanceAtRimFGM,Corner3FGM,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,Travels,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,BlockingFouls,SecondChanceFg3Pct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFoulsDrawn,LostBallTurnovers,Offensive Fouls,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,HeaveAttempts,SecondChanceTurnovers,FTDefRebounds,DefFTReboundPct,LongMidRangePctBlocked,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefensiveGoaltends,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,3SecondViolations,OffensiveGoaltends,HeaveMakes,Blocked3s,BlockedArc3,BlockedLongMidRange,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
101109-101111-101145-202329-2199,1610612742,"Raymond Felton, Charlie Villanueva, Monta Ellis, Al-Farouq Aminu, Tyson Chandler","Felton, Villanueva, Ellis, Aminu, Chandler",101109-101111-101145-202329-2199,DAL,77.0,2,1.0,-3.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.5,1.0,0.5,0.5,1.5,0.5,1.5,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,93.5064935064935,20.5,12.0,16.0,12.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5524166666666667,0.4641,0.60105,1.0,2.1,24.65,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
101109-101111-101145-202718-2199,1610612742,"Raymond Felton, Charlie Villanueva, Monta Ellis, Chandler Parsons, Tyson Chandler","Felton, Villanueva, Ellis, Parsons, Chandler",101109-101111-101145-202718-2199,DAL,64.0,1,1.0,-2.0,2.0,2.0,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,90.0,16.5,15.5,16.5,12.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
101109-101111-1717-200826-202329,1610612742,"Raymond Felton, Charlie Villanueva, Dirk Nowitzki, J.J. Barea, Al-Farouq Aminu","Felton, Villanueva, Nowitzki, Barea, Aminu",101109-101111-1717-200826-202329,DAL,941.0,3,16.0,10.0,28.0,29.0,,2.0,57.0,15.0,2.0,6.0,,,,20.0,2.0,8.0,34.0,24.0,,,,,3.0,6.0,2.0,1.0,1.0,7.0,1.0,15.0,3.0,3.0,15.0,2.0,5.0,32.0,,,0.5,0.25,,0.25,0.5714285714285714,,0.5483870967741935,,0.2857142857142857,0.05,0.06666666666666667,0.42857142857142855,0.23076923076923078,0.75,87.22635494155153,14.0,18.93103448275862,13.75,17.620689655172413,0.5357142857142857,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.5,,,,0.8214285714285714,0.3333333333333333,0.5584928571428571,0.476,,,4.9799999999999995,24.7625,,2.0,12.0,1.0,1.0,1.0,1.0,2.0,0.5,0.6666666666666666,0.75,1.0,5.0,11.0,1.0,2.0,2.0,3.0,2.0,13.0,2.0,1.0,2.0,2.0,12.0,14.0,3.0,6.0,5.0,1.0,10.0,5.0,4.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.46153846153846156,0.46153846153846156,0.65,0.3333333333333333,0.7692307692307693,1.0,0.5,0.6,1.0,0.7333333333333333,0.7857142857142857,0.45454545454545453,0.07142857142857142,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.5,0.07142857142857142,1.0,0.06666666666666667,0.09090909090909091,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
101109-101111-1717-200826-202962,1610612742,"Raymond Felton, Charlie Villanueva, Dirk Nowitzki, J.J. Barea, Greg Smith","Felton, Villanueva, Nowitzki, Barea, Smith",101109-101111-1717-200826-202962,DAL,47.0,1,1.0,-2.0,3.0,3.0,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,183.82978723404256,3.6666666666666665,12.0,3.6666666666666665,12.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
101109-101111-1717-202329-2734,1610612742,"Raymond Felton, Charlie Villanueva, Dirk Nowitzki, Al-Farouq Aminu, Devin Harris","Felton, Villanueva, Nowitzki, Aminu, Harris",101109-101111-1717-202329-2734,DAL,184.0,1,3.0,-2.0,6.0,5.0,,,11.0,1.0,1.0,3.0,,,,3.0,1.0,3.0,5.0,7.0,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,2.0,5.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.4166666666666667,,0.4166666666666667,,0.5,0.3333333333333333,1.0,,,,86.08695652173913,16.0,17.6,16.0,14.8,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,0.6666666666666666,0.3333333333333333,0.5122166666666667,,,,7.466666666666666,27.03333333333333,,,1.0,,,,,,,,0.25,,,,,2.0,,,,1.0,,,,,,2.0,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,0.3333333333333333,,0.5,1.0,,,,,,,0.3333333333333333,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
101109-101111-1717-2210-2734,1610612742,"Raymond Felton, Charlie Villanueva, Dirk Nowitzki, Richard Jefferson, Devin Harris","Felton, Villanueva, Nowitzki, Jefferson, Harris",101109-101111-1717-2210-2734,DAL,98.0,1,2.0,-1.0,3.0,4.0,,,7.0,1.0,,,,,,1.0,,1.0,2.0,3.0,,,,,,,,,,1.0,,2.0,,,3.0,1.0,1.0,2.0,,,,,,,0.5,,0.5,,0.5,,,,,,102.85714285714286,11.0,16.25,11.0,16.25,0.5,,,,,,,,1.0,,0.550975,,,,2.3,23.2,,3.0,3.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
101109-101111-200765-200826-203108,1610612742,"Raymond Felton, Charlie Villanueva, Rajon Rondo, J.J. Barea, Bernard James","Felton, Villanueva, Rondo, Barea, James",101109-101111-200765-200826-203108,DAL,127.0,1,2.0,-1.0,4.0,3.0,,,7.0,1.0,,1.0,,,,3.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,0.25,,,,,,79.37007874015748,20.0,15.666666666666666,20.0,15.333333333333334,0.25,0.25,,,,,,,0.5,,0.42365,,,,8.0,26.2,,,1.0,,,,,,,,0.5,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,0.5,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
101109-101111-200765-202329-203108,1610612742,"Raymond Felton, Charlie Villanueva, Rajon Rondo, Al-Farouq Aminu, Bernard James","Felton, Villanueva, Rondo, Aminu, James",101109-101111-200765-202329-203108,DAL,25.0,1,,-5.0,1.0,2.0,,,3.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,172.79999999999998,8.0,8.5,8.0,8.5,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
101109-101111-200765-202329-2405,1610612742,"Raymond Felton, Charlie Villanueva, Rajon Rondo, Al-Farouq Aminu, Amar'e Stoudemire","Felton, Villanueva, Rondo, Aminu, Stoudemire",101109-101111-200765-202329-2405,DAL,174.0,1,3.0,2.0,5.0,5.0,5.0,2.0,10.0,1.0,,1.0,,,1.0,5.0,,1.0,8.0,6.0,,,1.0,8.0,,1.0,,,,3.0,,6.0,1.0,2.0,4.0,,,4.0,8.0,5.0,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,,,1.0,1.0,,82.75862068965517,18.0,16.8,13.2,16.4,0.16666666666666666,0.16666666666666666,,,,,0.16666666666666666,,0.3333333333333333,,0.5011833333333333,0.4466,0.5011833333333333,1.0,12.26,24.4,1.0,1.0,2.0,,,,1.0,1.0,,1.0,0.4,1.0,,1.0,,1.0,2.0,3.0,,4.0,,2.0,,4.0,6.0,2.0,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,0.75,0.75,0.8,1.0,0.25,,,1.0,,1.0,1.0,1.0,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,0.5,1.0,1.0,1.0,,1.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
101109-101111-200765-202718-2199,1610612742,"Raymond Felton, Charlie Villanueva, Rajon Rondo, Chandler Parsons, Tyson Chandler","Felton, Villanueva, Rondo, Parsons, Chandler",101109-101111-200765-202718-2199,DAL,261.0,1,4.0,4.0,8.0,9.0,8.0,,17.0,1.0,1.0,1.0,,1.0,1.0,5.0,1.0,1.0,12.0,8.0,,1.0,1.0,12.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,,,4.0,,2.0,12.0,12.0,8.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.2,1.0,,,,93.79310344827587,11.25,19.0,11.25,19.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,0.16666666666666666,1.0,0.3333333333333333,1.0,0.5052333333333333,,0.5052333333333333,1.0,12.18,25.6,1.0,1.0,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,2.0,2.0,2.0,,4.0,1.0,,,,4.0,4.0,,2.0,,2.0,3.0,1.0,1.0,,,1.0,,,2.0,1.0,,,,,,,0.5,0.5,0.8,,1.0,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,0.14285714285714285,0.16666666666666666,,2.0,1.0,1.0,,,1.0,,4.0,5.0,,,1.0,,0.8,,,,,0.16666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,False
