EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,TotalPoss,LongMidRangeFGA,FG2A,FoulsDrawn,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,Minutes,PlusMinus,DefPoss,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,ShootingFouls,Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LostBallTurnovers,BlockingFoulsDrawn,PenaltyArc3FGA,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,PenaltyArc3Frequency,DefAtRimReboundPct,PenaltyFtPoints,FTOffRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,PenaltyArc3FGM,BlockingFouls,Loose Ball Fouls,PenaltyArc3Accuracy,Offensive Fouls,HeaveAttempts,Charge Fouls,RecoveredBlocks,BlocksRecoveredPct,BlockedShortMidRange,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,SecondChanceCorner3FGA,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedCorner3,3SecondViolations,Arc3PctBlocked,team_id,year,season,team_vs
101141-201162-201564-201573-202336,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Jerryd Bayless, Larry Sanders","Ilyasova, Dudley, Mayo, Bayless, Sanders",101141-201162-201564-201573-202336,MIL,28.0,1,1.0,1.0,1.0,1.0,1.0,51.42857142857143,21.0,21.0,1.0,0.3683,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
101141-201162-201564-201573-202688,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Jerryd Bayless, Brandon Knight","Ilyasova, Dudley, Mayo, Bayless, Knight",101141-201162-201564-201573-202688,MIL,153.0,1,5.0,9.0,1.0,3.0,,84.70588235294119,15.4,15.4,0.25,0.6133625,6.733333333333333,3.0,-2.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.625,0.625,0.625,0.625,0.25,1.0,19.0,16.75,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.25,1.0,0.75,0.6133625,1.0,23.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
101141-201162-201564-201573-203089,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Jerryd Bayless, John Henson","Ilyasova, Dudley, Mayo, Bayless, Henson",101141-201162-201564-201573-203089,MIL,1142.0,6,34.0,68.0,9.0,30.0,9.0,85.74430823117338,16.794117647058822,15.352941176470589,0.23684210526315788,0.5536736842105263,6.816666666666666,19.0,-10.0,34.0,,1.0,7.0,17.0,,,1.0,2.0,,,12.0,3.0,8.0,38.0,48.0,,,,,,16.0,6.0,8.0,2.0,10.0,,5.0,22.0,1.0,,,,2.0,,32.0,,,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.375,,0.375,0.4,,0.4342105263157895,,0.475,,0.21052631578947367,,16.794117647058822,15.411764705882353,0.4473684210526316,0.4117647058823529,0.4375,0.7142857142857143,0.05263157894736842,0.5,0.5,,,,,,0.6578947368421053,,,24.925,,4.0,1.0,4.0,3.0,4.0,2.0,2.0,6.0,1.0,5.0,2.0,6.0,1.0,2.0,6.0,8.0,3.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,5.0,3.0,9.0,8.0,17.0,1.0,1.0,1.0,2.0,1.0,8.0,10.0,1.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2857142857142857,0.375,0.03333333333333333,0.058823529411764705,1.0,0.45454545454545453,0.3333333333333333,1.0,0.4,0.5,0.34782608695652173,0.5,0.14285714285714285,0.5,0.6666666666666666,0.75,1.0,0.045454545454545456,0.10526315789473684,0.75,0.75,0.3333333333333333,0.2222222222222222,0.2222222222222222,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.25,0.14285714285714285,0.3333333333333333,0.5338,0.1,0.125,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
101141-201162-201564-201573-203114,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Jerryd Bayless, Khris Middleton","Ilyasova, Dudley, Mayo, Bayless, Middleton",101141-201162-201564-201573-203114,MIL,57.0,1,4.0,8.0,1.0,3.0,,202.10526315789474,8.5,6.5,0.3333333333333333,0.4855333333333333,11.200000000000001,1.0,-4.0,4.0,4.0,,,1.0,,1.0,,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,4.0,,,,,,,,,,,,,,1.0,5.75,5.75,0.3333333333333333,,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.4855333333333333,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,1.0,,,,0.6175,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
101141-201162-201564-201573-203268,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Jerryd Bayless, Jorge Gutierrez","Ilyasova, Dudley, Mayo, Bayless, Gutierrez",101141-201162-201564-201573-203268,MIL,241.0,1,7.0,14.0,2.0,3.0,2.0,83.65145228215768,12.142857142857142,12.142857142857142,0.5,0.5576,11.033333333333333,4.0,1.0,7.0,,,1.0,1.0,,,,,,,2.0,1.0,1.0,10.0,9.0,,,,,,2.0,3.0,1.0,1.0,2.0,,,5.0,,,1.0,1.0,2.0,,10.0,,,0.5,0.5,1.0,1.0,,1.0,0.6666666666666666,,0.875,,1.0,,0.25,0.5,22.285714285714285,22.285714285714285,0.25,1.0,1.0,,,,,,,,,,0.5,,,24.8,,,,,,,1.0,1.0,1.0,,3.0,,,,,,2.0,,,1.0,1.0,,1.0,,1.0,,,1.0,3.0,,4.0,,4.0,,,1.0,1.0,,1.0,2.0,,,3.0,1.0,2.0,,,,,,,,,,,1.0,,0.5,,0.8,,,,,1.0,1.0,0.5,,,,,,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,,,1.0,,0.4,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
101141-201162-201564-201573-203507,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Jerryd Bayless, Giannis Antetokounmpo","Ilyasova, Dudley, Mayo, Bayless, Antetokounmpo",101141-201162-201564-201573-203507,MIL,338.0,1,10.0,19.0,2.0,8.0,3.0,80.94674556213018,13.6,12.0,0.2,0.47413999999999995,7.5125,6.0,6.0,9.0,3.0,9.0,1.0,4.0,,3.0,,1.0,,,3.0,,2.0,8.0,2.0,,4.0,,1.0,,4.0,,2.0,,2.0,,,4.0,1.0,1.0,1.0,1.0,3.0,,6.0,,3.0,0.6666666666666666,0.6666666666666666,,,,,0.375,,0.3,,0.3333333333333333,,0.2,0.3333333333333333,22.444444444444443,20.555555555555557,0.4,0.25,0.5,,0.1,,,,0.6,,,,0.6,0.43415,,24.25,0.3,4.0,,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,3.0,1.0,,2.0,2.0,,,1.0,,3.0,,1.0,1.0,1.0,5.0,3.0,2.0,,5.0,6.0,11.0,2.0,,1.0,2.0,,,2.0,,,4.0,,2.0,,,,,0.3333333333333333,0.25,0.25,0.375,0.5,,0.5,1.0,0.75,0.5,0.625,0.8571428571428571,1.0,1.0,,1.0,0.5,0.6666666666666666,0.5,0.2,0.5,1.0,1.0,0.5,0.5,1.0,0.1,,,,0.5,,0.25,,0.4224875,0.16666666666666666,0.2,0.25,,,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
101141-201162-201564-201573-203948,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Jerryd Bayless, Johnny O'Bryant III","Ilyasova, Dudley, Mayo, Bayless, O'Bryant III",101141-201162-201564-201573-203948,MIL,176.0,1,6.0,13.0,1.0,5.0,,106.36363636363637,15.5,14.833333333333334,0.14285714285714285,0.52705,5.84,3.0,,7.0,,2.0,1.0,3.0,,,,,,,3.0,1.0,2.0,9.0,9.0,,,,,,,3.0,,1.0,1.0,,,3.0,,,,,,,7.0,,,,,1.0,0.5,,0.5,0.6,,0.6428571428571429,,0.6428571428571429,,0.2857142857142857,,11.857142857142858,11.857142857142858,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.7142857142857143,,,25.05,,1.0,,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,2.0,6.0,,,2.0,1.0,,1.0,,,1.0,,2.0,1.0,,3.0,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,0.3333333333333333,,,1.0,,,1.0,,0.14285714285714285,1.0,1.0,,1.0,1.0,,0.2857142857142857,0.5,0.5,1.0,,,,0.5,,,,0.2222222222222222,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
101141-201162-201564-201573-2585,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Jerryd Bayless, Zaza Pachulia","Ilyasova, Dudley, Mayo, Bayless, Pachulia",101141-201162-201564-201573-2585,MIL,698.0,5,23.0,45.0,4.0,10.0,4.0,92.83667621776505,13.130434782608695,12.73913043478261,0.2222222222222222,0.5880194444444444,8.330000000000002,12.0,1.0,22.0,1.0,1.0,5.0,6.0,,,,3.0,,,7.0,2.0,8.0,22.0,21.0,,1.0,,,,8.0,6.0,4.0,2.0,6.0,,3.0,14.0,4.0,4.0,3.0,2.0,5.0,,22.0,,1.0,0.5714285714285714,0.5714285714285714,1.0,0.25,,0.25,0.7,,0.5555555555555556,,0.5789473684210527,,0.4444444444444444,0.6,18.0,17.363636363636363,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.6,0.16666666666666666,,,,,,,,0.7777777777777778,0.2881,,24.6625,0.043478260869565216,1.0,,,,,2.0,2.0,5.0,,2.0,,,,,,6.0,,,5.0,2.0,,2.0,,1.0,1.0,,4.0,4.0,,8.0,1.0,9.0,,,1.0,2.0,,2.0,6.0,,,3.0,1.0,2.0,,,,,,,,,,,0.4,,1.0,0.16666666666666666,0.5714285714285714,0.14285714285714285,,,0.3333333333333333,,0.5,1.0,,,,,,0.5,0.5,0.5,0.2777777777777778,0.4,0.4,1.0,,,,0.4,,0.10526315789473684,0.18181818181818182,,1.0,,,,1.0,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
101141-201162-201564-202336-202688,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Larry Sanders, Brandon Knight","Ilyasova, Dudley, Mayo, Sanders, Knight",101141-201162-201564-202336-202688,MIL,83.0,2,3.0,6.0,1.0,3.0,1.0,104.09638554216868,12.0,12.0,0.3333333333333333,0.5824,6.8,1.0,,3.0,2.0,,2.0,2.0,1.0,1.0,,,,,2.0,,,4.0,4.0,1.0,2.0,,,2.0,2.0,,1.0,,1.0,,1.0,2.0,,,,,,,4.0,2.0,2.0,0.5,0.5,,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,,,15.666666666666666,15.666666666666666,0.6666666666666666,1.0,1.0,0.5,,,,,0.5,1.0,,,0.6666666666666666,0.5872,0.5,,0.6666666666666666,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
101141-201162-201564-202688-203089,1610612749,"Ersan Ilyasova, Jared Dudley, O.J. Mayo, Brandon Knight, John Henson","Ilyasova, Dudley, Mayo, Knight, Henson",101141-201162-201564-202688-203089,MIL,397.0,2,10.0,21.0,2.0,7.0,7.0,76.17128463476071,17.0,12.8,0.25,0.5525,7.957142857142857,7.0,1.0,11.0,7.0,8.0,2.0,3.0,2.0,3.0,,,,,4.0,,1.0,16.0,15.0,3.0,5.0,,1.0,11.0,6.0,,3.0,,3.0,,1.0,6.0,,,,,,,13.0,11.0,7.0,0.75,0.75,,,,,0.5714285714285714,0.6,0.5,0.5,0.5714285714285714,0.55,0.125,,20.636363636363637,17.636363636363637,0.375,0.6666666666666666,1.0,0.5,,,,,0.5,0.6666666666666666,,,0.5,0.6028,0.6875,24.2,0.7,2.0,,1.0,,2.0,2.0,,1.0,,8.0,1.0,3.0,,1.0,3.0,2.0,,,1.0,,1.0,,,2.0,1.0,2.0,3.0,1.0,,4.0,4.0,8.0,,,,,,,1.0,2.0,,12.0,,3.0,,,,,0.3333333333333333,0.3333333333333333,0.375,0.14285714285714285,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5714285714285714,0.75,1.0,,1.0,,0.3333333333333333,0.75,,0.25,,,,1.0,1.0,1.0,0.125,,,,0.3333333333333333,,,,0.4355,0.2727272727272727,0.3,0.1875,,1.0,1.0,,,1.0,,0.5,,,0.16666666666666666,,5.0,1.0,3.0,3.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2015,2014-15,False
