EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeAssists,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockingFoulsDrawn,HeaveMakes,Charge Fouls,3SecondViolations,Corner3PctBlocked,BlockedCorner3,LongMidRangePctBlocked,team_id,year,season,team_vs
101106-101135-201939-202691-203084,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Harrison Barnes","Bogut, Lee, Curry, Thompson, Barnes",101106-101135-201939-202691-203084,GSW,453.0,3,8.0,8.0,15.0,16.0,9.0,9.0,3.0,31.0,3.0,5.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,6.0,11.0,2.0,2.0,3.0,21.0,13.0,3.0,3.0,6.0,5.0,8.0,1.0,1.0,1.0,14.0,6.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,3.0,1.0,6.0,7.0,3.0,10.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,15.0,14.0,9.0,0.5,0.6,0.5,1.0,1.0,1.0,0.5454545454545454,1.0,0.625,0.6923076923076923,1.0,0.7222222222222222,0.75,1.0,0.7777777777777778,0.15384615384615385,0.09090909090909091,0.2,0.75,0.5454545454545454,0.6,0.5,0.5384615384615384,0.6,0.5,1.0,0.42857142857142855,0.6666666666666666,1.0,0.5,98.54304635761589,0.3333333333333333,13.333333333333334,15.8125,12.066666666666666,14.1875,0.38461538461538464,0.6,0.75,0.6666666666666666,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.15384615384615385,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.4444444444444444,0.75,0.1111111111111111,1.0,0.5384615384615384,1.0,0.49035384615384614,0.6078666666666667,0.5115888888888889,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.6666666666666666,8.754545454545454,26.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,False
101106-101135-201939-202691-2738,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Andre Iguodala","Bogut, Lee, Curry, Thompson, Iguodala",101106-101135-201939-202691-2738,GSW,49.0,1,1.0,-2.0,1.0,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.775510204081634,,28.0,21.0,28.0,21.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3794,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,False
101106-101135-202691-2733-2738,1610612744,"Andrew Bogut, David Lee, Klay Thompson, Shaun Livingston, Andre Iguodala","Bogut, Lee, Thompson, Livingston, Iguodala",101106-101135-202691-2733-2738,GSW,97.0,1,2.0,-4.0,3.0,4.0,,,,7.0,,,,,,,1.0,1.0,1.0,2.0,,,,,2.0,3.0,,,,4.0,8.0,,,,,,,,,,4.0,,,,,,,,2.0,,2.0,,,1.0,4.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,4.0,,,1.0,1.0,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,,,,,,,,,,,,,,103.91752577319588,,16.333333333333332,12.0,16.333333333333332,12.0,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,0.42660000000000003,,,,,,,13.299999999999999,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,False
101106-201578-201939-202691-2738,1610612744,"Andrew Bogut, Marreese Speights, Stephen Curry, Klay Thompson, Andre Iguodala","Bogut, Speights, Curry, Thompson, Iguodala",101106-201578-201939-202691-2738,GSW,22.0,1,,-2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,130.9090909090909,,16.0,6.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,False
101106-201939-202691-203084-203105,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Harrison Barnes, Festus Ezeli","Bogut, Curry, Thompson, Barnes, Ezeli",101106-201939-202691-203084-203105,GSW,6.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,240.0,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,False
101106-201939-202691-203084-203110,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Harrison Barnes, Draymond Green","Bogut, Curry, Thompson, Barnes, Green",101106-201939-202691-203084-203110,GSW,14696.0,22,245.0,30.0,472.0,474.0,30.0,26.0,48.0,946.0,66.0,110.0,10.0,22.0,2.0,7.0,24.0,74.0,38.0,70.0,45.0,125.0,3.0,8.0,128.0,254.0,64.0,169.0,37.0,485.0,455.0,13.0,31.0,49.0,7.0,16.0,4.0,10.0,4.0,30.0,134.0,122.0,174.0,18.0,18.0,124.0,45.0,23.0,67.0,58.0,125.0,39.0,40.0,10.0,308.0,38.0,58.0,131.0,198.0,56.0,254.0,44.0,32.0,55.0,32.0,31.0,23.0,2.0,86.0,8.0,43.0,95.0,76.0,4.0,48.0,3.0,23.0,30.0,14.0,15.0,32.0,23.0,436.0,30.0,30.0,0.5234375,0.5630252100840336,0.90625,0.378698224852071,0.4,0.38095238095238093,0.5039370078740157,0.41935483870967744,0.4375,0.5295508274231678,0.5,0.5,0.5426966292134832,0.5104166666666666,0.5357142857142857,0.39952718676122934,0.09055118110236221,0.12727272727272726,0.6395348837209303,0.7197802197802198,0.30158730158730157,0.7945205479452054,0.7411764705882353,0.24347826086956523,0.3181818181818182,0.1875,0.660377358490566,0.6823529411764706,0.8636363636363636,0.7924528301886793,92.6946107784431,0.71875,14.315677966101696,16.748945147679326,13.669491525423728,16.00632911392405,0.26004728132387706,0.6,0.6875,0.6060606060606061,0.17494089834515367,0.32432432432432434,0.36923076923076925,0.4166666666666667,0.16548463356973994,0.5428571428571428,0.5428571428571428,0.29550827423167847,0.36,0.3629032258064516,0.8666666666666667,0.46808510638297873,0.45454545454545453,0.2,0.2692307692307692,0.2857142857142857,0.3076923076923077,0.375,0.6595744680851063,0.3629032258064516,0.5180663507109005,0.5218689189189188,0.490842,0.05191873589164785,0.08394160583941605,0.10103092783505155,0.061855670103092786,8.132283464566928,25.255621301775147,0.0635593220338983,17.0,0.4473684210526316,19.0,44.0,2.0,5.0,1.0,2.0,5.0,11.0,7.0,16.0,2.0,1.0,1.0,19.0,18.0,9.0,8.0,12.0,9.0,7.0,1.0,8.0,2.0,9.0,7.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.4375,0.005917159763313609,0.12162162162162163,0.008,1.0,0.17307692307692307,0.36,0.13924050632911392,0.28,0.8,0.038834951456310676,0.10401891252955082,0.4318181818181818,0.4318181818181818,1.0,0.10638297872340426,0.4,1.0,0.23404255319148937,0.45454545454545453,1.0,0.07692307692307693,0.5,,,,,,,,,,,,,,1610612744,2015,2014-15,False
101106-201939-202691-203084-2571,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Harrison Barnes, Leandro Barbosa","Bogut, Curry, Thompson, Barnes, Barbosa",101106-201939-202691-203084-2571,GSW,186.0,1,3.0,6.0,7.0,6.0,,,,13.0,1.0,2.0,,,,,,,,,3.0,3.0,,,1.0,2.0,3.0,3.0,,11.0,5.0,,,,,,,,,,2.0,,6.0,3.0,,3.0,3.0,,1.0,2.0,3.0,2.0,1.0,,8.0,,2.0,1.0,3.0,,3.0,,,2.0,1.0,,1.0,,2.0,,1.0,3.0,,,,,,,,,,,11.0,,,1.0,1.0,0.6666666666666666,1.0,,1.0,0.5,,,1.1,,,1.1,,,0.6,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,100.64516129032258,,11.428571428571429,17.666666666666668,11.428571428571429,17.666666666666668,0.4,0.5,0.5,1.0,,,,,,,,0.6,1.0,1.0,0.6666666666666666,,,,,,,,1.0,1.0,0.54028,,,,,,,2.05,24.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,False
101106-201939-202691-203084-2733,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Harrison Barnes, Shaun Livingston","Bogut, Curry, Thompson, Barnes, Livingston",101106-201939-202691-203084-2733,GSW,353.0,5,6.0,-2.0,9.0,9.0,,5.0,1.0,18.0,1.0,2.0,,1.0,,,1.0,3.0,1.0,1.0,,1.0,,,3.0,6.0,1.0,3.0,,9.0,11.0,,1.0,,,,,,,,2.0,4.0,3.0,,,1.0,,,1.0,1.0,2.0,,1.0,,5.0,1.0,1.0,2.0,3.0,1.0,4.0,,,1.0,,,1.0,,1.0,,2.0,5.0,,,,,,3.0,2.0,1.0,3.0,,9.0,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.5,,,0.5,,,0.5,,,0.3333333333333333,,,1.0,0.2222222222222222,0.3333333333333333,0.5,0.2727272727272727,0.2,,,0.3333333333333333,0.16666666666666666,,0.5,73.42776203966005,,15.0,24.22222222222222,14.88888888888889,17.11111111111111,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,1.0,1.0,0.1111111111111111,,,,1.0,,,,,,,0.5555555555555556,,0.5172055555555555,0.5668,,,,,,7.8999999999999995,24.5,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,0.2222222222222222,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,1610612744,2015,2014-15,False
101106-201939-202691-203084-2738,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Harrison Barnes, Andre Iguodala","Bogut, Curry, Thompson, Barnes, Iguodala",101106-201939-202691-203084-2738,GSW,807.0,10,13.0,-13.0,25.0,31.0,3.0,7.0,3.0,56.0,5.0,5.0,,,1.0,1.0,2.0,7.0,2.0,3.0,1.0,5.0,,,9.0,15.0,1.0,7.0,3.0,24.0,37.0,,1.0,,1.0,1.0,,,2.0,4.0,12.0,6.0,3.0,,,4.0,1.0,,6.0,1.0,7.0,1.0,4.0,1.0,15.0,2.0,2.0,7.0,10.0,3.0,13.0,1.0,1.0,4.0,3.0,1.0,1.0,,5.0,1.0,2.0,2.0,6.0,1.0,4.0,,1.0,1.0,1.0,,1.0,1.0,24.0,4.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,0.16666666666666666,0.6,,1.0,0.4772727272727273,,1.0,0.5,,1.0,0.3181818181818182,,,0.8,1.0,0.3333333333333333,0.6666666666666666,0.9,0.18181818181818182,,,1.0,1.0,1.0,1.0,99.92565055762083,1.0,15.44,13.580645161290322,14.96,12.935483870967742,0.22727272727272727,1.0,1.0,0.8,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.5,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.22727272727272727,0.2,0.2,1.0,,,,1.0,1.0,,,0.5454545454545454,0.25,0.5162619047619048,0.487925,0.8534,0.043478260869565216,0.0625,,0.16666666666666666,8.066666666666666,29.014285714285712,0.12,1.0,0.5,,2.0,,,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,0.4,,,,,0.09090909090909091,,,,,,,0.5,,,,,1.0,1.0,,,,,,,,,,,,1610612744,2015,2014-15,False
101106-201939-202691-203110-2733,1610612744,"Andrew Bogut, Stephen Curry, Klay Thompson, Draymond Green, Shaun Livingston","Bogut, Curry, Thompson, Green, Livingston",101106-201939-202691-203110-2733,GSW,934.0,9,16.0,-11.0,29.0,30.0,7.0,3.0,2.0,59.0,7.0,11.0,,1.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,7.0,,1.0,9.0,16.0,2.0,7.0,4.0,28.0,39.0,,2.0,,2.0,5.0,,1.0,1.0,5.0,16.0,2.0,3.0,3.0,,7.0,2.0,,8.0,1.0,9.0,1.0,6.0,1.0,19.0,2.0,1.0,6.0,7.0,3.0,10.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,7.0,1.0,3.0,6.0,5.0,1.0,6.0,1.0,3.0,1.0,,1.0,1.0,1.0,28.0,5.0,7.0,0.8888888888888888,0.8888888888888888,0.5,0.2857142857142857,,0.2857142857142857,0.5625,,0.4,0.5217391304347826,,0.3333333333333333,0.56,,0.35714285714285715,0.30434782608695654,,,0.7142857142857143,0.75,0.2857142857142857,0.5,0.7,0.25,0.25,,0.6666666666666666,1.0,0.6666666666666666,0.5,90.96359743040685,1.0,14.862068965517242,16.766666666666666,14.517241379310345,16.333333333333332,0.4782608695652174,0.6363636363636364,0.6363636363636364,0.8571428571428571,0.17391304347826086,0.25,0.25,1.0,0.043478260869565216,1.0,1.0,0.30434782608695654,0.2857142857142857,0.2857142857142857,0.5,0.5,,,0.8333333333333334,0.4,0.16666666666666666,,0.782608695652174,0.2857142857142857,0.5377543478260869,0.4528,0.5470666666666667,0.12,0.16666666666666666,,0.17857142857142858,4.14375,26.271428571428572,0.2413793103448276,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,0.2,0.3333333333333333,0.2,,,0.08333333333333333,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1610612744,2015,2014-15,False
