EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,FtPoints,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyArc3FGA,PenaltyFG3A,LiveBallTurnovers,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,DefThreePtRebounds,BadPassTurnovers,Travels,PenaltyTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Steals,BadPassSteals,LostBallSteals,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFtPoints,Fg2aBlocked,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefArc3ReboundPct,SecondChanceArc3Frequency,Charge Fouls,Offensive Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,LongMidRangePctBlocked,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SelfOReb,Loose Ball Fouls,SelfORebPct,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,ShortMidRangePctBlocked,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
101179-201156-201941-201961-202325,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Wayne Ellington, Wesley Johnson","Price, Young, Hill, Ellington, Johnson",101179-201156-201941-201961-202325,LAL,153.0,2,3.0,1.0,6.0,7.0,1.0,7.0,1.0,13.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,9.0,8.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,1.0,0.6428571428571429,1.0,0.6428571428571429,1.0,0.2857142857142857,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,1.0,122.3529411764706,11.0,12.428571428571429,9.5,9.714285714285714,0.5714285714285714,0.75,0.75,1.0,0.14285714285714285,0.2857142857142857,0.5,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.6864416666666666,0.4069,0.8691,0.2222222222222222,3.6399999999999997,39.45,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
101179-201156-201941-201961-202334,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Wayne Ellington, Ed Davis","Price, Young, Hill, Ellington, Davis",101179-201156-201941-201961-202334,LAL,117.0,3,2.0,-1.0,5.0,2.0,1.0,,2.0,7.0,,,,,2.0,,1.0,,4.0,,1.0,2.0,3.0,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,2.0,3.0,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,0.16666666666666666,,0.2,,,,1.0,0.25,1.0,0.4,,,1.0,86.15384615384616,18.0,13.5,17.4,13.5,,,,,0.4,0.2,,,,,,0.2,,0.42566,,0.3847,,13.925,26.4,0.2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.4,0.16666666666666666,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
101179-201156-201941-201961-2430,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Wayne Ellington, Carlos Boozer","Price, Young, Hill, Ellington, Boozer",101179-201156-201941-201961-2430,LAL,96.0,2,2.0,-3.0,4.0,3.0,2.0,1.0,,7.0,,,,,1.0,,1.0,,2.0,,1.0,,3.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,0.3333333333333333,,,,1.0,,1.0,,,,1.0,105.0,17.5,8.666666666666666,17.5,8.666666666666666,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,,0.39676666666666666,,0.40595,,15.6,29.0,0.5,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
101179-201156-201941-202325-202334,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Wesley Johnson, Ed Davis","Price, Young, Hill, Johnson, Davis",101179-201156-201941-202325-202334,LAL,355.0,4,6.0,-5.0,10.0,13.0,4.0,7.0,1.0,23.0,2.0,2.0,1.0,1.0,3.0,,,5.0,7.0,,,14.0,19.0,1.0,2.0,3.0,4.0,6.0,,,,,,3.0,,3.0,,1.0,6.0,1.0,1.0,1.0,3.0,1.0,4.0,,1.0,2.0,6.0,,,,12.0,4.0,4.0,0.6,0.75,,,,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.7777777777777778,0.6666666666666666,,,,0.5,1.0,0.5,0.6666666666666666,0.5,,,,93.29577464788731,16.5,14.615384615384615,16.5,13.0,0.2857142857142857,1.0,1.0,0.5,0.42857142857142855,,,,,0.3333333333333333,1.0,0.2857142857142857,,0.41695714285714286,0.3107,0.3362,0.2857142857142857,12.542857142857143,,0.4,2.0,4.0,,2.0,,,4.0,,2.0,4.0,2.0,1.0,,1.0,,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.14285714285714285,,,1.0,,2.0,0.5,,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
101179-201156-201941-202325-203135,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Wesley Johnson, Robert Sacre","Price, Young, Hill, Johnson, Sacre",101179-201156-201941-202325-203135,LAL,174.0,1,3.0,-1.0,7.0,7.0,,,,14.0,2.0,3.0,,,1.0,,1.0,3.0,5.0,,1.0,6.0,7.0,,,,,2.0,,,1.0,,,1.0,,1.0,,1.0,2.0,,1.0,,1.0,,1.0,,,1.0,2.0,,,,6.0,,,0.3333333333333333,0.3333333333333333,,,,0.6,,0.5,,0.5,,0.16666666666666666,,,,1.0,,0.5,,,,,115.86206896551724,11.285714285714286,13.571428571428571,11.285714285714286,12.571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.16666666666666666,,,,,,0.6666666666666666,,0.6040166666666666,,,,5.74,24.3,,1.0,,,,,,1.0,,1.0,,,,,,,0.16666666666666666,,,,,,1.0,1.0,,1.0,,,,1.0,,,4.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
101179-201156-201941-202325-2430,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Wesley Johnson, Carlos Boozer","Price, Young, Hill, Johnson, Boozer",101179-201156-201941-202325-2430,LAL,361.0,3,6.0,3.0,12.0,11.0,3.0,5.0,2.0,23.0,3.0,5.0,,,3.0,,2.0,5.0,8.0,,2.0,15.0,12.0,1.0,,,3.0,2.0,,,2.0,,,1.0,,1.0,,1.0,2.0,2.0,2.0,,4.0,2.0,6.0,,1.0,1.0,2.0,2.0,2.0,2.0,13.0,3.0,3.0,0.2,0.25,,,,0.625,,0.5,,0.5769230769230769,0.5,0.2,,,,0.4,0.6666666666666666,0.5,0.4,1.0,0.4,,91.74515235457064,16.5,14.818181818181818,15.5,11.454545454545455,0.5,0.6,0.75,0.3333333333333333,0.3,0.2,,,,,,0.7,,0.533455,0.561175,0.5442,0.2,7.25,24.65,0.25,,5.0,,2.0,,,,,4.0,6.0,1.0,0.5,,,,,0.09090909090909091,0.1111111111111111,0.13333333333333333,1.0,1.0,,,1.0,,1.0,1.0,1.0,,2.0,1.0,8.0,2.0,,2.0,,1.0,,1.0,0.5,0.6666666666666666,,,,,0.6666666666666666,0.6666666666666666,,0.5,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,0.125,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
101179-201156-201941-202325-977,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Wesley Johnson, Kobe Bryant","Price, Young, Hill, Johnson, Bryant",101179-201156-201941-202325-977,LAL,216.0,5,4.0,1.0,10.0,8.0,7.0,8.0,2.0,18.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,5.0,,2.0,10.0,9.0,2.0,2.0,3.0,6.0,2.0,,,2.0,,,1.0,,1.0,,1.0,2.0,1.0,,,2.0,2.0,4.0,,1.0,2.0,2.0,,,,6.0,4.0,6.0,0.3333333333333333,0.5,,,,0.6,0.6666666666666666,0.42857142857142855,0.4,0.5555555555555556,0.5,0.2857142857142857,,,,,0.5,1.0,0.5,,,,120.0,10.5,13.875,10.2,13.875,0.2857142857142857,1.0,1.0,0.5,0.2857142857142857,0.2857142857142857,,,,0.4,1.0,0.5714285714285714,,0.5199357142857143,0.6713,0.5791299999999999,0.6,10.7,24.85,0.7,1.0,4.0,,4.0,1.0,,1.0,,3.0,4.0,,1.0,0.5,,0.5,0.14285714285714285,,,0.4,2.0,2.0,1.0,1.0,,0.5,0.4,2.0,2.0,1.0,,2.0,4.0,2.0,,2.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,2.0,,2.0,,,,1.0,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
101179-201156-201941-202334-202391,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Ed Davis, Jeremy Lin","Price, Young, Hill, Davis, Lin",101179-201156-201941-202334-202391,LAL,1143.0,1,19.0,-6.0,39.0,38.0,23.0,19.0,5.0,77.0,11.0,14.0,7.0,8.0,7.0,1.0,6.0,12.0,27.0,2.0,9.0,36.0,42.0,2.0,8.0,15.0,21.0,18.0,3.0,,6.0,1.0,,9.0,1.0,10.0,,8.0,21.0,4.0,8.0,2.0,13.0,6.0,19.0,,,4.0,8.0,2.0,2.0,2.0,33.0,21.0,23.0,0.75,0.75,0.5,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.5333333333333333,0.4166666666666667,0.4523809523809524,0.42857142857142855,0.45652173913043476,0.25,,,1.0,0.7272727272727273,0.26666666666666666,0.7333333333333333,0.2727272727272727,0.6666666666666666,0.4,1.0,97.00787401574803,15.35897435897436,14.31578947368421,14.897435897435898,14.131578947368421,0.3888888888888889,0.7857142857142857,0.8461538461538461,0.7272727272727273,0.19444444444444445,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.38095238095238093,0.875,0.6388888888888888,0.16666666666666666,0.5234986111111111,0.5641,0.5203833333333334,0.5833333333333334,7.433333333333333,24.144444444444446,0.5897435897435898,6.0,6.0,1.0,3.0,2.0,2.0,6.0,,7.0,13.0,6.0,0.375,0.2857142857142857,0.16666666666666666,0.4,0.16666666666666666,0.14634146341463414,0.1875,0.08333333333333333,5.0,6.0,4.0,2.0,1.0,1.0,0.23809523809523808,1.0,2.0,,1.0,1.0,6.0,,1.0,3.0,2.0,,1.0,0.5,0.5,0.75,1.0,1.0,,,0.14285714285714285,0.14285714285714285,1.0,1.0,0.5,6.0,5.0,1.0,,,2.0,1.0,1.0,1.0,0.037037037037037035,0.07142857142857142,0.6666666666666666,,,,0.16666666666666666,,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.047619047619047616,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
101179-201156-201941-202334-203527,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Ed Davis, Ryan Kelly","Price, Young, Hill, Davis, Kelly",101179-201156-201941-202334-203527,LAL,18.0,1,,-2.0,1.0,1.0,,,1.0,2.0,,1.0,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,160.0,13.0,5.0,,5.0,0.5,,,,,,,,,,,0.5,,0.5038,0.5038,,,2.85,,,1.0,,,,,,1.0,,,,,,,1.0,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
101179-201156-201941-202334-203903,1610612747,"Ronnie Price, Nick Young, Jordan Hill, Ed Davis, Jordan Clarkson","Price, Young, Hill, Davis, Clarkson",101179-201156-201941-202334-203903,LAL,159.0,2,3.0,-7.0,4.0,6.0,4.0,,,10.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,2.0,9.0,,1.0,2.0,2.0,2.0,,,1.0,,,1.0,,1.0,,1.0,2.0,,,,,,,,,1.0,,,,,2.0,2.0,4.0,1.0,1.0,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,90.56603773584906,23.5,10.833333333333334,23.5,10.833333333333334,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,1.0,0.6666666666666666,,0.5340166666666667,,0.5340166666666667,1.0,8.55,24.4,1.0,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2015,2014-15,False
