EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,FTDefRebounds,SelfOReb,BadPassTurnovers,SecondChanceTurnovers,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,LostBallSteals,ShortMidRangeAssists,ShortMidRangePctAssisted,LongMidRangeFGM,SecondChanceArc3FGA,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceArc3FGM,FTOffRebounds,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,Charge Fouls,Offensive Fouls,BlockedLongMidRange,Charge Fouls Drawn,OffCorner3ReboundPct,HeaveAttempts,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,3SecondViolations,Corner3PctBlocked,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
201569-201582-201583-201936-201967,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Tyreke Evans, Dante Cunningham","Gordon, Ajinca, Anderson, Evans, Cunningham",201569-201582-201583-201936-201967,NOP,798.0,4,13.0,-10.0,23.0,24.0,9.0,3.0,4.0,47.0,3.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,2.0,5.0,5.0,10.0,5.0,10.0,4.0,29.0,39.0,3.0,3.0,1.0,1.0,9.0,1.0,2.0,2.0,5.0,1.0,9.0,10.0,15.0,2.0,9.0,4.0,3.0,5.0,5.0,4.0,1.0,15.0,1.0,3.0,3.0,2.0,5.0,4.0,9.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,5.0,1.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,20.0,9.0,9.0,1.0,1.0,0.5,1.0,0.4,0.5,0.5,1.0,0.5,0.625,1.125,0.5714285714285714,0.6590909090909091,1.125,0.6428571428571429,0.5,0.3,0.4,0.25,0.2,0.4,0.6,0.75,0.25,0.5555555555555556,0.4444444444444444,1.0,0.5,0.25,0.3333333333333333,0.5,1.0,0.5,84.81203007518796,18.08695652173913,15.916666666666666,16.652173913043477,14.541666666666666,0.25,0.6,1.0,0.2,0.5,0.6666666666666666,0.05,0.05,1.0,1.0,1.0,0.45,0.4444444444444444,0.4444444444444444,1.0,0.5,1.0,0.25,1.0,1.0,0.7142857142857143,0.4,0.75,0.4444444444444444,0.5099925,0.52595,0.5243642857142857,0.13636363636363635,0.25,0.3103448275862069,0.3103448275862069,6.609999999999999,25.259999999999998,0.391304347826087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
201569-201582-201583-201936-202347,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Tyreke Evans, Quincy Pondexter","Gordon, Ajinca, Anderson, Evans, Pondexter",201569-201582-201583-201936-202347,NOP,849.0,4,14.0,-7.0,24.0,24.0,1.0,,9.0,48.0,8.0,13.0,4.0,5.0,1.0,4.0,4.0,,1.0,,1.0,1.0,6.0,,1.0,9.0,21.0,1.0,7.0,3.0,24.0,31.0,4.0,7.0,,1.0,9.0,,,,1.0,,,10.0,,4.0,6.0,1.0,1.0,,4.0,,,8.0,2.0,8.0,2.0,5.0,8.0,10.0,18.0,3.0,3.0,4.0,,,,,4.0,,3.0,,4.0,,7.0,6.0,2.0,3.0,1.0,,1.0,,15.0,,1.0,,,0.14285714285714285,,,0.14285714285714285,0.42857142857142855,0.5714285714285714,,0.375,0.5,,0.4,0.45,,0.25,0.047619047619047616,0.07692307692307693,,1.0,0.5555555555555556,0.6666666666666666,1.0,0.3333333333333333,0.6363636363636364,0.5555555555555556,0.8,0.3333333333333333,0.4,1.0,0.6666666666666666,1.0,,81.41342756183745,18.75,16.625,14.791666666666666,15.625,0.4642857142857143,0.6153846153846154,0.6666666666666666,0.14285714285714285,0.25,0.25,0.14285714285714285,0.03571428571428571,,,,0.21428571428571427,0.16666666666666666,0.16666666666666666,,0.625,0.8,0.125,,,1.0,,0.7142857142857143,0.16666666666666666,0.5458392857142857,0.544125,0.54765,0.10344827586206896,0.13636363636363635,0.375,,6.057142857142857,25.014285714285712,0.041666666666666664,1.0,8.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.5714285714285714,1.0,0.75,0.25,0.058823529411764705,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
201569-201582-201583-201936-203085,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Tyreke Evans, Austin Rivers","Gordon, Ajinca, Anderson, Evans, Rivers",201569-201582-201583-201936-203085,NOP,249.0,3,4.0,-8.0,8.0,9.0,,1.0,1.0,17.0,2.0,6.0,1.0,1.0,,1.0,1.0,,,,,,,,,2.0,8.0,,,,4.0,12.0,1.0,1.0,,,2.0,,,,,,,4.0,,2.0,,,2.0,,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,,1.0,,2.0,,3.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,0.25,1.0,,0.25,1.0,,0.25,1.0,,,0.25,0.3333333333333333,,1.0,1.0,0.16666666666666666,,,1.0,0.16666666666666666,0.25,,,,,,,98.31325301204818,19.5,10.333333333333334,19.5,10.333333333333334,0.75,0.3333333333333333,0.5,0.125,,,0.125,,,,,,,,,1.0,1.0,,,,,,0.75,,0.484225,0.4725,,,,0.5,,5.0125,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
201569-201582-201583-201950-203076,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Jrue Holiday, Anthony Davis","Gordon, Ajinca, Anderson, Holiday, Davis",201569-201582-201583-201950-203076,NOP,82.0,1,1.0,2.0,2.0,2.0,,,,4.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,,,,4.0,2.0,,,,,,,,,,,,2.0,,,,,,,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,4.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,70.2439024390244,13.0,28.0,13.0,28.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.55805,,,,,,,2.45,,,,2.0,,1.0,1.0,,,,,,,,,0.5,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
201569-201582-201583-201950-203085,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Jrue Holiday, Austin Rivers","Gordon, Ajinca, Anderson, Holiday, Rivers",201569-201582-201583-201950-203085,NOP,83.0,1,1.0,,2.0,2.0,,1.0,1.0,4.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,2.0,,1.0,,2.0,2.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,1.0,,,1.0,1.0,0.5,,,1.0,,,,,69.39759036144578,24.0,17.5,21.5,17.5,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,,0.6666666666666666,,0.5217999999999999,,,,,,,6.15,25.9,,,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
201569-201582-201583-201962-202708,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Toney Douglas, Norris Cole","Gordon, Ajinca, Anderson, Douglas, Cole",201569-201582-201583-201962-202708,NOP,15.0,1,,-2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
201569-201582-201583-201967-202347,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Dante Cunningham, Quincy Pondexter","Gordon, Ajinca, Anderson, Cunningham, Pondexter",201569-201582-201583-201967-202347,NOP,27.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,53.33333333333333,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
201569-201582-201583-201967-202690,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Dante Cunningham, Jimmer Fredette","Gordon, Ajinca, Anderson, Cunningham, Fredette",201569-201582-201583-201967-202690,NOP,458.0,2,8.0,1.0,15.0,15.0,,,1.0,30.0,2.0,6.0,,,3.0,3.0,,,,,,,3.0,,,5.0,9.0,,3.0,4.0,14.0,13.0,1.0,1.0,,,2.0,,,,,,,6.0,,,3.0,,,,2.0,,,4.0,1.0,,2.0,2.0,5.0,1.0,6.0,3.0,1.0,1.0,,,,,1.0,,3.0,,3.0,,4.0,6.0,,3.0,,,,,12.0,,,,,,,,,0.5555555555555556,1.0,,0.4166666666666667,1.0,,0.4666666666666667,1.0,,0.25,,,,1.0,0.6666666666666666,,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.14285714285714285,,,0.3333333333333333,,,0.6666666666666666,,94.32314410480349,13.866666666666667,16.666666666666668,13.666666666666666,16.0,0.5,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,,,,,,0.25,,,,,,,,,,,0.75,,0.5606916666666667,,,0.2,0.25,0.14285714285714285,,3.5555555555555554,25.266666666666666,,,4.0,,2.0,1.0,1.0,,1.0,,2.0,,,,0.4,0.4,1.0,,1.0,,,0.5,,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
201569-201582-201583-201967-202708,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Dante Cunningham, Norris Cole","Gordon, Ajinca, Anderson, Cunningham, Cole",201569-201582-201583-201967-202708,NOP,272.0,3,5.0,3.0,8.0,8.0,1.0,2.0,1.0,16.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,,,,1.0,,,4.0,4.0,,2.0,1.0,9.0,6.0,,,,1.0,,,,,,,,2.0,,,1.0,,,,3.0,,,6.0,,,,4.0,4.0,,4.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,1.0,1.0,,1.0,,9.0,,1.0,,,,,,,1.0,,,0.6666666666666666,,,0.6428571428571429,,,0.3333333333333333,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,84.70588235294117,17.0,17.0,15.0,17.0,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,,0.5,,0.5109750000000001,0.5745,,0.14285714285714285,0.2,,,10.575,24.5,0.125,,6.0,,3.0,1.0,,,,,,,1.0,1.0,0.75,0.75,,,1.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
201569-201582-201583-201967-203085,1610612740,"Eric Gordon, Alexis Ajinca, Ryan Anderson, Dante Cunningham, Austin Rivers","Gordon, Ajinca, Anderson, Cunningham, Rivers",201569-201582-201583-201967-203085,NOP,118.0,1,2.0,-1.0,3.0,2.0,,,1.0,5.0,,1.0,,1.0,,,2.0,,,,,,,,,1.0,3.0,,,1.0,3.0,4.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,3.0,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.375,,,,0.3333333333333333,1.0,,,,0.5,,,,0.5,,,,,,,,61.016949152542374,22.0,26.0,20.666666666666668,26.0,0.3333333333333333,,,,,,0.6666666666666666,,,,,,,,,1.0,,,,,,,0.3333333333333333,,0.42513333333333336,0.498,,0.25,0.25,,,13.433333333333332,,,,2.0,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,False
