EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,Corner3FGA,FG3A,Fouls,FG3APct,Corner3Frequency,Avg3ptShotDistance,LongMidRangeFGA,Loose Ball Fouls Drawn,LongMidRangeFrequency,ShortMidRangeFGM,ShortMidRangeFGA,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,DefTwoPtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsPutbacks,HeaveAttempts,ThreePtAssists,Corner3Assists,LongMidRangeAssists,ShootingFouls,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,FTDefRebounds,SecondChanceTurnovers,DefFTReboundPct,PenaltyArc3Accuracy,BlockingFoulsDrawn,FTOffRebounds,OffFTReboundPct,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Charge Fouls Drawn,OffArc3ReboundPct,PtsUnassisted3s,SecondChanceAtRimPctAssisted,BlockingFouls,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,Arc3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101142-201147-203133-203498-203897,1610612750,"Ronny Turiaf, Corey Brewer, Robbie Hummel, Shabazz Muhammad, Zach LaVine","Turiaf, Brewer, Hummel, Muhammad, LaVine",101142-201147-203133-203498-203897,MIN,89.0,1,1.0,1.0,3.0,3.0,1.0,6.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,97.07865168539325,11.333333333333334,18.333333333333332,10.666666666666666,18.333333333333332,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.5808666666666666,0.5769,0.25,0.25,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
101142-201147-203133-203498-2590,1610612750,"Ronny Turiaf, Corey Brewer, Robbie Hummel, Shabazz Muhammad, Mo Williams","Turiaf, Brewer, Hummel, Muhammad, Williams",101142-201147-203133-203498-2590,MIN,47.0,1,1.0,2.0,2.0,2.0,,4.0,1.0,1.0,,1.0,1.0,,2.0,,,2.0,,1.0,1.0,1.0,2.0,,,,2.0,,2.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,122.55319148936171,6.0,17.5,6.0,17.5,1.0,1.0,1.0,1.0,,1.0,0.8357,,,,0.1,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
101142-201147-203133-203897-2755,1610612750,"Ronny Turiaf, Corey Brewer, Robbie Hummel, Zach LaVine, Kevin Martin","Turiaf, Brewer, Hummel, LaVine, Martin",101142-201147-203133-203897-2755,MIN,77.0,1,1.0,-6.0,2.0,3.0,,5.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5064935064935,19.0,13.0,19.0,13.0,,,,,,1.0,0.591,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
101142-201147-203476-203952-2590,1610612750,"Ronny Turiaf, Corey Brewer, Gorgui Dieng, Andrew Wiggins, Mo Williams","Turiaf, Brewer, Dieng, Wiggins, Williams",101142-201147-203476-203952-2590,MIN,18.0,1,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,80.0,18.0,,18.0,,,,,,,,0.3742,,,,17.6,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
201147-201152-201593-201937-201978,1610612750,"Corey Brewer, Thaddeus Young, Nikola Pekovic, Ricky Rubio, Chase Budinger","Brewer, Young, Pekovic, Rubio, Budinger",201147-201152-201593-201937-201978,MIN,148.0,1,2.0,-2.0,5.0,5.0,2.0,10.0,,3.0,2.0,1.0,6.0,,2.0,4.0,2.0,,1.0,,,,,2.0,2.0,5.0,,,,,,,2.0,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.4,0.4,0.3333333333333333,97.29729729729729,19.6,10.0,17.0,10.0,0.5,,,,1.0,0.5,0.4802,0.55465,,,6.3,,,1.0,,,,,,,,1.0,,0.16666666666666666,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
201147-201152-201593-201937-203498,1610612750,"Corey Brewer, Thaddeus Young, Nikola Pekovic, Ricky Rubio, Shabazz Muhammad","Brewer, Young, Pekovic, Rubio, Muhammad",201147-201152-201593-201937-203498,MIN,194.0,2,3.0,-1.0,7.0,8.0,2.0,15.0,1.0,3.0,2.0,3.0,7.0,2.0,11.0,12.0,2.0,2.0,,1.0,2.0,,5.0,2.0,2.0,4.0,1.0,,1.0,1.0,2.0,,9.0,0.3333333333333333,0.5,0.42857142857142855,0.5,0.55,,,0.5,0.5,,111.34020618556701,14.428571428571429,11.625,13.571428571428571,10.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,0.5555555555555556,0.5123625,0.54045,,,9.285714285714286,,,,,1.0,2.0,5.0,0.2222222222222222,0.1111111111111111,35.75,3.0,,0.3333333333333333,,1.0,4.0,2.0,2.0,,,,0.6666666666666666,0.4,1.0,,,1.0,,0.1111111111111111,,,7.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,1.0,2.0,2.0,11.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,11.0,7.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.42857142857142855,0.5,0.5,0.5,0.55,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.1111111111111111,0.5,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.0,0.1111111111111111,0.5123625,0.18181818181818182,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
201147-201152-201593-201937-203952,1610612750,"Corey Brewer, Thaddeus Young, Nikola Pekovic, Ricky Rubio, Andrew Wiggins","Brewer, Young, Pekovic, Rubio, Wiggins",201147-201152-201593-201937-203952,MIN,1893.0,2,32.0,4.0,63.0,63.0,13.0,126.0,15.0,27.0,7.0,23.0,51.0,13.0,68.0,64.0,10.0,20.0,5.0,10.0,13.0,7.0,29.0,13.0,15.0,34.0,7.0,4.0,3.0,18.0,17.0,9.0,46.0,0.43478260869565216,0.5555555555555556,0.45098039215686275,0.47413793103448276,0.5153846153846153,0.09803921568627451,0.14814814814814814,0.4642857142857143,0.46875,0.4166666666666667,95.84786053882726,13.841269841269842,16.206349206349206,13.158730158730158,15.492063492063492,0.46551724137931033,0.5555555555555556,0.6521739130434783,0.4666666666666667,0.5384615384615384,0.5862068965517241,0.5468370689655173,0.5843541666666666,0.13846153846153847,0.15517241379310345,6.676470588235294,6.0,2.0,13.0,0.46153846153846156,4.0,7.0,15.0,0.1206896551724138,0.06896551724137931,23.87142857142857,12.0,2.0,0.20689655172413793,3.0,12.0,26.0,16.0,19.0,,1.0,7.0,0.6956521739130435,0.7307692307692307,0.5555555555555556,0.8,0.7272727272727273,0.5714285714285714,,0.20689655172413793,0.25,0.2727272727272727,10.0,2.0,5.0,3.0,5.0,5.0,2.0,,,3.0,,3.0,7.0,22.0,4.0,9.0,,,3.0,11.0,9.0,10.0,,3.0,2.0,2.0,4.0,,,,,,11.0,10.0,,,1.0,0.42857142857142855,,0.42857142857142855,0.7,0.4444444444444444,0.7692307692307693,0.4444444444444444,0.7333333333333333,0.5,0.42857142857142855,0.4166666666666667,0.4166666666666667,0.4,0.5,0.5,1.0,0.05172413793103448,0.7142857142857143,0.5555555555555556,0.6,,,,0.5697444444444444,0.3235294117647059,0.16176470588235295,0.15873015873015872,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.6666666666666666,0.08333333333333333,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,1.0,1.0,0.15384615384615385,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
201147-201152-201593-201937-2590,1610612750,"Corey Brewer, Thaddeus Young, Nikola Pekovic, Ricky Rubio, Mo Williams","Brewer, Young, Pekovic, Rubio, Williams",201147-201152-201593-201937-2590,MIN,465.0,4,8.0,-4.0,13.0,14.0,1.0,27.0,,2.0,,3.0,8.0,2.0,14.0,18.0,,2.0,1.0,1.0,3.0,,8.0,1.0,1.0,5.0,1.0,,1.0,2.0,2.0,1.0,14.0,0.3333333333333333,0.3333333333333333,0.375,0.5454545454545454,0.5833333333333334,0.125,,0.2,0.16666666666666666,,83.61290322580645,15.076923076923077,19.214285714285715,14.846153846153847,17.785714285714285,0.18181818181818182,,,,,0.45454545454545453,0.4718318181818182,,0.08333333333333333,0.1111111111111111,12.5625,1.0,1.0,2.0,0.5,1.0,3.0,6.0,0.2727272727272727,0.09090909090909091,24.8,4.0,,0.36363636363636365,1.0,2.0,4.0,2.0,4.0,,,1.0,0.6666666666666666,0.5,,,1.0,1.0,,0.18181818181818182,0.5,1.0,6.0,12.0,,,1.0,2.0,,,,2.0,1.0,2.0,,,1.0,3.0,1.0,1.0,2.0,7.0,6.0,,,2.0,,1.0,1.0,,,,,,7.0,6.0,1.0,,1.0,0.6666666666666666,1.0,0.6666666666666666,,0.3333333333333333,,0.625,,0.7,0.5,0.5,0.5,0.5,,,,0.18181818181818182,,0.25,,,,0.25,0.4895875,,0.5,0.46153846153846156,,,2.0,,,,,,2.0,2.0,2.0,,,1.0,,1.0,,2.0,,,,,,,0.5,0.3333333333333333,,,0.3333333333333333,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
201147-201152-201593-201937-2755,1610612750,"Corey Brewer, Thaddeus Young, Nikola Pekovic, Ricky Rubio, Kevin Martin","Brewer, Young, Pekovic, Rubio, Martin",201147-201152-201593-201937-2755,MIN,110.0,3,2.0,2.0,5.0,3.0,,8.0,2.0,2.0,,2.0,3.0,,4.0,2.0,,4.0,,2.0,2.0,2.0,4.0,,,,2.0,1.0,1.0,1.0,,,4.0,1.0,1.0,0.6666666666666666,0.5,0.5,,,,,,104.72727272727273,13.2,14.666666666666666,13.2,14.666666666666666,0.5,1.0,1.0,1.0,,0.75,0.575525,,,,3.3000000000000003,,,1.0,,,1.0,1.0,0.25,,25.2,,,,,1.0,,,,,,1.0,,,,,,,,0.25,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
201147-201152-201593-201978-2590,1610612750,"Corey Brewer, Thaddeus Young, Nikola Pekovic, Chase Budinger, Mo Williams","Brewer, Young, Pekovic, Budinger, Williams",201147-201152-201593-201978-2590,MIN,43.0,1,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,,2.0,,1.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,0.5,0.5,0.5,,,1.0,1.0,1.0,133.95348837209303,12.0,9.5,12.0,9.5,1.0,0.5,0.5,,1.0,1.0,0.6089,0.5683,,,1.5,1.0,,1.0,1.0,,,,,,,,,,,,2.0,1.0,2.0,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2015,2014-15,False
