EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Steals,BadPassSteals,LostBallSteals,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,HeaveAttempts,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg3Pct,OffFTReboundPct,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,SecondChanceFg3Pct,AtRimPctBlocked,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Technical Free Throw Trips,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,Travels,PenaltyCorner3FGM,BlockedLongMidRange,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,team_id,year,season,team_vs
1891-201147-201935-203093-203991,1610612745,"Jason Terry, Corey Brewer, James Harden, Terrence Jones, Clint Capela","Terry, Brewer, Harden, Jones, Capela",1891-201147-201935-203093-203991,HOU,75.0,3,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,76.8,17.5,20.0,17.5,20.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203093-2730,1610612745,"Jason Terry, Corey Brewer, James Harden, Terrence Jones, Dwight Howard","Terry, Brewer, Harden, Jones, Howard",1891-201147-201935-203093-2730,HOU,636.0,5,11.0,17.0,23.0,21.0,6.0,18.0,44.0,6.0,41.0,24.0,4.0,10.0,5.0,10.0,12.0,6.0,7.0,2.0,39.0,10.0,6.0,2.0,0.8913043478260869,0.8333333333333334,0.7142857142857143,0.8,0.5,99.62264150943396,13.782608695652174,15.19047619047619,13.347826086956522,14.761904761904763,0.24390243902439024,0.2608695652173913,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,10.0,12.0,5.0,8.0,1.0,2.0,2.0,3.0,3.0,1.0,8.0,12.0,12.0,3.0,2.0,5.0,2.0,1.0,4.0,4.0,8.0,1.0,3.0,2.0,1.0,1.0,20.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,1.0,1.0,1.0,2.0,4.0,0.4,0.4444444444444444,0.8,0.625,0.625,0.8333333333333334,0.5,1.0,0.875,0.5,0.75,0.5,0.4,0.08333333333333333,0.2,0.5,1.0,0.5,1.0,0.3333333333333333,0.4,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.2,1.0,1.0,0.5,0.25,0.6,0.75,0.3333333333333333,0.15,1.0,1.0,0.3333333333333333,0.15,1.0,1.0,1.0,0.25,0.4,0.4,0.5,0.5,1.0,0.25,1.0,0.25,0.6,0.4,0.51555,0.7028,0.5293,0.09523809523809523,0.15384615384615385,0.04878048780487805,7.991666666666667,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203093-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Terrence Jones, Josh Smith","Terry, Brewer, Harden, Jones, Smith",1891-201147-201935-203093-2746,HOU,291.0,3,5.0,10.0,12.0,12.0,3.0,9.0,24.0,2.0,18.0,8.0,,,1.0,5.0,7.0,3.0,2.0,,14.0,,3.0,,0.6428571428571429,,1.0,0.8,1.0,118.76288659793815,12.416666666666666,11.833333333333334,12.416666666666666,11.833333333333334,,0.25,2.0,8.0,8.0,2.0,2.0,,,,4.0,,,,,,2.0,1.0,8.0,12.0,,2.0,2.0,2.0,4.0,,2.0,1.0,4.0,12.0,,,4.0,2.0,,1.0,2.0,,2.0,,,2.0,,,4.0,1.0,1.0,3.0,1.0,2.0,,,,,1.0,,4.0,,,2.0,2.0,1.0,0.25,0.3333333333333333,,,,0.6666666666666666,1.0,,0.5714285714285714,1.0,,1.0,0.14285714285714285,0.08333333333333333,0.25,,1.0,0.25,0.75,1.0,0.4,0.25,1.0,,,0.75,,0.5714285714285714,1.0,1.0,0.25,0.2857142857142857,,,,,,,,,,,,0.14285714285714285,,,,1.0,1.0,,,0.3333333333333333,0.7142857142857143,,0.5399307692307692,0.722,0.34935,0.14285714285714285,0.16666666666666666,0.2222222222222222,3.5083333333333333,32.45,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203093-2772,1610612745,"Jason Terry, Corey Brewer, James Harden, Terrence Jones, Trevor Ariza","Terry, Brewer, Harden, Jones, Ariza",1891-201147-201935-203093-2772,HOU,1501.0,12,25.0,6.0,62.0,63.0,50.0,55.0,125.0,17.0,58.0,52.0,15.0,42.0,11.0,23.0,27.0,16.0,24.0,7.0,56.0,42.0,50.0,4.0,0.5087719298245614,0.45652173913043476,0.8461538461538461,0.7586206896551724,0.8333333333333334,119.92005329780147,11.548387096774194,12.46031746031746,10.661290322580646,11.904761904761905,0.7241379310344828,0.8064516129032258,5.0,13.0,16.0,1.0,1.0,10.0,13.0,3.0,7.0,,3.0,,,3.0,20.0,16.0,16.0,26.0,3.0,20.0,1.0,1.0,2.0,12.0,20.0,16.0,26.0,6.0,6.0,3.0,,19.0,3.0,2.0,13.0,2.0,15.0,2.0,,11.0,2.0,,32.0,2.0,1.0,11.0,1.0,4.0,3.0,1.0,3.0,6.0,8.0,,15.0,1.0,,,2.0,5.0,0.8125,0.8125,0.6666666666666666,0.15,0.15789473684210525,0.6153846153846154,1.0,0.6,0.44565217391304346,0.5,0.375,0.5,0.43478260869565216,0.07692307692307693,0.2857142857142857,0.5,1.0,0.1,0.6875,0.13333333333333333,0.12,,0.13333333333333333,1.0,0.8,0.6153846153846154,1.0,0.34782608695652173,0.8125,0.8125,0.8461538461538461,0.15217391304347827,0.42857142857142855,0.6,0.6666666666666666,0.06521739130434782,,,,,,,,0.43478260869565216,0.15,0.15,0.6666666666666666,0.5,1.0,0.3611111111111111,0.7692307692307693,0.4444444444444444,0.782608695652174,0.15789473684210525,0.5179222222222222,0.35145,0.5210642857142856,0.08,0.07142857142857142,0.034482758620689655,5.242307692307692,27.044999999999998,7.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,1.0,6.0,5.0,0.0625,0.16666666666666666,0.3333333333333333,0.08695652173913043,0.8333333333333334,0.5,0.0625,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203123-2772,1610612745,"Jason Terry, Corey Brewer, James Harden, Kostas Papanikolaou, Trevor Ariza","Terry, Brewer, Harden, Papanikolaou, Ariza",1891-201147-201935-203123-2772,HOU,58.0,1,1.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,,3.0,3.0,1.0,3.0,3.0,4.0,8.0,3.0,3.0,3.0,3.0,,0.375,0.375,1.0,1.0,1.0,148.9655172413793,9.666666666666666,9.666666666666666,9.666666666666666,9.666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203143-2772,1610612745,"Jason Terry, Corey Brewer, James Harden, Pablo Prigioni, Trevor Ariza","Terry, Brewer, Harden, Prigioni, Ariza",1891-201147-201935-203143-2772,HOU,47.0,2,1.0,-1.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,122.55319148936171,10.0,12.333333333333334,10.0,8.333333333333334,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,2.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203910-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Nick Johnson, Josh Smith","Terry, Brewer, Harden, Johnson, Smith",1891-201147-201935-203910-2746,HOU,28.0,1,,2.0,1.0,,1.0,,1.0,,2.0,,,2.0,,,2.0,,,,,2.0,1.0,,0.3333333333333333,0.3333333333333333,,,,51.42857142857143,28.0,,14.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,,,,,,1.0,3.0,,,1.0,2.0,2.0,1.0,3.0,,2.0,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,,,,,,1.0,,,1.0,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,,,,,,,,,,,,1.0,0.5,0.6666666666666666,0.5,,0.6666666666666666,,0.6230333333333333,0.72975,0.6230333333333333,,,1.0,6.1000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203991-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Clint Capela, Josh Smith","Terry, Brewer, Harden, Capela, Smith",1891-201147-201935-203991-2746,HOU,317.0,4,5.0,-9.0,9.0,13.0,8.0,1.0,22.0,5.0,15.0,24.0,5.0,15.0,,2.0,3.0,4.0,6.0,2.0,15.0,15.0,8.0,,0.8333333333333334,0.9375,,0.5,,99.93690851735016,13.555555555555555,15.0,12.666666666666666,14.615384615384615,1.0,0.8888888888888888,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,,,,2.0,3.0,2.0,2.0,2.0,6.0,,,2.0,2.0,,1.0,2.0,3.0,2.0,,1.0,,,8.0,,,1.0,1.0,1.0,,,,,3.0,1.0,3.0,,,,1.0,,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.8333333333333334,,1.0,,0.5,,,,1.0,,0.5,,,,,,,1.0,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,0.3333333333333333,1.0,1.0,1.0,,,0.2,1.0,0.4,0.6666666666666666,1.0,0.5192666666666667,0.50775,0.52157,0.14285714285714285,0.25,,9.833333333333334,24.733333333333334,1.0,1.0,,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-203991-2772,1610612745,"Jason Terry, Corey Brewer, James Harden, Clint Capela, Trevor Ariza","Terry, Brewer, Harden, Capela, Ariza",1891-201147-201935-203991-2772,HOU,120.0,1,2.0,-2.0,4.0,3.0,,,7.0,,3.0,5.0,,,1.0,1.0,2.0,,,,3.0,,,,0.3,,1.0,1.0,1.0,84.0,18.0,16.0,16.5,16.0,,,1.0,,1.0,,,,,,1.0,,,1.0,2.0,,1.0,,,2.0,1.0,3.0,,,,,,,,,3.0,,,1.0,,,,1.0,1.0,,1.0,,,,3.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.3,,,,0.6,,,,,0.5,,,0.25,,,,,,,0.2,,,,0.2,,,,,,,,0.4,0.5,0.5,1.0,0.2,,,,,,,,,0.8,,0.56499,0.58905,,,,,6.05,24.099999999999998,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
1891-201147-201935-2730-2746,1610612745,"Jason Terry, Corey Brewer, James Harden, Dwight Howard, Josh Smith","Terry, Brewer, Harden, Howard, Smith",1891-201147-201935-2730-2746,HOU,1048.0,6,17.0,5.0,39.0,38.0,18.0,11.0,77.0,8.0,49.0,44.0,7.0,25.0,8.0,13.0,18.0,12.0,10.0,4.0,41.0,25.0,18.0,3.0,0.6125,0.5952380952380952,0.5714285714285714,0.5882352941176471,0.5,105.80152671755727,14.256410256410257,12.947368421052632,13.41025641025641,12.0,0.5102040816326531,0.46153846153846156,5.0,13.0,15.0,1.0,1.0,7.0,8.0,2.0,4.0,1.0,3.0,,4.0,3.0,10.0,2.0,16.0,22.0,3.0,14.0,1.0,1.0,8.0,9.0,12.0,5.0,16.0,16.0,9.0,,,10.0,3.0,3.0,8.0,3.0,11.0,3.0,,5.0,2.0,1.0,25.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,,4.0,5.0,,12.0,,1.0,2.0,2.0,3.0,0.5,0.5,1.0,0.21428571428571427,0.21428571428571427,0.7272727272727273,1.0,0.75,0.5694444444444444,0.625,0.5294117647058824,0.8,0.3888888888888889,0.13636363636363635,0.25,1.0,0.6,0.5,0.6666666666666666,0.18181818181818182,0.29411764705882354,0.5,0.14285714285714285,0.7142857142857143,0.3333333333333333,0.5,1.0,0.4166666666666667,0.8666666666666667,1.0,0.38461538461538464,0.1111111111111111,0.5,0.6666666666666666,1.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,0.2777777777777778,0.3,0.3,1.0,0.25,1.0,0.47058823529411764,0.875,0.11764705882352941,0.8055555555555556,0.3,0.5367957142857143,0.51315,0.5679794117647059,0.05555555555555555,0.09090909090909091,0.16326530612244897,5.404545454545455,24.75714285714286,4.0,2.0,2.0,1.0,,3.0,,,,,,2.0,,,,2.0,2.0,,,1.0,,1.0,1.0,,,,0.5,,,0.25,,,0.5,,2.0,0.5,3.0,1.0,1.0,3.0,0.3333333333333333,0.13333333333333333,0.25,1.0,1.0,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,1610612745,2015,2014-15,True
