EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted2s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGA,Corner3FGM,SecondChanceFG2A,PtsAssisted3s,ThreePtAssists,Corner3Assists,Technical Free Throw Trips,Assisted3sPct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,ShortMidRangeFGM,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,Steals,LostBallSteals,ShootingFouls,Blocked2s,BlockedShortMidRange,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,NonHeaveArc3Accuracy,LongMidRangeFGM,LongMidRangeAssists,Charge Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,Loose Ball Fouls Drawn,PenaltyTurnovers,Offensive Fouls,ShortMidRangePctBlocked,BadPassSteals,LostBallTurnovers,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,BlockedAtRim,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FTOffRebounds,OffFTReboundPct,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,OffAtRimReboundPct,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SelfOReb,SelfORebPct,BlockingFoulsDrawn,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,BlockingFouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Charge Fouls,3pt And 1 Free Throw Trips,SecondChanceCorner3FGA,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,3SecondViolations,SecondChanceCorner3FGM,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
1713-201144-201145-201188-201584,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Courtney Lee","Carter, Conley, Green, Gasol, Lee",1713-201144-201145-201188-201584,MEM,94.0,2,2.0,-3.0,3.0,5.0,2.0,5.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.5,1.0,0.3333333333333333,0.5,0.5,0.75,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,122.55319148936171,14.0,10.4,14.0,10.2,0.6666666666666666,0.5,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,0.5545166666666667,0.664925,0.3333333333333333,0.5,1.0,2.4,24.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-201585,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Kosta Koufos","Carter, Conley, Green, Gasol, Koufos",1713-201144-201145-201188-201585,MEM,230.0,3,4.0,2.0,8.0,8.0,2.0,4.0,16,1.0,1.0,,,,,1.0,4.0,2.0,2.0,7.0,5.0,,1.0,2.0,,3.0,,,2.0,,5.0,6.0,2.0,1.0,2.0,,1.0,7.0,3.0,2.0,,0.25,,0.4166666666666667,0.5,0.5,0.5,0.3333333333333333,,,,0.5,0.7142857142857143,,100.17391304347825,11.25,17.5,8.75,16.375,0.16666666666666666,1.0,1.0,,,,,0.5,0.4875,0.4295,0.14285714285714285,0.2,0.42857142857142855,13.175,43.85,0.25,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.5,0.4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-201979,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Nick Calathes","Carter, Conley, Green, Gasol, Calathes",1713-201144-201145-201188-201979,MEM,219.0,1,4.0,4.0,6.0,5.0,,,11,2.0,3.0,,,1.0,,2.0,6.0,1.0,1.0,8.0,4.0,,,,,,2.0,,3.0,,3.0,4.0,1.0,2.0,1.0,,,8.0,,,,0.3333333333333333,,0.5,,0.5,,0.14285714285714285,,,,0.75,0.6,1.0,72.32876712328768,17.666666666666668,22.6,17.333333333333332,22.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.14285714285714285,,,,0.5714285714285714,0.46822857142857144,,,,,7.8,24.1,,1.0,2.0,1.0,,,,,,1.0,,,2.0,,,,1.0,2.0,1.0,5.0,1.0,,1.0,,,,,,,,,,0.5,0.5,1.0,,,0.25,,0.25,,0.5,,,0.5,0.2857142857142857,0.14285714285714285,,,,,,,0.535,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Zach Randolph","Carter, Conley, Green, Gasol, Randolph",1713-201144-201145-201188-2216,MEM,184.0,2,3.0,5.0,7.0,5.0,4.0,5.0,12,1.0,1.0,,,,,2.0,3.0,1.0,5.0,12.0,7.0,1.0,1.0,1.0,4.0,9.0,,,1.0,,1.0,1.0,1.0,3.0,6.0,,3.0,12.0,9.0,4.0,,0.6666666666666666,1.0,0.875,1.25,0.8571428571428571,1.125,0.25,,,,0.5,0.5,,93.91304347826086,13.0,18.6,13.0,18.0,0.25,1.0,1.0,,,,,0.5,0.469275,0.4589,0.42857142857142855,0.5,0.75,6.066666666666666,25.2,0.5714285714285714,,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,4.0,,,,2.0,3.0,1.0,7.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,0.5,,0.25,1.0,1.0,,0.5,1.0,,,,,3.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-2754,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Tony Allen","Carter, Conley, Green, Gasol, Allen",1713-201144-201145-201188-2754,MEM,409.0,4,7.0,-3.0,13.0,12.0,,2.0,25,1.0,2.0,,,,,5.0,9.0,1.0,2.0,12.0,15.0,,,,,,4.0,,4.0,,4.0,4.0,2.0,3.0,2.0,,1.0,12.0,,,,0.5555555555555556,,0.5,,0.5454545454545454,,0.1,,,,1.0,0.6666666666666666,1.0,88.0195599022005,15.384615384615385,17.416666666666668,15.384615384615385,15.5,0.2,0.5,0.5,,,,,0.3,0.48240999999999995,,0.09090909090909091,0.1,,10.644444444444444,24.0,,,3.0,4.0,,1.0,,,,,,,6.0,,,,3.0,3.0,,6.0,,,,2.0,2.0,,,2.0,,,,,0.6,0.6,,,1.0,,,,,1.0,,,,0.3,0.4,0.1,,,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,1.0,,,2.0,,,0.6666666666666666,0.6666666666666666,0.5,,,2.0,2.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201584-201585,1610612763,"Vince Carter, Mike Conley, Jeff Green, Courtney Lee, Kosta Koufos","Carter, Conley, Green, Lee, Koufos",1713-201144-201145-201584-201585,MEM,48.0,1,1.0,3.0,3.0,2.0,,,5,1.0,2.0,,,,,1.0,3.0,,1.0,3.0,,,,,,,2.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,,0.5,,,,,,0.5,0.5,1.0,150.0,10.333333333333334,8.5,9.666666666666666,7.0,0.6666666666666666,0.5,0.5,,,,,0.6666666666666666,0.5971,,0.3333333333333333,0.3333333333333333,,4.8,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.5,,0.5,,,,,,0.3333333333333333,,,,,,,,0.6361,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201584-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Courtney Lee, Zach Randolph","Carter, Conley, Green, Lee, Randolph",1713-201144-201145-201584-2216,MEM,70.0,1,1.0,3.0,3.0,3.0,,3.0,6,1.0,1.0,,,,,2.0,2.0,1.0,,4.0,1.0,,,,,,2.0,,2.0,,2.0,2.0,1.0,1.0,,,,4.0,,,,1.0,,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,,,,1.0,1.0,1.0,123.42857142857142,11.333333333333334,12.0,11.333333333333334,12.0,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,0.58395,,,,,10.65,25.8,,,,1.0,,1.0,,,,,,,2.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,0.5,0.5,,,,,,,,1.0,,,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201585-201979,1610612763,"Vince Carter, Mike Conley, Jeff Green, Kosta Koufos, Nick Calathes","Carter, Conley, Green, Koufos, Calathes",1713-201144-201145-201585-201979,MEM,272.0,1,5.0,-7.0,9.0,9.0,8.0,5.0,18,2.0,2.0,2.0,2.0,,,3.0,6.0,2.0,,9.0,16.0,3.0,6.0,2.0,,9.0,4.0,1.0,2.0,,2.0,3.0,4.0,,,,,9.0,9.0,8.0,,0.5,0.5,0.5625,0.5625,0.5625,0.5625,0.25,0.16666666666666666,,,1.0,1.0,,95.29411764705883,15.333333333333334,14.88888888888889,14.222222222222221,14.88888888888889,0.25,1.0,1.0,,0.25,1.0,,0.5,0.49409375,0.49409375,,,1.0,9.933333333333334,27.45,0.8888888888888888,1.0,1.0,3.0,1.0,2.0,,1.0,2.0,1.0,,1.0,2.0,3.0,,,1.0,1.0,,2.0,1.0,,1.0,,,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.3333333333333333,,0.25,,1.0,,,,0.125,0.375,0.25,0.5,0.5,,0.25,0.5,0.3726,,,1.0,,,,,,0.5,1.0,1.0,,,,,,2.0,1.0,,,,,3.0,,,,,,,0.5,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201585-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Kosta Koufos, Zach Randolph","Carter, Conley, Green, Koufos, Randolph",1713-201144-201145-201585-2216,MEM,48.0,1,1.0,,2.0,2.0,,,4,1.0,1.0,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,120.0,11.5,12.5,11.5,10.5,1.0,1.0,1.0,,,,,1.0,0.7395,,,,,0.5,,,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-2216-2754,1610612763,"Vince Carter, Mike Conley, Jeff Green, Zach Randolph, Tony Allen","Carter, Conley, Green, Randolph, Allen",1713-201144-201145-2216-2754,MEM,210.0,1,4.0,1.0,6.0,6.0,2.0,,12,2.0,2.0,1.0,1.0,,,2.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,,1.0,3.0,,,3.0,,4.0,4.0,1.0,1.0,2.0,,1.0,5.0,3.0,2.0,,0.6666666666666666,1.0,0.4,1.0,0.4166666666666667,0.75,0.4,,,,0.75,0.8,0.5,82.28571428571429,11.833333333333334,23.166666666666668,11.833333333333334,23.0,0.4,1.0,1.0,,1.0,1.0,,0.8,0.5949099999999999,0.7194,0.16666666666666666,0.25,0.6,5.1000000000000005,26.1,0.3333333333333333,,1.0,,,2.0,,,,,,,4.0,,,,2.0,2.0,2.0,4.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,0.2,,0.4,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
