EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG3A,BlockingFouls,PenaltyOffPossExcludingTakeFouls,PenaltyArc3Frequency,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,Corner3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,FTDefRebounds,Offensive Fouls,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,DefFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg2aBlocked,Steals,BadPassSteals,FG2APctBlocked,AtRimPctBlocked,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,ShortMidRangeAssists,FTOffRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyPointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,BlockedAtRim,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockingFoulsDrawn,OffCorner3ReboundPct,Charge Fouls Drawn,DefensiveGoaltends,StepOutOfBoundsTurnovers,BlockedLongMidRange,OffensiveGoaltends,HeaveAttempts,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,3SecondViolations,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
1889-200752-200797-201956-202682,1610612758,"Andre Miller, Rudy Gay, Ryan Hollins, Omri Casspi, Derrick Williams","Miller, Gay, Hollins, Casspi, Williams",1889-200752-200797-201956-202682,SAC,339.0,2,6.0,-4.0,11.0,11.0,22.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,5.0,9.0,1.0,1.0,13.0,17.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,13.0,0.2,0.2,1.0,1.0,1.0,0.5555555555555556,0.65,0.65,0.1,1.0,1.0,1.0,1.0,93.45132743362831,17.545454545454547,13.272727272727273,17.545454545454547,13.272727272727273,0.1,1.0,1.0,0.5,0.4,0.4,0.3,0.6666666666666666,0.6666666666666666,0.5,0.1,1.0,1.0,1.0,0.2,1.0,0.41144,10.977777777777778,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
1889-200752-200797-201956-203463,1610612758,"Andre Miller, Rudy Gay, Ryan Hollins, Omri Casspi, Ben McLemore","Miller, Gay, Hollins, Casspi, McLemore",1889-200752-200797-201956-203463,SAC,8.0,1,,-2.0,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,360.0,3.0,5.0,3.0,5.0,,,,,,,,,,,1.0,,,,1.0,,,,37.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
1889-200752-200797-201956-2501,1610612758,"Andre Miller, Rudy Gay, Ryan Hollins, Omri Casspi, Reggie Evans","Miller, Gay, Hollins, Casspi, Evans",1889-200752-200797-201956-2501,SAC,383.0,2,6.0,-1.0,11.0,12.0,23.0,1.0,2.0,1.0,2.0,,1.0,1.0,5.0,2.0,5.0,2.0,6.0,11.0,12.0,2.0,2.0,6.0,5.0,1.0,1.0,2.0,3.0,1.0,,8.0,4.0,4.0,6.0,,,2.0,1.0,3.0,8.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.4,0.45454545454545453,0.45454545454545453,0.5454545454545454,,0.6666666666666666,0.6666666666666666,1.0,86.4751958224543,15.272727272727273,17.916666666666668,13.636363636363637,14.833333333333334,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,0.5,0.09090909090909091,,,,0.45454545454545453,0.2,0.2,1.0,0.7272727272727273,0.2,0.4799863636363636,8.459999999999999,25.21666666666667,1.0,1.0,1.0,,1.0,1.0,0.09090909090909091,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.5,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,0.5,1.0,0.57465,0.3045,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
1889-200752-200797-202682-203492,1610612758,"Andre Miller, Rudy Gay, Ryan Hollins, Derrick Williams, Ray McCallum","Miller, Gay, Hollins, Williams, McCallum",1889-200752-200797-202682-203492,SAC,18.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,80.0,,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
1889-200752-201171-201956-202326,1610612758,"Andre Miller, Rudy Gay, Carl Landry, Omri Casspi, DeMarcus Cousins","Miller, Gay, Landry, Casspi, Cousins",1889-200752-201171-201956-202326,SAC,66.0,1,1.0,,2.0,2.0,4.0,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,3.0,3.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,,3.0,,,1.0,1.0,1.0,,0.75,0.75,0.5,,,,,87.27272727272727,17.5,15.5,17.5,15.5,,,,0.5,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,0.495425,12.8,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
1889-200752-201171-202326-203463,1610612758,"Andre Miller, Rudy Gay, Carl Landry, DeMarcus Cousins, Ben McLemore","Miller, Gay, Landry, Cousins, McLemore",1889-200752-201171-202326-203463,SAC,40.0,1,1.0,-4.0,1.0,2.0,3.0,,,,,,,,1.0,,,,1.0,,4.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,108.0,17.0,11.5,17.0,11.5,,,,,,,,,,,1.0,,,,1.0,,0.585,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
1889-200752-201171-202682-203463,1610612758,"Andre Miller, Rudy Gay, Carl Landry, Derrick Williams, Ben McLemore","Miller, Gay, Landry, Williams, McLemore",1889-200752-201171-202682-203463,SAC,136.0,1,2.0,4.0,4.0,4.0,8.0,2.0,3.0,,,,,,,2.0,3.0,,,6.0,2.0,2.0,2.0,,,,1.0,,1.0,,,2.0,1.0,2.0,3.0,,,1.0,1.0,2.0,4.0,0.5,1.0,,,,0.6666666666666666,0.6666666666666666,0.75,,,0.5,0.3333333333333333,,84.70588235294117,13.5,20.5,13.5,18.25,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,1.0,,0.5102333333333333,2.1666666666666665,,,,,,,,,4.0,1.0,,,,,2.0,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,1.0,,1.0,,,,0.5,,,,,,,,0.6757,,0.3333333333333333,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
1889-200752-201171-202682-203917,1610612758,"Andre Miller, Rudy Gay, Carl Landry, Derrick Williams, Nik Stauskas","Miller, Gay, Landry, Williams, Stauskas",1889-200752-201171-202682-203917,SAC,102.0,1,2.0,,4.0,3.0,7.0,1.0,2.0,,,,,,2.0,1.0,2.0,,2.0,2.0,2.0,,2.0,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,2.0,,,,,,0.5,0.25,0.25,0.5,,,1.0,,98.82352941176471,15.75,13.0,15.75,13.0,0.5,0.5,1.0,,,,,,,,0.5,,,,1.0,,0.655475,0.5,24.1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
1889-200752-201574-201956-202326,1610612758,"Andre Miller, Rudy Gay, Jason Thompson, Omri Casspi, DeMarcus Cousins","Miller, Gay, Thompson, Casspi, Cousins",1889-200752-201574-201956-202326,SAC,42.0,2,1.0,1.0,1.0,2.0,3.0,,,,,,,1.0,1.0,,,1.0,1.0,3.0,2.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,,,1.0,1.0,1.0,,1.5,1.5,1.0,,1.0,1.0,1.0,102.85714285714286,6.0,18.0,6.0,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5763,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
1889-200752-201574-201956-202682,1610612758,"Andre Miller, Rudy Gay, Jason Thompson, Omri Casspi, Derrick Williams","Miller, Gay, Thompson, Casspi, Williams",1889-200752-201574-201956-202682,SAC,1792.0,8,30.0,-13.0,57.0,62.0,119.0,12.0,15.0,5.0,9.0,2.0,12.0,4.0,12.0,19.0,36.0,6.0,14.0,61.0,74.0,20.0,18.0,15.0,12.0,4.0,10.0,5.0,15.0,3.0,1.0,35.0,12.0,19.0,26.0,2.0,,6.0,10.0,16.0,54.0,0.5263157894736842,0.5882352941176471,0.8333333333333334,0.42857142857142855,0.42857142857142855,0.5277777777777778,0.56,0.5258620689655172,0.28,0.3333333333333333,0.6666666666666666,0.7272727272727273,0.7272727272727273,95.625,14.473684210526315,15.596774193548388,13.719298245614034,15.080645161290322,0.3,0.8,0.8,0.18,0.5555555555555556,0.5555555555555556,0.24,0.16666666666666666,0.18181818181818182,0.5,0.24,0.3333333333333333,0.3333333333333333,0.75,0.58,0.3333333333333333,0.500103,8.75,24.814285714285713,18.0,6.0,6.0,,18.0,0.35294117647058826,0.3157894736842105,20.0,6.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,7.0,2.0,6.0,2.0,3.0,7.0,2.0,4.0,13.0,,1.0,18.0,,0.5,0.5833333333333334,0.5,0.17647058823529413,0.2857142857142857,0.20833333333333334,,0.2857142857142857,0.5,0.5,0.04,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.54894,0.4941882352941176,0.11475409836065574,4.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,,10.0,0.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.1724137931034483,0.22727272727272727,1.0,6.0,4.0,0.027777777777777776,,4.0,6.0,2.0,7.0,11.0,2.0,3.0,23.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,23.0,2.0,0.3333333333333333,0.6363636363636364,0.5882352941176471,0.5476190476190477,0.08333333333333333,0.2222222222222222,0.5,1.0,0.043478260869565216,1.0,0.6,0.35294117647058826,0.6666666666666666,0.3333333333333333,0.3770491803278688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2015,2014-15,True
