EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,TotalPoss,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGA,Fg3aBlocked,FTDefRebounds,BlockingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,PenaltyCorner3Frequency,Defensive 3 Seconds Violations,HeaveAttempts,StepOutOfBoundsTurnovers,BlockingFouls,DefensiveGoaltends,3SecondViolations,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,BlockedCorner3,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
200746-200777-201167-203081-203468,1610612757,"LaMarcus Aldridge, Joel Freeland, Arron Afflalo, Damian Lillard, CJ McCollum","Aldridge, Freeland, Afflalo, Lillard, McCollum",200746-200777-201167-203081-203468,POR,21.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.57142857142857,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
200746-200777-201167-203468-2581,1610612757,"LaMarcus Aldridge, Joel Freeland, Arron Afflalo, CJ McCollum, Steve Blake","Aldridge, Freeland, Afflalo, McCollum, Blake",200746-200777-201167-203468-2581,POR,159.0,1,5.0,10.0,,,,2.0,,,,90.56603773584906,17.6,17.6,3.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,9.0,8.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,9.0,3.0,2.0,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.5,0.9,0.75,14.2,14.2,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,0.25,0.420725,0.36715,0.4,0.4,0.3333333333333333,10.95,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
200746-200777-201587-202083-203081,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Wesley Matthews, Damian Lillard","Aldridge, Freeland, Batum, Matthews, Lillard",200746-200777-201587-202083-203081,POR,2853.0,5,86.0,177.0,16.0,30.0,50.0,20.0,0.8,0.6382978723404256,0.7333333333333333,89.33753943217665,16.3953488372093,14.918604651162791,48.0,-19.0,91.0,10.0,11.0,22.0,40.0,5.0,16.0,3.0,14.0,30.0,70.0,15.0,81.0,100.0,3.0,7.0,4.0,10.0,28.0,32.0,14.0,16.0,12.0,,34.0,19.0,20.0,2.0,9.0,64.0,10.0,10.0,0.4666666666666667,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.38372093023255816,0.42857142857142855,0.4263157894736842,0.5,15.857142857142858,14.857142857142858,0.46511627906976744,0.55,0.7333333333333333,0.5454545454545454,0.18604651162790697,0.3125,0.3333333333333333,,0.16279069767441862,0.21428571428571427,0.23076923076923078,0.6511627906976745,0.5193343023255814,0.5018,0.0967741935483871,0.11688311688311688,0.12345679012345678,6.218571428571428,0.10989010989010989,17.0,5.0,8.0,2.0,4.0,1.0,1.0,2.0,15.0,2.0,2.0,16.0,7.0,11.0,3.0,3.0,17.0,6.0,8.0,15.0,2.0,12.0,2.0,2.0,2.0,4.0,16.0,14.0,20.0,2.0,9.0,6.0,3.0,7.0,1.0,4.0,10.0,3.0,1.0,17.0,4.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.125,0.125,0.6363636363636364,0.5,0.53125,0.18604651162790697,0.17142857142857143,0.25,0.0625,0.07142857142857142,0.4117647058823529,0.5185185185185185,0.4,0.2857142857142857,0.37037037037037035,0.5,0.45454545454545453,0.18181818181818182,0.23076923076923078,1.0,0.16666666666666666,0.6666666666666666,0.6,1.0,0.047619047619047616,0.6666666666666666,0.6666666666666666,0.011627906976744186,0.1744186046511628,0.13333333333333333,0.13333333333333333,1.0,0.5714285714285714,0.625,0.2,0.07142857142857142,0.14285714285714285,0.5714285714285714,0.5,0.13333333333333333,0.5259545454545456,0.20987654320987653,25.43125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
200746-200777-201587-202083-2581,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Wesley Matthews, Steve Blake","Aldridge, Freeland, Batum, Matthews, Blake",200746-200777-201587-202083-2581,POR,110.0,2,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78.54545454545455,20.0,20.0,2.0,-1.0,3.0,,3.0,,,,,1.0,1.0,1.0,1.0,2.0,4.0,5.0,,,,,,2.0,,,,,,1.0,2.0,,1.0,4.0,,,,,1.0,,0.5,,0.6666666666666666,,16.666666666666668,16.666666666666668,,,,,,,,,0.5,1.0,1.0,0.5,0.450475,,0.3333333333333333,0.5,,20.5,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
200746-200777-201587-203081-203468,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Damian Lillard, CJ McCollum","Aldridge, Freeland, Batum, Lillard, McCollum",200746-200777-201587-203081-203468,POR,344.0,2,11.0,21.0,1.0,4.0,6.0,,1.0,0.8,1.0,87.90697674418604,16.818181818181817,16.363636363636363,6.0,1.0,10.0,,,2.0,4.0,,1.0,,1.0,2.0,6.0,,13.0,12.0,,,,,2.0,2.0,1.0,4.0,1.0,,11.0,1.0,,,,8.0,,,0.5,0.5,0.3333333333333333,,0.65,,0.65,,15.9,15.1,0.4,0.5,1.0,0.5,0.1,,,,0.1,,,0.8,0.525575,,,,,5.716666666666666,,2.0,1.0,1.0,,,1.0,,2.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,,5.0,9.0,,3.0,2.0,2.0,3.0,2.0,,,2.0,3.0,2.0,,2.0,1.0,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,0.75,0.75,1.0,1.25,1.25,0.4,0.3333333333333333,0.5,,,,0.75,0.5,,0.4,1.0,,,,,,,1.0,,,,,0.1,0.3,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,,,0.5,,,0.6666666666666666,0.49685,0.38461538461538464,24.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
200746-200777-201587-203081-2581,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Damian Lillard, Steve Blake","Aldridge, Freeland, Batum, Lillard, Blake",200746-200777-201587-203081-2581,POR,163.0,3,4.0,8.0,,1.0,2.0,2.0,,0.5,,70.67484662576686,20.5,17.5,3.0,-2.0,4.0,,,1.0,1.0,1.0,2.0,,1.0,2.0,4.0,,4.0,6.0,,,,,,4.0,,,,,,3.0,,,,4.0,,,,,0.5,,0.4,,0.4,,20.25,20.25,0.2,1.0,1.0,,0.4,0.5,0.5,,0.2,,,0.4,0.43639,,,,,12.55,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,0.2,,,,,,1.0,0.5,,0.3333333333333333,,1.0,,,,1.0,,,,,,,,0.2,,,,,,,,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
200746-200777-201587-203468-2581,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, CJ McCollum, Steve Blake","Aldridge, Freeland, Batum, McCollum, Blake",200746-200777-201587-203468-2581,POR,111.0,1,3.0,6.0,,,,,,,,77.83783783783784,16.0,16.0,2.0,-3.0,3.0,,3.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,4.0,7.0,,,,,4.0,,2.0,2.0,1.0,1.0,4.0,3.0,,,,4.0,,,1.0,1.0,1.0,,0.6666666666666666,,0.6666666666666666,,21.0,21.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,0.6666666666666666,0.5670833333333333,,,,,4.35,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
200746-200777-202083-203081-203459,1610612757,"LaMarcus Aldridge, Joel Freeland, Wesley Matthews, Damian Lillard, Allen Crabbe","Aldridge, Freeland, Matthews, Lillard, Crabbe",200746-200777-202083-203081-203459,POR,1505.0,2,49.0,98.0,5.0,22.0,33.0,9.0,0.8333333333333334,0.8148148148148148,0.75,93.76744186046513,16.612244897959183,16.448979591836736,25.0,15.0,49.0,3.0,7.0,11.0,18.0,5.0,12.0,4.0,11.0,20.0,41.0,8.0,57.0,42.0,1.0,2.0,,5.0,12.0,28.0,6.0,8.0,2.0,1.0,18.0,10.0,8.0,1.0,4.0,42.0,5.0,3.0,0.3,0.35294117647058826,0.4878048780487805,0.5,0.49,0.8333333333333334,0.5283018867924528,0.8333333333333334,14.10204081632653,13.326530612244898,0.36,0.6111111111111112,0.6111111111111112,0.18181818181818182,0.24,0.4166666666666667,0.5,0.2,0.22,0.36363636363636365,0.36363636363636365,0.54,0.510057,0.5304666666666666,0.07547169811320754,0.09090909090909091,0.08771929824561403,7.936585365853658,0.061224489795918366,11.0,6.0,8.0,1.0,1.0,2.0,,2.0,7.0,1.0,3.0,9.0,6.0,8.0,1.0,,15.0,6.0,6.0,7.0,2.0,2.0,2.0,1.0,3.0,,11.0,17.0,11.0,2.0,4.0,4.0,,6.0,,4.0,2.0,2.0,,8.0,2.0,1.0,2.0,,,3.0,1.0,,1.0,,4.0,3.0,,4.0,4.0,2.0,,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.8333333333333334,0.8333333333333334,0.18,0.04878048780487805,,0.16666666666666666,,0.75,0.8095238095238095,0.55,,0.4230769230769231,0.42857142857142855,0.5714285714285714,0.6666666666666666,,,0.8,0.75,0.875,1.0,0.08333333333333333,1.0,0.75,0.04,0.14,0.2857142857142857,0.2857142857142857,0.5,0.8888888888888888,0.75,0.16666666666666666,,0.1111111111111111,0.3333333333333333,1.0,0.2857142857142857,0.602011111111111,0.2631578947368421,24.533333333333335,1.0,1.0,1.0,1.0,,1.0,0.5,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
200746-200777-202083-203081-203468,1610612757,"LaMarcus Aldridge, Joel Freeland, Wesley Matthews, Damian Lillard, CJ McCollum","Aldridge, Freeland, Matthews, Lillard, McCollum",200746-200777-202083-203081-203468,POR,73.0,1,3.0,6.0,2.0,2.0,2.0,,1.0,1.0,1.0,118.35616438356165,13.0,13.0,1.0,-3.0,3.0,,3.0,,,,1.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.333333333333334,11.333333333333334,,,,,1.0,,,,,,,,0.3866,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
200746-200777-202083-203081-2581,1610612757,"LaMarcus Aldridge, Joel Freeland, Wesley Matthews, Damian Lillard, Steve Blake","Aldridge, Freeland, Matthews, Lillard, Blake",200746-200777-202083-203081-2581,POR,781.0,7,22.0,45.0,3.0,6.0,9.0,4.0,0.6,0.4166666666666667,0.75,82.97055057618438,16.40909090909091,15.5,13.0,-11.0,23.0,8.0,6.0,3.0,5.0,2.0,5.0,2.0,6.0,7.0,16.0,6.0,20.0,31.0,1.0,2.0,4.0,6.0,4.0,10.0,2.0,2.0,2.0,,4.0,3.0,6.0,,2.0,16.0,6.0,8.0,0.2857142857142857,0.2857142857142857,0.4375,0.5,0.3333333333333333,0.2,0.4166666666666667,0.42857142857142855,18.26086956521739,17.391304347826086,0.23809523809523808,0.6,0.75,0.6666666666666666,0.23809523809523808,0.4,0.4,,0.2857142857142857,0.3333333333333333,0.4,0.47619047619047616,0.4453809523809524,0.43436,0.08695652173913043,0.1111111111111111,0.3,9.65625,0.34782608695652173,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,2.0,,,5.0,2.0,2.0,1.0,,4.0,,,2.0,,2.0,,,,,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,,1.0,2.0,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.23809523809523808,0.125,0.2,,0.16666666666666666,0.5,0.2857142857142857,0.3333333333333333,,0.23076923076923078,0.5,0.6666666666666666,,,,,,0.5,,0.18181818181818182,,,0.14285714285714285,0.09523809523809523,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.2,1.0,,0.5388499999999999,0.2,24.979999999999997,,,,,1.0,,,,,,,,2.0,,3.0,,,,,,0.4,,1.0,1.0,1.0,2.0,0.2,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,1610612757,2015,2014-15,True
