EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,BadPassSteals,DeadBallTurnovers,Charge Fouls,BlockingFoulsDrawn,LostBallTurnovers,BlockingFouls,LongMidRangeFGM,LongMidRangeAssists,Charge Fouls Drawn,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceTurnovers,Offensive Fouls,ShortMidRangePctBlocked,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsPutbacks,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,Blocked2s,BlockedAtRim,Blocks,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,SecondChanceArc3FGM,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,Travels,SecondChanceCorner3PctAssisted,3SecondViolations,Technical Free Throw Trips,DefensiveGoaltends,BlockedLongMidRange,Blocked3s,BlockedArc3,LostBallOutOfBoundsTurnovers,OffensiveGoaltends,BlockedCorner3,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Clear Path Fouls,LongMidRangePctBlocked,HeaveAttempts,Corner3PctBlocked,team_id,year,season,team_vs
201142-201586-201627-202704-203500,1610612760,"Kevin Durant, Serge Ibaka, Anthony Morrow, Reggie Jackson, Steven Adams","Durant, Ibaka, Morrow, Jackson, Adams",201142-201586-201627-202704-203500,OKC,493.0,3,8.0,3.0,17.0,16.0,8.0,7.0,3.0,33.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,10.0,3.0,5.0,8.0,21.0,18.0,1.0,1.0,4.0,1.0,5.0,4.0,9.0,2.0,6.0,3.0,1.0,,,2.0,3.0,,2.0,8.0,3.0,4.0,,6.0,3.0,9.0,2.0,,,,2.0,,2.0,4.0,6.0,2.0,8.0,2.0,1.0,17.0,9.0,8.0,1.0,1.0,0.6666666666666666,0.6,0.6,0.2,1.0,0.2,0.43333333333333335,1.0,0.35714285714285715,0.5555555555555556,1.0,0.5,0.3333333333333333,,,,,,,0.8,0.375,0.8571428571428571,0.3,,1.0,96.3894523326572,15.411764705882353,14.4375,15.117647058823529,12.875,0.2,0.3333333333333333,0.3333333333333333,0.13333333333333333,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,,1.0,1.0,0.42857142857142855,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.48761333333333334,0.7598,0.5465928571428571,0.17647058823529413,0.16666666666666666,0.19047619047619047,0.42857142857142855,10.26,24.7,0.47058823529411764,2.0,5.0,,,2.0,3.0,1.0,1.0,,2.0,,0.5,0.5,1.0,,,0.75,,0.6666666666666666,1.0,,,1.0,0.13333333333333333,0.3333333333333333,1.0,,2.0,2.0,,,,,1.0,,,1.0,0.2,0.2,,1.0,1.0,,,,,,,1.0,2.0,,2.0,1.0,2.0,,,0.5,,,,,,,,0.2857142857142857,0.5,,,,,1.0,,0.2,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,1610612760,2015,2014-15,False
201142-201586-201627-202704-2570,1610612760,"Kevin Durant, Serge Ibaka, Anthony Morrow, Reggie Jackson, Kendrick Perkins","Durant, Ibaka, Morrow, Jackson, Perkins",201142-201586-201627-202704-2570,OKC,202.0,2,3.0,3.0,6.0,5.0,,3.0,1.0,11.0,,,,,,,,1.0,2.0,2.0,2.0,3.0,2.0,3.0,,10.0,7.0,1.0,1.0,2.0,,,,,,,2.0,2.0,,,,2.0,,,4.0,,1.0,,2.0,,2.0,,,,,,,,2.0,,,,,,8.0,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,0.8333333333333334,1.0,,0.8333333333333334,1.0,,0.5,,,,,,,1.0,,1.0,,,,78.41584158415841,16.166666666666668,21.0,14.5,21.0,,,,0.16666666666666666,,,,0.3333333333333333,1.0,1.0,,,,,,0.5,1.0,0.44869166666666666,0.3654,,,,0.2,,13.266666666666666,24.599999999999998,,2.0,1.0,,,4.0,6.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,0.3333333333333333,0.16666666666666666,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-201627-203079-203103,1610612760,"Kevin Durant, Serge Ibaka, Anthony Morrow, Dion Waiters, Perry Jones III","Durant, Ibaka, Morrow, Waiters, Jones III",201142-201586-201627-203079-203103,OKC,63.0,1,1.0,2.0,3.0,3.0,,,,6.0,,1.0,,,,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,3.0,,,,,,,,,1.0,,2.0,1.0,,2.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,1.0,,1.0,,,1.0,137.14285714285714,9.0,12.0,9.0,12.0,0.5,,,,,,,,,,,,,,,0.5,,0.5392,,,0.3333333333333333,0.3333333333333333,,,3.5,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-201627-203079-2555,1610612760,"Kevin Durant, Serge Ibaka, Anthony Morrow, Dion Waiters, Nick Collison","Durant, Ibaka, Morrow, Waiters, Collison",201142-201586-201627-203079-2555,OKC,224.0,1,4.0,-1.0,8.0,7.0,,,,15.0,,,,,,,,1.0,,1.0,2.0,4.0,,2.0,,4.0,5.0,,,,,,,,2.0,,1.0,,,,,1.0,,,2.0,,3.0,,5.0,,5.0,,,,,2.0,,,,,,,,,4.0,,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,1.0,,1.0,,,1.0,96.42857142857143,14.25,15.714285714285714,14.25,15.714285714285714,,,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,0.3333333333333333,,0.46424166666666666,,,,,,,13.15,24.35,,2.0,2.0,,,2.0,,1.0,,,2.0,,0.5,0.5,1.0,,,,,,,1.0,,,0.3333333333333333,0.3333333333333333,,,,2.0,,,,,2.0,1.0,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-201627-203103-203460,1610612760,"Kevin Durant, Serge Ibaka, Anthony Morrow, Perry Jones III, Andre Roberson","Durant, Ibaka, Morrow, Jones III, Roberson",201142-201586-201627-203103-203460,OKC,14.0,1,,-4.0,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,308.57142857142856,5.0,4.5,5.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-201627-203460-203500,1610612760,"Kevin Durant, Serge Ibaka, Anthony Morrow, Andre Roberson, Steven Adams","Durant, Ibaka, Morrow, Roberson, Adams",201142-201586-201627-203460-203500,OKC,49.0,1,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,1.0,,1.0,,,,2.0,2.0,2.0,,,,2.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,1.0,2.0,3.0,,,,,,,,,1.0,,2.0,,1.0,,2.0,1.0,,1.0,,,,,,,,,,0.3333333333333333,0.5,0.3333333333333333,1.0,,,,,,,,,0.5,1.0,,,58.775510204081634,29.0,20.0,21.0,16.0,,,,0.5,,,,0.5,,,,,,,,1.0,,0.553275,,0.553275,,,1.0,1.0,,23.8,1.0,,,,1.0,,,,,2.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,,2.0,,,,1.0,,,1.0,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-202397-202704-2570,1610612760,"Kevin Durant, Serge Ibaka, Ish Smith, Reggie Jackson, Kendrick Perkins","Durant, Ibaka, Smith, Jackson, Perkins",201142-201586-202397-202704-2570,OKC,92.0,1,2.0,6.0,4.0,3.0,4.0,3.0,,7.0,,,,,,,,,2.0,2.0,1.0,1.0,2.0,2.0,,8.0,2.0,,,,1.0,1.0,,8.0,,6.0,2.0,2.0,,,2.0,3.0,2.0,,8.0,,2.0,,2.0,,2.0,,,1.0,,1.0,1.0,,,,,,,,8.0,8.0,4.0,,,1.0,1.0,1.0,1.0,,1.0,1.3333333333333333,,1.3333333333333333,1.3333333333333333,,1.3333333333333333,0.6666666666666666,,,,,1.0,,1.0,,1.0,,,,109.56521739130434,12.0,14.666666666666666,12.0,14.666666666666666,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,0.6666666666666666,1.0,0.5029666666666667,,0.5029666666666667,,,,1.0,16.3,25.5,1.0,,1.0,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,,,2.0,2.0,,,1.0,,,,,,,,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-202397-203103-203460,1610612760,"Kevin Durant, Serge Ibaka, Ish Smith, Perry Jones III, Andre Roberson","Durant, Ibaka, Smith, Jones III, Roberson",201142-201586-202397-203103-203460,OKC,24.0,3,,1.0,2.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,2.0,,2.0,,,,,1.0,1.0,,,1.0,,2.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,0.5,,0.5,,,,,,,,0.5,,0.6666666666666666,,,,240.0,1.0,11.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-202704-203079-203103,1610612760,"Kevin Durant, Serge Ibaka, Reggie Jackson, Dion Waiters, Perry Jones III","Durant, Ibaka, Jackson, Waiters, Jones III",201142-201586-202704-203079-203103,OKC,145.0,1,2.0,1.0,6.0,7.0,,7.0,,13.0,,,,,,,,,2.0,2.0,2.0,3.0,2.0,2.0,,10.0,9.0,,,,,,,,2.0,3.0,2.0,2.0,,,1.0,2.0,1.0,,5.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,,10.0,,,1.0,,0.5,1.0,1.0,0.6666666666666666,,,1.0,,,1.0,,,0.4,,,,,1.0,,0.5,,0.5,,,,129.10344827586206,9.666666666666666,12.428571428571429,9.666666666666666,12.285714285714286,,,,,,,,0.4,1.0,1.0,0.5,,,,,0.4,1.0,0.48281999999999997,,,,,,,13.700000000000001,25.45,,1.0,2.0,,,2.0,3.0,1.0,,,,,0.5,0.5,,,,,,,,,,,0.2,0.4,,,,,,,,,2.0,1.0,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-202704-203079-203500,1610612760,"Kevin Durant, Serge Ibaka, Reggie Jackson, Dion Waiters, Steven Adams","Durant, Ibaka, Jackson, Waiters, Adams",201142-201586-202704-203079-203500,OKC,107.0,1,2.0,4.0,4.0,5.0,,,,9.0,,1.0,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,,,,,,,,2.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,,1.0,1.0,4.0,,4.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,6.0,,,,,1.0,1.0,1.0,0.3333333333333333,,,0.625,,,0.75,,,0.25,,,,,,1.0,1.0,,1.0,,,,121.12149532710279,13.75,10.4,13.75,10.4,0.25,,,,,,,0.25,1.0,1.0,1.0,,,,,0.5,1.0,0.4635625,,,0.25,0.3333333333333333,,,9.666666666666666,24.9,,1.0,1.0,,,,,,,,2.0,,,,1.0,,,,,1.0,1.0,,,,0.25,0.25,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-202704-203079-2555,1610612760,"Kevin Durant, Serge Ibaka, Reggie Jackson, Dion Waiters, Nick Collison","Durant, Ibaka, Jackson, Waiters, Collison",201142-201586-202704-203079-2555,OKC,192.0,2,3.0,-2.0,7.0,5.0,,,1.0,12.0,1.0,1.0,,,,,,,,1.0,2.0,3.0,,1.0,,4.0,6.0,,,,,,,,,,1.0,,,,,2.0,,,4.0,,1.0,,2.0,,2.0,1.0,1.0,2.0,1.0,3.0,,1.0,2.0,,,,,,4.0,,,,,,,,0.6666666666666666,,,0.5,,,0.5,,,0.25,,,,,0.6666666666666666,,1.0,,0.6666666666666666,,,,90.0,13.142857142857142,20.0,11.571428571428571,16.6,0.25,1.0,1.0,,,,,0.25,,,,,,,,0.5,,0.396625,0.4368,,,,,,13.799999999999999,26.5,,,2.0,1.0,1.0,4.0,,2.0,1.0,,1.0,,1.0,1.0,0.5,,,,,1.0,,1.0,,1.0,,0.5,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-202704-203079-2570,1610612760,"Kevin Durant, Serge Ibaka, Reggie Jackson, Dion Waiters, Kendrick Perkins","Durant, Ibaka, Jackson, Waiters, Perkins",201142-201586-202704-203079-2570,OKC,100.0,1,2.0,-5.0,3.0,3.0,,,,6.0,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39999999999999,16.0,17.333333333333332,16.0,17.333333333333332,,,,,,,,,,,,,,,,,,0.3536,,,,,,,4.9,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-202704-203103-203460,1610612760,"Kevin Durant, Serge Ibaka, Reggie Jackson, Perry Jones III, Andre Roberson","Durant, Ibaka, Jackson, Jones III, Roberson",201142-201586-202704-203103-203460,OKC,4.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-202704-203103-2570,1610612760,"Kevin Durant, Serge Ibaka, Reggie Jackson, Perry Jones III, Kendrick Perkins","Durant, Ibaka, Jackson, Jones III, Perkins",201142-201586-202704-203103-2570,OKC,7.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201586-202704-203460-203500,1610612760,"Kevin Durant, Serge Ibaka, Reggie Jackson, Andre Roberson, Steven Adams","Durant, Ibaka, Jackson, Roberson, Adams",201142-201586-202704-203460-203500,OKC,641.0,2,11.0,1.0,21.0,23.0,1.0,,2.0,44.0,2.0,4.0,,,,,1.0,1.0,,6.0,6.0,11.0,1.0,7.0,9.0,24.0,23.0,,1.0,2.0,,,2.0,2.0,2.0,3.0,6.0,,1.0,,1.0,6.0,,1.0,13.0,1.0,8.0,1.0,11.0,3.0,14.0,1.0,,2.0,1.0,3.0,,3.0,4.0,8.0,2.0,11.0,4.0,1.0,22.0,2.0,1.0,,1.0,1.0,0.14285714285714285,0.14285714285714285,0.5454545454545454,,,0.4166666666666667,,,0.5,0.3333333333333333,0.3333333333333333,0.3888888888888889,,0.09090909090909091,0.25,,0.6666666666666666,1.0,0.8888888888888888,0.2,0.9090909090909091,0.2727272727272727,0.5,1.0,98.84555382215288,15.142857142857142,14.043478260869565,14.095238095238095,13.956521739130435,0.2222222222222222,0.5,0.6666666666666666,0.05555555555555555,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.6111111111111112,,0.5136388888888889,0.4394,0.573225,0.19047619047619047,0.2857142857142857,0.08333333333333333,0.08333333333333333,7.045454545454546,24.157142857142855,0.047619047619047616,5.0,2.0,1.0,1.0,10.0,,5.0,1.0,2.0,2.0,,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,0.5,0.2777777777777778,0.1111111111111111,,0.5,1.0,1.0,,,1.0,,1.0,1.0,,0.75,0.5,0.5,1.0,,,,3.0,,,,,,2.0,,2.0,,2.0,,,,,0.6,0.6,,,,,1.0,,2.0,2.0,2.0,3.0,,1.0,,,,,,1.0,1.0,,1.0,0.5,,,,,,,,2.0,,,,,,,,1.0,,,,,,1610612760,2015,2014-15,False
201142-201586-202704-203460-2570,1610612760,"Kevin Durant, Serge Ibaka, Reggie Jackson, Andre Roberson, Kendrick Perkins","Durant, Ibaka, Jackson, Roberson, Perkins",201142-201586-202704-203460-2570,OKC,295.0,3,5.0,-8.0,11.0,12.0,6.0,5.0,1.0,23.0,3.0,5.0,,,2.0,3.0,,1.0,,,3.0,8.0,,1.0,2.0,8.0,16.0,,,,2.0,4.0,2.0,6.0,,,,,2.0,,,3.0,,,6.0,2.0,2.0,,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,,2.0,,1.0,8.0,6.0,6.0,2.0,1.0,,,,0.375,,0.5,0.3333333333333333,,0.4,0.4,,0.5,0.1111111111111111,,0.25,0.2,,1.0,,1.0,0.4,0.6666666666666666,0.3333333333333333,,,112.27118644067797,12.909090909090908,12.75,11.818181818181818,12.75,0.5555555555555556,0.6,0.75,0.1111111111111111,,,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,,0.5845611111111111,0.58665,0.58997,,,,0.75,4.35,23.5,0.5454545454545454,3.0,,,1.0,6.0,,3.0,3.0,,,,1.0,1.0,,,0.6666666666666666,,,1.0,,,,1.0,0.3333333333333333,,,,1.0,,,,1.0,,,,,1.0,,,,,,0.3333333333333333,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201627-202397-202704-2570,1610612760,"Kevin Durant, Anthony Morrow, Ish Smith, Reggie Jackson, Kendrick Perkins","Durant, Morrow, Smith, Jackson, Perkins",201142-201627-202397-202704-2570,OKC,42.0,1,1.0,-2.0,,1.0,,,,1.0,,,,,,,,,,2.0,,,,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,34.285714285714285,,8.0,,8.0,,,,,,,,1.0,,,,,,,,1.0,,0.53955,,,,,,,,24.75,,,,1.0,1.0,,,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
201142-201627-202397-203103-2570,1610612760,"Kevin Durant, Anthony Morrow, Ish Smith, Perry Jones III, Kendrick Perkins","Durant, Morrow, Smith, Jones III, Perkins",201142-201627-202397-203103-2570,OKC,171.0,2,3.0,2.0,6.0,5.0,1.0,1.0,3.0,11.0,1.0,2.0,1.0,2.0,,,,,1.0,2.0,1.0,7.0,1.0,2.0,3.0,8.0,6.0,1.0,3.0,6.0,,,,3.0,2.0,,2.0,1.0,,,,,,,,4.0,,,,5.0,5.0,2.0,1.0,,,,,,,2.0,,4.0,2.0,,2.0,3.0,1.0,,,,0.5,0.5,0.14285714285714285,0.3333333333333333,,0.2777777777777778,0.625,0.75,0.36363636363636365,0.6,0.75,0.2222222222222222,,,,,,,,0.6666666666666666,,0.7142857142857143,1.0,,92.63157894736842,19.833333333333332,10.4,14.833333333333334,10.4,0.2222222222222222,0.5,0.5,,,,,0.2222222222222222,0.5,0.5,,0.5,0.5,,,0.4444444444444444,0.5,0.44800555555555555,0.47326666666666667,0.477225,0.18181818181818182,0.2222222222222222,0.75,0.375,7.942857142857143,24.9,0.16666666666666666,4.0,1.0,1.0,1.0,,3.0,,,1.0,,1.0,,,,1.0,0.5,1.0,1.0,,,,0.14285714285714285,,0.4444444444444444,0.1111111111111111,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,,,,,,,,1.0,0.5,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,False
