EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,AtRimAssists,DefThreePtRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,DefShortMidRangeReboundPct,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,BlockingFouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,OffThreePtRebounds,ThreePtShootingFoulsDrawn,OffThreePtReboundPct,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,PenaltyFG2M,PtsUnassisted3s,PtsPutbacks,FTDefRebounds,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,DefFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,SelfOReb,LostBallTurnovers,SelfORebPct,BadPassSteals,Charge Fouls,Offensive Fouls Drawn,OffShortMidRangeReboundPct,FTOffRebounds,OffFTReboundPct,ShortMidRangePctBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,LostBallOutOfBoundsTurnovers,HeaveAttempts,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
201569-201582-201936-202708-203076,1610612740,"Eric Gordon, Alexis Ajinca, Tyreke Evans, Norris Cole, Anthony Davis","Gordon, Ajinca, Evans, Cole, Davis",201569-201582-201936-202708-203076,NOP,88.0,1,1.0,1.0,3.0,3.0,3.0,6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,98.18181818181819,15.666666666666666,13.666666666666666,15.666666666666666,13.666666666666666,0.5,1.0,1.0,1.0,0.5,0.5,0.469825,18.6,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201600-202347-202708,1610612740,"Eric Gordon, Ryan Anderson, Omer Asik, Quincy Pondexter, Norris Cole","Gordon, Anderson, Asik, Pondexter, Cole",201569-201583-201600-202347-202708,NOP,60.0,1,1.0,5.0,4.0,3.0,,7,,,1.0,1.0,1.0,2.0,5.0,,2.0,1.0,1.0,2.0,,5.0,,2.0,2.0,1.0,1.0,,,,,,5.0,,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,,1.0,,168.0,5.75,12.333333333333334,5.75,12.333333333333334,,,,,0.3333333333333333,1.0,0.6235333333333334,0.1,25.65,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-201950-203076,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Jrue Holiday, Anthony Davis","Gordon, Anderson, Evans, Holiday, Davis",201569-201583-201936-201950-203076,NOP,14.0,2,,-4.0,,3.0,3.0,3,,,,,,,,4.0,,,,,,,1.0,1.0,1.0,,,,,4.0,,,,1.0,,,,,,,1.0,1.0,,308.57142857142856,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-201967-203076,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Dante Cunningham, Anthony Davis","Gordon, Anderson, Evans, Cunningham, Davis",201569-201583-201936-201967-203076,NOP,411.0,1,7.0,2.0,13.0,13.0,3.0,26,3.0,4.0,4.0,5.0,8.0,6.0,23.0,21.0,6.0,4.0,3.0,7.0,1.0,18.0,,3.0,5.0,1.0,1.0,,1.0,3.0,1.0,,20.0,,0.6,0.6,0.625,0.7857142857142857,0.8214285714285714,0.42857142857142855,,0.75,,91.09489051094891,16.53846153846154,15.076923076923077,15.615384615384615,15.076923076923077,0.2857142857142857,0.75,0.75,0.3333333333333333,0.2857142857142857,0.6428571428571429,0.49707142857142855,10.6875,25.099999999999998,1.0,3.0,1.0,2.0,4.0,12.0,4.0,1.0,1.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.21428571428571427,0.3333333333333333,1.0,1.0,0.14285714285714285,0.5,0.5,1.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,6.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,0.6666666666666666,0.75,0.6,0.75,0.6,0.25,0.6666666666666666,1.0,0.6666666666666666,0.4,1.0,0.07142857142857142,1.0,1.0,1.0,0.75,0.75,1.0,0.5,0.5,1.0,1.0,0.4,0.4,0.5,0.2,1.0,0.75,0.475625,0.55277,0.07142857142857142,0.125,0.13043478260869565,0.2608695652173913,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-202347-202708,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Quincy Pondexter, Norris Cole","Gordon, Anderson, Evans, Pondexter, Cole",201569-201583-201936-202347-202708,NOP,74.0,1,1.0,2.0,3.0,2.0,,5,,,,1.0,1.0,1.0,6.0,4.0,,,,,,,,,1.0,,,,,,2.0,,4.0,,,,1.0,0.5,0.75,0.5,,,,97.29729729729729,12.333333333333334,18.5,12.333333333333334,18.5,,,,,,1.0,0.535375,2.6,23.1,1.0,1.0,,1.0,,,,,,,,,,,,0.5,1.0,1.0,,0.5,,,,,1.0,1.0,,,,,,,,,,,,4.0,,,,2.0,,,,2.0,2.0,,,,,,1.0,,,,,5.0,,1.0,2.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-202347-203076,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Quincy Pondexter, Anthony Davis","Gordon, Anderson, Evans, Pondexter, Davis",201569-201583-201936-202347-203076,NOP,855.0,5,14.0,9.0,25.0,27.0,13.0,52,1.0,5.0,9.0,7.0,18.0,9.0,35.0,26.0,8.0,9.0,4.0,6.0,1.0,14.0,6.0,12.0,19.0,,,2.0,2.0,9.0,8.0,,23.0,1.0,0.5714285714285714,0.8,0.3888888888888889,0.5370370370370371,0.5833333333333334,0.3333333333333333,0.75,0.7857142857142857,0.6666666666666666,87.57894736842105,15.72,17.11111111111111,13.84,16.444444444444443,0.18518518518518517,0.2,0.2,1.0,0.3333333333333333,0.6666666666666666,0.4906592592592593,8.177777777777777,25.544444444444444,4.0,9.0,,,5.0,6.0,2.0,,2.0,5.0,0.4,0.5555555555555556,0.5555555555555556,0.8333333333333334,0.8,0.3333333333333333,0.4444444444444444,0.8,0.5,,,,,1.0,11.0,7.0,3.0,4.0,2.0,4.0,,,,,5.0,2.0,3.0,6.0,5.0,2.0,2.0,12.0,7.0,2.0,3.0,21.0,6.0,5.0,4.0,2.0,1.0,4.0,7.0,,,4.0,1.0,7.0,1.0,2.0,19.0,10.0,1.0,0.6666666666666666,0.8571428571428571,0.8,0.8571428571428571,0.8076923076923077,0.2222222222222222,0.4444444444444444,,0.36363636363636365,0.4666666666666667,0.4,0.14814814814814814,0.5,0.5,0.5,0.5555555555555556,0.5555555555555556,0.4,0.42857142857142855,,,,0.4,,,0.3,0.6666666666666666,0.5555555555555556,0.5087,0.526095,0.07142857142857142,0.10526315789473684,0.34285714285714286,0.6,0.44,,5.0,3.0,,0.75,,,2.0,3.0,2.0,2.0,3.0,5.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,0.6,0.7142857142857143,1.0,0.5,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.2857142857142857,1.0,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201936-202708-203076,1610612740,"Eric Gordon, Ryan Anderson, Tyreke Evans, Norris Cole, Anthony Davis","Gordon, Anderson, Evans, Cole, Davis",201569-201583-201936-202708-203076,NOP,184.0,2,3.0,-4.0,5.0,7.0,,12,,,1.0,1.0,3.0,1.0,4.0,8.0,,1.0,,,,,2.0,2.0,3.0,,,,1.0,2.0,2.0,,4.0,,,,0.3333333333333333,0.25,0.3333333333333333,0.25,1.0,1.0,1.0,93.91304347826086,19.8,12.142857142857142,19.0,12.142857142857142,,,,,0.25,1.0,0.529675,2.1666666666666665,26.7,1.0,3.0,,,,,,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,,,,,,3.0,1.0,1.0,2.0,,,,,,,,,1.0,2.0,1.0,,,,2.0,,1.0,,2.0,,,,,1.0,1.0,1.0,,1.0,,4.0,,2.0,,3.0,,,,,,,,,1.0,0.5,0.3333333333333333,0.5,,,,,,,,1.0,,,,0.6666666666666666,,,0.3333333333333333,,,0.4528,0.5270666666666667,0.3333333333333333,0.4,,,0.6,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201950-201967-202708,1610612740,"Eric Gordon, Ryan Anderson, Jrue Holiday, Dante Cunningham, Norris Cole","Gordon, Anderson, Holiday, Cunningham, Cole",201569-201583-201950-201967-202708,NOP,128.0,1,2.0,1.0,4.0,5.0,4.0,9,,,2.0,,2.0,2.0,6.0,5.0,,2.0,,1.0,,3.0,,1.0,1.0,2.0,1.0,,,2.0,,,6.0,,,,,0.75,0.75,0.5,,0.25,,101.25,12.25,15.8,12.25,13.6,,,,,0.5,0.75,0.55325,3.3,25.2,,1.0,,,2.0,3.0,1.0,,,1.0,0.5,1.0,1.0,1.0,1.0,0.25,,,,,,,,,4.0,,,1.0,,1.0,,,,,2.0,2.0,2.0,,,,,,2.0,2.0,2.0,6.0,,2.0,,1.0,,,,,,2.0,,,,,6.0,4.0,,1.0,,0.75,,0.75,,,,,,,0.25,,,,1.0,1.0,0.5,,,,,0.25,,,0.5,1.0,1.0,,0.55325,,,,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201950-202347-203076,1610612740,"Eric Gordon, Ryan Anderson, Jrue Holiday, Quincy Pondexter, Anthony Davis","Gordon, Anderson, Holiday, Pondexter, Davis",201569-201583-201950-202347-203076,NOP,78.0,1,1.0,6.0,4.0,4.0,,8,,,,3.0,4.0,,8.0,2.0,,,,,,,1.0,1.0,2.0,2.0,2.0,,1.0,,2.0,,6.0,,,,0.75,0.75,1.0,,1.0,1.0,,147.69230769230768,7.75,11.75,7.75,11.75,,,,,,0.75,0.5638,2.175,,2.0,3.0,,,,,,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,,,,,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,2.0,1.0,,,2.0,3.0,,,5.0,6.0,,,,,1.0,1.0,1.0,,,,2.0,2.0,2.0,5.0,3.0,,,1.0,0.6666666666666666,1.0,0.8333333333333334,,,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,,,,1.0,,,,1.0,,,,,,0.6587,0.6104999999999999,0.5,0.5,0.25,0.625,0.75,,1.0,,,,,,1.0,2.0,,,1.0,2.0,,2.0,,,1.0,,,,,,,,,,,1.0,0.6666666666666666,,,,,,,1.0,,,,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
201569-201583-201950-202708-203076,1610612740,"Eric Gordon, Ryan Anderson, Jrue Holiday, Norris Cole, Anthony Davis","Gordon, Anderson, Holiday, Cole, Davis",201569-201583-201950-202708-203076,NOP,116.0,1,2.0,4.0,4.0,4.0,1.0,8,,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,,5.0,3.0,3.0,3.0,,,,,1.0,,,5.0,,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,99.3103448275862,11.75,17.25,11.75,17.25,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.5707333333333333,7.15,28.2,1.0,1.0,,,1.0,3.0,1.0,,1.0,,1.0,1.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2015,2014-15,True
