EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefThreePtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangeFGA,Fouls,LongMidRangeFrequency,ThreePtShootingFoulsDrawn,DefLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceOffPoss,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,ShortMidRangeAssists,FTDefRebounds,LostBallTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGA,BlockedAtRim,SecondChanceAtRimFrequency,ShortMidRangePctBlocked,PenaltyOffPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,LongMidRangeAssists,FTOffRebounds,DeadBallTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffFTReboundPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Travels,SecondChanceFtPoints,DefCorner3ReboundPct,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,LongMidRangePctBlocked,SelfORebPct,PenaltyDefPoss,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFG3A,BlockedLongMidRange,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3FGA,Loose Ball Fouls,OffensiveGoaltends,OffCorner3ReboundPct,PenaltyArc3Frequency,Charge Fouls,PenaltyArc3FGM,PtsUnassisted3s,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls Drawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,PenaltyArc3Accuracy,SecondChanceAtRimPctAssisted,BlockingFouls,Blocked3s,BlockedArc3,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
201149-201166-201565-201959-2399,1610612741,"Joakim Noah, Aaron Brooks, Derrick Rose, Taj Gibson, Mike Dunleavy","Noah, Brooks, Rose, Gibson, Dunleavy",201149-201166-201565-201959-2399,CHI,175.0,1,3.0,-2.0,6.0,5.0,11,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,7.0,9.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.625,0.5833333333333334,0.75,1.0,1.0,1.0,90.51428571428572,1.0,17.666666666666668,13.8,17.666666666666668,13.8,0.25,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5603125,0.3333333333333333,0.6666666666666666,0.3,25.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
201149-201166-201565-202703-2550,1610612741,"Joakim Noah, Aaron Brooks, Derrick Rose, Nikola Mirotic, Kirk Hinrich","Noah, Brooks, Rose, Mirotic, Hinrich",201149-201166-201565-202703-2550,CHI,33.0,1,1.0,2.0,1.0,1.0,2,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,2.0,,,,1.0,1.0,1.0,,,1.0,,87.27272727272727,,13.0,20.0,13.0,20.0,1.0,1.0,1.0,,,,,1.0,,0.7961,,,0.1,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
201149-201166-201565-202710-203503,1610612741,"Joakim Noah, Aaron Brooks, Derrick Rose, Jimmy Butler, Tony Snell","Noah, Brooks, Rose, Butler, Snell",201149-201166-201565-202710-203503,CHI,68.0,1,1.0,1.0,2.0,2.0,4,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,0.25,,1.0,1.0,1.0,84.70588235294117,,13.5,20.5,13.5,20.5,,,,,,,,,,0.3757,0.5,0.5,17.6,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
201149-201166-201565-203503-2550,1610612741,"Joakim Noah, Aaron Brooks, Derrick Rose, Tony Snell, Kirk Hinrich","Noah, Brooks, Rose, Snell, Hinrich",201149-201166-201565-203503-2550,CHI,58.0,1,1.0,-1.0,2.0,2.0,4,,,,1.0,,,,1.0,2.0,2.0,3.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,3.0,,,,,,2.0,,,,,,0.5,1.0,1.0,1.0,,99.3103448275862,,21.0,8.0,21.0,8.0,,,,1.0,,,,1.0,,0.4134,0.5,,,28.2,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
201149-201166-201959-202703-202710,1610612741,"Joakim Noah, Aaron Brooks, Taj Gibson, Nikola Mirotic, Jimmy Butler","Noah, Brooks, Gibson, Mirotic, Butler",201149-201166-201959-202703-202710,CHI,300.0,3,5.0,7.0,8.0,8.0,16,3.0,4.0,,1.0,4.0,6.0,1.0,2.0,2.0,13.0,6.0,4.0,3.0,1.0,,1.0,3.0,,7.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,8.0,1.0,0.5,0.5,0.6666666666666666,0.6875,0.7222222222222222,0.25,0.25,0.25,,76.8,,16.0,21.5,13.0,20.625,0.5,0.75,1.0,0.125,,,,0.75,,0.5423125,0.1111111111111111,0.14285714285714285,7.233333333333333,25.7,4.0,2.0,2.0,,0.5,0.5,,,0.6666666666666666,2.0,2.0,0.25,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.25,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.5,0.5,0.5,0.125,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3411,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
201149-201166-201959-202703-203503,1610612741,"Joakim Noah, Aaron Brooks, Taj Gibson, Nikola Mirotic, Tony Snell","Noah, Brooks, Gibson, Mirotic, Snell",201149-201166-201959-202703-203503,CHI,728.0,3,12.0,6.0,22.0,22.0,44,4.0,5.0,1.0,6.0,7.0,12.0,2.0,7.0,8.0,28.0,22.0,6.0,6.0,6.0,1.0,2.0,6.0,1.0,14.0,4.0,9.0,12.0,8.0,11.0,4.0,,,,,25.0,1.0,0.2857142857142857,0.2857142857142857,0.5833333333333334,0.5263157894736842,0.5625,0.3684210526315789,0.8,0.7,,87.03296703296704,,15.136363636363637,17.954545454545453,14.318181818181818,17.227272727272727,0.2631578947368421,0.8,0.8,0.3157894736842105,0.16666666666666666,0.16666666666666666,1.0,0.631578947368421,0.16666666666666666,0.5433736842105263,0.17391304347826086,0.25,9.533333333333333,25.17142857142857,8.0,4.0,3.0,3.0,0.5714285714285714,0.5714285714285714,0.6,0.6,0.75,5.0,7.0,0.2631578947368421,,1.0,,3.0,2.0,1.0,1.0,,,,,1.0,3.0,3.0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,0.3333333333333333,,0.5,0.5,,,1.0,0.4,0.2,0.3,,0.2,1.0,0.4,0.4,0.05263157894736842,1.0,1.0,1.0,,,,0.509925,0.10714285714285714,1.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.10526315789473684,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
201149-201166-201959-202710-203503,1610612741,"Joakim Noah, Aaron Brooks, Taj Gibson, Jimmy Butler, Tony Snell","Noah, Brooks, Gibson, Butler, Snell",201149-201166-201959-202710-203503,CHI,198.0,2,3.0,-4.0,4.0,4.0,8,,1.0,,1.0,,3.0,,1.0,1.0,1.0,5.0,,,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,0.1,0.25,1.0,0.5,,58.18181818181819,1.0,22.5,27.0,21.25,26.25,0.25,,,0.25,,,,0.5,,0.500975,0.2,0.25,11.866666666666667,26.3,,,,,,,,,,2.0,2.0,0.5,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.25,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
201149-201166-201959-202710-2399,1610612741,"Joakim Noah, Aaron Brooks, Taj Gibson, Jimmy Butler, Mike Dunleavy","Noah, Brooks, Gibson, Butler, Dunleavy",201149-201166-201959-202710-2399,CHI,34.0,1,1.0,,,1.0,1,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,42.35294117647059,,,24.0,,24.0,,,,,,,,,,0.3476,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
201149-201166-201959-202710-2550,1610612741,"Joakim Noah, Aaron Brooks, Taj Gibson, Jimmy Butler, Kirk Hinrich","Noah, Brooks, Gibson, Butler, Hinrich",201149-201166-201959-202710-2550,CHI,641.0,4,11.0,15.0,20.0,20.0,40,6.0,8.0,1.0,1.0,13.0,16.0,1.0,2.0,4.0,33.0,18.0,14.0,3.0,1.0,1.0,1.0,7.0,1.0,15.0,6.0,7.0,10.0,5.0,6.0,4.0,3.0,1.0,3.0,3.0,29.0,1.0,0.5,0.5,0.8125,0.8055555555555556,0.825,0.1111111111111111,0.8571428571428571,0.875,1.0,89.85959438377535,1.0,12.45,19.6,11.85,19.45,0.4444444444444444,0.75,0.75,0.05555555555555555,1.0,1.0,1.0,0.5555555555555556,1.0,0.5514611111111111,0.2,0.2222222222222222,6.70625,23.7,12.0,6.0,2.0,1.0,0.46153846153846156,0.5,1.0,1.0,0.3333333333333333,5.0,3.0,0.2777777777777778,,0.75,,2.0,4.0,,1.0,,,2.0,2.0,,,4.0,,,,2.0,3.0,3.0,3.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,0.5,0.6666666666666666,,0.5,0.5,,1.0,0.8,0.8,0.05555555555555555,,,,,,,0.46235,0.12121212121212122,3.0,3.0,,,1.0,,,1.0,1.0,,,,,,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,,,,1.0,2.0,0.5,,6.0,1.0,2.0,4.0,3.0,5.0,2.0,8.0,2.0,3.0,1.0,1.0,1.0,2.0,8.0,6.0,0.6,0.6,0.5714285714285714,1.0,0.75,1.0,0.8,0.5,0.64296,0.24242424242424243,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
201149-201166-201959-203503-2399,1610612741,"Joakim Noah, Aaron Brooks, Taj Gibson, Tony Snell, Mike Dunleavy","Noah, Brooks, Gibson, Snell, Dunleavy",201149-201166-201959-203503-2399,CHI,56.0,1,1.0,2.0,2.0,1.0,3,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,77.14285714285714,,14.5,27.0,14.5,27.0,1.0,1.0,1.0,,,,,1.0,,0.6663,,,0.6,,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2015,2014-15,True
