EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Offensive Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,Arc3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,Charge Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SelfOReb,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,LostBallSteals,BlockingFouls,Offensive Fouls Drawn,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,BlockedLongMidRange,BlockingFoulsDrawn,HeaveAttempts,Technical Free Throw Trips,OffCorner3ReboundPct,Defensive 3 Seconds Violations,Charge Fouls,Blocked3s,BlockedCorner3,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
101107-101131-201945-202362-202390,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Gary Neal","Williams, Maxiell, Henderson, Stephenson, Neal",101107-101131-201945-202362-202390,CHA,373.0,3,6.0,-11.0,11.0,13.0,4.0,1.0,1.0,24.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,6.0,4.0,15.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.4,0.6666666666666666,1.0,0.75,1.0,1.0,92.65415549597856,17.636363636363637,13.76923076923077,16.545454545454547,13.153846153846153,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.4377,0.40645,8.75,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
101107-101131-201945-202362-202689,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Kemba Walker","Williams, Maxiell, Henderson, Stephenson, Walker",101107-101131-201945-202362-202689,CHA,384.0,2,6.0,6.0,10.0,10.0,2.0,1.0,2.0,20.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,10.0,14.0,8.0,2.0,4.0,,3.0,2.0,5.0,9.0,,,,,,1.0,,,,1.0,,,1.0,4.0,1.0,4.0,10.0,2.0,0.5,0.5416666666666666,0.5384615384615384,,,,0.5,0.75,0.625,0.3333333333333333,0.6666666666666666,75.0,18.5,19.9,15.8,17.8,0.25,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,0.4981,0.52265,10.309999999999999,0.2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,6.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,0.6,0.75,0.5,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.16666666666666666,1.0,0.6,0.5,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.25,0.25,1.0,0.08333333333333333,1.0,1.0,0.08333333333333333,0.5,1.0,0.5,0.25,1.0,0.5735625,0.15384615384615385,0.18181818181818182,0.2857142857142857,0.14285714285714285,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
101107-101131-201945-202362-203106,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Jeffery Taylor","Williams, Maxiell, Henderson, Stephenson, Taylor",101107-101131-201945-202362-203106,CHA,32.0,1,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,45.0,19.0,,19.0,,,,,,,,,,1.0,0.53865,0.53865,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,25.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
101107-101131-201945-202362-203148,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Brian Roberts","Williams, Maxiell, Henderson, Stephenson, Roberts",101107-101131-201945-202362-203148,CHA,1719.0,12,29.0,-1.0,52.0,55.0,15.0,16.0,6.0,107.0,6.0,11.0,3.0,3.0,9.0,17.0,15.0,37.0,59.0,60.0,12.0,16.0,5.0,7.0,14.0,24.0,34.0,2.0,2.0,3.0,1.0,1.0,3.0,,2.0,,6.0,1.0,2.0,7.0,14.0,,13.0,52.0,15.0,0.40540540540540543,0.49038461538461536,0.5175438596491229,0.13513513513513514,0.2727272727272727,0.5,0.6086956521739131,0.7777777777777778,0.65625,0.5,0.8333333333333334,89.63350785340315,16.73076923076923,15.436363636363636,15.846153846153847,13.872727272727273,0.21153846153846154,0.5454545454545454,0.75,0.17307692307692307,0.3333333333333333,0.375,0.3269230769230769,0.1875,0.5,0.48396923076923076,0.4473125,10.302702702702703,0.28846153846153844,,1.0,2.0,6.0,2.0,4.0,11.0,1.0,7.0,15.0,8.0,1.0,5.0,1.0,7.0,2.0,8.0,14.0,3.0,,11.0,7.0,13.0,4.0,2.0,1.0,32.0,7.0,1.0,10.0,2.0,3.0,11.0,1.0,4.0,8.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.2,0.16666666666666666,0.4166666666666667,0.125,0.5,0.2222222222222222,0.28846153846153844,0.5,0.3181818181818182,0.3,0.16666666666666666,0.36363636363636365,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.35294117647058826,0.375,0.16666666666666666,0.07692307692307693,0.5,0.5,0.21153846153846154,0.16666666666666666,,,0.16666666666666666,0.6666666666666666,0.40956000000000004,0.07272727272727272,0.1,0.11864406779661017,0.13559322033898305,25.1,4.0,4.0,0.25,5.0,1.0,1.0,2.0,4.0,18.0,5.0,6.0,4.0,2.0,2.0,3.0,1.0,2.0,6.0,5.0,1.0,6.0,4.0,1.0,2.0,2.0,0.8571428571428571,1.0,0.1111111111111111,0.058823529411764705,1.0,0.25,0.4,0.3333333333333333,0.5555555555555556,0.6666666666666666,1.0,0.45454545454545453,0.45454545454545453,0.8,1.0,1.0,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
101107-101131-201945-202362-203798,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, PJ Hairston","Williams, Maxiell, Henderson, Stephenson, Hairston",101107-101131-201945-202362-203798,CHA,83.0,1,1.0,2.0,3.0,3.0,,3.0,1.0,6.0,,1.0,,,1.0,1.0,1.0,3.0,5.0,3.0,,2.0,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,2.0,,0.3333333333333333,0.625,0.625,,,,1.0,1.0,1.0,,,104.09638554216868,15.0,12.666666666666666,15.0,12.666666666666666,0.25,,,0.25,,,0.25,,0.5,0.460875,,9.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,3.0,,,,,,,,1.0,,,,3.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.5,,1.5,,0.25,,0.5,0.5,,,1.0,1.0,,,1.0,1.0,,0.25,1.0,1.0,,,,,,,0.6441,,,0.6,,23.3,,,,,,1.0,,,3.0,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
101107-101131-201945-202362-2590,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Lance Stephenson, Mo Williams","Williams, Maxiell, Henderson, Stephenson, Williams",101107-101131-201945-202362-2590,CHA,127.0,2,2.0,3.0,5.0,4.0,,1.0,,9.0,1.0,2.0,,,,1.0,1.0,3.0,7.0,4.0,,,,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,1.0,,4.0,7.0,,0.3333333333333333,0.3333333333333333,0.7,,,,1.0,1.0,1.0,1.0,1.0,102.04724409448819,13.0,15.5,13.0,13.0,0.6666666666666666,0.5,0.5,,,,0.3333333333333333,,0.6666666666666666,0.5142333333333333,,6.0,,,,,,,,,,,,5.0,,,,,,,2.0,,,,1.0,1.0,1.0,,,2.0,,,,,,5.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
101107-101131-201945-202390-202689,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Gary Neal, Kemba Walker","Williams, Maxiell, Henderson, Neal, Walker",101107-101131-201945-202390-202689,CHA,572.0,4,10.0,-5.0,20.0,20.0,19.0,3.0,3.0,40.0,2.0,3.0,3.0,4.0,6.0,2.0,8.0,11.0,24.0,29.0,10.0,8.0,1.0,2.0,2.0,4.0,7.0,2.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,4.0,5.0,,5.0,22.0,19.0,0.7272727272727273,0.5789473684210527,0.6,0.09090909090909091,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,100.69930069930071,14.1,14.5,13.55,13.5,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.3157894736842105,0.6666666666666666,0.8,0.10526315789473684,0.16666666666666666,0.5789473684210527,0.5107026315789474,0.5157916666666666,7.9818181818181815,0.95,,,2.0,2.0,1.0,2.0,6.0,1.0,2.0,8.0,2.0,,,1.0,2.0,8.0,24.0,8.0,,,6.0,4.0,6.0,1.0,2.0,1.0,14.0,,,3.0,,1.0,3.0,1.0,1.0,24.0,0.5,0.5,0.25,0.25,,0.8,,0.6111111111111112,0.5,0.631578947368421,0.42105263157894735,,,0.3333333333333333,,,,1.0,0.5,0.5,1.0,1.0,0.5,0.10526315789473684,0.5,0.5,0.3157894736842105,,,,1.0,0.6666666666666666,,0.05263157894736842,0.09090909090909091,0.08333333333333333,1.0,24.95,6.0,8.0,0.3333333333333333,1.0,,,2.0,2.0,6.0,1.0,2.0,1.0,1.0,3.0,,,1.0,,,,,,,,1.0,1.0,,0.16666666666666666,,,0.5,,0.6,0.5,,1.0,0.16666666666666666,0.16666666666666666,1.0,,,0.16666666666666666,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.25,0.1111111111111111,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
101107-101131-201945-202390-203148,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Gary Neal, Brian Roberts","Williams, Maxiell, Henderson, Neal, Roberts",101107-101131-201945-202390-203148,CHA,302.0,4,5.0,4.0,10.0,11.0,8.0,4.0,3.0,21.0,,1.0,,,1.0,1.0,1.0,3.0,11.0,7.0,2.0,2.0,1.0,1.0,5.0,6.0,9.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,1.0,,4.0,10.0,8.0,0.3333333333333333,0.3125,0.4583333333333333,0.3333333333333333,1.0,,1.0,1.0,1.0,1.0,1.0,100.13245033112582,13.9,14.818181818181818,12.4,14.818181818181818,0.125,,,0.125,,,0.125,,0.75,0.5178875000000001,0.49821428571428567,9.066666666666666,0.8,,,,1.0,,,5.0,1.0,1.0,5.0,6.0,,,1.0,1.0,1.0,9.0,,,,5.0,,1.0,,,,3.0,1.0,,3.0,,1.0,8.0,,3.0,9.0,,,0.2,0.2,,0.5,,0.35714285714285715,0.25,0.45,0.625,,0.5,0.5,,,1.0,,,,1.0,1.0,,,,,0.625,,,,1.0,,,0.2727272727272727,0.5,0.09090909090909091,0.8181818181818182,25.839999999999996,5.0,5.0,0.7142857142857143,1.0,,,1.0,4.0,3.0,1.0,1.0,1.0,,2.0,,,1.0,3.0,1.0,2.0,3.0,3.0,,,1.0,1.0,,,,,0.5,1.0,0.5,1.0,1.0,,0.2,0.2,1.0,,,0.2,,,,,,,,,,,,1.0,1.0,,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
101107-101131-201945-202689-203077,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Kemba Walker, Michael Kidd-Gilchrist","Williams, Maxiell, Henderson, Walker, Kidd-Gilchrist",101107-101131-201945-202689-203077,CHA,91.0,4,2.0,-1.0,4.0,4.0,2.0,3.0,,8.0,,,,,1.0,,,1.0,4.0,5.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,2.0,4.0,1.0,,,0.5,1.0,,,,,,,,126.5934065934066,13.0,9.75,13.0,9.75,,,,0.5,,,,,0.5,0.4961,,7.8,0.5,,,,,,1.0,,,,1.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,4.0,,,2.0,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,23.4,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
101107-101131-201945-202689-203148,1610612766,"Marvin Williams, Jason Maxiell, Gerald Henderson, Kemba Walker, Brian Roberts","Williams, Maxiell, Henderson, Walker, Roberts",101107-101131-201945-202689-203148,CHA,272.0,2,5.0,3.0,9.0,8.0,2.0,1.0,,17.0,,,,,,3.0,2.0,3.0,9.0,6.0,1.0,2.0,,1.0,2.0,3.0,3.0,,,1.0,,1.0,1.0,,,,2.0,,1.0,1.0,2.0,,2.0,9.0,2.0,0.6666666666666666,0.5833333333333334,0.6428571428571429,,,0.5,0.6666666666666666,0.5,0.6,1.0,0.5,90.0,16.555555555555557,15.375,16.555555555555557,14.875,,,,,,,0.5,,0.5,0.4386916666666667,0.2446,18.633333333333333,0.2222222222222222,,,,2.0,1.0,2.0,1.0,,1.0,3.0,2.0,,,,,1.0,2.0,2.0,,,1.0,1.0,2.0,,,1.0,5.0,,,,1.0,,2.0,,1.0,2.0,0.5,0.5,0.3333333333333333,0.3333333333333333,,1.0,,1.0,,1.0,0.5,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,,,,,,,0.14285714285714285,0.25,,0.2222222222222222,23.866666666666664,,,,,,,,,3.0,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2015,2014-15,False
