EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Defensive 3 Seconds Violations,Assisted3sPct,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,PenaltyAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,HeaveAttempts,Corner3Assists,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,SecondChanceFg2Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,LostBallSteals,Technical Free Throw Trips,PenaltyCorner3FGA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,PenaltyCorner3Frequency,LostBallTurnovers,Travels,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,Blocked3s,BlockedArc3,SecondChanceArc3Accuracy,PenaltyCorner3FGM,PenaltyTurnovers,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,Fg3aBlocked,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,BlockingFouls,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,Corner3PctBlocked,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
1713-201144-201145-201188-201584,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Courtney Lee","Carter, Conley, Green, Gasol, Lee",1713-201144-201145-201188-201584,MEM,296.0,6,5.0,-6.0,11.0,11.0,1.0,5.0,2.0,22.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,1.0,4.0,2.0,7.0,13.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.25,0.25,0.1111111111111111,0.19230769230769232,0.25,0.125,0.3076923076923077,0.1111111111111111,0.25,1.0,1.0,0.375,0.3333333333333333,1.0,0.36363636363636365,0.6666666666666666,0.5,0.5,1.0,1.0,0.1,107.02702702702702,1.0,18.818181818181817,8.090909090909092,16.272727272727273,7.2727272727272725,0.3076923076923077,0.25,0.3333333333333333,1.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6153846153846154,0.3333333333333333,0.4623192307692308,0.484675,0.4591166666666667,0.14285714285714285,0.2,0.14285714285714285,8.933333333333334,24.9,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-201585,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Kosta Koufos","Carter, Conley, Green, Gasol, Koufos",1713-201144-201145-201188-201585,MEM,282.0,1,5.0,-3.0,9.0,9.0,,4.0,1.0,18.0,,1.0,,,4.0,2.0,1.0,2.0,3.0,1.0,,2.0,7.0,2.0,4.0,1.0,11.0,14.0,2.0,1.0,,,,,2.0,,3.0,2.0,2.0,1.0,3.0,,8.0,1.0,3.0,,3.0,4.0,7.0,1.0,1.0,1.0,,,1.0,5.0,1.0,,,2.0,,1.0,,,,,11.0,,1.0,0.5,0.5,0.5,0.5,0.2857142857142857,0.45454545454545453,0.4583333333333333,,0.36363636363636365,0.2857142857142857,1.0,,,0.6,0.5,1.0,0.5714285714285714,1.0,0.5,1.0,,,0.2,91.91489361702128,,17.0,14.333333333333334,14.444444444444445,14.333333333333334,0.09090909090909091,,,,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,,0.45454545454545453,0.6666666666666666,0.4727954545454546,0.44071666666666665,,0.08333333333333333,0.125,,11.37142857142857,25.3,,2.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-201979,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Nick Calathes","Carter, Conley, Green, Gasol, Calathes",1713-201144-201145-201188-201979,MEM,3.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Zach Randolph","Carter, Conley, Green, Gasol, Randolph",1713-201144-201145-201188-2216,MEM,423.0,5,7.0,,12.0,12.0,6.0,4.0,2.0,24.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,,3.0,2.0,7.0,4.0,7.0,2.0,18.0,18.0,1.0,2.0,,6.0,2.0,3.0,4.0,6.0,3.0,2.0,2.0,2.0,4.0,2.0,10.0,,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,,,,3.0,4.0,,,4.0,,2.0,,,,,12.0,6.0,,1.0,1.0,0.5714285714285714,0.6666666666666666,0.2857142857142857,0.5714285714285714,0.5625,1.0,0.5,0.2857142857142857,0.4,,0.375,0.6,,0.375,0.42857142857142855,1.0,,,0.5,,0.2,81.70212765957447,,18.166666666666668,17.083333333333332,16.166666666666668,14.916666666666666,0.35714285714285715,0.4,0.6666666666666666,1.0,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.5,0.5,0.3333333333333333,,0.4,0.6,0.8571428571428571,0.6666666666666666,0.5497961538461539,0.5721999999999999,0.600325,0.125,0.2222222222222222,0.3333333333333333,5.542857142857143,27.142857142857142,0.5,,,6.0,2.0,,,,,,,,2.0,,0.5,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,1.0,2.0,1.0,12.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-2754,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Tony Allen","Carter, Conley, Green, Gasol, Allen",1713-201144-201145-201188-2754,MEM,230.0,2,4.0,4.0,9.0,9.0,2.0,,1.0,18.0,2.0,5.0,1.0,1.0,,2.0,,,1.0,,1.0,3.0,7.0,,1.0,3.0,9.0,5.0,1.0,,,2.0,1.0,1.0,4.0,,1.0,,1.0,2.0,2.0,1.0,4.0,,1.0,4.0,6.0,1.0,7.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,,0.6666666666666666,1.0,,,0.42857142857142855,0.375,0.5,1.0,0.125,0.14285714285714285,0.2,1.0,1.0,0.25,,0.8571428571428571,0.2,,,,1.0,1.0,,112.69565217391303,1.0,11.777777777777779,13.777777777777779,11.777777777777779,13.666666666666666,0.625,0.4,0.5,0.5,,0.25,,0.125,,,1.0,,0.5,0.5,0.75,,0.5612,0.6387,0.57595,0.2222222222222222,0.25,0.2222222222222222,6.728571428571429,24.6,0.2222222222222222,,2.0,,,,,2.0,,,,,2.0,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,1.0,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201188-2757,1610612763,"Vince Carter, Mike Conley, Jeff Green, Marc Gasol, Beno Udrih","Carter, Conley, Green, Gasol, Udrih",1713-201144-201145-201188-2757,MEM,105.0,1,2.0,3.0,3.0,5.0,,5.0,,8.0,1.0,1.0,,,1.0,,,,,,,1.0,2.0,,,3.0,5.0,2.0,,,,,,,2.0,,,,,1.0,1.0,1.0,2.0,,,3.0,3.0,,3.0,,1.0,,,,,,1.0,,,3.0,,1.0,,,,,5.0,,,1.0,1.0,,,0.5,0.5,0.6666666666666666,,,,,,1.0,,,1.0,,,,,,1.0,,109.71428571428571,,11.333333333333334,14.2,11.333333333333334,14.2,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,0.5,,0.63505,,,0.3333333333333333,0.3333333333333333,,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201584-201585,1610612763,"Vince Carter, Mike Conley, Jeff Green, Courtney Lee, Kosta Koufos","Carter, Conley, Green, Lee, Koufos",1713-201144-201145-201584-201585,MEM,256.0,3,4.0,10.0,7.0,6.0,1.0,3.0,1.0,13.0,2.0,2.0,,,1.0,2.0,2.0,,,,,5.0,5.0,1.0,2.0,3.0,16.0,6.0,,,2.0,2.0,,1.0,4.0,,,,,2.0,3.0,,7.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,3.0,,,3.0,1.0,1.0,,,,,14.0,1.0,,0.4,0.4,0.5,0.5,1.0,0.9285714285714286,1.0,1.0,0.2857142857142857,,,,0.6666666666666666,,1.0,0.5,1.0,,,,1.0,,1.0,73.125,,16.571428571428573,23.333333333333332,16.428571428571427,17.5,0.2857142857142857,1.0,1.0,,0.14285714285714285,0.2857142857142857,0.2857142857142857,,,,,,,,0.5714285714285714,,0.5463071428571429,,0.58875,0.14285714285714285,0.2,0.125,8.78,22.9,0.14285714285714285,1.0,6.0,3.0,1.0,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,2.0,2.0,,1.0,,2.0,,,,,,0.5,,,0.5,0.5,1.0,,,,,,0.125,,2.0,,,2.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201584-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Courtney Lee, Zach Randolph","Carter, Conley, Green, Lee, Randolph",1713-201144-201145-201584-2216,MEM,241.0,2,4.0,-1.0,6.0,7.0,,,1.0,13.0,2.0,2.0,1.0,,2.0,,1.0,,1.0,,1.0,3.0,4.0,,2.0,1.0,7.0,8.0,1.0,,,2.0,,1.0,,,,,,,,,,,1.0,1.0,3.0,1.0,4.0,1.0,,,1.0,,2.0,1.0,2.0,,,1.0,1.0,1.0,,,,,5.0,,,,,,,0.75,0.5,0.5833333333333334,1.0,0.3333333333333333,,,0.5,1.0,1.0,,1.0,0.5,1.0,,,,,0.5,77.67634854771784,,17.666666666666668,19.285714285714285,17.666666666666668,19.285714285714285,0.3333333333333333,1.0,1.0,,0.3333333333333333,,0.16666666666666666,0.16666666666666666,,,1.0,,,1.0,0.6666666666666666,,0.5378700000000001,0.5162,,0.16666666666666666,0.25,0.2857142857142857,3.875,38.1,,1.0,6.0,,,,,2.0,,1.0,,,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,2.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201585-201979,1610612763,"Vince Carter, Mike Conley, Jeff Green, Kosta Koufos, Nick Calathes","Carter, Conley, Green, Koufos, Calathes",1713-201144-201145-201585-201979,MEM,356.0,3,6.0,3.0,11.0,12.0,8.0,1.0,1.0,23.0,1.0,3.0,1.0,1.0,2.0,1.0,,3.0,4.0,,3.0,3.0,6.0,3.0,4.0,3.0,18.0,15.0,1.0,,,,3.0,3.0,,,4.0,3.0,,,3.0,,9.0,,1.0,3.0,4.0,1.0,5.0,,1.0,1.0,,,,2.0,3.0,,,5.0,1.0,1.0,,,,,18.0,8.0,,,,0.75,0.75,0.5,0.75,0.75,,0.4,,,,0.75,0.3333333333333333,,0.6666666666666666,0.25,,,,1.0,1.0,,93.03370786516854,,17.272727272727273,13.833333333333334,17.181818181818183,12.5,0.3,0.3333333333333333,0.3333333333333333,,0.2,0.1,,0.4,0.75,0.75,1.0,,0.16666666666666666,0.5,0.7,0.75,0.5014000000000001,0.6039,0.48585833333333334,0.1,0.16666666666666666,,6.05,26.1,0.7272727272727273,2.0,6.0,9.0,3.0,3.0,,1.0,,,,,1.0,,1.0,,,0.5,0.5,1.0,1.0,,1.0,1.0,,,,2.0,,2.0,2.0,3.0,13.0,,,,13.0,,0.6666666666666666,0.6666666666666666,,0.8333333333333334,0.8125,0.5,0.5,,,,,,,1.0,0.6666666666666666,0.7222222222222222,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
1713-201144-201145-201585-2216,1610612763,"Vince Carter, Mike Conley, Jeff Green, Kosta Koufos, Zach Randolph","Carter, Conley, Green, Koufos, Randolph",1713-201144-201145-201585-2216,MEM,317.0,3,5.0,4.0,13.0,10.0,,,1.0,23.0,4.0,5.0,1.0,,1.0,3.0,1.0,,1.0,,,6.0,9.0,,2.0,3.0,15.0,11.0,1.0,,,2.0,,,6.0,,1.0,,,3.0,3.0,3.0,6.0,,,2.0,3.0,,3.0,,2.0,1.0,,,1.0,1.0,2.0,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,,,0.5,0.5,,,0.6666666666666666,0.5454545454545454,0.625,1.0,0.18181818181818182,,,,1.0,,,1.0,,,,,1.0,1.0,,104.4794952681388,1.0,14.0,13.5,13.846153846153847,13.5,0.45454545454545453,0.8,0.8,0.75,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,,,1.0,,,,0.6363636363636364,,0.571709090909091,0.7922,,0.16666666666666666,0.2,0.13333333333333333,7.077777777777778,24.9,,1.0,6.0,,,,,1.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2015,2014-15,True
