EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,Corner3Assists,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Technical Free Throw Trips,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeFGM,BadPassTurnovers,BlockingFouls,Charge Fouls Drawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LostBallSteals,BlockingFoulsDrawn,PtsAssisted2s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,Charge Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,Offensive Fouls Drawn,BlockedShortMidRange,SecondChanceFtPoints,HeaveAttempts,LongMidRangeAssists,SelfOReb,2pt And 1 Free Throw Trips,SelfORebPct,LongMidRangePctAssisted,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTDefRebounds,DefFTReboundPct,Loose Ball Fouls Drawn,ShortMidRangeAssists,Offensive Fouls,DefensiveGoaltends,ShortMidRangePctAssisted,SecondChanceTurnovers,Travels,ShortMidRangePctBlocked,OffArc3ReboundPct,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,3SecondViolations,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Corner3PctBlocked,BlockedLongMidRange,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
200779-201566-201571-201627-202683,1610612760,"Steve Novak, Russell Westbrook, D.J. Augustin, Anthony Morrow, Enes Kanter","Novak, Westbrook, Augustin, Morrow, Kanter",200779-201566-201571-201627-202683,OKC,213.0,2,4.0,3.0,10.0,10.0,10.0,5.0,1.0,20.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,6.0,15.0,12.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,15.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,12.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,15.0,10.0,1.0,2.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.125,1.5,1.125,0.75,1.5,0.75,0.75,1.0,0.5,0.6,1.0,0.6666666666666666,0.6,1.0,135.21126760563382,0.5,10.6,10.7,10.0,10.4,0.25,0.75,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,0.75,1.0,0.4706,0.60105,0.4706,0.2,0.5,0.2,1.0,6.7,24.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
200779-201566-201571-201627-203500,1610612760,"Steve Novak, Russell Westbrook, D.J. Augustin, Anthony Morrow, Steven Adams","Novak, Westbrook, Augustin, Morrow, Adams",200779-201566-201571-201627-203500,OKC,384.0,3,6.0,8.0,11.0,12.0,3.0,,3.0,23.0,1.0,1.0,2.0,,,1.0,1.0,8.0,2.0,4.0,1.0,15.0,7.0,,,4.0,2.0,2.0,2.0,1.0,9.0,6.0,,2.0,1.0,2.0,2.0,1.0,6.0,,2.0,6.0,8.0,3.0,11.0,1.0,1.0,,,1.0,,,,,2.0,5.0,1.0,1.0,1.0,,,1.0,1.0,1.0,11.0,9.0,3.0,,1.0,1.0,0.5,,1.0,0.5,0.5833333333333334,1.0,1.0,0.5357142857142857,0.6666666666666666,0.9,0.3333333333333333,,,0.6,0.5,0.5714285714285714,0.5,0.5,86.25,1.0,14.0,19.166666666666668,13.909090909090908,15.5,0.08333333333333333,0.16666666666666666,0.5,0.5,1.0,,,0.25,1.0,0.6666666666666666,0.5,0.5527166666666666,0.6807,0.6541375,0.07692307692307693,0.1111111111111111,0.26666666666666666,0.6,8.5875,23.9,0.2727272727272727,3.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,0.75,0.5,1.0,1.0,0.5,0.75,0.5,0.3333333333333333,0.75,0.75,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
200779-201566-201571-201627-203956,1610612760,"Steve Novak, Russell Westbrook, D.J. Augustin, Anthony Morrow, Mitch McGary","Novak, Westbrook, Augustin, Morrow, McGary",200779-201566-201571-201627-203956,OKC,142.0,1,2.0,-4.0,5.0,6.0,,4.0,,11.0,2.0,,,,,,,3.0,,1.0,,4.0,8.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,2.0,,1.0,,,,,,,,,,4.0,,,1.0,,,,,,,0.5,,,0.5,,,0.25,1.0,,1.0,,1.0,1.0,,111.54929577464789,,18.6,8.166666666666666,18.6,8.166666666666666,0.5,,,,,,,,,0.5,,0.4683875,,,,,,,7.933333333333334,23.3,,1.0,1.0,,,,,,,,1.0,,,2.0,,,,4.0,,,,,,,0.6666666666666666,,,,,,,,,,0.25,1.0,1.0,,,,0.25,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
200779-201566-201571-201627-2555,1610612760,"Steve Novak, Russell Westbrook, D.J. Augustin, Anthony Morrow, Nick Collison","Novak, Westbrook, Augustin, Morrow, Collison",200779-201566-201571-201627-2555,OKC,187.0,1,3.0,5.0,7.0,8.0,7.0,,,15.0,,2.0,3.0,,,2.0,3.0,2.0,2.0,3.0,2.0,12.0,7.0,,,,2.0,2.0,3.0,2.0,12.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0,3.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,2.0,,1.0,,,,,,,12.0,12.0,7.0,,1.0,0.5,0.6666666666666666,,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.0,,1.0,0.6,1.0,,1.0,1.0,1.0,1.0,1.0,115.50802139037432,,13.142857142857142,11.875,13.142857142857142,11.875,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,0.6,0.6666666666666666,1.0,0.6666666666666666,0.60213,,0.60213,,,,1.0,1.2,24.766666666666666,1.0,2.0,2.0,,,2.0,2.0,,,,,,,2.0,,,2.0,4.0,,,,,,,1.0,,1.0,,,,,,,,0.4,1.0,1.0,,,,,,,,,,0.4,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
200779-201566-201571-203500-2555,1610612760,"Steve Novak, Russell Westbrook, D.J. Augustin, Steven Adams, Nick Collison","Novak, Westbrook, Augustin, Adams, Collison",200779-201566-201571-203500-2555,OKC,108.0,2,2.0,,3.0,4.0,,,1.0,7.0,,,,,,,,2.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,1.0,4.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,1.0,1.0,1.0,,1.0,93.33333333333333,,16.333333333333332,14.75,16.333333333333332,14.75,,,,,,,,,,1.0,,0.5875833333333333,,,,,,,1.75,22.8,,1.0,2.0,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,0.5,,,,0.5,,,,1.0,,0.6666666666666666,0.5,0.5,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
200779-201566-201571-203956-2555,1610612760,"Steve Novak, Russell Westbrook, D.J. Augustin, Mitch McGary, Nick Collison","Novak, Westbrook, Augustin, McGary, Collison",200779-201566-201571-203956-2555,OKC,10.0,1,,3.0,1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,3.0,,,,,,,,,,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,1.0,,,1.0,1.5,,,1.5,,,1.0,,,,,,,,144.0,,9.0,,9.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.57195,,,,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
200779-201566-201627-202683-202713,1610612760,"Steve Novak, Russell Westbrook, Anthony Morrow, Enes Kanter, Kyle Singler","Novak, Westbrook, Morrow, Kanter, Singler",200779-201566-201627-202683-202713,OKC,32.0,1,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,2.0,,,,2.0,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,2.0,2.0,,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,,,,,,,,,135.0,,9.5,13.0,9.5,13.0,0.5,,,,,,,,,0.5,,0.40215,0.4322,0.40215,,,1.0,1.0,4.3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,0.5,1.0,0.5,1.0,1.0,,1.0,,,,0.5,1.0,1.0,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
200779-201566-201627-202683-203079,1610612760,"Steve Novak, Russell Westbrook, Anthony Morrow, Enes Kanter, Dion Waiters","Novak, Westbrook, Morrow, Kanter, Waiters",200779-201566-201627-202683-203079,OKC,694.0,6,12.0,-13.0,26.0,29.0,19.0,16.0,4.0,55.0,10.0,,2.0,,,,1.0,20.0,,3.0,11.0,31.0,44.0,,,4.0,13.0,,2.0,11.0,29.0,,,1.0,,,3.0,,6.0,,2.0,3.0,5.0,4.0,9.0,2.0,,2.0,1.0,3.0,1.0,3.0,5.0,,7.0,12.0,3.0,3.0,1.0,,,1.0,1.0,1.0,27.0,26.0,17.0,2.0,1.0,,,,,,0.43478260869565216,0.2,0.6,0.5357142857142857,0.3,0.7,0.13043478260869565,0.6666666666666666,,0.6,0.2857142857142857,0.4166666666666667,0.6666666666666666,0.3333333333333333,114.12103746397695,1.0,14.461538461538462,10.96551724137931,13.538461538461538,10.551724137931034,0.43478260869565216,0.08695652173913043,,,,,,0.06666666666666667,,0.2608695652173913,,0.4506886363636364,0.47603999999999996,0.4617566666666667,0.12,0.13636363636363635,0.12903225806451613,0.9354838709677419,10.325,33.96666666666667,0.7307692307692307,2.0,3.0,1.0,1.0,2.0,3.0,5.0,7.0,,1.0,,1.0,10.0,1.0,5.0,9.0,14.0,2.0,,4.0,1.0,1.0,1.0,0.5,0.2,0.6923076923076923,0.4,0.3333333333333333,,0.2857142857142857,1.0,1.0,,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.30434782608695654,0.7142857142857143,0.7142857142857143,0.043478260869565216,,,,0.2,1.0,0.2,0.6666666666666666,0.06666666666666667,,3.0,1.0,1.0,,0.3,0.3,2.0,,6.0,3.0,,,,0.3,0.3333333333333333,,,,,1.0,,2.0,1.0,3.0,1.0,1.0,0.08333333333333333,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
200779-201566-201627-203079-203500,1610612760,"Steve Novak, Russell Westbrook, Anthony Morrow, Dion Waiters, Steven Adams","Novak, Westbrook, Morrow, Waiters, Adams",200779-201566-201627-203079-203500,OKC,115.0,1,2.0,3.0,3.0,3.0,,3.0,1.0,6.0,2.0,1.0,1.0,,,,,3.0,2.0,2.0,1.0,7.0,4.0,,,,,,,,,6.0,,1.0,1.0,2.0,2.0,1.0,6.0,,,1.0,1.0,2.0,3.0,,,,,,,,,,1.0,2.0,1.0,,,,,,,,7.0,,,,,1.0,1.0,,,1.0,0.6,,,0.5833333333333334,,,0.4,,,1.0,,1.0,1.0,,75.13043478260869,,23.0,15.333333333333334,19.666666666666668,15.333333333333334,0.4,0.2,1.0,1.0,1.0,,,,,0.6,1.0,0.48095999999999994,0.38835,,0.16666666666666666,0.25,,,4.966666666666667,23.35,,,1.0,,1.0,,,,,1.0,1.0,,,,,2.0,,,,1.0,2.0,,,,,,,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,0.2,,,,,,0.2,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
200779-201566-201627-203079-203956,1610612760,"Steve Novak, Russell Westbrook, Anthony Morrow, Dion Waiters, Mitch McGary","Novak, Westbrook, Morrow, Waiters, McGary",200779-201566-201627-203079-203956,OKC,33.0,1,1.0,-1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,1.0,,,,2.0,3.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,87.27272727272727,,14.0,19.0,14.0,19.0,1.0,,,,,,,,,,,0.3853,,0.3853,,,,1.0,9.5,,1.0,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2015,2014-15,True
