EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,NonHeaveArc3FGA,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,ShortMidRangeAssists,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,2pt And 1 Free Throw Trips,SecondChanceFtPoints,SelfOReb,SelfORebPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,PenaltyFG2M,PenaltyPoints,PtsPutbacks,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyPointsPct,OffAtRimReboundPct,SecondChanceCorner3FGM,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockingFoulsDrawn,BlockingFouls,LostBallSteals,Offensive Fouls Drawn,Travels,BadPassOutOfBoundsTurnovers,PtsUnassisted3s,FTOffRebounds,LostBallOutOfBoundsTurnovers,OffFTReboundPct,PenaltyFtPoints,NonShootingFoulsDrawn,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,BlockedLongMidRange,Charge Fouls,NonShootingPenaltyNonTakeFoulsDrawn,DefensiveGoaltends,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,Charge Fouls Drawn,3SecondViolations,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,Defensive 3 Seconds Violations,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
101109-101111-101145-202329-2199,1610612742,"Raymond Felton, Charlie Villanueva, Monta Ellis, Al-Farouq Aminu, Tyson Chandler","Felton, Villanueva, Ellis, Aminu, Chandler",101109-101111-101145-202329-2199,DAL,77.0,2,1.0,3.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,93.5064935064935,12.0,20.5,12.0,16.0,1.0,1.0,1.0,1.0,1.0,0.62075,0.3333333333333333,0.3333333333333333,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-101145-202718-2199,1610612742,"Raymond Felton, Charlie Villanueva, Monta Ellis, Chandler Parsons, Tyson Chandler","Felton, Villanueva, Ellis, Parsons, Chandler",101109-101111-101145-202718-2199,DAL,64.0,1,1.0,2.0,2.0,2.0,,4.0,,,1.0,1.0,,2.0,,2.0,1.0,1.0,,2.0,,,1.0,,,,,,,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,90.0,15.5,16.5,12.0,16.5,,,,,0.6666666666666666,0.5232833333333333,,,18.2,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-1717-200826-202329,1610612742,"Raymond Felton, Charlie Villanueva, Dirk Nowitzki, J.J. Barea, Al-Farouq Aminu","Felton, Villanueva, Nowitzki, Barea, Aminu",101109-101111-1717-200826-202329,DAL,941.0,3,16.0,-10.0,29.0,28.0,,57.0,3.0,9.0,6.0,19.0,6.0,24.0,34.0,4.0,2.0,4.0,1.0,10.0,6.0,10.0,14.0,5.0,6.0,1.0,1.0,1.0,1.0,24.0,0.3333333333333333,0.3333333333333333,0.3157894736842105,0.36,0.42592592592592593,1.0,0.7692307692307693,1.0,87.22635494155153,18.93103448275862,14.0,17.620689655172413,13.75,0.36,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.6,0.470698,0.07407407407407407,0.05,9.326315789473684,2.0,2.0,7.0,4.0,,6.0,,4.0,1.0,1.0,4.0,1.0,1.0,0.24,0.3333333333333333,0.25,,0.28,0.2857142857142857,0.2857142857142857,0.5,0.16,,24.7,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,8.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.8333333333333334,0.5714285714285714,0.23076923076923078,0.5,0.4,1.0,0.25,1.0,1.0,1.0,0.12,0.3333333333333333,0.3333333333333333,0.08,0.5,0.5,1.0,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.53565,0.38021666666666665,0.14285714285714285,0.1724137931034483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-1717-200826-202962,1610612742,"Raymond Felton, Charlie Villanueva, Dirk Nowitzki, J.J. Barea, Greg Smith","Felton, Villanueva, Nowitzki, Barea, Smith",101109-101111-1717-200826-202962,DAL,47.0,1,1.0,2.0,3.0,3.0,,6.0,,1.0,,1.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,2.0,,,,,0.5,,,,183.82978723404256,12.0,3.6666666666666665,12.0,3.6666666666666665,1.0,,,,1.0,0.531,0.5,0.5,1.8,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-1717-202329-2734,1610612742,"Raymond Felton, Charlie Villanueva, Dirk Nowitzki, Al-Farouq Aminu, Devin Harris","Felton, Villanueva, Nowitzki, Aminu, Harris",101109-101111-1717-202329-2734,DAL,184.0,1,3.0,2.0,5.0,6.0,,11.0,,1.0,2.0,4.0,,7.0,5.0,2.0,1.0,2.0,,5.0,2.0,4.0,7.0,2.0,,,1.0,1.0,1.0,4.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,86.08695652173913,17.6,16.0,14.8,16.0,0.14285714285714285,,,,0.5714285714285714,0.4712,,,5.2,2.0,,,2.0,1.0,3.0,2.0,2.0,,2.0,3.0,,,0.42857142857142855,1.0,0.75,1.0,,,,,0.2857142857142857,0.3333333333333333,24.5,,1.0,,2.0,3.0,,1.0,1.0,,1.0,1.0,,,2.0,3.0,1.0,,1.0,1.0,,1.0,2.0,1.0,,,1.0,1.0,,,,1.0,,,2.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.14285714285714285,,,,0.5,0.5,1.0,0.3333333333333333,,,0.5,0.521125,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.3333333333333333,1.0,1.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-1717-2210-2734,1610612742,"Raymond Felton, Charlie Villanueva, Dirk Nowitzki, Richard Jefferson, Devin Harris","Felton, Villanueva, Nowitzki, Jefferson, Harris",101109-101111-1717-2210-2734,DAL,98.0,1,2.0,1.0,4.0,3.0,,7.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,,,1.0,0.25,0.375,1.0,1.0,,102.85714285714286,16.25,11.0,16.25,11.0,0.25,1.0,1.0,,1.0,0.5507375,0.25,1.0,1.6,,,,2.0,,3.0,,2.0,,,,,,0.75,,,,,,,,0.5,,23.566666666666666,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-200765-200826-203108,1610612742,"Raymond Felton, Charlie Villanueva, Rajon Rondo, J.J. Barea, Bernard James","Felton, Villanueva, Rondo, Barea, James",101109-101111-200765-200826-203108,DAL,127.0,1,2.0,1.0,3.0,4.0,,7.0,,,,2.0,1.0,1.0,,,,,,,1.0,4.0,5.0,2.0,2.0,1.0,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,79.37007874015748,15.666666666666666,20.0,15.333333333333334,20.0,,,,,,0.40575,0.3333333333333333,0.3333333333333333,13.0,1.0,,1.0,,,,,,,,1.0,,,,,0.5,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,0.5,1.0,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,,1.0,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-200765-202329-203108,1610612742,"Raymond Felton, Charlie Villanueva, Rajon Rondo, Al-Farouq Aminu, Bernard James","Felton, Villanueva, Rondo, Aminu, James",101109-101111-200765-202329-203108,DAL,25.0,1,,5.0,2.0,1.0,,3.0,2.0,2.0,2.0,2.0,1.0,5.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,2.0,0.5,1.0,1.0,0.6666666666666666,0.8333333333333334,,,,172.79999999999998,8.5,8.0,8.5,8.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.6529,0.3333333333333333,0.5,0.95,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,24.1,1.0,1.0,1.0,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.7242,,0.5,,,,,,3.0,,,,1.0,1.5,,,,,,0.6,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-200765-202329-2405,1610612742,"Raymond Felton, Charlie Villanueva, Rajon Rondo, Al-Farouq Aminu, Amar'e Stoudemire","Felton, Villanueva, Rondo, Aminu, Stoudemire",101109-101111-200765-202329-2405,DAL,174.0,1,3.0,-2.0,5.0,5.0,5.0,10.0,3.0,5.0,3.0,7.0,,6.0,8.0,2.0,1.0,1.0,1.0,2.0,,,3.0,,,,,,,2.0,0.3333333333333333,1.0,0.42857142857142855,0.375,0.375,,,,82.75862068965517,16.8,18.0,16.4,13.2,0.625,0.6,0.6,0.3333333333333333,0.75,0.48665,,,4.942857142857143,2.0,,1.0,1.0,,1.0,,1.0,,,3.0,,,0.125,,0.6,,0.125,,,,0.125,,24.8,,3.0,,,1.0,,,,,,3.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.0,,,,,,,0.125,,,,,,,,,,1.0,,,,0.5525333333333333,,,,,,,,,4.0,,,,0.6666666666666666,0.6666666666666666,,,,,,0.6666666666666666,,,2.0,0.4,2.0,,2.0,,,4.0,,0.6666666666666666,,,,0.6666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
101109-101111-200765-202718-2199,1610612742,"Raymond Felton, Charlie Villanueva, Rajon Rondo, Chandler Parsons, Tyson Chandler","Felton, Villanueva, Rondo, Parsons, Chandler",101109-101111-200765-202718-2199,DAL,261.0,1,4.0,-4.0,9.0,8.0,8.0,17.0,2.0,4.0,4.0,7.0,,8.0,12.0,6.0,3.0,3.0,1.0,6.0,,2.0,2.0,2.0,,,1.0,1.0,1.0,8.0,0.75,0.75,0.5714285714285714,0.5,0.5,,1.0,,93.79310344827587,19.0,11.25,19.0,11.25,0.5,0.5,0.5,0.5,0.625,0.567125,,,6.6000000000000005,,1.0,2.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,0.125,,,,0.25,0.5,0.5,1.0,0.125,,27.7,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,0.125,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2015,2014-15,True
