EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Steals,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Corner3FGA,PenaltyCorner3FGA,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Fg3aBlocked,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,FG3APctBlocked,Corner3PctBlocked,DefShortMidRangeReboundPct,BlocksRecoveredPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG3M,Corner3Assists,OffThreePtRebounds,BadPassSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,OffLongMidRangeReboundPct,Technical Free Throw Trips,SecondChanceAtRimFGM,PenaltyArc3FGM,SecondChanceFG2M,PtsPutbacks,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,OffAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,OffCorner3ReboundPct,SelfOReb,SelfORebPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Offensive Fouls,3SecondViolations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,HeaveAttempts,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,Charge Fouls,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,DefensiveGoaltends,Blocked3s,BlockedArc3,Arc3PctBlocked,team_id,year,season,team_vs
1495-1938-201168-201980-201988,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Danny Green, Patty Mills","Duncan, Ginobili, Splitter, Green, Mills",1495-1938-201168-201980-201988,SAS,79.0,1,1.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,4.0,2.0,2.0,2.0,,4.0,,4.0,,,,,,,,,,,4.0,4.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,91.13924050632912,10.0,24.5,10.0,19.5,0.5,1.0,1.0,0.5,1.0,1.0,,,,,0.4111,0.4111,1.0,13.2,,1.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201168-201980-202695,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Danny Green, Kawhi Leonard","Duncan, Ginobili, Splitter, Green, Leonard",1495-1938-201168-201980-202695,SAS,421.0,1,7.0,14.0,13.0,,27.0,,1.0,3.0,5.0,2.0,,5.0,8.0,4.0,13.0,17.0,,,,,4.0,6.0,2.0,2.0,3.0,1.0,7.0,2.0,2.0,,,,13.0,,,0.4,0.4,0.625,,0.5416666666666666,,0.5416666666666666,,0.3333333333333333,92.35154394299288,13.571428571428571,17.76923076923077,12.5,17.46153846153846,0.08333333333333333,,,0.4166666666666667,0.6,0.6,0.3333333333333333,0.16666666666666666,,0.5,0.4593125,,,12.7875,24.275,,-4.0,2.0,1.0,2.0,2.0,2.0,,,,,,1.0,,,1.0,,4.0,1.0,5.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,,,0.5,,,0.5,0.8,0.2,,0.5,0.16666666666666666,1.0,1.0,0.5,,0.16666666666666666,,,,,,,,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,3.0,,1.0,0.25,0.25,,,1.0,,1.0,0.5,0.5,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201168-201980-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Danny Green, Tony Parker","Duncan, Ginobili, Splitter, Green, Parker",1495-1938-201168-201980-2225,SAS,500.0,4,8.0,17.0,17.0,5.0,34.0,1.0,4.0,1.0,4.0,2.0,,6.0,13.0,4.0,21.0,25.0,2.0,5.0,,5.0,8.0,4.0,2.0,4.0,6.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,13.0,5.0,5.0,0.6666666666666666,1.0,0.46153846153846156,0.4,0.5294117647058824,0.4,0.5526315789473685,0.4166666666666667,0.23529411764705882,97.91999999999999,17.11764705882353,12.294117647058824,15.529411764705882,11.941176470588236,0.23529411764705882,0.25,0.25,0.23529411764705882,0.25,0.25,1.0,0.11764705882352941,,0.5294117647058824,0.4875,0.46420000000000006,0.23809523809523808,8.092307692307692,24.975,0.29411764705882354,-4.0,5.0,4.0,4.0,5.0,2.0,,3.0,2.0,8.0,1.0,3.0,,3.0,3.0,,5.0,4.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,3.0,,4.0,1.0,1.0,0.5,,0.42857142857142855,1.0,0.7142857142857143,0.4444444444444444,0.6666666666666666,1.0,0.29411764705882354,0.8,0.8,0.75,,0.11764705882352941,,0.05555555555555555,0.07142857142857142,0.38095238095238093,2.0,1.0,2.0,2.0,2.0,3.0,6.0,,2.0,,2.0,2.0,2.0,,1.0,0.5,0.5,,,0.5,,1.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.5,1.0,0.4908,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,0.3333333333333333,,2.0,,3.0,4.0,,,1.0,1.0,,,1.0,0.5,,0.5,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201168-201988-202695,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Patty Mills, Kawhi Leonard","Duncan, Ginobili, Splitter, Mills, Leonard",1495-1938-201168-201988-202695,SAS,304.0,3,5.0,10.0,11.0,4.0,21.0,,,2.0,5.0,2.0,,2.0,6.0,2.0,5.0,7.0,1.0,3.0,,3.0,4.0,,2.0,2.0,2.0,2.0,4.0,1.0,1.0,,,,5.0,3.0,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.2777777777777778,0.375,0.25,99.47368421052632,14.9,14.090909090909092,14.9,13.909090909090908,,,,0.625,0.4,0.4,1.0,0.25,,0.375,0.4655875,0.41830000000000006,0.6,15.133333333333335,25.6,0.4,-2.0,8.0,,,1.0,,,1.0,,,1.0,,,,,1.0,5.0,,5.0,1.0,,,1.0,,,,2.0,3.0,,2.0,1.0,,1.0,1.0,,,0.8,,,,0.125,,,,,,,0.1111111111111111,0.14285714285714285,,,,,,,,,,,,,,4.0,,,,,,,0.8,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201168-201988-202709,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Patty Mills, Cory Joseph","Duncan, Ginobili, Splitter, Mills, Joseph",1495-1938-201168-201988-202709,SAS,176.0,1,3.0,7.0,6.0,7.0,13.0,1.0,1.0,,1.0,2.0,2.0,3.0,6.0,2.0,12.0,3.0,3.0,6.0,2.0,12.0,2.0,4.0,2.0,1.0,1.0,,2.0,,,,,,10.0,12.0,7.0,0.3333333333333333,0.5,0.5,0.5,0.5625,0.5625,0.6666666666666666,0.6666666666666666,0.25,106.36363636363637,11.142857142857142,16.333333333333332,9.428571428571429,16.333333333333332,0.125,1.0,1.0,0.125,,,,0.25,0.25,0.75,0.49825,0.49825,1.0,5.8999999999999995,25.0,1.0,9.0,6.0,2.0,2.0,4.0,,,3.0,,2.0,3.0,,1.0,2.0,1.0,,4.0,2.0,6.0,,,,,,,,,1.0,,4.0,,0.5,,,0.6666666666666666,1.0,1.0,0.5,,1.0,0.5,0.5,0.5,,1.0,,,0.1111111111111111,,0.16666666666666666,1.0,2.0,4.0,1.0,1.0,1.0,,3.0,1.0,,,,3.0,,,0.5,0.5,,,1.0,1.0,1.0,0.5,0.5,,0.5,0.5,0.5,0.5,0.46165,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.5,,,,,,0.5,,,1.0,1.0,1.0,1.0,2.0,,,1.0,0.5,,1.0,1.0,,0.5,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201168-201988-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Patty Mills, Tony Parker","Duncan, Ginobili, Splitter, Mills, Parker",1495-1938-201168-201988-2225,SAS,115.0,1,2.0,4.0,3.0,4.0,7.0,,1.0,,1.0,,,2.0,4.0,,4.0,4.0,2.0,4.0,,4.0,4.0,,,2.0,2.0,,4.0,,,,,,4.0,4.0,4.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,,87.65217391304347,17.75,14.666666666666666,13.5,14.666666666666666,0.25,,,0.25,,,,,,0.5,0.527825,0.527825,1.0,6.9,,1.0,,,1.0,2.0,2.0,,,,,,,2.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,0.5,1.0,1.0,1.0,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.3723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201168-202695-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Kawhi Leonard, Tony Parker","Duncan, Ginobili, Splitter, Leonard, Parker",1495-1938-201168-202695-2225,SAS,3161.0,16,53.0,102.0,98.0,25.0,200.0,14.0,27.0,10.0,25.0,10.0,3.0,41.0,80.0,12.0,119.0,80.0,7.0,17.0,4.0,29.0,40.0,42.0,10.0,20.0,24.0,4.0,52.0,5.0,1.0,2.0,1.0,2.0,104.0,29.0,25.0,0.4878048780487805,0.4878048780487805,0.5125,0.4117647058823529,0.5108695652173914,0.40476190476190477,0.5566037735849056,0.5185185185185185,0.13043478260869565,91.11040809870295,16.019607843137255,15.581632653061224,15.127450980392156,14.693877551020408,0.29347826086956524,0.5185185185185185,0.5384615384615384,0.2717391304347826,0.4,0.4,0.4,0.10869565217391304,0.14285714285714285,0.43478260869565216,0.47019347826086955,0.4786238095238095,0.24369747899159663,9.190000000000001,24.5,0.24509803921568626,39.0,16.0,11.0,17.0,28.0,2.0,1.0,25.0,,15.0,12.0,11.0,5.0,11.0,11.0,10.0,55.0,12.0,67.0,3.0,7.0,2.0,10.0,2.0,11.0,2.0,25.0,21.0,2.0,30.0,12.0,0.6818181818181818,0.3,1.0,0.2894736842105263,0.6875,0.7627118644067796,0.2608695652173913,0.4166666666666667,0.6666666666666666,0.30434782608695654,0.6071428571428571,0.7391304347826086,0.6470588235294118,0.35714285714285715,0.021739130434782608,0.047619047619047616,0.11650485436893204,0.13186813186813187,0.12605042016806722,3.0,2.0,5.0,4.0,4.0,8.0,12.0,,4.0,6.0,4.0,4.0,34.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.075,0.17857142857142858,0.7906976744186046,0.7272727272727273,0.9375,0.4,0.4,1.0,0.3,0.23809523809523808,0.4,0.4,0.47148333333333325,,1.0,,,,,0.6875,,3.0,3.0,0.75,1.0,1.0,1.0,0.037037037037037035,,,1.0,2.0,1.0,,1.0,4.0,1.0,,1.0,2.0,0.25,0.125,,,,,0.1,,0.2,1.0,1.0,1.0,6.0,,3.0,3.0,0.75,0.75,,0.2727272727272727,0.3333333333333333,1.0,0.3333333333333333,0.5,2.0,0.05,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.1,1.0,1.0,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201168-202695-2564,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Kawhi Leonard, Boris Diaw","Duncan, Ginobili, Splitter, Leonard, Diaw",1495-1938-201168-202695-2564,SAS,9.0,1,,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,160.0,9.0,,9.0,,,,,1.0,,,,,,,0.2712,0.2712,,16.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201980-201988-202695,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Patty Mills, Kawhi Leonard","Duncan, Ginobili, Green, Mills, Leonard",1495-1938-201980-201988-202695,SAS,224.0,6,4.0,7.0,6.0,2.0,13.0,2.0,2.0,,,3.0,1.0,3.0,3.0,3.0,9.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,,5.0,,,1.0,1.0,1.0,9.0,2.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.5,0.75,0.5,0.5,83.57142857142857,12.142857142857142,23.166666666666668,12.142857142857142,21.166666666666668,0.3333333333333333,1.0,1.0,,,,,0.5,0.5,0.6666666666666666,0.4634833333333333,0.3073,0.2222222222222222,5.033333333333333,25.099999999999998,0.2857142857142857,6.0,2.0,,1.0,1.0,,,,,,,1.0,,,1.0,,4.0,,4.0,,1.0,,1.0,,1.0,,2.0,2.0,,,,,,,,0.5,0.8,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,3.0,,1.0,,1.0,1.0,3.0,,1.0,0.3333333333333333,0.3333333333333333,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201980-201988-2564,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Patty Mills, Boris Diaw","Duncan, Ginobili, Green, Mills, Diaw",1495-1938-201980-201988-2564,SAS,614.0,9,10.0,20.0,20.0,8.0,40.0,3.0,5.0,,1.0,4.0,3.0,8.0,12.0,7.0,33.0,10.0,2.0,5.0,4.0,11.0,8.0,8.0,4.0,4.0,8.0,,20.0,4.0,2.0,2.0,2.0,2.0,31.0,11.0,8.0,0.5,0.5714285714285714,0.6666666666666666,0.4,0.7368421052631579,0.5555555555555556,0.75,0.6111111111111112,0.3684210526315789,93.81107491856679,15.1,15.6,15.05,15.35,0.2631578947368421,0.6,0.6,0.05263157894736842,,,,0.21052631578947367,0.3333333333333333,0.6842105263157895,0.5123631578947369,0.49807777777777784,0.3333333333333333,5.533333333333334,24.214285714285715,0.4,23.0,7.0,1.0,5.0,6.0,3.0,1.0,5.0,,2.0,1.0,3.0,1.0,,1.0,1.0,8.0,1.0,9.0,,,,,,,,4.0,7.0,,7.0,1.0,1.0,,1.0,,1.0,0.7777777777777778,0.14285714285714285,,1.0,0.3157894736842105,0.8333333333333334,0.8333333333333334,0.6,0.3333333333333333,0.15789473684210525,0.1111111111111111,0.1,0.07692307692307693,0.06060606060606061,1.0,2.0,3.0,1.0,4.0,1.0,12.0,,1.0,,4.0,1.0,6.0,,1.0,0.5714285714285714,0.5714285714285714,,,0.75,0.6,1.0,0.25,0.25,1.0,1.0,0.3333333333333333,0.6666666666666666,0.25,,,,,1.0,,,1.0,0.5,2.0,,,,,,,3.0,1.0,,,2.0,3.0,1.0,2.0,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,0.3333333333333333,,,,1.0,0.14285714285714285,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201980-202695-202709,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Kawhi Leonard, Cory Joseph","Duncan, Ginobili, Green, Leonard, Joseph",1495-1938-201980-202695-202709,SAS,1.0,1,,,1.0,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,,1.0,,1.0,,,,,,,,,,,,,,,,,-3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201980-202695-2225,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Kawhi Leonard, Tony Parker","Duncan, Ginobili, Green, Leonard, Parker",1495-1938-201980-202695-2225,SAS,623.0,8,10.0,20.0,24.0,10.0,44.0,2.0,3.0,,2.0,2.0,,5.0,9.0,3.0,15.0,36.0,2.0,5.0,1.0,8.0,4.0,6.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,15.0,8.0,10.0,0.4,0.4,0.5555555555555556,0.4,0.4166666666666667,0.3333333333333333,0.46875,0.4444444444444444,0.25,101.70144462279295,13.35,14.833333333333334,12.85,13.375,0.25,0.6666666666666666,0.6666666666666666,0.16666666666666666,,,,0.16666666666666666,,0.5833333333333334,0.4921583333333333,0.4848666666666666,0.5333333333333333,6.699999999999999,24.3,0.5,-21.0,2.0,1.0,3.0,4.0,1.0,1.0,5.0,,,4.0,1.0,1.0,,2.0,,5.0,,5.0,4.0,1.0,1.0,5.0,2.0,5.0,,8.0,7.0,,8.0,1.0,,0.8,,,0.6666666666666666,0.5555555555555556,,,0.5,0.3333333333333333,0.75,0.75,0.3333333333333333,0.5,0.08333333333333333,0.16666666666666666,0.07692307692307693,0.1,,1.0,2.0,2.0,,,1.0,,,,,,,3.0,,,,,,,0.5,0.5,,,,,1.0,0.3333333333333333,1.0,,0.3984,1.0,,,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,3.0,2.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201980-202695-2564,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Kawhi Leonard, Boris Diaw","Duncan, Ginobili, Green, Leonard, Diaw",1495-1938-201980-202695-2564,SAS,478.0,4,8.0,17.0,18.0,11.0,35.0,1.0,2.0,,,1.0,,2.0,6.0,2.0,14.0,12.0,1.0,5.0,,9.0,,4.0,1.0,,,,,3.0,1.0,1.0,1.0,1.0,14.0,9.0,11.0,,,0.3333333333333333,0.2,0.25,0.2,0.4666666666666667,0.45,0.25,105.43933054393305,15.588235294117647,11.833333333333334,14.647058823529411,10.166666666666666,0.25,0.5,0.5,,,,,0.125,,0.75,0.48620625,0.48145999999999994,0.6428571428571429,3.266666666666667,23.55,0.6470588235294118,2.0,16.0,2.0,1.0,4.0,1.0,,10.0,,,7.0,,,1.0,3.0,,8.0,2.0,10.0,2.0,2.0,,4.0,2.0,,,2.0,9.0,,14.0,2.0,,0.5,,0.25,0.75,0.8,0.3333333333333333,,0.75,0.5,0.25,0.5,,,0.125,,0.2,0.25,,,,3.0,,,,,,,2.0,,,5.0,2.0,,,,0.3333333333333333,0.5,0.8333333333333334,0.6666666666666666,1.0,,,,,0.6,,,,,,,1.0,,,1.0,1.0,5.0,5.0,,1.0,,1.0,,,,,,,,1.0,2.0,2.0,1.0,,,,0.5,,,,,,,,,,,,,1.0,2.0,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201980-2225-2564,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Tony Parker, Boris Diaw","Duncan, Ginobili, Green, Parker, Diaw",1495-1938-201980-2225-2564,SAS,1329.0,14,22.0,42.0,42.0,18.0,84.0,3.0,5.0,2.0,8.0,10.0,5.0,15.0,28.0,14.0,60.0,45.0,5.0,13.0,8.0,30.0,18.0,12.0,10.0,9.0,17.0,,42.0,1.0,,3.0,1.0,3.0,52.0,30.0,18.0,0.6,0.6,0.5357142857142857,0.38461538461538464,0.6785714285714286,0.6666666666666666,0.6976744186046512,0.6818181818181818,0.3333333333333333,91.01580135440182,17.19047619047619,14.452380952380953,16.428571428571427,13.547619047619047,0.11904761904761904,0.6,0.6,0.19047619047619047,0.25,0.25,,0.23809523809523808,0.23809523809523808,0.6904761904761905,0.5122047619047618,0.47909285714285715,0.5,7.0,24.99285714285714,0.42857142857142855,15.0,5.0,4.0,10.0,15.0,4.0,3.0,3.0,,8.0,2.0,8.0,1.0,5.0,5.0,1.0,17.0,7.0,24.0,5.0,1.0,2.0,6.0,,5.0,,9.0,11.0,,4.0,2.0,0.8,0.8333333333333334,1.0,0.38461538461538464,0.8333333333333334,0.7619047619047619,0.3888888888888889,1.0,0.8,0.35714285714285715,0.6666666666666666,0.7142857142857143,0.8,0.3333333333333333,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.07142857142857142,0.13333333333333333,1.0,3.0,6.0,6.0,9.0,2.0,24.0,3.0,6.0,1.0,8.0,5.0,11.0,,0.8888888888888888,0.6428571428571429,0.6428571428571429,0.03571428571428571,0.06666666666666667,0.7333333333333333,0.8,1.0,0.6,0.6,0.8333333333333334,0.2,0.2857142857142857,0.5,0.6,0.4306875,,,2.0,,,,0.25,,1.0,1.0,1.0,2.0,2.0,,,3.0,2.0,2.0,3.0,6.0,3.0,2.0,1.0,3.0,,,1.0,0.75,0.4,0.25,0.75,0.75,1.0,0.4,0.6666666666666666,0.16666666666666666,,1.0,4.0,1.0,,1.0,,0.5,0.8,,0.4,1.0,1.0,0.8,1.0,1.0,0.058823529411764705,,,,,1.0,2.0,2.0,,,0.6666666666666666,0.2,1.0,0.5,1.0,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201980-2225-2588,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Tony Parker, Matt Bonner","Duncan, Ginobili, Green, Parker, Bonner",1495-1938-201980-2225-2588,SAS,18.0,1,,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,160.0,14.0,4.0,11.0,4.0,,,,,,,,,,1.0,0.60295,0.60295,,1.5,23.3,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,0.5,,,0.5,,,,,0.5,0.5,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,0.5,,,0.5358,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
