EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,Corner3FGM,PtsAssisted2s,TwoPtAssists,Corner3Assists,AtRimAssists,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockingFouls,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,DefensiveGoaltends,HeaveMakes,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
201150-201152-202323-202341-202343,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Elliot Williams","Hawes, Young, Turner, Anderson, Williams",201150-201152-202323-202341-202343,PHI,635.0,5,11.0,-16.0,21.0,22.0,1.0,5.0,43.0,2.0,4.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,4.0,12.0,2.0,6.0,2.0,16.0,32.0,1.0,1.0,1.0,2.0,8.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,4.0,5.0,2.0,7.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,7.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,16.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3888888888888889,1.0,0.42105263157894735,1.0,0.3333333333333333,0.16666666666666666,0.4,0.5,0.4,0.25,1.0,0.45454545454545453,0.16666666666666666,1.0,0.3333333333333333,0.75,1.0,97.51181102362204,15.523809523809524,14.045454545454545,15.428571428571429,13.045454545454545,0.2222222222222222,0.5,0.5,0.2777777777777778,0.2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,1.0,0.5555555555555556,0.5,0.5365638888888888,0.6394,0.4029,0.05263157894736842,0.07692307692307693,0.125,8.016666666666667,24.833333333333332,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-202721,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Darius Morris","Hawes, Young, Turner, Anderson, Morris",201150-201152-202323-202341-202721,PHI,185.0,2,3.0,4.0,7.0,6.0,,,13.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,,1.0,2.0,5.0,1.0,2.0,1.0,8.0,4.0,1.0,,,,2.0,3.0,1.0,,,1.0,2.0,,5.0,1.0,3.0,,3.0,1.0,4.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,2.0,,,1.0,1.0,,,,8.0,,,,1.0,0.5,0.5,0.4,,0.5,,0.5714285714285714,,0.2857142857142857,,,,,0.3333333333333333,1.0,1.0,0.25,,,,1.0,101.18918918918918,12.428571428571429,16.333333333333332,12.285714285714286,16.333333333333332,0.2857142857142857,0.5,0.5,0.14285714285714285,1.0,1.0,0.2857142857142857,,,0.14285714285714285,0.14285714285714285,,,,1.0,0.5714285714285714,,0.48674999999999996,0.5194,,0.14285714285714285,0.2,,9.959999999999999,24.45,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-202730,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Lavoy Allen","Hawes, Young, Turner, Anderson, Allen",201150-201152-202323-202341-202730,PHI,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203100,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Tony Wroten","Hawes, Young, Turner, Anderson, Wroten",201150-201152-202323-202341-203100,PHI,8978.0,23,150.0,-19.0,309.0,311.0,59.0,55.0,620.0,67.0,130.0,24.0,26.0,53.0,12.0,31.0,13.0,16.0,44.0,105.0,214.0,18.0,57.0,50.0,314.0,333.0,32.0,18.0,40.0,64.0,100.0,45.0,44.0,16.0,30.0,15.0,70.0,13.0,155.0,37.0,31.0,67.0,105.0,42.0,147.0,28.0,17.0,11.0,26.0,15.0,21.0,11.0,47.0,32.0,66.0,6.0,2.0,67.0,7.0,,73.0,32.0,17.0,15.0,17.0,275.0,64.0,59.0,8.0,0.8333333333333334,0.3157894736842105,0.3157894736842105,0.49065420560747663,0.45,0.4870848708487085,0.40625,0.5164473684210527,0.5333333333333333,0.21033210332103322,0.14018691588785046,0.11320754716981132,0.5531914893617021,0.6320754716981132,0.3394495412844037,0.6739130434782609,0.6447368421052632,0.27702702702702703,0.4126984126984127,0.5918367346938775,0.7037037037037037,0.7,99.44308309200268,13.521035598705502,15.434083601286174,12.84789644012945,14.47588424437299,0.4797047970479705,0.5153846153846153,0.6203703703703703,0.19557195571955718,0.49056603773584906,0.5531914893617021,0.11439114391143912,0.3870967741935484,0.41379310344827586,0.04797047970479705,0.16236162361623616,0.36363636363636365,0.36363636363636365,0.8125,0.6666666666666666,0.6900369003690037,0.36363636363636365,0.5307952029520294,0.5034147058823529,0.5273302083333333,0.10774410774410774,0.13333333333333333,0.20382165605095542,5.635046728971962,24.950877192982457,0.19093851132686085,35.0,2.0,110.0,55.0,2.0,35.0,6.0,6.0,0.5238095238095238,0.5789473684210527,0.15789473684210525,0.625,0.5223880597014925,0.15384615384615385,0.15384615384615385,1.0,12.0,10.0,26.0,1.0,2.0,1.0,3.0,1.0,6.0,16.0,1.0,4.0,4.0,39.0,1.0,8.0,25.0,9.0,20.0,13.0,7.0,4.0,1.0,7.0,8.0,8.0,1.0,4.0,7.0,1.0,2.0,4.0,1.0,7.0,2.0,9.0,1.0,2.0,7.0,0.25,0.125,0.5,0.4861111111111111,0.5,0.16923076923076924,0.06451612903225806,0.875,0.125,0.10256410256410256,0.2962962962962963,0.14285714285714285,0.6333333333333333,0.06779661016949153,0.5294117647058824,0.5,0.5833333333333334,0.5,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.3333333333333333,1.0,0.5416666666666666,0.38461538461538464,0.041666666666666664,0.125,0.16666666666666666,0.12420382165605096,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203138,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Hollis Thompson","Hawes, Young, Turner, Anderson, Thompson",201150-201152-202323-202341-203138,PHI,405.0,3,7.0,-5.0,14.0,13.0,3.0,,27.0,2.0,4.0,,1.0,2.0,,,,3.0,8.0,3.0,6.0,3.0,8.0,,15.0,20.0,1.0,,,,2.0,9.0,8.0,3.0,2.0,3.0,5.0,3.0,13.0,1.0,3.0,1.0,5.0,4.0,9.0,,,,3.0,1.0,1.0,2.0,4.0,2.0,3.0,,,1.0,1.0,,,,,,,10.0,,3.0,,1.0,0.375,0.375,0.5,,0.5357142857142857,,0.5357142857142857,,0.5714285714285714,0.3333333333333333,0.5,0.75,1.0,0.3333333333333333,1.0,1.0,0.5,,,1.0,1.0,96.0,15.214285714285714,14.76923076923077,13.285714285714286,14.76923076923077,0.2857142857142857,0.5,0.6666666666666666,0.14285714285714285,0.5,1.0,,,,,0.5714285714285714,0.375,0.375,1.0,,0.8571428571428571,0.375,0.5309607142857142,0.567525,0.581625,,,,3.4499999999999997,25.425,0.21428571428571427,4.0,,4.0,2.0,,2.0,,,0.6666666666666666,1.0,,1.0,1.0,,,,,,,,,1.0,2.0,,2.0,1.0,1.0,2.0,,5.0,,2.0,,,2.0,,,3.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,0.5,,1.0,0.8333333333333334,0.8333333333333334,0.25,,1.0,,0.6,1.0,0.6,,,,,,,,,0.6666666666666666,0.5,1.0,,,,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203473,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Dewayne Dedmon","Hawes, Young, Turner, Anderson, Dedmon",201150-201152-202323-202341-203473,PHI,,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203485,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Lorenzo Brown","Hawes, Young, Turner, Anderson, Brown",201150-201152-202323-202341-203485,PHI,66.0,1,1.0,-1.0,3.0,3.0,,3.0,6.0,1.0,2.0,,,,,,,,1.0,1.0,2.0,,1.0,,2.0,3.0,,,,,,,1.0,,,,1.0,,2.0,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,1.0,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,130.9090909090909,10.333333333333334,11.666666666666666,10.333333333333334,11.666666666666666,0.6666666666666666,0.5,0.5,,,,,,,,0.3333333333333333,,,,,1.0,,0.5806333333333333,,,,,,2.45,24.2,,,,2.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202341-203487,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, James Anderson, Michael Carter-Williams","Hawes, Young, Turner, Anderson, Carter-Williams",201150-201152-202323-202341-203487,PHI,33131.0,57,552.0,-107.0,1142.0,1121.0,184.0,192.0,2263.0,226.0,381.0,77.0,78.0,201.0,53.0,145.0,59.0,63.0,194.0,357.0,727.0,83.0,253.0,174.0,1137.0,1244.0,99.0,47.0,105.0,191.0,310.0,234.0,194.0,63.0,77.0,78.0,280.0,60.0,638.0,101.0,119.0,258.0,399.0,144.0,543.0,92.0,56.0,36.0,127.0,84.0,77.0,43.0,204.0,103.0,199.0,15.0,11.0,219.0,6.0,1.0,237.0,100.0,33.0,21.0,37.0,1003.0,187.0,181.0,11.0,0.9397590361445783,0.32806324110671936,0.32806324110671936,0.49105914718019256,0.44761904761904764,0.4913265306122449,0.4391891891891892,0.5216191352345906,0.4973821989528796,0.25816326530612244,0.10591471801925723,0.1044776119402985,0.6225490196078431,0.6861702127659575,0.27297297297297296,0.7212121212121212,0.6968576709796673,0.2620817843866171,0.3225806451612903,0.5221238938053098,0.7828947368421053,0.7407407407407407,98.35863692614168,13.771453590192644,15.525423728813559,13.181260945709282,14.746654772524531,0.38877551020408163,0.5931758530183727,0.6932515337423313,0.20510204081632652,0.3880597014925373,0.43333333333333335,0.14795918367346939,0.36551724137931035,0.3680555555555556,0.06020408163265306,0.19795918367346937,0.3247422680412371,0.328125,0.9523809523809523,0.6416666666666667,0.6469387755102041,0.3247422680412371,0.5230182142857143,0.5477858695652174,0.5040152027027026,0.0951035781544256,0.12376237623762376,0.167985927880387,6.4288858321870705,25.1498023715415,0.16112084063047286,119.0,20.0,404.0,202.0,18.0,132.0,9.0,19.0,0.5658263305322129,0.6292834890965732,0.13043478260869565,0.6842105263157895,0.584070796460177,0.3389830508474576,0.3508771929824561,0.9,47.0,32.0,59.0,7.0,10.0,3.0,14.0,10.0,33.0,54.0,5.0,21.0,11.0,134.0,12.0,43.0,61.0,15.0,72.0,38.0,32.0,40.0,3.0,22.0,20.0,29.0,10.0,14.0,26.0,8.0,5.0,12.0,3.0,25.0,10.0,19.0,,3.0,19.0,0.23809523809523808,0.27906976744186046,0.5454545454545454,0.5125,0.5193798449612403,0.14435695538057744,0.006896551724137931,0.7333333333333333,0.10714285714285714,0.23809523809523808,0.3170731707317073,0.2558139534883721,0.7207207207207207,0.043668122270742356,0.5135135135135135,0.48717948717948717,0.6037735849056604,0.6103896103896104,0.1276595744680851,0.058333333333333334,0.11666666666666667,0.21428571428571427,1.0,0.39864864864864863,0.5423728813559322,0.06756756756756757,0.22297297297297297,0.30303030303030304,0.11785400175901495,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,0.015810276679841896,0.03389830508474576,0.010309278350515464,0.1794871794871795,0.2857142857142857,0.5,0.2,0.003937007874015748,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202343-203100,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, Elliot Williams, Tony Wroten","Hawes, Young, Turner, Williams, Wroten",201150-201152-202323-202343-203100,PHI,763.0,8,13.0,-16.0,23.0,23.0,,4.0,46.0,6.0,10.0,2.0,,4.0,,2.0,2.0,1.0,5.0,6.0,16.0,1.0,7.0,3.0,18.0,34.0,5.0,,,,6.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,9.0,3.0,3.0,3.0,6.0,6.0,12.0,3.0,2.0,1.0,2.0,2.0,1.0,,3.0,5.0,8.0,,,4.0,,,8.0,4.0,1.0,1.0,1.0,11.0,,,,1.0,0.14285714285714285,0.14285714285714285,0.375,,0.32608695652173914,,0.3269230769230769,,0.30434782608695654,0.0625,,0.6666666666666666,0.5,0.3,0.5,0.5,0.25,0.5,0.75,,0.6,86.81520314547838,15.956521739130435,17.217391304347824,14.217391304347826,16.608695652173914,0.43478260869565216,0.6,0.6666666666666666,0.17391304347826086,,,0.08695652173913043,,,0.08695652173913043,0.21739130434782608,0.2,0.2,1.0,0.3333333333333333,0.7391304347826086,0.2,0.5396565217391305,0.49888000000000005,,0.15384615384615385,0.21052631578947367,,4.8875,25.042857142857144,,4.0,,6.0,3.0,,3.0,,1.0,0.5,0.6,,,0.5,,,,2.0,,,,,1.0,1.0,,,2.0,1.0,1.0,,7.0,,,,,2.0,,,1.0,2.0,,2.0,1.0,,,,,,,1.0,,,1.0,,,,1.0,,0.4,0.5833333333333334,0.5833333333333334,0.1,,,0.6666666666666666,0.16666666666666666,0.25,0.25,,0.13333333333333333,1.0,,,1.0,,,0.16666666666666666,1.0,1.0,,,,,,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
201150-201152-202323-202343-203138,1610612755,"Spencer Hawes, Thaddeus Young, Evan Turner, Elliot Williams, Hollis Thompson","Hawes, Young, Turner, Williams, Thompson",201150-201152-202323-202343-203138,PHI,155.0,3,3.0,-2.0,6.0,5.0,2.0,1.0,11.0,1.0,2.0,1.0,,,,,,,2.0,1.0,2.0,,2.0,2.0,4.0,6.0,1.0,,,2.0,2.0,,2.0,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,2.0,,1.0,,,3.0,1.0,,2.0,,,,,2.0,2.0,2.0,1.0,,,,0.5,,0.25,,0.4,1.0,0.5,,,0.5,1.0,1.0,,1.0,0.5,1.0,,1.0,,102.19354838709677,14.666666666666666,13.4,14.5,13.4,0.5,0.5,0.5,,,,,,,,0.5,,,,1.0,1.0,,0.4829,0.5685,,,,0.5,1.4,27.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,2.0,,2.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2014,2013-14,False
