EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,FTDefRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,Points,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimPctAssisted,Corner3Frequency,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,ShortMidRangeAssists,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,ShortMidRangePctBlocked,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LostBallSteals,BadPassTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,RecoveredBlocks,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3A,PtsPutbacks,Corner3Assists,OffThreePtRebounds,SelfOReb,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,BlockingFouls,FG3APctBlocked,Arc3PctBlocked,Travels,SecondChanceArc3FGA,Offensive Fouls,Defensive 3 Seconds Violations,SecondChanceArc3Frequency,OffArc3ReboundPct,Technical Free Throw Trips,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
101110-101162-1733-202322-203078,1610612764,"Martell Webster, Marcin Gortat, Al Harrington, John Wall, Bradley Beal","Webster, Gortat, Harrington, Wall, Beal",101110-101162-1733-202322-203078,WAS,50.0,1,1.0,-1.0,2.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.39999999999999,15.5,19.0,15.5,19.0,1.0,0.3565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-1889-202344-203078,1610612764,"Martell Webster, Marcin Gortat, Andre Miller, Trevor Booker, Bradley Beal","Webster, Gortat, Miller, Booker, Beal",101110-101162-1889-202344-203078,WAS,151.0,3,3.0,12.0,5.0,3.0,8,,3.0,,,2.0,2.0,,,,,1.0,,76.29139072847683,12.8,29.0,12.8,29.0,,0.53275,12.233333333333334,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,12.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,12.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.2,1.2,0.4,0.6666666666666666,0.6666666666666666,0.5,1.0,0.2,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,1.0,0.6,1.0,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-1889-202344-2772,1610612764,"Martell Webster, Marcin Gortat, Andre Miller, Trevor Booker, Trevor Ariza","Webster, Gortat, Miller, Booker, Ariza",101110-101162-1889-202344-2772,WAS,225.0,2,4.0,4.0,8.0,5.0,13,,4.0,6.0,,1.0,2.0,,,1.0,,1.0,,83.2,15.625,20.0,15.625,20.0,,0.42885833333333334,13.85,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,4.0,,,1.0,1.0,2.0,3.0,1.0,7.0,1.0,,,10.0,1.0,1.0,0.5,0.5,0.5,0.5833333333333334,0.7142857142857143,0.3333333333333333,1.0,1.0,,,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.5,1.0,0.16666666666666666,1.0,1.0,0.5,1.0,23.85,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,10.0,8.0,1.0,1.0,0.5,0.5,0.5833333333333334,0.7142857142857143,0.25,0.3333333333333333,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,1.0,0.42885833333333334,0.16666666666666666,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-1889-203078-2400,1610612764,"Martell Webster, Marcin Gortat, Andre Miller, Bradley Beal, Drew Gooden","Webster, Gortat, Miller, Beal, Gooden",101110-101162-1889-203078-2400,WAS,355.0,5,6.0,-10.0,9.0,9.0,18,2.0,8.0,15.0,,3.0,3.0,,,,1.0,2.0,,73.01408450704226,17.666666666666668,21.77777777777778,17.666666666666668,21.0,0.25,0.3971,13.4,,1.0,1.0,5.0,,,2.0,,,5.0,,4.0,,,,,,,,2.0,,,5.0,,,,,0.25,0.25,0.2777777777777778,,0.6666666666666666,0.6,1.0,,0.125,,,0.625,0.2,0.2,,,,,0.125,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,0.1111111111111111,,,1.0,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-1889-203078-2403,1610612764,"Martell Webster, Marcin Gortat, Andre Miller, Bradley Beal, Nene","Webster, Gortat, Miller, Beal, Nene",101110-101162-1889-203078-2403,WAS,172.0,3,3.0,-1.0,5.0,6.0,11,1.0,5.0,7.0,,1.0,2.0,,,1.0,1.0,1.0,,92.09302325581395,18.6,13.166666666666666,15.0,13.166666666666666,0.2,0.49108,8.74,1.0,2.0,1.0,2.0,,,3.0,,,6.0,4.0,2.0,,,,2.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.6666666666666666,,,0.6,0.6,0.6,,1.0,0.5,,1.0,0.4,0.5,0.5,0.4,0.5,0.5,1.0,,,,0.4,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4128,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-1889-2400-2772,1610612764,"Martell Webster, Marcin Gortat, Andre Miller, Drew Gooden, Trevor Ariza","Webster, Gortat, Miller, Gooden, Ariza",101110-101162-1889-2400-2772,WAS,150.0,3,2.0,,2.0,4.0,6,2.0,2.0,,,3.0,3.0,,,,,,,57.6,33.5,20.75,33.5,20.25,1.0,0.34375,9.7,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.75,0.75,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,3.0,,,,,,1.0,,,,,,,0.5,,,,,,0.5,,,,,,,,,0.322,,,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202066-202322-2403,1610612764,"Martell Webster, Marcin Gortat, Garrett Temple, John Wall, Nene","Webster, Gortat, Temple, Wall, Nene",101110-101162-202066-202322-2403,WAS,57.0,1,1.0,-2.0,3.0,2.0,5,1.0,2.0,2.0,,1.0,1.0,,,,,,,126.31578947368422,6.0,19.5,6.0,19.5,0.5,0.3151,13.9,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,3.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,0.3151,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-202344-203078,1610612764,"Martell Webster, Marcin Gortat, John Wall, Trevor Booker, Bradley Beal","Webster, Gortat, Wall, Booker, Beal",101110-101162-202322-202344-203078,WAS,253.0,2,4.0,4.0,8.0,8.0,16,2.0,5.0,6.0,,3.0,4.0,,,1.0,,1.0,,91.06719367588933,14.75,16.875,13.875,16.125,0.3333333333333333,0.505975,9.940000000000001,2.0,2.0,1.0,1.0,,1.0,4.0,,1.0,10.0,4.0,4.0,,1.0,,2.0,2.0,,4.0,3.0,1.0,,8.0,0.5,0.5,,,0.8,0.6666666666666666,0.7142857142857143,0.16666666666666666,0.75,0.75,1.0,,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,0.5,,25.8,2.0,3.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,,,2.0,4.0,,,,,2.0,1.0,1.0,1.0,,,3.0,2.0,,,1.0,4.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,0.5,,0.6666666666666666,1.0,,,1.0,1.0,,,,0.7272,,,0.4,0.25,1.0,,,,0.5,0.5,1.0,1.0,2.0,,1.0,1.0,1.0,,0.7272,0.2,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-202344-2772,1610612764,"Martell Webster, Marcin Gortat, John Wall, Trevor Booker, Trevor Ariza","Webster, Gortat, Wall, Booker, Ariza",101110-101162-202322-202344-2772,WAS,1311.0,5,22.0,2.0,37.0,41.0,78,8.0,33.0,33.0,4.0,19.0,27.0,,1.0,4.0,3.0,8.0,1.0,85.67505720823799,17.675675675675677,16.024390243902438,16.56756756756757,14.512195121951219,0.20512820512820512,0.4980051282051282,8.590909090909092,8.0,15.0,1.0,10.0,2.0,3.0,11.0,3.0,6.0,35.0,10.0,12.0,6.0,3.0,2.0,5.0,6.0,,13.0,14.0,1.0,1.0,31.0,0.45454545454545453,0.5555555555555556,0.5,0.5,0.3333333333333333,0.3974358974358974,0.4268292682926829,0.15384615384615385,0.6666666666666666,0.6521739130434783,0.8333333333333334,0.7272727272727273,0.38461538461538464,0.5333333333333333,0.7272727272727273,0.2564102564102564,0.1,0.1,,0.07692307692307693,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.6666666666666666,24.416666666666668,16.0,26.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,12.0,2.0,2.0,2.0,16.0,3.0,5.0,1.0,,4.0,7.0,8.0,3.0,2.0,2.0,7.0,4.0,,2.0,,16.0,16.0,,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5333333333333333,0.15151515151515152,,0.75,0.3333333333333333,0.3333333333333333,0.125,0.25,0.5,0.07692307692307693,,0.21428571428571427,1.0,0.07142857142857142,0.07142857142857142,1.0,0.47053571428571433,0.04878048780487805,0.05714285714285714,0.45714285714285713,0.43243243243243246,2.0,1.0,0.5,,0.25,0.2857142857142857,2.0,6.0,4.0,1.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.5,0.5206166666666666,0.11428571428571428,1.0,2.0,,2.0,0.125,2.0,5.0,,1.0,1.0,,1.0,0.5,0.5,0.7142857142857143,0.4,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26666666666666666,0.3333333333333333,0.42857142857142855,0.5,0.5,0.10526315789473684,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
101110-101162-202322-203078-2400,1610612764,"Martell Webster, Marcin Gortat, John Wall, Bradley Beal, Drew Gooden","Webster, Gortat, Wall, Beal, Gooden",101110-101162-202322-203078-2400,WAS,556.0,4,9.0,-14.0,15.0,16.0,31,3.0,11.0,25.0,,4.0,6.0,,,2.0,1.0,4.0,,80.28776978417265,20.666666666666668,15.375,20.4,12.75,0.2,0.5019633333333333,9.009090909090908,4.0,5.0,,3.0,1.0,2.0,4.0,1.0,4.0,11.0,4.0,4.0,,2.0,1.0,2.0,3.0,,7.0,3.0,1.0,1.0,9.0,0.5,0.6666666666666666,0.25,0.25,0.36363636363636365,0.36666666666666664,0.36666666666666664,0.26666666666666666,0.6,0.5,0.5,1.0,0.3333333333333333,0.8,0.8,0.2,,,,0.13333333333333333,0.5,0.5,0.6,0.5,24.25,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,,7.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,3.0,,,,,7.0,3.0,,1.0,0.5,1.0,0.875,0.875,,,1.0,0.14285714285714285,0.2,,,0.5,0.13333333333333333,1.0,0.5,1.0,0.25,0.25,1.0,0.5429875,,,0.6363636363636364,0.2,,1.0,0.3333333333333333,1.0,,,1.0,1.0,2.0,,1.0,1.0,1.0,,,0.18181818181818182,,,,,,1.0,1.0,,1.0,1.0,,,0.3333333333333333,,1.0,1.0,,,,,,2.0,,1.0,,1.0,,,,,,1.0,,0.3333333333333333,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2014,2013-14,True
