EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,HeaveAttempts,PenaltyArc3Frequency,PenaltyOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2A,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,SelfOReb,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,ShortMidRangeAssists,Loose Ball Fouls,BlockingFoulsDrawn,SecondChanceFg2Pct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,Offensive Fouls Drawn,BlockedShortMidRange,PenaltyAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,LongMidRangeAssists,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,AtRimPctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedCorner3,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,StepOutOfBoundsTurnovers,BlockingFouls,NonShootingPenaltyNonTakeFouls,PenaltyArc3Accuracy,3SecondViolations,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,Clear Path Fouls,Arc3PctBlocked,HeaveMakes,team_id,year,season,team_vs
201149-201565-201959-203503-2550,1610612741,"Joakim Noah, Derrick Rose, Taj Gibson, Tony Snell, Kirk Hinrich","Noah, Rose, Gibson, Snell, Hinrich",201149-201565-201959-203503-2550,CHI,88.0,1,1.0,-5.0,4.0,3.0,,,7.0,,,,1.0,,1.0,,2.0,,1.0,,,5.0,,,,,,1.0,,,,,,,,,,2.0,2.0,,2.0,,,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,1.0,,,,,114.54545454545455,15.5,8.666666666666666,15.5,8.666666666666666,,,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,,0.45890000000000003,,,,10.2,25.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201565-201959-2399-2550,1610612741,"Joakim Noah, Derrick Rose, Taj Gibson, Mike Dunleavy, Kirk Hinrich","Noah, Rose, Gibson, Dunleavy, Hinrich",201149-201565-201959-2399-2550,CHI,438.0,6,7.0,-4.0,16.0,14.0,4.0,2.0,30.0,,4.0,,3.0,1.0,4.0,3.0,12.0,1.0,4.0,,9.0,13.0,,,6.0,,3.0,4.0,1.0,3.0,1.0,4.0,1.0,,9.0,1.0,1.0,6.0,7.0,4.0,11.0,1.0,1.0,1.0,,1.0,4.0,2.0,5.0,1.0,,,9.0,1.0,1.0,1.0,0.25,0.25,0.25,0.28125,0.28125,,0.25,0.25,0.75,0.5,0.3333333333333333,0.7,0.3333333333333333,0.3333333333333333,0.5,0.5,98.63013698630137,14.1875,15.071428571428571,12.875,14.5,0.25,,,,0.1875,,,0.25,0.25,0.25,1.0,0.5,0.25,0.440778125,,,,8.716666666666667,25.025,,,,,,2.0,,5.0,,,,,3.0,,1.0,,3.0,,3.0,,3.0,,1.0,,1.0,1.0,1.0,,,,0.25,0.2,0.3333333333333333,0.5,0.3333333333333333,,0.3125,,,,,0.5,,,,,0.5314666666666666,,,,3.0,,,3.0,2.0,,,,1.0,0.75,0.6,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,0.25,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201565-201959-2399-2736,1610612741,"Joakim Noah, Derrick Rose, Taj Gibson, Mike Dunleavy, Luol Deng","Noah, Rose, Gibson, Dunleavy, Deng",201149-201565-201959-2399-2736,CHI,100.0,1,2.0,,2.0,2.0,,,4.0,,,1.0,2.0,,,1.0,3.0,,,,2.0,2.0,,,2.0,,,,,1.0,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,2.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,0.5,,,,57.599999999999994,25.5,24.5,25.5,23.0,,,,,0.6666666666666666,0.5,0.5,,,,,,,0.37483333333333335,,,,15.433333333333332,,,,,,2.0,,,1.0,,,,,,,,3.0,1.0,,1.0,,,,,,,,,2.0,,,0.3333333333333333,1.0,0.5,,,,0.3333333333333333,,,,,,,,,,,0.37483333333333335,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,1.0,2.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201565-201959-2550-2736,1610612741,"Joakim Noah, Derrick Rose, Taj Gibson, Kirk Hinrich, Luol Deng","Noah, Rose, Gibson, Hinrich, Deng",201149-201565-201959-2550-2736,CHI,170.0,2,3.0,-14.0,6.0,8.0,2.0,3.0,14.0,,4.0,,1.0,,1.0,,8.0,,1.0,1.0,1.0,15.0,,,,,,1.0,,,,,,,,1.0,2.0,1.0,3.0,4.0,7.0,,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,0.05,,0.1111111111111111,,1.0,1.0,1.0,1.0,0.4444444444444444,1.0,1.0,1.0,118.58823529411764,15.666666666666666,9.5,12.833333333333334,9.5,0.4444444444444444,,,,0.1111111111111111,,,0.1111111111111111,,,,0.5555555555555556,,0.49648888888888887,,,,5.9125,26.3,,,,,1.0,3.0,,3.0,,,,,4.0,,,,2.0,,3.0,1.0,,,,1.0,,,,,,,0.25,0.3333333333333333,0.375,0.25,1.0,0.14285714285714285,0.3333333333333333,,,,,0.75,,,,,0.5367000000000001,,0.16666666666666666,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,,,,,,0.5,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201565-202710-2399-2430,1610612741,"Joakim Noah, Derrick Rose, Jimmy Butler, Mike Dunleavy, Carlos Boozer","Noah, Rose, Butler, Dunleavy, Boozer",201149-201565-202710-2399-2430,CHI,229.0,1,4.0,-6.0,7.0,6.0,,1.0,13.0,1.0,4.0,,2.0,,,1.0,6.0,,,,2.0,8.0,,,2.0,,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,2.0,2.0,4.0,,,1.0,1.0,,3.0,,2.0,,,,2.0,1.0,1.0,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,0.3333333333333333,0.25,1.0,,0.4,0.4,,,,81.7467248908297,16.0,19.5,15.285714285714286,14.5,0.6666666666666666,0.25,1.0,1.0,0.3333333333333333,,,,,,,0.6666666666666666,,0.5097666666666667,,,,7.916666666666667,,,,,,,2.0,,,,,,,2.0,,,,3.0,,2.0,,2.0,,1.0,,1.0,1.0,1.0,,,,0.5,,0.4,0.6666666666666666,,,,,,,,1.0,,,,,0.5683,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1610612741,2014,2013-14,False
201149-201565-202710-2399-2736,1610612741,"Joakim Noah, Derrick Rose, Jimmy Butler, Mike Dunleavy, Luol Deng","Noah, Rose, Butler, Dunleavy, Deng",201149-201565-202710-2399-2736,CHI,5.0,1,,,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,288.0,5.0,,4.0,,,,,,,,,1.0,,,,1.0,,0.3273,,,,,26.1,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3273,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201565-202710-2430-2550,1610612741,"Joakim Noah, Derrick Rose, Jimmy Butler, Carlos Boozer, Kirk Hinrich","Noah, Rose, Butler, Boozer, Hinrich",201149-201565-202710-2430-2550,CHI,1355.0,6,23.0,-5.0,45.0,46.0,8.0,4.0,91.0,10.0,14.0,1.0,7.0,4.0,6.0,12.0,24.0,7.0,10.0,7.0,52.0,57.0,,4.0,14.0,10.0,18.0,6.0,4.0,7.0,6.0,13.0,3.0,6.0,32.0,1.0,3.0,10.0,13.0,4.0,17.0,2.0,1.0,6.0,4.0,2.0,11.0,5.0,10.0,7.0,9.0,4.0,48.0,0.5833333333333334,0.6363636363636364,0.8571428571428571,0.7,0.7,0.5,0.6617647058823529,0.6842105263157895,0.6666666666666666,0.29411764705882354,0.5454545454545454,0.625,0.6,0.3333333333333333,0.6190476190476191,0.26666666666666666,,0.7142857142857143,0.6,96.70848708487085,14.022222222222222,15.73913043478261,13.666666666666666,14.478260869565217,0.4117647058823529,0.7142857142857143,0.7692307692307693,0.6,0.20588235294117646,0.14285714285714285,0.14285714285714285,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.75,0.7058823529411765,0.6666666666666666,0.5460338235294118,0.10810810810810811,0.14814814814814814,0.07692307692307693,7.416666666666667,24.39,1.0,3.0,,0.07692307692307693,13.0,2.0,7.0,3.0,3.0,4.0,,,2.0,,1.0,10.0,3.0,3.0,3.0,,5.0,2.0,2.0,1.0,3.0,2.0,4.0,13.0,,0.6666666666666666,0.125,0.6666666666666666,0.25,0.25,0.16666666666666666,,0.08823529411764706,0.11764705882352941,0.75,0.75,1.0,0.6666666666666666,,,,0.5384615384615384,0.5939333333333333,0.5444038461538462,0.28888888888888886,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.42857142857142855,1.0,0.3333333333333333,1.0,1.0,1.0,,1.0,5.0,1.0,2.0,6.0,1.0,,15.0,,15.0,0.3333333333333333,0.6,0.5769230769230769,0.5769230769230769,,0.7142857142857143,0.15384615384615385,0.5,0.28846153846153844,0.07142857142857142,,1.0,3.0,,,,1.0,2.0,,,1.0,1.0,,1.0,,1.0,,3.0,1.0,,,,,,,1.0,,0.75,0.5,0.3333333333333333,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1610612741,2014,2013-14,False
201149-201565-202710-2430-2736,1610612741,"Joakim Noah, Derrick Rose, Jimmy Butler, Carlos Boozer, Luol Deng","Noah, Rose, Butler, Boozer, Deng",201149-201565-202710-2430-2736,CHI,7337.0,13,122.0,20.0,224.0,227.0,7.0,37.0,451.0,48.0,87.0,16.0,48.0,8.0,28.0,80.0,178.0,12.0,37.0,40.0,236.0,216.0,9.0,38.0,98.0,62.0,36.0,28.0,8.0,49.0,12.0,61.0,8.0,32.0,134.0,8.0,18.0,76.0,95.0,41.0,136.0,21.0,6.0,13.0,5.0,8.0,30.0,15.0,37.0,39.0,46.0,21.0,198.0,0.6125,0.6712328767123288,1.0,0.32432432432432434,0.32432432432432434,0.449438202247191,0.4558139534883721,0.5,0.5135135135135135,0.17209302325581396,0.43333333333333335,0.7169811320754716,0.6923076923076923,0.34782608695652173,0.7121212121212122,0.3445378151260504,0.3157894736842105,0.8181818181818182,0.65,88.51574212893553,15.866071428571429,16.665198237885463,15.107142857142858,15.819383259911895,0.4046511627906977,0.5517241379310345,0.6575342465753424,0.6666666666666666,0.22325581395348837,0.3333333333333333,0.3404255319148936,0.13023255813953488,0.2857142857142857,0.2857142857142857,1.0,0.5767441860465117,0.2857142857142857,0.5063827906976744,0.09051724137931035,0.1076923076923077,0.16101694915254236,7.858426966292136,24.84324324324324,4.0,8.0,,0.12903225806451613,36.0,16.0,10.0,43.0,4.0,9.0,1.0,2.0,25.0,1.0,7.0,23.0,21.0,4.0,33.0,4.0,17.0,6.0,2.0,4.0,10.0,8.0,10.0,36.0,0.14285714285714285,0.453125,0.11797752808988764,0.13953488372093023,0.34375,0.41025641025641024,0.2903225806451613,0.04081632653061224,0.2,0.04186046511627907,0.4444444444444444,0.4444444444444444,1.0,0.5,0.0625,0.5,1.0,0.3225806451612903,0.5027055555555555,0.4815322580645161,0.16071428571428573,10.0,16.0,13.0,14.0,6.0,1.0,,0.52,0.3076923076923077,0.6,0.6875,0.37209302325581395,0.43243243243243246,0.375,0.625,1.0,2.0,2.0,2.0,4.0,5.0,3.0,11.0,30.0,11.0,30.0,0.375,0.21739130434782608,0.3064516129032258,0.40540540540540543,0.6875,0.2,0.12903225806451613,0.5,0.1271186440677966,0.16091954022988506,,5.0,,,,1.0,15.0,6.0,,2.0,5.0,1.0,2.0,4.0,,,,5.0,,3.0,,0.020833333333333332,,0.5,,0.5,0.8333333333333334,0.5,0.3,0.15625,,,2.0,,,,,1.0,,,,0.25,1.0,,,,,,,1610612741,2014,2013-14,False
201149-201565-202710-2550-2736,1610612741,"Joakim Noah, Derrick Rose, Jimmy Butler, Kirk Hinrich, Luol Deng","Noah, Rose, Butler, Hinrich, Deng",201149-201565-202710-2550-2736,CHI,133.0,3,2.0,-1.0,4.0,6.0,6.0,1.0,10.0,,2.0,,,,,,2.0,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,,,1.0,,1.0,2.0,,2.0,1.0,2.0,,2.0,,,,,,,,0.3333333333333333,,,0.5,0.6666666666666666,,,0.5,0.5,,0.5,,108.27067669172932,13.0,13.5,12.75,11.333333333333334,1.0,,,,,,,,,,,1.0,,0.439,,,,3.05,,,,,,4.0,1.0,2.0,,,,,,1.0,,,2.0,,,1.0,,1.0,2.0,,1.0,,,,4.0,,,,,0.5,0.5,,,,,,,,1.0,,,,1.0,0.5247,0.439,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,2.0,,2.0,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1610612741,2014,2013-14,False
201149-201565-203503-2430-2550,1610612741,"Joakim Noah, Derrick Rose, Tony Snell, Carlos Boozer, Kirk Hinrich","Noah, Rose, Snell, Boozer, Hinrich",201149-201565-203503-2430-2550,CHI,316.0,1,5.0,-5.0,13.0,13.0,12.0,3.0,26.0,5.0,6.0,,1.0,,2.0,5.0,9.0,,2.0,3.0,13.0,18.0,,2.0,4.0,6.0,,2.0,,2.0,,2.0,,2.0,4.0,1.0,,,2.0,3.0,5.0,3.0,,2.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,2.0,11.0,0.4,0.5,,,,0.5555555555555556,0.45454545454545453,0.5,0.3333333333333333,0.18181818181818182,0.6666666666666666,,,0.5,,0.3333333333333333,0.5,,,118.48101265822785,12.538461538461538,11.76923076923077,11.692307692307692,11.76923076923077,0.5454545454545454,0.8333333333333334,0.8333333333333334,0.4,0.09090909090909091,,,0.18181818181818182,,,,0.7272727272727273,,0.56505,0.16666666666666666,0.2,0.15384615384615385,4.311111111111111,25.45,,,,,9.0,1.0,3.0,2.0,,,,,2.0,,1.0,5.0,1.0,,1.0,,1.0,3.0,,1.0,,,,9.0,,0.3333333333333333,0.1111111111111111,0.5,0.25,1.0,,,0.18181818181818182,,,,,0.3333333333333333,,,,0.6,0.45015,0.5392,0.6923076923076923,1.0,,1.0,2.0,,,1.0,0.5,,,,,,,1.0,,,3.0,,,3.0,,3.0,9.0,,9.0,,0.6,0.6,0.75,,1.0,,,0.6923076923076923,,,1.0,,,1.0,2.0,3.0,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,1610612741,2014,2013-14,False
201149-201565-2399-2430-2550,1610612741,"Joakim Noah, Derrick Rose, Mike Dunleavy, Carlos Boozer, Kirk Hinrich","Noah, Rose, Dunleavy, Boozer, Hinrich",201149-201565-2399-2430-2550,CHI,512.0,4,9.0,-13.0,14.0,17.0,3.0,,31.0,4.0,5.0,,2.0,1.0,2.0,5.0,12.0,1.0,2.0,,13.0,26.0,,,8.0,2.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,11.0,,1.0,2.0,4.0,,4.0,,,,,,,2.0,2.0,1.0,,,13.0,0.8,0.8,1.0,0.5,0.5,0.4166666666666667,0.4642857142857143,0.4642857142857143,,0.14285714285714285,,0.5,1.0,,0.6,,,1.0,1.0,87.1875,19.571428571428573,14.0,19.571428571428573,13.352941176470589,0.35714285714285715,0.8,0.8,1.0,0.14285714285714285,,,0.14285714285714285,0.5,0.5,1.0,0.5,0.5,0.4780464285714286,,,,8.25,24.65,,,,,,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,0.08333333333333333,0.2,,,,,0.35714285714285715,,,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201565-2399-2430-2736,1610612741,"Joakim Noah, Derrick Rose, Mike Dunleavy, Carlos Boozer, Luol Deng","Noah, Rose, Dunleavy, Boozer, Deng",201149-201565-2399-2430-2736,CHI,2253.0,5,38.0,-9.0,75.0,78.0,5.0,12.0,153.0,18.0,32.0,4.0,12.0,2.0,5.0,26.0,64.0,2.0,6.0,13.0,71.0,80.0,2.0,22.0,22.0,30.0,6.0,5.0,2.0,11.0,2.0,13.0,2.0,6.0,28.0,1.0,2.0,26.0,31.0,20.0,51.0,4.0,1.0,9.0,6.0,3.0,18.0,4.0,13.0,12.0,15.0,7.0,49.0,0.4230769230769231,0.5789473684210527,1.0,0.3333333333333333,0.3333333333333333,0.40625,0.4142857142857143,0.461038961038961,0.5789473684210527,0.08571428571428572,0.5,0.896551724137931,0.2857142857142857,0.25,0.7777777777777778,0.47619047619047616,,0.9375,0.2,97.7896138482024,15.533333333333333,13.948717948717949,14.92,13.448717948717949,0.45714285714285713,0.5625,0.6206896551724138,0.3333333333333333,0.17142857142857143,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.4,0.4,1.0,0.5428571428571428,0.4,0.50332,0.09210526315789473,0.1,0.30985915492957744,6.8921875,25.133333333333336,1.0,1.0,,0.125,9.0,15.0,4.0,20.0,,1.0,,,18.0,,,7.0,4.0,,19.0,1.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,9.0,,0.5555555555555556,0.0625,0.05,0.5,0.5,0.25,0.02631578947368421,0.2857142857142857,0.014285714285714285,,,,0.8333333333333334,,,,0.5,0.5280705882352941,0.5021875,0.12,9.0,4.0,10.0,14.0,1.0,,,0.5555555555555556,0.625,0.75,0.8888888888888888,0.2,0.21052631578947367,0.25,0.6,3.0,,2.0,,,2.0,,4.0,8.0,4.0,8.0,,0.2857142857142857,0.25,0.4,1.0,0.5,,,0.11267605633802817,0.09375,,,,,,3.0,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,,1.0,0.5,1.0,0.1111111111111111,,,,1.0,,,,,,,,,,,,,,1.0,,,1610612741,2014,2013-14,False
201149-201565-2399-2550-2736,1610612741,"Joakim Noah, Derrick Rose, Mike Dunleavy, Kirk Hinrich, Luol Deng","Noah, Rose, Dunleavy, Hinrich, Deng",201149-201565-2399-2550-2736,CHI,7.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2014,2013-14,False
201149-201565-2430-2550-2736,1610612741,"Joakim Noah, Derrick Rose, Carlos Boozer, Kirk Hinrich, Luol Deng","Noah, Rose, Boozer, Hinrich, Deng",201149-201565-2430-2550-2736,CHI,821.0,4,14.0,2.0,28.0,24.0,5.0,2.0,52.0,8.0,11.0,1.0,6.0,1.0,4.0,12.0,22.0,1.0,4.0,6.0,33.0,31.0,,4.0,10.0,14.0,3.0,4.0,1.0,5.0,1.0,6.0,1.0,3.0,13.0,,2.0,4.0,6.0,3.0,9.0,3.0,,3.0,2.0,1.0,4.0,3.0,4.0,5.0,8.0,5.0,29.0,0.4166666666666667,0.5,1.0,0.25,0.25,0.5454545454545454,0.5192307692307693,0.5689655172413793,0.6666666666666666,0.15384615384615385,0.75,0.3333333333333333,0.6666666666666666,,0.4,0.25,,0.4,0.6666666666666666,91.20584652862362,15.214285714285714,16.458333333333332,14.464285714285714,15.041666666666666,0.4230769230769231,0.7272727272727273,0.8888888888888888,0.375,0.23076923076923078,0.16666666666666666,0.16666666666666666,0.15384615384615385,0.25,0.25,1.0,0.5769230769230769,0.25,0.5025942307692307,0.1724137931034483,0.2,0.12121212121212122,7.5227272727272725,25.475,2.0,2.0,,0.4,4.0,3.0,2.0,5.0,,,,,3.0,,,3.0,2.0,,3.0,1.0,1.0,,,,,,,4.0,,0.6666666666666666,0.09090909090909091,,0.3,0.6666666666666666,0.2,0.1,0.19230769230769232,,,,,1.0,,,,0.4,0.6178666666666667,0.41939000000000004,0.14285714285714285,2.0,3.0,2.0,4.0,1.0,1.0,,0.6666666666666666,,0.5,,0.6,0.6,0.3333333333333333,0.6666666666666666,,,2.0,,,3.0,1.0,,9.0,1.0,9.0,0.5,1.0,0.9,0.9,1.0,1.0,,,0.2727272727272727,0.18181818181818182,,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,1610612741,2014,2013-14,False
201149-201571-201858-201959-2399,1610612741,"Joakim Noah, D.J. Augustin, Cartier Martin, Taj Gibson, Mike Dunleavy","Noah, Augustin, Martin, Gibson, Dunleavy",201149-201571-201858-201959-2399,CHI,269.0,1,4.0,3.0,8.0,8.0,1.0,1.0,16.0,1.0,2.0,,,,,1.0,2.0,2.0,3.0,2.0,10.0,7.0,,2.0,,2.0,6.0,,,,2.0,2.0,,,6.0,,,3.0,5.0,1.0,6.0,,,1.0,1.0,,3.0,1.0,3.0,2.0,2.0,1.0,8.0,,,1.0,0.6666666666666666,0.6666666666666666,0.5,0.8,0.8333333333333334,1.0,0.6,0.3333333333333333,0.75,,,0.75,0.5,,,,85.65055762081785,15.25,18.375,15.25,17.25,0.4,0.5,0.5,,,,,,,,,1.0,,0.6125200000000001,0.16666666666666666,0.3333333333333333,0.2,1.85,23.833333333333332,,,,,,1.0,,,2.0,3.0,,,1.0,,,,,2.0,1.0,,2.0,,,,,,,,,1.0,,,1.0,1.0,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,0.5735,,,1.0,,1.0,2.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1610612741,2014,2013-14,False
