EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,BlockingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,LostBallTurnovers,ShootingFouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,SelfOReb,Steals,BadPassSteals,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,ShortMidRangeAssists,LostBallSteals,ShortMidRangePctAssisted,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,PenaltyArc3FGM,StepOutOfBoundsTurnovers,BlockingFouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,ShortMidRangePctBlocked,DefCorner3ReboundPct,PenaltyArc3Accuracy,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceFG3M,LongMidRangeAssists,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,SecondChanceAtRimPctAssisted,Travels,Technical Free Throw Trips,LongMidRangePctBlocked,OffCorner3ReboundPct,Charge Fouls Drawn,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,team_id,year,season,team_vs
101145-101181-1713-1717-201148,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Brandan Wright","Ellis, Calderon, Carter, Nowitzki, Wright",101145-101181-1713-1717-201148,DAL,152.0,3,3.0,-1.0,5.0,4.0,5.0,4.0,9,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,85.26315789473685,12.2,22.75,12.2,18.75,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.35908333333333337,0.35908333333333337,1.0,19.55,22.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-201971,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, DeJuan Blair","Ellis, Calderon, Carter, Nowitzki, Blair",101145-101181-1713-1717-201971,DAL,260.0,3,4.0,1.0,9.0,7.0,6.0,3.0,16,2.0,,,,,5.0,1.0,2.0,,9.0,8.0,3.0,,1.0,,4.0,3.0,1.0,2.0,,5.0,1.0,3.0,5.0,2.0,,3.0,3.0,1.0,,,7.0,4.0,6.0,,1.0,0.5,,0.5,0.6428571428571429,0.5,0.6428571428571429,0.5,0.2857142857142857,1.0,1.0,1.0,88.61538461538463,18.0,14.0,14.0,14.0,0.2857142857142857,,,,,,,0.5714285714285714,0.47385,0.432975,0.4444444444444444,9.040000000000001,24.55,0.6666666666666666,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.5,0.25,0.25,0.5,0.3783,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-2223,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Samuel Dalembert","Ellis, Calderon, Carter, Nowitzki, Dalembert",101145-101181-1713-1717-2223,DAL,493.0,4,8.0,-8.0,13.0,14.0,2.0,8.0,27,3.0,1.0,1.0,,,10.0,1.0,4.0,,9.0,17.0,2.0,,1.0,,,3.0,1.0,1.0,1.0,3.0,5.0,7.0,10.0,1.0,,2.0,1.0,3.0,2.0,,7.0,,2.0,,1.0,0.25,,0.25,0.32142857142857145,,0.3,,0.2857142857142857,0.8333333333333334,0.7777777777777778,1.0,78.86409736308316,17.615384615384617,18.857142857142858,16.923076923076923,17.785714285714285,0.21428571428571427,0.07142857142857142,1.0,1.0,1.0,,,0.6428571428571429,0.5040714285714285,0.3858333333333333,,7.219999999999999,26.325,0.15384615384615385,2.0,2.0,5.0,1.0,1.0,2.0,1.0,,3.0,1.0,3.0,1.0,1.0,2.0,,,6.0,3.0,,,,,2.0,,2.0,,3.0,1.0,,,1.0,3.0,,1.0,,,,,0.3,1.0,,1.0,1.0,0.5,,,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.35714285714285715,0.4,0.5,,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.21428571428571427,,,,1.0,0.3333333333333333,0.3333333333333333,,0.7297,0.2222222222222222,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.1,0.2,0.5,0.5,0.5,0.75,1.0,1.0,1.0,0.06666666666666667,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-2734,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Devin Harris","Ellis, Calderon, Carter, Nowitzki, Harris",101145-101181-1713-1717-2734,DAL,468.0,4,8.0,-5.0,17.0,18.0,3.0,7.0,35,3.0,,1.0,,1.0,10.0,1.0,5.0,4.0,15.0,20.0,1.0,,1.0,2.0,4.0,,,,,,4.0,5.0,9.0,1.0,,4.0,,5.0,4.0,,11.0,4.0,3.0,,,0.2,,0.2,0.36666666666666664,0.5,0.4411764705882353,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,107.6923076923077,16.058823529411764,10.833333333333334,13.882352941176471,10.444444444444445,0.2,0.06666666666666667,,,,0.5,,0.6666666666666666,0.5051233333333334,0.44294999999999995,0.26666666666666666,8.260000000000002,24.66,0.17647058823529413,3.0,2.0,5.0,,,2.0,,1.0,4.0,,4.0,1.0,1.0,4.0,1.0,,8.0,4.0,1.0,,,,3.0,,,1.0,4.0,3.0,,2.0,,5.0,,,,1.0,,,0.4,1.0,1.0,0.5,0.6666666666666666,0.75,1.0,,0.5,,0.4,0.3333333333333333,,0.3333333333333333,0.4,0.4,,0.13333333333333333,,,0.26666666666666666,0.25,0.25,,,,,0.25,0.5221,0.26666666666666666,,2.0,,1.0,1.0,2.0,2.0,,,,,,,0.25,,0.3333333333333333,1.0,1.0,,,0.11764705882352941,0.16666666666666666,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.2,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1890-201148,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Shawn Marion, Brandan Wright","Ellis, Calderon, Carter, Marion, Wright",101145-101181-1713-1890-201148,DAL,237.0,2,4.0,1.0,8.0,7.0,1.0,1.0,15,3.0,,,,,7.0,,,1.0,9.0,8.0,1.0,,,,,,,1.0,,2.0,1.0,3.0,4.0,,,1.0,,2.0,2.0,,7.0,,1.0,,,,,,0.5714285714285714,,0.5625,,,1.0,1.0,1.0,91.13924050632912,12.75,19.285714285714285,12.75,19.285714285714285,0.42857142857142855,,,,,,,0.42857142857142855,0.48964285714285716,0.4001,,9.6,,0.125,1.0,2.0,3.0,1.0,,1.0,1.0,,,,4.0,1.0,1.0,2.0,,2.0,6.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,3.0,,,,,0.25,0.3333333333333333,0.5714285714285714,1.0,,1.0,1.0,1.0,1.0,,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.14285714285714285,0.3333333333333333,0.3333333333333333,,,,,1.0,,,,0.6355,0.2222222222222222,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,1.0,0.125,0.125,1.0,,,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1890-201971,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Shawn Marion, DeJuan Blair","Ellis, Calderon, Carter, Marion, Blair",101145-101181-1713-1890-201971,DAL,308.0,3,5.0,2.0,9.0,10.0,3.0,3.0,19,2.0,1.0,2.0,,,5.0,1.0,2.0,2.0,11.0,9.0,2.0,,,,2.0,,,2.0,,4.0,3.0,4.0,6.0,,,3.0,2.0,1.0,2.0,,11.0,2.0,3.0,,,0.5,,0.5,0.6428571428571429,0.5,0.6875,0.5,0.2857142857142857,1.0,1.0,1.0,88.83116883116882,15.333333333333334,17.0,14.444444444444445,17.0,0.2857142857142857,0.2857142857142857,0.5,0.5,,,,0.42857142857142855,0.4562857142857143,0.368,0.18181818181818182,11.379999999999999,23.0,0.3333333333333333,1.0,,1.0,,1.0,2.0,1.0,,,,3.0,,,,1.0,4.0,2.0,,,2.0,,,2.0,,1.0,,2.0,3.0,,2.0,,3.0,,,,,0.6666666666666666,0.6666666666666666,0.6,,0.5,,,1.0,,,1.0,1.0,0.6666666666666666,1.0,1.0,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,,,,,,0.5,,,0.5772,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,0.125,0.16666666666666666,2.0,,1.0,,3.0,,,,1.0,,,1.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1890-2223,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Shawn Marion, Samuel Dalembert","Ellis, Calderon, Carter, Marion, Dalembert",101145-101181-1713-1890-2223,DAL,1294.0,5,22.0,10.0,43.0,39.0,5.0,4.0,82,13.0,1.0,2.0,,1.0,25.0,5.0,12.0,7.0,46.0,36.0,2.0,1.0,2.0,3.0,6.0,15.0,5.0,7.0,1.0,19.0,8.0,14.0,17.0,4.0,,6.0,,8.0,8.0,,41.0,6.0,5.0,,1.0,0.4166666666666667,0.5,0.4166666666666667,0.527027027027027,0.375,0.575,0.5,0.32432432432432434,0.4444444444444444,0.5217391304347826,0.2,91.25193199381762,13.837209302325581,17.923076923076923,12.953488372093023,15.692307692307692,0.35135135135135137,0.05405405405405406,0.5,0.5,1.0,0.25,,0.5135135135135135,0.4900959459459459,0.48955,0.13043478260869565,10.764000000000001,24.983333333333334,0.11627906976744186,5.0,4.0,7.0,1.0,,5.0,7.0,4.0,10.0,1.0,12.0,2.0,3.0,5.0,,4.0,20.0,10.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,,1.0,2.0,11.0,1.0,,,,0.16666666666666666,0.16666666666666666,0.48,0.6666666666666666,,0.6666666666666666,0.8333333333333334,0.3333333333333333,1.0,1.0,0.15384615384615385,0.8,0.1,,1.0,0.1891891891891892,0.5714285714285714,0.8,0.5,0.13513513513513514,0.5384615384615384,0.5384615384615384,0.2702702702702703,0.4,0.4,1.0,0.3333333333333333,,0.25,0.4,0.43026666666666663,0.10869565217391304,1.0,,3.0,,1.0,5.0,5.0,4.0,2.0,4.0,1.0,0.12,0.2857142857142857,,0.25,,0.4,0.625,0.25,1.0,0.125,0.17857142857142858,1.0,,,1.0,,,7.0,3.0,1.0,1.0,1.0,0.16666666666666666,,0.2,0.25,,,4.0,,,,,1.0,1.0,1.0,2.0,2.0,0.2,0.75,1.0,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1717-1890-201148,1610612742,"Monta Ellis, Jose Calderon, Dirk Nowitzki, Shawn Marion, Brandan Wright","Ellis, Calderon, Nowitzki, Marion, Wright",101145-101181-1717-1890-201148,DAL,552.0,3,9.0,,20.0,20.0,15.0,9.0,40,7.0,2.0,2.0,2.0,2.0,12.0,4.0,5.0,4.0,28.0,28.0,8.0,4.0,5.0,2.0,24.0,9.0,3.0,7.0,2.0,17.0,2.0,4.0,5.0,1.0,,2.0,2.0,2.0,4.0,,25.0,24.0,15.0,,0.75,0.8,0.8,0.8,0.7058823529411765,0.8461538461538461,0.7368421052631579,0.8571428571428571,0.29411764705882354,0.6666666666666666,0.8,,104.34782608695653,13.3,14.3,12.7,14.25,0.4117647058823529,0.11764705882352941,1.0,1.0,1.0,0.15384615384615385,1.0,0.5294117647058824,0.5355235294117646,0.5518384615384615,0.8571428571428571,10.9,24.880000000000003,0.75,1.0,3.0,4.0,,3.0,1.0,3.0,2.0,3.0,3.0,6.0,,,3.0,5.0,8.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,,2.0,,1.0,1.0,,1.0,,5.0,,1.0,,,0.6666666666666666,0.6666666666666666,0.5,,0.625,1.5,1.5,0.5,,,0.16666666666666666,1.0,0.14285714285714285,,1.0,0.23529411764705882,0.75,0.75,1.0,0.058823529411764705,0.42857142857142855,0.42857142857142855,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.5,,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.4902,0.10714285714285714,,,,,,5.0,2.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,0.10526315789473684,0.14285714285714285,,1.0,1.0,,3.0,,2.0,2.0,,,,,,,,1.0,,,,,,,2.0,,,,,,1.0,0.6666666666666666,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1717-1890-201971,1610612742,"Monta Ellis, Jose Calderon, Dirk Nowitzki, Shawn Marion, DeJuan Blair","Ellis, Calderon, Nowitzki, Marion, Blair",101145-101181-1717-1890-201971,DAL,553.0,4,9.0,-7.0,17.0,20.0,10.0,13.0,37,4.0,,2.0,,1.0,18.0,1.0,3.0,2.0,21.0,28.0,10.0,1.0,2.0,2.0,13.0,,,4.0,,8.0,1.0,3.0,8.0,,,,,4.0,4.0,,15.0,13.0,10.0,,,0.3333333333333333,0.5,0.3333333333333333,0.4523809523809524,0.4583333333333333,0.45652173913043476,0.4642857142857143,0.14285714285714285,0.25,0.5,,96.34719710669077,16.235294117647058,13.85,15.411764705882353,12.55,0.19047619047619047,0.09523809523809523,,,,0.08333333333333333,,0.5714285714285714,0.5355952380952381,0.5438708333333333,0.6190476190476191,6.677777777777777,23.400000000000002,0.5882352941176471,5.0,5.0,9.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,8.0,3.0,4.0,6.0,4.0,8.0,8.0,1.0,1.0,4.0,,3.0,5.0,,2.0,,5.0,,,,,6.0,,,,3.0,0.5,0.5714285714285714,0.4444444444444444,0.75,0.4,0.6,0.6,,,,0.5,1.0,0.4166666666666667,0.5,1.0,0.42857142857142855,0.5555555555555556,0.5555555555555556,0.6,0.23809523809523808,0.25,0.25,0.047619047619047616,1.0,1.0,,0.8,0.5,0.08333333333333333,1.0,0.61173,0.2857142857142857,3.0,2.0,,,,3.0,2.0,1.0,,1.0,,,,,0.6666666666666666,,1.0,,,0.75,0.08695652173913043,0.1,2.0,,1.0,,3.0,2.0,2.0,1.0,,,,0.3333333333333333,0.16666666666666666,0.4,0.4,,,1.0,,1.0,,0.2,1.0,,1.0,,1.0,,1.0,1.0,2.0,,,1.0,,1.0,,,0.3333333333333333,0.6666666666666666,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1717-1890-2223,1610612742,"Monta Ellis, Jose Calderon, Dirk Nowitzki, Shawn Marion, Samuel Dalembert","Ellis, Calderon, Nowitzki, Marion, Dalembert",101145-101181-1717-1890-2223,DAL,4890.0,9,82.0,-12.0,151.0,151.0,10.0,8.0,302,55.0,1.0,11.0,,,117.0,14.0,37.0,21.0,163.0,175.0,4.0,3.0,5.0,5.0,20.0,36.0,12.0,38.0,1.0,88.0,35.0,51.0,79.0,6.0,,15.0,,25.0,24.0,1.0,140.0,20.0,10.0,1.0,0.8571428571428571,0.3783783783783784,0.6,0.3783783783783784,0.461038961038961,0.8333333333333334,0.4969512195121951,0.9090909090909091,0.24025974025974026,0.7291666666666666,0.7619047619047619,0.7142857142857143,88.93251533742331,16.52317880794702,15.860927152317881,15.509933774834437,15.357615894039736,0.35714285714285715,0.07142857142857142,0.09090909090909091,0.09090909090909091,1.0,,,0.512987012987013,0.5020866883116882,0.49415000000000003,0.12269938650306748,10.366666666666665,24.445945945945947,0.06622516556291391,21.0,23.0,42.0,11.0,2.0,20.0,19.0,13.0,26.0,5.0,50.0,7.0,15.0,23.0,3.0,52.0,48.0,26.0,13.0,26.0,11.0,15.0,23.0,,13.0,3.0,28.0,9.0,2.0,6.0,2.0,25.0,1.0,1.0,,1.0,0.52,0.5777777777777777,0.42735042735042733,0.4666666666666667,0.75,0.40476190476190477,0.4791666666666667,0.6,1.0,,0.34328358208955223,0.8666666666666667,0.3146067415730337,0.5789473684210527,0.9090909090909091,0.2727272727272727,0.5476190476190477,0.6216216216216216,0.6521739130434783,0.12987012987012986,0.34545454545454546,0.35185185185185186,0.16883116883116883,0.5,0.5,0.8461538461538461,0.5238095238095238,0.2222222222222222,0.5555555555555556,0.5,0.5360911764705882,0.1411042944785276,6.0,10.0,6.0,5.0,3.0,14.0,12.0,6.0,1.0,6.0,3.0,0.05128205128205128,0.11904761904761904,0.22727272727272727,0.5,0.16666666666666666,0.7272727272727273,0.7391304347826086,0.5,0.5454545454545454,0.0736196319018405,0.09523809523809523,8.0,3.0,6.0,6.0,6.0,1.0,11.0,8.0,2.0,2.0,1.0,0.16666666666666666,0.012048192771084338,0.4,0.4,0.14285714285714285,4.0,3.0,0.5,3.0,,0.14285714285714285,3.0,,1.0,3.0,5.0,,0.75,0.6,1.0,1.0,1.0,7.0,0.16666666666666666,0.3684210526315789,0.3333333333333333,1.0,0.5,0.16666666666666666,1.0,1.0,0.01818181818181818,0.3,,,,,,1610612742,2014,2013-14,False
