EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,SecondChanceFG2A,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Charge Fouls Drawn,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PtsAssisted3s,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Assisted3sPct,DefLongMidRangeReboundPct,Arc3PctAssisted,SecondChanceAtRimFGA,Fg2aBlocked,OffTwoPtRebounds,StepOutOfBoundsTurnovers,Travels,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,BadPassSteals,2pt And 1 Free Throw Trips,PenaltyOffPoss,PenaltyDefPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Clear Path Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGA,Corner3FGM,PenaltyFG2A,Corner3Assists,BadPassTurnovers,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,SecondChanceTurnovers,DefCorner3ReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTDefRebounds,DefFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,RecoveredBlocks,LongMidRangePctBlocked,BlocksRecoveredPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls,BlockedLongMidRange,BlockedShortMidRange,OffShortMidRangeReboundPct,SecondChanceFtPoints,ShortMidRangePctBlocked,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
201177-201604-201945-202689-203469,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gerald Henderson, Kemba Walker, Cody Zeller","McRoberts, Douglas-Roberts, Henderson, Walker, Zeller",201177-201604-201945-202689-203469,CHA,180.0,1,3.0,-2.0,5.0,6.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,88.0,13.2,19.0,13.2,19.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0,0.25,0.25,0.75,0.5577875,0.2,0.3333333333333333,5.7,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-201945-202689-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gerald Henderson, Kemba Walker, Al Jefferson","McRoberts, Douglas-Roberts, Henderson, Walker, Jefferson",201177-201604-201945-202689-2744,CHA,437.0,2,7.0,-7.0,14.0,13.0,27.0,1.0,1.0,1.0,3.0,,5.0,3.0,8.0,5.0,2.0,11.0,18.0,4.0,2.0,5.0,2.0,2.0,,4.0,1.0,3.0,4.0,5.0,3.0,4.0,3.0,,2.0,1.0,11.0,0.6666666666666666,0.6666666666666666,0.375,0.34615384615384615,0.39285714285714285,0.38461538461538464,1.0,1.0,1.0,1.0,1.0,88.97025171624715,18.0,14.23076923076923,17.357142857142858,14.23076923076923,0.07692307692307693,1.0,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,0.38461538461538464,0.46153846153846156,0.46655,0.07142857142857142,0.1111111111111111,11.3125,25.18,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.25,0.1111111111111111,0.25,1.0,0.1111111111111111,1.0,0.3076923076923077,0.25,0.25,1.0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-202687-202689,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Bismack Biyombo, Kemba Walker","McRoberts, Douglas-Roberts, Neal, Biyombo, Walker",201177-201604-202390-202687-202689,CHA,170.0,1,3.0,1.0,5.0,5.0,10.0,,,,,,1.0,,,1.0,2.0,5.0,4.0,,,1.0,,1.0,,3.0,,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,,,,1.5,1.25,1.0,1.0,,1.0,1.0,,84.70588235294117,12.0,22.0,12.0,22.0,,,,,,,,,1.0,1.0,0.4752,0.5,1.0,,26.5,,,,1.0,1.0,,,1.0,,,,,,,,3.0,,3.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-202687-2557,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Bismack Biyombo, Luke Ridnour","McRoberts, Douglas-Roberts, Neal, Biyombo, Ridnour",201177-201604-202390-202687-2557,CHA,328.0,1,5.0,-5.0,8.0,8.0,16.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,,7.0,12.0,2.0,2.0,1.0,1.0,2.0,,5.0,,2.0,2.0,4.0,,,1.0,,,,7.0,0.5,0.5,0.5,0.5,0.5,0.42857142857142855,0.5,,0.5,0.6666666666666666,,70.2439024390244,21.75,19.25,19.5,19.125,0.2857142857142857,0.5,1.0,0.14285714285714285,1.0,1.0,,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.54035,,,8.975,23.8,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,2.0,,,,3.0,,3.0,,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,1.0,0.14285714285714285,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.5,0.3963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-202689-203469,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Kemba Walker, Cody Zeller","McRoberts, Douglas-Roberts, Neal, Walker, Zeller",201177-201604-202390-202689-203469,CHA,116.0,1,2.0,-1.0,4.0,4.0,8.0,1.0,2.0,,,,1.0,2.0,3.0,1.0,1.0,5.0,6.0,4.0,,1.0,2.0,2.0,,4.0,,,,,,,1.0,,1.0,1.0,5.0,1.0,1.0,0.6666666666666666,0.5,0.625,0.25,,,,,,99.3103448275862,15.25,13.75,15.25,13.75,0.5,0.5,1.0,,,,,,0.25,0.75,0.606175,0.25,0.3333333333333333,7.566666666666666,26.6,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,0.3333333333333333,0.5,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-202689-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Kemba Walker, Al Jefferson","McRoberts, Douglas-Roberts, Neal, Walker, Jefferson",201177-201604-202390-202689-2744,CHA,217.0,4,4.0,-7.0,7.0,10.0,17.0,,1.0,,1.0,,3.0,,2.0,3.0,1.0,7.0,14.0,,,3.0,,1.0,,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,2.0,1.0,7.0,,,,0.6,0.5833333333333334,0.6,0.5,1.0,0.6666666666666666,,1.0,112.8110599078341,12.285714285714286,13.1,12.285714285714286,10.5,0.2,,,0.2,,,,,0.6,0.8,0.44223999999999997,0.16666666666666666,0.3333333333333333,4.0,25.166666666666668,,,,2.0,2.0,,3.0,2.0,,,,,,1.0,,,,1.0,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,1.0,1.0,,,,0.5,1.0,0.5,,,,,,,,,,,,,1.0,,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.5,0.75,0.75,1.0,1.0,0.5,0.384825,0.42857142857142855,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-203469-2557,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Cody Zeller, Luke Ridnour","McRoberts, Douglas-Roberts, Neal, Zeller, Ridnour",201177-201604-202390-203469-2557,CHA,294.0,2,5.0,1.0,10.0,7.0,17.0,,1.0,,1.0,3.0,1.0,,4.0,4.0,2.0,11.0,10.0,,,1.0,,2.0,,6.0,,3.0,3.0,4.0,,,1.0,,2.0,1.0,11.0,,,,0.5625,0.6111111111111112,0.5,1.0,,1.0,,,83.26530612244898,17.0,17.714285714285715,16.6,17.714285714285715,0.125,,,0.125,,,,0.375,0.125,0.625,0.4730875,0.1111111111111111,0.2,10.5,23.7,1.0,,2.0,1.0,3.0,1.0,3.0,1.0,,,,1.0,,,,1.0,,2.0,,0.75,0.75,,0.2,,1.0,,,0.25,,,,1.0,1.0,1.0,6.0,2.0,,,,,0.6666666666666666,1.0,,1.0,1.0,1.0,,1.0,0.25,1.0,0.25,,,1.0,0.4473,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,3.0,3.0,,1.0,0.375,0.375,0.5,0.25,1.0,0.4114,0.2727272727272727,0.3,1.0,2.0,3.0,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202390-2557-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Gary Neal, Luke Ridnour, Al Jefferson","McRoberts, Douglas-Roberts, Neal, Ridnour, Jefferson",201177-201604-202390-2557-2744,CHA,17.0,1,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,84.70588235294117,17.0,,17.0,,,,,,,,,,1.0,1.0,0.45975,,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,,0.45975,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202689-203077-203469,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Kemba Walker, Michael Kidd-Gilchrist, Cody Zeller","McRoberts, Douglas-Roberts, Walker, Kidd-Gilchrist, Zeller",201177-201604-202689-203077-203469,CHA,152.0,1,3.0,-3.0,5.0,4.0,9.0,1.0,2.0,,1.0,,,1.0,4.0,,,2.0,5.0,,2.0,,,,,,1.0,,1.0,2.0,,1.0,,,,,2.0,,,0.25,0.25,0.25,,,1.0,1.0,,,85.26315789473685,17.0,16.75,17.0,16.75,0.5,0.5,0.5,0.25,,,,,,0.5,0.3703,,,7.7,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,2.0,,,,,0.5,,,,,0.25,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
201177-201604-202689-203077-2744,1610612766,"Josh McRoberts, Chris Douglas-Roberts, Kemba Walker, Michael Kidd-Gilchrist, Al Jefferson","McRoberts, Douglas-Roberts, Walker, Kidd-Gilchrist, Jefferson",201177-201604-202689-203077-2744,CHA,233.0,2,4.0,6.0,7.0,7.0,14.0,1.0,2.0,1.0,2.0,,3.0,2.0,4.0,3.0,2.0,9.0,3.0,4.0,,3.0,2.0,3.0,1.0,7.0,2.0,,2.0,3.0,2.0,2.0,2.0,,2.0,,7.0,1.0,1.0,0.5,0.5,0.5625,0.42857142857142855,,1.0,1.0,,1.0,86.52360515021459,14.857142857142858,18.428571428571427,13.857142857142858,18.428571428571427,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.5,1.0,,0.42857142857142855,0.7142857142857143,0.4729571428571428,,,7.5,24.666666666666668,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,,,1.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,6.0,1.0,1.0,3.0,1.0,3.0,9.0,,,,,,,,9.0,6.0,,0.3333333333333333,0.5833333333333334,0.6428571428571429,,0.5,0.3333333333333333,0.4909666666666667,1.0,0.8571428571428571,2.0,,3.0,,,,,,,0.3333333333333333,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,False
