EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SelfOReb,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Defensive 3 Seconds Violations,AtRimPctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,3SecondViolations,Fg3aBlocked,BlockedLongMidRange,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
200746-200777-201587-202083-203081,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Wesley Matthews, Damian Lillard","Aldridge, Freeland, Batum, Matthews, Lillard",200746-200777-201587-202083-203081,POR,3241.0,21,54.0,18.0,103.0,108.0,37.0,56.0,21.0,211.0,12.0,21.0,4.0,6.0,4.0,6.0,11.0,25.0,6.0,22.0,5.0,5.0,4.0,4.0,14.0,31.0,5.0,7.0,4.0,13.0,29.0,68.0,19.0,36.0,19.0,134.0,116.0,5.0,8.0,5.0,7.0,6.0,31.0,9.0,20.0,8.0,17.0,4.0,46.0,24.0,34.0,48.0,9.0,6.0,1.0,30.0,14.0,2.0,12.0,16.0,28.0,11.0,5.0,5.0,2.0,5.0,72.0,7.0,14.0,8.0,32.0,2.0,42.0,21.0,63.0,4.0,1.0,3.0,8.0,2.0,4.0,2.0,4.0,10.0,2.0,5.0,11.0,1.0,23.0,2.0,21.0,1.0,1.0,26.0,2.0,1.0,9.0,1.0,3.0,6.0,1.0,1.0,4.0,2.0,7.0,4.0,1.0,103.0,46.0,37.0,4.0,3.0,0.41379310344827586,0.46153846153846156,0.8421052631578947,0.5277777777777778,0.7142857142857143,0.47058823529411764,0.5428571428571428,0.4264705882352941,0.625,0.45,0.5528846153846154,0.8333333333333334,0.5675675675675675,0.5782608695652174,0.8157894736842105,0.5609756097560976,0.34615384615384615,0.029411764705882353,0.04,0.045454545454545456,0.8,0.6666666666666666,0.6666666666666666,0.358974358974359,0.8888888888888888,0.4375,0.7017543859649122,0.38181818181818183,0.2222222222222222,0.42857142857142855,0.375,0.4375,0.75,0.47368421052631576,0.8461538461538461,1.0,93.74884294970688,0.5714285714285714,16.135922330097088,14.62037037037037,15.359223300970873,13.777777777777779,0.20192307692307693,0.5714285714285714,0.5714285714285714,0.4166666666666667,0.2403846153846154,0.44,0.4583333333333333,0.18181818181818182,0.21153846153846154,0.2727272727272727,0.2857142857142857,0.8333333333333334,0.04807692307692308,1.0,1.0,1.0,0.2980769230769231,0.45161290322580644,0.45161290322580644,0.7857142857142857,0.4,0.6666666666666666,0.4666666666666667,0.7142857142857143,1.0,0.16216216216216217,0.6666666666666666,0.10810810810810811,1.0,0.35135135135135137,0.3076923076923077,0.5480769230769231,0.4666666666666667,0.49472621359223296,0.570815,0.49609444444444445,0.08928571428571429,0.12,0.02702702702702703,0.23134328358208955,0.34328358208955223,9.652941176470588,25.825,0.3592233009708738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-200777-201587-202083-203468,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Wesley Matthews, CJ McCollum","Aldridge, Freeland, Batum, Matthews, McCollum",200746-200777-201587-202083-203468,POR,3.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,480.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-200777-201587-202083-2248,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Wesley Matthews, Earl Watson","Aldridge, Freeland, Batum, Matthews, Watson",200746-200777-201587-202083-2248,POR,43.0,1,1.0,2.0,2.0,1.0,,1.0,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,100.46511627906976,,11.5,20.0,11.5,20.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.4121,,,,,,,,17.4,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-200777-201587-202083-2590,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Wesley Matthews, Mo Williams","Aldridge, Freeland, Batum, Matthews, Williams",200746-200777-201587-202083-2590,POR,4494.0,26,75.0,7.0,150.0,150.0,51.0,28.0,25.0,300.0,20.0,29.0,6.0,7.0,10.0,12.0,7.0,27.0,15.0,42.0,4.0,9.0,2.0,3.0,14.0,25.0,4.0,6.0,1.0,3.0,42.0,98.0,18.0,34.0,24.0,162.0,155.0,9.0,12.0,5.0,9.0,5.0,38.0,17.0,35.0,3.0,6.0,13.0,56.0,46.0,38.0,51.0,3.0,12.0,,25.0,14.0,3.0,23.0,17.0,40.0,13.0,4.0,12.0,2.0,9.0,97.0,9.0,18.0,12.0,42.0,1.0,55.0,27.0,82.0,9.0,6.0,3.0,15.0,7.0,10.0,16.0,5.0,31.0,5.0,10.0,14.0,1.0,28.0,2.0,30.0,3.0,3.0,30.0,2.0,,11.0,,5.0,4.0,,,2.0,2.0,4.0,2.0,,124.0,56.0,51.0,,5.0,0.5476190476190477,0.6388888888888888,0.9444444444444444,0.5294117647058824,0.5555555555555556,0.5,0.5294117647058824,0.42857142857142855,0.75,0.4857142857142857,0.5227272727272727,0.7857142857142857,0.524390243902439,0.5547945205479452,0.7916666666666666,0.5714285714285714,0.25757575757575757,0.030612244897959183,0.037037037037037035,,0.4838709677419355,0.5,0.7368421052631579,0.32142857142857145,0.9230769230769231,0.5625,0.7714285714285715,0.375,0.4444444444444444,0.3,0.2962962962962963,0.6363636363636364,0.6,0.6875,0.9047619047619048,1.0,96.12817089452602,0.5,15.413333333333334,14.546666666666667,14.38,13.773333333333333,0.2196969696969697,0.6896551724137931,0.7407407407407407,0.6,0.20454545454545456,0.25925925925925924,0.2692307692307692,0.2857142857142857,0.3181818181818182,0.35714285714285715,0.35714285714285715,0.6,0.06818181818181818,0.4444444444444444,0.4444444444444444,1.0,0.1893939393939394,0.56,0.56,0.9285714285714286,0.3333333333333333,0.8571428571428571,0.2857142857142857,0.6666666666666666,1.0,0.2926829268292683,0.8333333333333334,0.07317073170731707,0.6666666666666666,0.07317073170731707,0.3333333333333333,0.4772727272727273,0.56,0.5011579545454545,0.56564375,0.5000731707317073,0.07801418439716312,0.102803738317757,,0.2345679012345679,0.345679012345679,10.858163265306123,24.655882352941177,0.34,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06896551724137931,0.4,0.75,0.014492753623188406,0.14285714285714285,0.3333333333333333,1.0,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-200777-201587-203081-203468,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Damian Lillard, CJ McCollum","Aldridge, Freeland, Batum, Lillard, McCollum",200746-200777-201587-203081-203468,POR,407.0,3,7.0,-8.0,12.0,13.0,3.0,5.0,3.0,25.0,1.0,2.0,1.0,1.0,,,,1.0,,3.0,1.0,1.0,,,1.0,2.0,,,,1.0,1.0,6.0,2.0,3.0,5.0,13.0,21.0,1.0,2.0,,,2.0,4.0,,1.0,,1.0,1.0,1.0,,2.0,6.0,,2.0,,2.0,1.0,,,2.0,2.0,1.0,1.0,,,,6.0,,3.0,1.0,3.0,,4.0,3.0,7.0,,,,,,,4.0,,4.0,,1.0,1.0,,4.0,,5.0,1.0,1.0,8.0,,2.0,3.0,,,,,,,,,,,9.0,1.0,3.0,,,,,1.0,0.6666666666666666,,,0.6666666666666666,0.16666666666666666,0.5,,0.4444444444444444,0.5,,0.4583333333333333,0.6666666666666666,,0.3333333333333333,,,,,,0.6,0.6,1.0,,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,,,,0.75,1.0,88.45208845208846,,17.083333333333332,15.538461538461538,16.0,15.153846153846153,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,,0.3333333333333333,,,,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.5,1.0,,,,,,,,0.5,,0.5555555555555556,0.5,0.4982166666666667,0.54035,0.444575,0.25,0.3333333333333333,,0.3076923076923077,0.07692307692307693,10.816666666666668,24.53333333333333,0.25,1.0,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-200777-201587-203081-2590,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Damian Lillard, Mo Williams","Aldridge, Freeland, Batum, Lillard, Williams",200746-200777-201587-203081-2590,POR,3325.0,27,55.0,2.0,108.0,105.0,34.0,34.0,15.0,213.0,13.0,27.0,5.0,7.0,6.0,13.0,6.0,22.0,18.0,31.0,3.0,7.0,2.0,2.0,5.0,17.0,,,2.0,6.0,37.0,80.0,8.0,24.0,21.0,119.0,117.0,7.0,13.0,,1.0,5.0,19.0,11.0,27.0,4.0,8.0,6.0,40.0,42.0,32.0,18.0,6.0,2.0,,17.0,5.0,5.0,21.0,6.0,27.0,3.0,3.0,8.0,1.0,12.0,60.0,3.0,13.0,11.0,26.0,5.0,42.0,17.0,59.0,4.0,3.0,1.0,5.0,3.0,3.0,5.0,2.0,10.0,,3.0,13.0,,25.0,4.0,23.0,2.0,1.0,28.0,2.0,,15.0,,,3.0,,,2.0,1.0,3.0,1.0,,100.0,40.0,34.0,3.0,,0.5675675675675675,0.5833333333333334,0.75,0.3333333333333333,,0.5,0.3333333333333333,0.4625,0.5384615384615384,0.4074074074074074,0.47115384615384615,0.5,0.4857142857142857,0.5085470085470085,0.5588235294117647,0.5263157894736842,0.23076923076923078,0.0625,0.09090909090909091,,0.5,1.0,0.6341463414634146,0.30952380952380953,0.8461538461538461,0.2,0.6851851851851852,0.2807017543859649,0.46153846153846156,0.25,0.23076923076923078,0.18181818181818182,0.6666666666666666,0.5,0.6842105263157895,0.8333333333333334,92.24661654135339,0.3333333333333333,15.277777777777779,15.952380952380953,14.592592592592593,15.076190476190476,0.25961538461538464,0.48148148148148145,0.5416666666666666,0.6153846153846154,0.21153846153846154,0.2727272727272727,0.3,0.16666666666666666,0.2980769230769231,0.5806451612903226,0.5806451612903226,0.6666666666666666,0.0673076923076923,0.42857142857142855,0.42857142857142855,1.0,0.16346153846153846,0.29411764705882354,0.29411764705882354,0.6,0.5,0.7142857142857143,,,,0.37142857142857144,0.46153846153846156,0.05714285714285714,1.0,0.17142857142857143,0.3333333333333333,0.49038461538461536,0.29411764705882354,0.492131067961165,0.5458136363636363,0.530510294117647,0.1282051282051282,0.16129032258064516,,0.15966386554621848,0.33613445378151263,10.026250000000001,25.316666666666666,0.3148148148148148,,,1.0,2.0,1.0,,1.0,,1.0,,0.1111111111111111,0.25,1.0,0.038461538461538464,0.07142857142857142,,,,1.0,0.3333333333333333,0.4,,,,,,,,,,1610612757,2014,2013-14,False
200746-200777-201587-203081-2748,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Damian Lillard, Dorell Wright","Aldridge, Freeland, Batum, Lillard, Wright",200746-200777-201587-203081-2748,POR,467.0,4,8.0,,16.0,18.0,10.0,12.0,1.0,34.0,4.0,4.0,,,3.0,3.0,1.0,2.0,1.0,5.0,,,,,,2.0,,1.0,,1.0,6.0,11.0,,2.0,8.0,20.0,20.0,,,,1.0,2.0,2.0,5.0,6.0,,1.0,4.0,14.0,4.0,8.0,,,,,2.0,,,2.0,,2.0,,,2.0,,,4.0,1.0,1.0,3.0,3.0,,6.0,3.0,9.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,,3.0,,9.0,1.0,2.0,12.0,,,3.0,,3.0,,,,,,,,,18.0,14.0,10.0,1.0,2.0,0.3333333333333333,0.3333333333333333,,,,,,0.5454545454545454,,0.8333333333333334,0.46153846153846156,,0.7142857142857143,0.5263157894736842,0.3333333333333333,0.7,0.15384615384615385,,,,1.0,,0.75,0.2,1.0,0.5,0.8571428571428571,0.2857142857142857,,,0.25,0.5,,0.5,1.0,1.0,104.83940042826552,,14.375,13.166666666666666,13.875,13.166666666666666,0.3076923076923077,1.0,1.0,0.5,0.15384615384615385,0.5,0.5,,0.38461538461538464,0.2,0.2,,,,,,0.15384615384615385,,,,,,1.0,,,0.42857142857142855,1.0,,,0.14285714285714285,,0.46153846153846156,,0.5088769230769231,0.516,0.5596,0.1875,0.21428571428571427,,0.1,0.7,9.47272727272727,27.5,0.625,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,1610612757,2014,2013-14,False
200746-200777-201587-203115-2590,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, Will Barton, Mo Williams","Aldridge, Freeland, Batum, Barton, Williams",200746-200777-201587-203115-2590,POR,407.0,1,7.0,5.0,13.0,12.0,9.0,11.0,2.0,25.0,1.0,1.0,,,1.0,1.0,,3.0,2.0,7.0,1.0,1.0,1.0,1.0,,1.0,,,,,3.0,11.0,1.0,2.0,5.0,14.0,9.0,,1.0,,,4.0,4.0,2.0,8.0,1.0,1.0,5.0,12.0,6.0,,3.0,,,,1.0,,,3.0,1.0,4.0,,1.0,1.0,,2.0,9.0,,3.0,1.0,3.0,2.0,6.0,3.0,9.0,,,,,,,,,,,,,,4.0,,4.0,1.0,,6.0,,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,,10.0,12.0,9.0,3.0,1.0,1.0,1.0,1.0,0.5,,1.0,0.5,0.2727272727272727,,0.25,0.34615384615384615,,0.3888888888888889,0.4375,0.6666666666666666,0.5,0.15384615384615385,,,,,1.0,0.6,0.375,1.0,,0.6666666666666666,0.3333333333333333,,,0.6,,,0.6666666666666666,1.0,1.0,88.45208845208846,1.0,16.46153846153846,16.083333333333332,14.461538461538462,14.166666666666666,0.07692307692307693,1.0,1.0,1.0,0.23076923076923078,,,,0.5384615384615384,0.2857142857142857,0.2857142857142857,1.0,0.07692307692307693,1.0,1.0,1.0,0.07692307692307693,,,,,,,,,0.1111111111111111,1.0,0.1111111111111111,1.0,,,0.23076923076923078,,0.43841153846153846,0.4105,0.4342722222222222,0.13333333333333333,0.15384615384615385,,0.2857142857142857,0.8571428571428571,14.354545454545455,23.8,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-200777-201587-203468-2248,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, CJ McCollum, Earl Watson","Aldridge, Freeland, Batum, McCollum, Watson",200746-200777-201587-203468-2248,POR,462.0,3,8.0,-2.0,16.0,16.0,8.0,4.0,2.0,32.0,,,,,,,1.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,,1.0,,,,,5.0,8.0,1.0,3.0,2.0,15.0,17.0,1.0,1.0,,,2.0,4.0,3.0,5.0,1.0,1.0,,9.0,2.0,8.0,3.0,,,,1.0,,,1.0,1.0,2.0,,1.0,,,1.0,5.0,,1.0,2.0,4.0,,6.0,1.0,7.0,,,,3.0,,3.0,2.0,,5.0,,2.0,2.0,,5.0,1.0,2.0,,,3.0,1.0,,2.0,,,,,,,,,,,11.0,9.0,8.0,1.0,,0.2,0.2,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.625,1.0,0.6,0.5909090909090909,1.0,0.75,0.625,1.0,0.75,0.2727272727272727,,,,0.6,,0.5714285714285714,0.3333333333333333,0.6666666666666666,,0.6,0.2,,,0.5,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,99.74025974025975,,15.0625,13.8125,14.1875,12.8125,,,,,0.18181818181818182,0.5,0.5,,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.25,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,,,,,,,,,,,0.16666666666666666,1.0,,,0.2727272727272727,,0.4421,0.4116,0.4110416666666667,0.16666666666666666,0.2222222222222222,,0.26666666666666666,0.6,15.7125,24.46666666666667,0.5,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1610612757,2014,2013-14,False
200746-200777-201587-203468-2590,1610612757,"LaMarcus Aldridge, Joel Freeland, Nicolas Batum, CJ McCollum, Mo Williams","Aldridge, Freeland, Batum, McCollum, Williams",200746-200777-201587-203468-2590,POR,2534.0,13,42.0,9.0,80.0,80.0,42.0,25.0,19.0,160.0,13.0,20.0,4.0,6.0,8.0,9.0,7.0,19.0,12.0,21.0,2.0,4.0,2.0,4.0,4.0,13.0,,,2.0,6.0,32.0,60.0,6.0,17.0,18.0,100.0,91.0,11.0,15.0,1.0,1.0,6.0,31.0,21.0,31.0,4.0,10.0,13.0,67.0,34.0,30.0,15.0,3.0,10.0,1.0,12.0,4.0,2.0,17.0,5.0,22.0,3.0,2.0,7.0,3.0,7.0,49.0,6.0,14.0,6.0,19.0,4.0,29.0,20.0,49.0,2.0,1.0,1.0,8.0,2.0,8.0,6.0,,14.0,1.0,5.0,10.0,,16.0,,20.0,3.0,,21.0,5.0,,11.0,,2.0,1.0,,,1.0,,1.0,1.0,,69.0,67.0,42.0,1.0,2.0,0.53125,0.6296296296296297,0.8333333333333334,0.35294117647058826,1.0,0.4,0.375,0.5333333333333333,0.7333333333333333,0.6774193548387096,0.5324675324675324,0.78125,0.6585365853658537,0.5882352941176471,0.8611111111111112,0.7127659574468085,0.22077922077922077,0.03333333333333333,,,0.5714285714285714,1.0,0.6785714285714286,0.5185185185185185,0.75,0.6666666666666666,0.6944444444444444,0.5555555555555556,0.8333333333333334,0.5,0.3333333333333333,0.625,0.6,0.625,0.8,0.8571428571428571,90.92344119968429,1.0,16.0625,15.6125,14.8375,14.575,0.2597402597402597,0.65,0.7222222222222222,0.5384615384615384,0.24675324675324675,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.2727272727272727,0.5714285714285714,0.5714285714285714,0.5833333333333334,0.05194805194805195,0.5,0.5,1.0,0.16883116883116883,0.3076923076923077,0.3076923076923077,0.75,0.375,0.6666666666666666,,,,0.21951219512195122,0.8888888888888888,0.0975609756097561,0.5,0.14634146341463414,0.3333333333333333,0.4805194805194805,0.3333333333333333,0.4808335526315789,0.5036772727272727,0.48182,0.13253012048192772,0.16666666666666666,,0.31,0.67,9.596666666666666,25.829411764705885,0.525,1.0,1.0,1.0,2.0,,,1.0,,1.0,,0.1,1.0,,0.058823529411764705,0.0625,1.0,1.0,,,,0.25,,1.0,,,,,,,,1610612757,2014,2013-14,False
