EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Clear Path Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,LiveBallTurnoverPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,SecondChanceOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,OffTwoPtRebounds,OffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls Drawn,BlockedAtRim,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Loose Ball Fouls,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG2A,SecondChanceFG3A,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,SelfOReb,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,Charge Fouls Drawn,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChancePointsPct,Charge Fouls,PenaltyTurnovers,BlockingFoulsDrawn,ShortMidRangePctBlocked,OffArc3ReboundPct,PtsPutbacks,Travels,Defensive 3 Seconds Violations,PenaltyCorner3FGM,SecondChanceArc3FGA,BlockingFouls,Offensive Fouls Drawn,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,FTOffRebounds,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1495-1938-201158-201168-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Patty Mills","Duncan, Ginobili, Belinelli, Splitter, Mills",1495-1938-201158-201168-201988,SAS,264.0,3,4.0,8.0,10.0,8.0,4.0,18.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,12.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,4.0,1.0,6.0,6.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,12.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6,0.6428571428571429,0.6666666666666666,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.18181818181817,12.7,17.125,12.7,17.125,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.5714285714285714,0.5209785714285714,0.2222222222222222,0.2857142857142857,9.559999999999999,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201168-202695,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Kawhi Leonard","Duncan, Ginobili, Belinelli, Splitter, Leonard",1495-1938-201158-201168-202695,SAS,168.0,2,3.0,4.0,7.0,6.0,1.0,13.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,3.0,4.0,1.0,1.0,1.0,10.0,6.0,6.0,,3.0,1.0,3.0,1.0,4.0,,2.0,,9.0,,2.0,1.0,3.0,3.0,,2.0,2.0,,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9,1.0,0.2,1.0,0.6666666666666666,,0.6666666666666666,,0.5,1.0,,111.42857142857143,10.857142857142858,15.333333333333334,10.857142857142858,14.333333333333334,0.4,1.0,1.0,1.0,0.2,1.0,1.0,0.2,,,,,,,,0.2,0.6,0.53403,0.2,0.25,6.225,25.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201168-2225,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Tony Parker","Duncan, Ginobili, Belinelli, Splitter, Parker",1495-1938-201158-201168-2225,SAS,949.0,8,16.0,11.0,30.0,24.0,,54.0,8.0,9.0,3.0,5.0,3.0,5.0,,,4.0,14.0,19.0,4.0,4.0,3.0,43.0,32.0,18.0,10.0,12.0,4.0,9.0,4.0,13.0,,4.0,3.0,30.0,2.0,3.0,,5.0,6.0,3.0,6.0,6.0,,7.0,4.0,2.0,43.0,0.6428571428571429,0.6428571428571429,1.0,1.0,1.0,0.7368421052631579,0.8695652173913043,0.86,0.17391304347826086,,0.5,0.6666666666666666,0.5555555555555556,,,0.75,0.5,81.93888303477345,16.133333333333333,19.375,15.866666666666667,19.208333333333332,0.391304347826087,0.8888888888888888,0.8888888888888888,0.5,0.21739130434782608,0.6,0.6,0.21739130434782608,0.6,0.6,1.0,,,,,0.17391304347826086,0.5652173913043478,0.5181847826086957,0.08,0.09523809523809523,8.136842105263158,24.55,4.0,4.0,4.0,2.0,2.0,,3.0,2.0,,,2.0,1.0,2.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.25,1.25,0.2,0.2,0.5,1.0,0.5,1.0,0.439225,0.11627906976744186,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201948-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Austin Daye, Patty Mills","Duncan, Ginobili, Belinelli, Daye, Mills",1495-1938-201158-201948-201988,SAS,52.0,1,1.0,-5.0,1.0,2.0,,3.0,,,,,,,,,1.0,,,,1.0,,,5.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,83.07692307692308,19.0,16.5,19.0,13.5,,,,,,,,,,,,,,,,1.0,1.0,0.5952,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201948-202709,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Austin Daye, Cory Joseph","Duncan, Ginobili, Belinelli, Daye, Joseph",1495-1938-201158-201948-202709,SAS,182.0,1,3.0,1.0,8.0,7.0,,15.0,2.0,4.0,1.0,1.0,,,,2.0,1.0,3.0,5.0,,3.0,2.0,8.0,7.0,6.0,,,1.0,3.0,,3.0,,2.0,,6.0,2.0,,,2.0,4.0,,,2.0,,1.0,2.0,1.0,8.0,1.0,1.0,,,,0.6,0.375,0.4444444444444444,0.375,,,0.6666666666666666,0.5,,,,0.6666666666666666,118.68131868131869,10.5,14.0,9.375,11.285714285714286,0.5,0.5,0.5,1.0,0.125,1.0,1.0,,,,,0.25,,,,0.125,0.875,0.62001875,0.1111111111111111,0.16666666666666666,2.2399999999999998,23.833333333333332,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,0.4,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201965-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Jeff Ayres, Patty Mills","Duncan, Ginobili, Belinelli, Ayres, Mills",1495-1938-201158-201965-201988,SAS,303.0,2,5.0,4.0,13.0,13.0,9.0,26.0,1.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,3.0,13.0,9.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,5.0,,7.0,8.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,13.0,0.5,0.5,0.5,1.0,1.0,0.2857142857142857,0.5555555555555556,0.5909090909090909,0.2222222222222222,,0.8333333333333334,1.0,0.875,0.6666666666666666,1.0,1.0,,123.56435643564357,9.23076923076923,14.076923076923077,8.923076923076923,13.923076923076923,0.5555555555555556,0.2,0.25,1.0,0.1111111111111111,,,0.1111111111111111,1.0,1.0,,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,0.7777777777777778,0.5784055555555556,0.1,0.125,5.271428571428571,24.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,0.5,,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,,,,,,,1.0,,9.0,4.0,1.0,1.0,1.1666666666666667,1.125,0.2,0.2,,1.0,0.3333333333333333,1.0,0.5904666666666667,0.6923076923076923,0.3076923076923077,,,,1.0,,,,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.14285714285714285,0.2,0.25,0.25,1.0,0.3333333333333333,1.0,0.5188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201965-2225,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Jeff Ayres, Tony Parker","Duncan, Ginobili, Belinelli, Ayres, Parker",1495-1938-201158-201965-2225,SAS,541.0,4,9.0,-16.0,17.0,18.0,3.0,35.0,4.0,5.0,1.0,1.0,1.0,5.0,,3.0,1.0,6.0,11.0,,4.0,1.0,13.0,29.0,6.0,6.0,,1.0,3.0,,3.0,,2.0,1.0,6.0,3.0,,,3.0,4.0,,3.0,4.0,,3.0,3.0,1.0,10.0,0.5,0.5,,,,0.5454545454545454,0.4,0.375,0.26666666666666666,,,1.0,0.42857142857142855,,,,1.0,93.16081330868761,15.647058823529411,15.277777777777779,15.235294117647058,13.5,0.3333333333333333,0.8,0.8,0.5,0.06666666666666667,1.0,1.0,0.3333333333333333,0.2,0.2,1.0,0.2,,,,0.06666666666666667,0.6,0.5287466666666666,0.0625,0.08333333333333333,9.618181818181817,24.05,,,,,,,3.0,2.0,,,,,,1.0,,,,,,6.0,1.0,,1.0,3.0,3.0,,3.0,6.0,1.0,1.0,,,1.0,,3.0,1.0,,,6.0,6.0,,1.0,0.5,0.42857142857142855,0.2,0.1111111111111111,,,0.16666666666666666,,0.5542333333333334,0.46153846153846156,0.35294117647058826,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,0.16666666666666666,1.0,0.5049,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201980-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Patty Mills","Duncan, Ginobili, Belinelli, Green, Mills",1495-1938-201158-201980-201988,SAS,10.0,1,,-2.0,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,144.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201980-202695,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Kawhi Leonard","Duncan, Ginobili, Belinelli, Green, Leonard",1495-1938-201158-201980-202695,SAS,208.0,1,3.0,-1.0,6.0,6.0,,12.0,,1.0,,1.0,,1.0,,,2.0,,3.0,1.0,2.0,,3.0,4.0,,,3.0,2.0,,1.0,1.0,,,,3.0,,4.0,,4.0,4.0,1.0,1.0,2.0,,1.0,,,3.0,,,1.0,0.5,0.5,,0.3,0.3,0.4,,1.0,,0.8,1.0,1.0,1.0,,83.07692307692308,14.0,20.666666666666668,14.0,18.833333333333332,0.2,,,,0.2,,,0.2,,,,,,,,0.4,0.6,0.45305,,,11.0,24.85,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,0.3333333333333333,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
1495-1938-201158-201980-2225,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Tony Parker","Duncan, Ginobili, Belinelli, Green, Parker",1495-1938-201158-201980-2225,SAS,373.0,5,6.0,-2.0,15.0,13.0,2.0,28.0,4.0,4.0,,2.0,,,,,3.0,4.0,6.0,2.0,3.0,7.0,21.0,23.0,4.0,4.0,6.0,3.0,2.0,2.0,4.0,,2.0,,10.0,,,,,1.0,,3.0,1.0,,5.0,9.0,5.0,19.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.8076923076923077,0.3333333333333333,,,,,,,,,108.09651474530831,12.466666666666667,14.307692307692308,12.266666666666667,14.0,0.4444444444444444,1.0,1.0,0.5,0.2222222222222222,,,,,,,,,,,0.3333333333333333,0.7777777777777778,0.5624277777777777,0.38461538461538464,0.5,3.716666666666667,25.233333333333334,2.0,2.0,2.0,,1.0,1.0,3.0,2.0,,1.0,,,,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,6.0,1.0,,1.0,1.0,2.0,,1.0,7.0,1.0,1.0,,,1.0,,,,,,7.0,6.0,,0.5,0.3333333333333333,0.5833333333333334,0.5,0.3333333333333333,0.5,,0.3333333333333333,,0.55845,0.3333333333333333,0.4,,,,,,,,,,,1.0,1.0,5.0,,1.0,,,,,,0.16666666666666666,,,,,0.3333333333333333,1.0,,,,,2.0,2.0,,,,,1.0,,,,0.09523809523809523,,1.0,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,False
