EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,LostBallTurnovers,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeAssists,Charge Fouls Drawn,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,PenaltyCorner3FGM,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,Arc3PctBlocked,3SecondViolations,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,team_id,year,season,team_vs
101155-200757-201142-201566-203500,1610612760,"Ryan Gomes, Thabo Sefolosha, Kevin Durant, Russell Westbrook, Steven Adams","Gomes, Sefolosha, Durant, Westbrook, Adams",101155-200757-201142-201566-203500,OKC,358.0,1,6.0,5.0,13.0,14.0,2.0,27.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,3.0,12.0,7.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,4.0,6.0,2.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,11.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,0.5625,0.6,0.5,0.25,0.16666666666666666,0.3333333333333333,0.4,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,108.60335195530726,1.0,11.461538461538462,14.928571428571429,11.076923076923077,14.928571428571429,0.375,0.6666666666666666,1.0,1.0,0.25,0.5,0.5,0.125,0.25,0.5,0.5,1.0,0.625,0.5,0.49433125,0.2,0.25,0.08333333333333333,7.716666666666666,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
101155-201586-202704-2555-965,1610612760,"Ryan Gomes, Serge Ibaka, Reggie Jackson, Nick Collison, Derek Fisher","Gomes, Ibaka, Jackson, Collison, Fisher",101155-201586-202704-2555-965,OKC,176.0,1,3.0,-5.0,6.0,5.0,1.0,11.0,,,,1.0,3.0,,,,4.0,,1.0,3.0,3.0,8.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,1.0,,2.0,2.0,,1.0,,3.0,,,,,,3.0,,,,,,,,0.25,,0.2,,,1.0,,0.25,,,,0.2,,,,,,,,,90.0,,21.0,10.0,18.5,10.0,,,,,0.2,,,0.6,,,,,0.2,,0.43865,0.16666666666666666,,,14.375,22.9,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,1.0,0.61665,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-201934,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Hasheem Thabeet","Sefolosha, Durant, Westbrook, Ibaka, Thabeet",200757-201142-201566-201586-201934,OKC,247.0,1,4.0,-8.0,9.0,9.0,,18.0,1.0,3.0,,1.0,5.0,,,3.0,9.0,,,,6.0,14.0,,,2.0,4.0,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,6.0,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.1111111111111111,,,,,,,,,,,,,,,,,104.93927125506075,,15.444444444444445,12.0,15.444444444444445,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,,,0.5555555555555556,,,,,0.3333333333333333,,0.5227444444444445,,,,10.633333333333333,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-202704,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Reggie Jackson","Sefolosha, Durant, Westbrook, Ibaka, Jackson",200757-201142-201566-201586-202704,OKC,2693.0,19,45.0,-44.0,100.0,100.0,13.0,200.0,15.0,30.0,2.0,9.0,20.0,4.0,20.0,26.0,59.0,5.0,24.0,18.0,85.0,129.0,1.0,8.0,30.0,22.0,12.0,18.0,4.0,9.0,15.0,4.0,19.0,3.0,9.0,42.0,4.0,12.0,9.0,12.0,24.0,17.0,41.0,,10.0,3.0,7.0,10.0,9.0,11.0,2.0,21.0,2.0,9.0,29.0,1.0,19.0,1.0,27.0,12.0,2.0,1.0,2.0,2.0,77.0,0.5769230769230769,0.6,0.8,0.20833333333333334,0.22727272727272727,0.4406779661016949,0.4036144578313253,0.4427083333333333,0.3076923076923077,0.2891566265060241,0.15254237288135594,0.2,0.47619047619047616,0.6,0.375,0.6,0.25,0.6,0.3333333333333333,0.5333333333333333,0.3076923076923077,0.5714285714285714,0.2,0.875,0.6,0.6,,106.94392870404754,1.0,14.86,12.07,13.88,11.47,0.3614457831325301,0.5,0.625,0.6,0.10843373493975904,0.2222222222222222,0.3333333333333333,0.24096385542168675,0.24096385542168675,0.2,0.2,0.75,0.6506024096385542,0.2222222222222222,0.5012808641975308,0.1276595744680851,0.17142857142857143,0.09411764705882353,8.396610169491526,27.97083333333333,4.0,,1.0,1.0,,0.4,0.04819277108433735,,0.48420555555555556,,9.0,4.0,,0.3333333333333333,0.45,0.45,0.4444444444444444,57.0,56.0,1.0,6.0,8.0,14.0,1.0,1.0,1.0,1.0,2.0,12.0,2.0,11.0,1.0,14.0,28.0,2.0,13.0,11.0,45.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,17.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,45.0,57.0,11.0,1.0,0.15384615384615385,0.18181818181818182,0.5,0.2916666666666667,0.4146341463414634,0.45918367346938777,0.041666666666666664,0.25,1.0,0.125,1.0,0.25,0.3333333333333333,1.0,0.5,0.16666666666666666,0.08333333333333333,1.0,1.0,0.34146341463414637,0.5714285714285714,0.024390243902439025,0.2926829268292683,0.16666666666666666,0.48154358974358974,0.5294117647058824,0.57,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-203087,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Jeremy Lamb","Sefolosha, Durant, Westbrook, Ibaka, Lamb",200757-201142-201566-201586-203087,OKC,990.0,7,16.0,-4.0,36.0,34.0,3.0,70.0,5.0,8.0,,5.0,6.0,,4.0,8.0,19.0,,5.0,14.0,30.0,34.0,1.0,3.0,4.0,12.0,,4.0,,3.0,2.0,,2.0,,2.0,4.0,,3.0,4.0,11.0,15.0,3.0,18.0,,2.0,,2.0,1.0,,2.0,1.0,3.0,,6.0,10.0,,13.0,,21.0,7.0,,,,,27.0,0.25,0.2857142857142857,,,,0.42105263157894735,0.3333333333333333,0.4411764705882353,0.5,0.20833333333333334,0.15789473684210525,0.25,0.3333333333333333,0.7333333333333333,0.2727272727272727,0.6666666666666666,,0.7142857142857143,0.1875,,,1.0,0.5,0.8,0.6,1.0,,101.81818181818181,,13.194444444444445,15.147058823529411,12.944444444444445,14.676470588235293,0.3333333333333333,0.625,0.8333333333333334,0.4,0.20833333333333334,,,0.25,0.16666666666666666,,,,0.5416666666666666,,0.447025,0.25,0.2692307692307692,0.1,9.036842105263158,24.3,1.0,,1.0,1.0,1.0,0.3333333333333333,0.041666666666666664,,0.438675,0.16666666666666666,3.0,,,0.2,0.5,0.5,,19.0,14.0,1.0,1.0,4.0,5.0,,1.0,,1.0,,1.0,1.0,1.0,,6.0,11.0,,2.0,8.0,20.0,,2.0,,,,,,,,,,,1.0,,,2.0,,,,20.0,19.0,3.0,,,1.0,0.5454545454545454,0.5,0.46153846153846156,0.5263157894736842,,,,,,,,,0.5,1.0,0.5,,,0.38461538461538464,0.8,0.07692307692307693,0.07692307692307693,,0.4709653846153846,0.6666666666666666,0.5277777777777778,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-203103,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Perry Jones III","Sefolosha, Durant, Westbrook, Ibaka, Jones III",200757-201142-201566-201586-203103,OKC,480.0,4,8.0,10.0,16.0,19.0,2.0,35.0,4.0,7.0,1.0,1.0,5.0,1.0,2.0,7.0,13.0,1.0,3.0,3.0,20.0,10.0,,3.0,8.0,6.0,,2.0,1.0,1.0,4.0,,4.0,,2.0,8.0,1.0,2.0,3.0,3.0,7.0,3.0,10.0,,4.0,2.0,2.0,,,2.0,,2.0,1.0,3.0,3.0,,7.0,1.0,6.0,2.0,,,,,17.0,0.5714285714285714,0.5714285714285714,,0.3333333333333333,0.3333333333333333,0.5384615384615384,0.53125,0.5263157894736842,0.75,0.1875,0.07692307692307693,0.14285714285714285,,0.75,0.3333333333333333,1.0,0.5,0.8571428571428571,0.375,0.3333333333333333,,1.0,0.6666666666666666,,1.0,1.0,,105.0,,14.125,13.368421052631579,13.4375,12.842105263157896,0.4375,0.5714285714285714,0.6666666666666666,0.5,0.0625,1.0,1.0,0.3125,0.125,0.5,0.5,,0.625,0.5,0.55641875,0.1111111111111111,0.13333333333333333,0.15,8.492307692307692,24.766666666666666,1.0,,1.0,,,0.3333333333333333,0.0625,,0.452125,,2.0,2.0,1.0,,0.4,0.4,1.0,2.0,9.0,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,3.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,2.0,,1.0,,,,0.75,,,,,1.0,,,,,,,,0.5,1.0,,1.0,,,,,0.3464,,0.125,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-203500,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Steven Adams","Sefolosha, Durant, Westbrook, Ibaka, Adams",200757-201142-201566-201586-203500,OKC,6178.0,20,103.0,31.0,214.0,211.0,27.0,425.0,44.0,75.0,13.0,26.0,37.0,19.0,45.0,73.0,138.0,26.0,63.0,33.0,257.0,226.0,3.0,24.0,96.0,50.0,72.0,45.0,19.0,14.0,48.0,24.0,72.0,17.0,34.0,168.0,10.0,23.0,19.0,48.0,69.0,33.0,102.0,7.0,22.0,12.0,10.0,17.0,15.0,13.0,1.0,30.0,2.0,18.0,32.0,2.0,46.0,3.0,41.0,16.0,8.0,2.0,8.0,3.0,233.0,0.6575342465753424,0.676056338028169,0.9230769230769231,0.4126984126984127,0.4126984126984127,0.5289855072463768,0.5572139303482587,0.5848623853211009,0.4,0.31343283582089554,0.10144927536231885,0.16,0.5666666666666667,0.6666666666666666,0.35384615384615387,0.7916666666666666,0.2777777777777778,0.6979166666666666,0.32673267326732675,0.4838709677419355,0.32,0.5384615384615384,0.7916666666666666,0.6818181818181818,0.7368421052631579,1.0,0.08045977011494253,99.06118484946585,0.375,14.75233644859813,14.317535545023697,13.593457943925234,13.90047393364929,0.373134328358209,0.5866666666666667,0.6984126984126984,0.7727272727272727,0.12935323383084577,0.5,0.52,0.18407960199004975,0.22388059701492538,0.4222222222222222,0.4222222222222222,0.8947368421052632,0.6865671641791045,0.4222222222222222,0.5391572139303482,0.07547169811320754,0.10738255033557047,0.0933852140077821,7.217391304347826,24.504761904761903,18.0,4.0,10.0,2.0,,0.19047619047619047,0.08955223880597014,0.14285714285714285,0.5179642857142857,,16.0,10.0,2.0,0.038461538461538464,0.43243243243243246,0.4444444444444444,0.625,27.0,32.0,6.0,11.0,5.0,11.0,7.0,2.0,1.0,6.0,,2.0,9.0,18.0,1.0,9.0,17.0,1.0,4.0,13.0,34.0,6.0,4.0,,,7.0,4.0,,2.0,4.0,5.0,,,2.0,3.0,5.0,6.0,6.0,,1.0,32.0,26.0,4.0,0.1,0.25,0.5,0.5294117647058824,0.375,0.5,0.6071428571428571,,,1.0,,0.3076923076923077,0.3888888888888889,0.3888888888888889,1.0,0.39285714285714285,0.5454545454545454,0.21428571428571427,0.16666666666666666,1.0,0.5238095238095238,0.45454545454545453,0.09523809523809523,0.09523809523809523,,0.5499261904761904,0.13229571984435798,0.1261682242990654,2.0,4.0,4.0,0.3076923076923077,1.0,0.18181818181818182,1.0,2.0,0.02702702702702703,0.6666666666666666,0.5,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-2406,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Caron Butler","Sefolosha, Durant, Westbrook, Ibaka, Butler",200757-201142-201566-201586-2406,OKC,167.0,2,3.0,-8.0,7.0,9.0,1.0,16.0,1.0,2.0,,,,,2.0,1.0,2.0,,2.0,3.0,5.0,13.0,,2.0,2.0,,,2.0,,1.0,1.0,,1.0,,1.0,2.0,2.0,,2.0,1.0,3.0,2.0,5.0,,,,,1.0,,1.0,,2.0,,1.0,3.0,,4.0,,6.0,,,,,,3.0,1.0,1.0,,,,0.5,0.25,0.35714285714285715,1.0,0.5,0.5,0.5,0.5,1.0,,0.6666666666666666,1.0,0.75,0.6666666666666666,,1.0,,1.0,,0.6666666666666666,,,137.96407185628743,,12.571428571428571,8.777777777777779,12.142857142857142,7.888888888888889,0.5,0.5,1.0,1.0,,,,,0.5,,,,1.0,,0.5597624999999999,,,0.4,1.4,27.45,,,,1.0,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,3.0,3.0,,,,,,,,,,,,1.0,,,,3.0,,,,2.0,2.0,,,,1.0,,1.0,,0.5,,,,,,,,,1.0,1.0,,,,,,,,,,0.6,0.42857142857142855,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-2555,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Nick Collison","Sefolosha, Durant, Westbrook, Ibaka, Collison",200757-201142-201566-201586-2555,OKC,1252.0,11,21.0,1.0,48.0,47.0,4.0,95.0,12.0,14.0,3.0,6.0,6.0,1.0,8.0,17.0,26.0,2.0,10.0,9.0,49.0,48.0,2.0,4.0,28.0,6.0,6.0,8.0,1.0,1.0,14.0,2.0,16.0,1.0,10.0,34.0,1.0,1.0,5.0,6.0,12.0,2.0,14.0,,10.0,6.0,4.0,3.0,1.0,6.0,2.0,9.0,1.0,8.0,14.0,1.0,9.0,,13.0,6.0,2.0,,2.0,1.0,45.0,0.8235294117647058,0.8235294117647058,1.0,0.2,0.2,0.6538461538461539,0.5555555555555556,0.5714285714285714,1.0,0.2777777777777778,0.038461538461538464,0.07142857142857142,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.8333333333333334,0.125,0.7333333333333333,0.11764705882352941,,0.14285714285714285,0.6,0.5,1.0,0.8333333333333334,,,109.26517571884983,0.5,13.958333333333334,12.382978723404255,13.5,11.76595744680851,0.3888888888888889,0.8571428571428571,0.9230769230769231,0.8333333333333334,0.16666666666666666,0.5,0.5,0.16666666666666666,0.2222222222222222,0.125,0.125,1.0,0.6666666666666666,0.125,0.5428319444444445,0.14285714285714285,0.1875,0.08163265306122448,6.653846153846154,25.2,2.0,,,2.0,,,0.05555555555555555,,0.5373,,2.0,1.0,,,0.3333333333333333,0.3333333333333333,0.5,18.0,19.0,1.0,1.0,7.0,8.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,8.0,12.0,1.0,4.0,,19.0,,,,,1.0,3.0,,1.0,2.0,2.0,,,1.0,1.0,,,2.0,,,19.0,18.0,2.0,,0.25,1.0,0.6666666666666666,1.0,0.59375,0.5277777777777778,,,0.5,,1.0,0.5,0.5,1.0,1.0,1.0,,,,0.5,0.875,0.0625,0.1875,0.3333333333333333,0.559703125,0.3877551020408163,0.375,1.0,2.0,,0.3333333333333333,,,,1.0,,1.0,,,,,,,,,,,,,,1610612760,2014,2013-14,True
200757-201142-201566-201586-2570,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Kendrick Perkins","Sefolosha, Durant, Westbrook, Ibaka, Perkins",200757-201142-201566-201586-2570,OKC,20766.0,29,346.0,18.0,688.0,689.0,81.0,1377.0,114.0,223.0,47.0,118.0,140.0,45.0,117.0,229.0,481.0,57.0,153.0,89.0,718.0,700.0,9.0,98.0,232.0,226.0,150.0,117.0,45.0,56.0,116.0,50.0,166.0,38.0,52.0,382.0,23.0,68.0,51.0,187.0,255.0,97.0,352.0,7.0,55.0,35.0,20.0,63.0,35.0,43.0,5.0,106.0,3.0,66.0,111.0,4.0,137.0,10.0,129.0,60.0,35.0,10.0,36.0,24.0,620.0,0.5065502183406113,0.5603864734299517,0.8771929824561403,0.37254901960784315,0.37254901960784315,0.4760914760914761,0.4960567823343849,0.5153061224489796,0.5053191489361702,0.24132492113564669,0.11642411642411643,0.18834080717488788,0.5943396226415094,0.7192307692307692,0.27530364372469635,0.75,0.24468085106382978,0.725609756097561,0.2668621700879765,0.3904761904761905,0.24285714285714285,0.6555555555555556,0.7123287671232876,0.7835051546391752,0.7818181818181819,0.6153846153846154,0.024305555555555556,95.48685351054608,0.6666666666666666,15.773255813953488,14.388969521044993,15.164244186046512,13.730043541364296,0.35173501577287064,0.5112107623318386,0.6298342541436464,0.45614035087719296,0.1861198738170347,0.3983050847457627,0.4392523364485981,0.22082018927444794,0.18454258675078863,0.38461538461538464,0.3879310344827586,0.8444444444444444,0.5930599369085173,0.38461538461538464,0.5146491324921135,0.09064327485380116,0.11320754716981132,0.13649025069637882,7.955301455301456,24.667320261437908,36.0,2.0,12.0,28.0,2.0,0.2222222222222222,0.056782334384858045,0.022727272727272728,0.502425,0.012987012987012988,68.0,44.0,7.0,0.09322033898305085,0.4857142857142857,0.49635036496350365,0.6470588235294118,48.0,47.0,27.0,54.0,11.0,20.0,12.0,4.0,3.0,10.0,5.0,10.0,40.0,76.0,3.0,14.0,29.0,7.0,14.0,9.0,58.0,21.0,44.0,,1.0,12.0,20.0,6.0,17.0,12.0,7.0,2.0,,4.0,3.0,11.0,2.0,24.0,,,58.0,48.0,6.0,0.25,0.5,0.5263157894736842,0.4827586206896552,0.5056818181818182,0.5697674418604651,0.5816326530612245,0.006535947712418301,,0.8947368421052632,0.2857142857142857,0.425531914893617,0.3333333333333333,0.3333333333333333,1.0,0.6136363636363636,0.5,0.11363636363636363,0.3,1.0,0.46511627906976744,0.55,0.09302325581395349,0.23255813953488372,0.5,0.4953279069767442,0.0807799442896936,0.06976744186046512,7.0,11.0,1.0,0.15714285714285714,4.0,0.25,2.0,12.0,0.02142857142857143,0.1111111111111111,0.5,1.0,1.0,1.0,1.0,3.0,0.008547008547008548,,,,,,,1610612760,2014,2013-14,True
