EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,LongMidRangeAssists,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,HeaveAttempts,Arc3Assists,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
200746-201577-202083-203081-2590,1610612757,"LaMarcus Aldridge, Robin Lopez, Wesley Matthews, Damian Lillard, Mo Williams","Aldridge, Lopez, Matthews, Lillard, Williams",200746-201577-202083-203081-2590,POR,844.0,5,14.0,-24.0,27.0,27.0,3.0,8.0,5.0,54,7.0,10.0,3.0,3.0,,,,2.0,1.0,11.0,27.0,2.0,1.0,23.0,47.0,3.0,4.0,6.0,,2.0,1.0,,,14.0,6.0,2.0,,5.0,10.0,,,6.0,2.0,,1.0,,2.0,1.0,2.0,17.0,,3.0,,0.4074074074074074,0.75,,0.3793103448275862,0.75,,0.39655172413793105,0.75,,0.06896551724137931,,0.2777777777777778,,92.13270142180095,17.11111111111111,14.148148148148149,16.555555555555557,13.296296296296296,0.3448275862068966,0.7,1.0,,0.06896551724137931,0.75,1.0,,,0.3333333333333333,0.41379310344827586,0.4417758620689655,0.44576666666666664,0.2608695652173913,,8.34074074074074,26.35,0.1111111111111111,9.0,,,,,,,,,,,,4.0,,8.0,5.0,3.0,5.0,,2.0,3.0,,,,,,,0.375,0.3125,0.45454545454545453,0.3333333333333333,,0.3103448275862069,,,,,,,,,0.5362,2.0,1.0,1.0,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,,4.0,8.0,,,8.0,,,3.0,4.0,2.0,1.0,0.36363636363636365,0.5,0.1111111111111111,0.3,0.3333333333333333,0.27586206896551724,0.5,0.5,0.5,,,,,,,,,,,2.0,,,,3.0,,,,,1.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,0.25,,0.3333333333333333,0.5,0.2,0.5,0.2857142857142857,,,,,,,,,0.034482758620689655,0.037037037037037035,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201577-202083-2590-2748,1610612757,"LaMarcus Aldridge, Robin Lopez, Wesley Matthews, Mo Williams, Dorell Wright","Aldridge, Lopez, Matthews, Williams, Wright",200746-201577-202083-2590-2748,POR,173.0,1,3.0,-1.0,6.0,6.0,,,1.0,12,,1.0,,1.0,,,1.0,1.0,,1.0,3.0,2.0,4.0,6.0,7.0,,1.0,,,,,,,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,,2.0,,5.0,,2.0,2.0,2.0,6.0,,,,0.3333333333333333,,,0.2,,,0.42857142857142855,,,0.4,0.5,0.25,1.0,99.88439306358381,17.5,11.333333333333334,17.166666666666668,9.5,0.2,,,0.2,0.2,1.0,,,,,0.6,0.48167,,,,13.466666666666667,24.4,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,0.5,,0.4,,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,0.2857142857142857,0.25,0.3333333333333333,1.0,0.5,1.0,,,,,,,1610612757,2014,2013-14,False
200746-201587-202083-203080-203081,1610612757,"LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Thomas Robinson, Damian Lillard","Aldridge, Batum, Matthews, Robinson, Lillard",200746-201587-202083-203080-203081,POR,1313.0,6,22.0,10.0,46.0,44.0,14.0,9.0,8.0,90,9.0,19.0,1.0,3.0,3.0,5.0,,8.0,4.0,14.0,33.0,8.0,9.0,49.0,39.0,1.0,6.0,7.0,5.0,11.0,4.0,1.0,14.0,14.0,2.0,8.0,2.0,8.0,27.0,1.0,1.0,11.0,12.0,,10.0,,2.0,1.0,2.0,42.0,14.0,14.0,,0.42424242424242425,0.16666666666666666,0.45454545454545453,0.4878048780487805,0.16666666666666666,0.43333333333333335,0.5444444444444444,0.4375,0.4666666666666667,0.1951219512195122,0.5,0.34782608695652173,0.5,98.70525514089871,14.456521739130435,14.727272727272727,13.717391304347826,13.75,0.4634146341463415,0.47368421052631576,0.5,,0.1951219512195122,0.5,0.3333333333333333,0.3333333333333333,0.6,0.26666666666666666,0.6585365853658537,0.5099365853658536,0.47783,0.14285714285714285,0.2857142857142857,6.403030303030303,25.5,0.30434782608695654,7.0,,,,,,4.0,,,1.0,3.0,1.0,8.0,,17.0,6.0,12.0,19.0,1.0,3.0,8.0,2.0,0.25,0.5,,0.25,0.5,0.8,0.3157894736842105,0.85,0.3333333333333333,0.5,0.17073170731707318,,,,,,,,,0.538225,5.0,5.0,3.0,7.0,0.625,1.0,1.0,1.0,4.0,7.0,4.0,1.0,14.0,9.0,4.0,2.0,7.0,2.0,1.0,0.5,0.5384615384615384,0.06060606060606061,0.05263157894736842,0.3,0.17073170731707318,0.5714285714285714,0.5714285714285714,0.5,0.5,0.5,0.25,0.5,1.0,,,5.0,,1.0,4.0,1.0,,2.0,1.0,,2.0,,1.0,1.0,1.0,,,1.0,,1.0,,,4.0,1.0,1.0,2.0,,1.0,0.14285714285714285,,0.6666666666666666,,0.3333333333333333,,0.875,0.8,0.047619047619047616,1.0,0.4444444444444444,0.14285714285714285,0.16666666666666666,1.0,0.25,,,,,0.1111111111111111,0.1111111111111111,0.1111111111111111,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-202083-203080-203115,1610612757,"LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Thomas Robinson, Will Barton","Aldridge, Batum, Matthews, Robinson, Barton",200746-201587-202083-203080-203115,POR,219.0,2,4.0,,6.0,9.0,1.0,1.0,1.0,15,1.0,1.0,1.0,1.0,,,,1.0,,2.0,5.0,1.0,2.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,,,2.0,4.0,2.0,1.0,,1.0,7.0,,,1.0,2.0,,2.0,,1.0,1.0,1.0,4.0,2.0,1.0,,0.4,1.0,1.0,0.3333333333333333,1.0,1.0,0.42857142857142855,1.0,1.0,0.16666666666666666,,0.25,,98.63013698630137,17.666666666666668,12.555555555555555,17.5,12.555555555555555,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,,,,0.3333333333333333,0.470875,0.3645,0.3333333333333333,0.3333333333333333,10.440000000000001,24.6,0.16666666666666666,2.0,,,,,,,,,,,,,,,1.0,3.0,6.0,,,,,,,,,,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,0.6809,3.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,0.25,1.0,,0.5,0.5,,,,,,,0.14285714285714285,0.16666666666666666,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-202083-203080-2590,1610612757,"LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Thomas Robinson, Mo Williams","Aldridge, Batum, Matthews, Robinson, Williams",200746-201587-202083-203080-2590,POR,256.0,3,4.0,-8.0,9.0,9.0,,4.0,2.0,18,1.0,1.0,,,,,,1.0,,2.0,7.0,1.0,1.0,8.0,16.0,1.0,2.0,2.0,,,,,,,,1.0,,1.0,2.0,,,5.0,,,1.0,,,,,6.0,,,,0.2857142857142857,0.5,,0.4375,0.5,,0.4375,0.5,,0.125,,0.2,,101.25,14.88888888888889,13.555555555555555,14.0,13.444444444444445,0.125,1.0,1.0,,0.125,,,,,,0.25,0.42199375,,0.25,,12.37142857142857,23.9,,2.0,,,,,,1.0,,,,3.0,1.0,3.0,,7.0,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,,,1.0,0.3333333333333333,0.2,0.3333333333333333,0.5,,0.25,,,,,,,,,0.4173,,1.0,1.0,1.0,0.5,,,,1.0,4.0,1.0,,4.0,,1.0,,2.0,1.0,,1.0,1.0,,,,0.5,0.25,0.25,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,2.0,,,,,,,0.5,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-202083-203081-203115,1610612757,"LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Damian Lillard, Will Barton","Aldridge, Batum, Matthews, Lillard, Barton",200746-201587-202083-203081-203115,POR,61.0,1,1.0,-3.0,2.0,1.0,1.0,,,3,,,,,,,1.0,,,,1.0,1.0,,,3.0,,,,,,1.0,,,,,,,,,,,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,70.81967213114754,17.0,27.0,17.0,27.0,,,,0.5,,,,,,,0.5,0.44785,0.5046,,,5.8,23.1,0.5,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-202083-203081-203468,1610612757,"LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Damian Lillard, CJ McCollum","Aldridge, Batum, Matthews, Lillard, McCollum",200746-201587-202083-203081-203468,POR,5.0,1,,,1.0,,1.0,,1.0,1,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,288.0,5.0,,,,,,,,1.0,,,,,1.0,1.0,0.35115,0.35115,,,,24.8,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-202083-203081-2590,1610612757,"LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Damian Lillard, Mo Williams","Aldridge, Batum, Matthews, Lillard, Williams",200746-201587-202083-203081-2590,POR,1281.0,14,21.0,26.0,50.0,42.0,38.0,26.0,6.0,92,10.0,14.0,1.0,1.0,6.0,10.0,,13.0,12.0,17.0,30.0,13.0,18.0,67.0,41.0,2.0,3.0,11.0,12.0,22.0,12.0,16.0,52.0,28.0,2.0,13.0,3.0,6.0,23.0,4.0,,22.0,14.0,1.0,20.0,6.0,,,,56.0,46.0,35.0,3.0,0.5666666666666667,0.6666666666666666,0.5454545454545454,0.5697674418604651,0.875,0.5294117647058824,0.6568627450980392,0.9166666666666666,0.6341463414634146,0.3023255813953488,0.42857142857142855,0.3,0.42857142857142855,103.41920374707259,13.06,14.952380952380953,12.28,14.5,0.32558139534883723,0.7142857142857143,0.8333333333333334,,0.3023255813953488,0.25,1.0,0.29411764705882354,0.6,0.35294117647058826,0.627906976744186,0.4783779069767442,0.4771794117647059,0.16417910447761194,0.7761194029850746,7.666666666666667,25.053846153846152,0.76,7.0,,,,,,5.0,1.0,1.0,4.0,12.0,4.0,7.0,,18.0,3.0,6.0,17.0,,2.0,5.0,3.0,0.8,0.38461538461538464,1.0,0.3333333333333333,0.38461538461538464,0.6,0.23076923076923078,0.7222222222222222,0.25,0.5,0.16279069767441862,,,,,,,,,0.48095,7.0,3.0,2.0,7.0,0.6,0.875,0.8,1.0,4.0,9.0,5.0,4.0,6.0,3.0,5.0,2.0,3.0,1.0,,0.17647058823529413,0.1875,0.06666666666666667,0.14285714285714285,0.25,0.20930232558139536,0.4444444444444444,0.4444444444444444,0.25,0.38461538461538464,0.4166666666666667,0.3333333333333333,0.38461538461538464,3.0,1.0,1.0,4.0,,4.0,2.0,,,4.0,,4.0,1.0,,,1.0,1.0,1.0,1.0,,,3.0,1.0,,5.0,1.0,,,,5.0,,,0.8,,0.2,,0.3333333333333333,1.0,,,0.2,0.42857142857142855,0.42857142857142855,,0.8,,0.25,1.0,1.0,0.13333333333333333,0.15625,0.07692307692307693,1.0,0.07692307692307693,,0.07692307692307693,,,,,,1610612757,2014,2013-14,False
200746-201587-202083-203081-2748,1610612757,"LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Damian Lillard, Dorell Wright","Aldridge, Batum, Matthews, Lillard, Wright",200746-201587-202083-203081-2748,POR,464.0,4,8.0,-1.0,15.0,18.0,2.0,12.0,,33,2.0,2.0,,,,,,3.0,,4.0,7.0,3.0,5.0,19.0,20.0,,,,,,,1.0,1.0,2.0,,3.0,,,5.0,2.0,,3.0,7.0,1.0,8.0,3.0,1.0,1.0,1.0,19.0,,,,0.5714285714285714,,,0.7,,,0.6785714285714286,,0.25,0.3,,,,102.41379310344827,14.733333333333333,13.5,14.733333333333333,13.277777777777779,0.2,1.0,1.0,,0.3,,,,,,0.5,0.48479,,,0.05263157894736842,12.042857142857144,25.3,0.13333333333333333,2.0,,,,,,2.0,,,,,,3.0,,6.0,,2.0,5.0,1.0,2.0,2.0,,,0.6666666666666666,,,0.6666666666666666,1.0,,0.8333333333333334,,1.0,0.2,,,,,,,,,,3.0,,,2.0,,0.75,0.75,,2.0,3.0,2.0,,6.0,6.0,2.0,,3.0,2.0,,0.75,0.75,,,,0.3,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,,,,1.0,,,,,2.0,,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,0.5,,,,,,,,,0.09090909090909091,0.125,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-202083-2590-2748,1610612757,"LaMarcus Aldridge, Nicolas Batum, Wesley Matthews, Mo Williams, Dorell Wright","Aldridge, Batum, Matthews, Williams, Wright",200746-201587-202083-2590-2748,POR,126.0,2,2.0,1.0,4.0,5.0,4.0,5.0,1.0,9,1.0,3.0,,1.0,1.0,3.0,,,,2.0,4.0,,1.0,5.0,4.0,,1.0,,2.0,4.0,,1.0,5.0,2.0,,,,1.0,3.0,,,,,,1.0,,,,,5.0,5.0,4.0,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,0.5,,102.85714285714285,17.25,11.4,16.75,8.0,0.75,0.3333333333333333,0.3333333333333333,,,1.0,,0.75,0.3333333333333333,,0.75,0.536125,0.536125,,1.0,5.425,,1.0,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,1.0,0.5,1.0,,,,,,,,,,,,0.5303,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,2.0,,,,1.0,,,0.5,0.5,,,0.5,0.25,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-203080-203081-203115,1610612757,"LaMarcus Aldridge, Nicolas Batum, Thomas Robinson, Damian Lillard, Will Barton","Aldridge, Batum, Robinson, Lillard, Barton",200746-201587-203080-203081-203115,POR,540.0,3,9.0,4.0,16.0,19.0,2.0,,2.0,35,3.0,5.0,,,1.0,1.0,,5.0,,6.0,12.0,5.0,2.0,20.0,16.0,,2.0,,2.0,2.0,,1.0,5.0,4.0,,5.0,1.0,2.0,11.0,,,8.0,4.0,1.0,3.0,,1.0,1.0,1.0,20.0,5.0,2.0,,0.5,,1.0,0.5294117647058824,,1.0,0.5555555555555556,,1.25,0.29411764705882354,0.3333333333333333,0.2222222222222222,0.3333333333333333,93.33333333333333,15.6875,15.210526315789474,14.375,14.947368421052632,0.29411764705882354,0.6,0.6,,0.29411764705882354,,,0.5,1.0,,0.5882352941176471,0.5069764705882354,0.6276,,0.25,7.8,25.14,0.125,4.0,,,,,,2.0,,,,3.0,1.0,5.0,,11.0,1.0,7.0,9.0,,,1.0,,0.5,0.4,,,0.4,0.6363636363636364,0.16666666666666666,0.6666666666666666,,0.5,0.23529411764705882,,,,,,,,,0.4523,1.0,1.0,,5.0,1.0,1.0,1.0,,2.0,3.0,2.0,,8.0,3.0,2.0,,4.0,2.0,,0.6666666666666666,0.6666666666666666,,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.4,0.4,,0.4,1.0,,,,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,1.0,,1.0,,1.0,0.5,,,0.6666666666666666,0.25,0.25,,0.5,,,,,0.1111111111111111,0.15384615384615385,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-203080-203081-2590,1610612757,"LaMarcus Aldridge, Nicolas Batum, Thomas Robinson, Damian Lillard, Mo Williams","Aldridge, Batum, Robinson, Lillard, Williams",200746-201587-203080-203081-2590,POR,866.0,6,14.0,-10.0,26.0,28.0,5.0,4.0,5.0,54,3.0,8.0,2.0,4.0,,2.0,3.0,6.0,1.0,6.0,17.0,9.0,7.0,28.0,38.0,2.0,4.0,6.0,,5.0,2.0,,3.0,8.0,2.0,6.0,3.0,6.0,12.0,1.0,,10.0,7.0,,8.0,,3.0,2.0,3.0,22.0,3.0,5.0,,0.35294117647058826,0.5,,0.40384615384615385,0.5,0.21428571428571427,0.4666666666666667,0.6,0.21428571428571427,0.34615384615384615,0.5,0.35294117647058826,0.6,89.79214780600462,17.615384615384617,14.571428571428571,16.653846153846153,13.75,0.3076923076923077,0.375,0.42857142857142855,0.11538461538461539,0.23076923076923078,1.0,0.5,0.2857142857142857,,0.14285714285714285,0.6538461538461539,0.4991653846153846,0.4803571428571428,0.21428571428571427,0.10714285714285714,8.294117647058824,24.555555555555557,0.19230769230769232,4.0,2.0,,,1.0,1.0,3.0,,,1.0,9.0,3.0,5.0,2.0,13.0,3.0,4.0,6.0,1.0,2.0,2.0,,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.5,0.2727272727272727,0.5454545454545454,0.5,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.6666666666666666,1.0,,,,0.14285714285714285,1.0,0.5768,2.0,,,4.0,,0.6666666666666666,0.5,1.0,1.0,5.0,1.0,,4.0,,1.0,1.0,2.0,,1.0,0.3333333333333333,0.4,0.058823529411764705,0.125,0.2,0.19230769230769232,0.2,0.2,,0.16666666666666666,0.16666666666666666,,0.16666666666666666,2.0,,,2.0,,1.0,1.0,1.0,,,2.0,1.0,,,,,,3.0,1.0,,,,,,4.0,,1.0,2.0,,,,,,,0.25,,,,0.125,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,1.0,0.5,,,,0.13333333333333333,0.19047619047619047,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-203080-203115-203468,1610612757,"LaMarcus Aldridge, Nicolas Batum, Thomas Robinson, Will Barton, CJ McCollum","Aldridge, Batum, Robinson, Barton, McCollum",200746-201587-203080-203115-203468,POR,481.0,2,8.0,-4.0,17.0,16.0,11.0,3.0,1.0,33,4.0,6.0,,1.0,3.0,4.0,,2.0,1.0,6.0,12.0,2.0,4.0,16.0,20.0,,1.0,,5.0,9.0,1.0,2.0,12.0,6.0,,2.0,,1.0,5.0,1.0,,2.0,3.0,,4.0,,,,,16.0,12.0,11.0,,0.5,,0.5555555555555556,0.42857142857142855,,0.5,0.5333333333333333,,0.6,0.14285714285714285,,0.125,,98.79417879417879,12.705882352941176,16.5625,12.647058823529411,15.875,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.14285714285714285,1.0,,0.4,0.75,0.1,0.5714285714285714,0.48492142857142856,0.434295,,0.75,8.191666666666666,25.05,0.6470588235294118,3.0,,,,,,,,,,,,3.0,,6.0,1.0,1.0,4.0,,,2.0,1.0,,,,,,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.5,1.0,0.21428571428571427,,,,,,,,,0.6369,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,6.0,,,,3.0,,,0.5,0.5,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,,,,1.0,,,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.2,0.23076923076923078,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-203080-203115-2248,1610612757,"LaMarcus Aldridge, Nicolas Batum, Thomas Robinson, Will Barton, Earl Watson","Aldridge, Batum, Robinson, Barton, Watson",200746-201587-203080-203115-2248,POR,218.0,2,4.0,-1.0,8.0,7.0,5.0,4.0,,15,,1.0,,,,,1.0,1.0,1.0,3.0,4.0,2.0,,9.0,10.0,,,,2.0,2.0,1.0,,4.0,6.0,,1.0,,,3.0,,,3.0,,,,,1.0,1.0,1.0,9.0,4.0,5.0,,0.75,,1.0,0.75,,0.6666666666666666,0.75,,0.6666666666666666,0.3333333333333333,,,,99.08256880733946,14.25,14.857142857142858,14.25,14.857142857142858,0.16666666666666666,,,0.16666666666666666,0.16666666666666666,,,,,0.3333333333333333,0.5,0.4511083333333333,0.3721833333333333,,0.4444444444444444,8.575,26.75,0.625,2.0,1.0,,,,,1.0,,,,,,,,,,2.0,3.0,,1.0,2.0,2.0,,0.5,,,0.5,1.0,,1.0,,1.0,0.3333333333333333,1.0,1.0,,,,,,,,1.0,1.0,,,0.5,1.0,1.0,,1.0,1.0,,,,3.0,,,,,,,,,,,0.16666666666666666,1.0,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
200746-201587-203080-203115-2590,1610612757,"LaMarcus Aldridge, Nicolas Batum, Thomas Robinson, Will Barton, Mo Williams","Aldridge, Batum, Robinson, Barton, Williams",200746-201587-203080-203115-2590,POR,46.0,1,1.0,-3.0,2.0,3.0,2.0,,,5,,,,,,,,,,,1.0,,,,3.0,,,,,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,156.52173913043478,5.5,11.666666666666666,5.5,11.666666666666666,,,,,,,,,,,,0.4361,0.4361,,,7.2,,1.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2014,2013-14,False
