EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,DefTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,BlockingFouls,LongMidRangePctBlocked,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Clear Path Fouls,Corner3PctBlocked,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101161-101236-200768-201942-201986,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Nando De Colo","Johnson, Hayes, Lowry, DeRozan, De Colo",101161-101236-200768-201942-201986,TOR,215.0,2,4.0,6.0,6.0,6.0,1.0,12.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,7.0,7.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,0.5,0.4375,0.5,0.4375,0.5,0.375,0.3333333333333333,1.0,0.5,0.5,0.4,0.5,1.0,1.0,1.0,80.37209302325581,17.166666666666668,18.666666666666668,15.666666666666666,15.166666666666666,0.25,1.0,1.0,1.0,0.25,0.125,0.125,0.25,0.5,0.5,1.0,0.5,1.0,1.0,0.625,0.5,0.5674875,0.7294,0.2857142857142857,6.5,24.400000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-201942-202349,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Greivis Vasquez","Johnson, Hayes, Lowry, DeRozan, Vasquez",101161-101236-200768-201942-202349,TOR,853.0,12,14.0,24.0,24.0,4.0,3.0,48.0,6.0,9.0,2.0,3.0,3.0,5.0,1.0,2.0,4.0,13.0,17.0,2.0,5.0,36.0,31.0,3.0,4.0,6.0,8.0,3.0,4.0,2.0,4.0,1.0,5.0,1.0,2.0,11.0,1.0,3.0,1.0,7.0,4.0,11.0,,,3.0,6.0,,,,30.0,,0.3076923076923077,0.3333333333333333,0.5,0.4,0.4,0.7647058823529411,0.75,0.7272727272727273,0.75,0.7608695652173914,0.75,0.22727272727272727,0.75,1.0,0.3333333333333333,0.5833333333333334,0.5714285714285714,,,1.0,,81.031652989449,17.041666666666668,18.5,15.041666666666666,16.916666666666668,0.4090909090909091,0.6666666666666666,0.75,0.3333333333333333,0.13636363636363635,0.22727272727272727,0.045454545454545456,0.18181818181818182,0.5,0.5,0.5,0.75,0.6666666666666666,,0.6363636363636364,0.5,0.49540909090909097,0.5343333333333333,0.16666666666666666,8.48235294117647,24.68,5.0,5.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,13.0,18.0,3.0,2.0,1.0,2.0,6.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,13.0,5.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.058823529411764705,0.1111111111111111,0.5454545454545454,1.0,0.5,0.6666666666666666,0.8,0.16666666666666666,1.0,1.0,0.8,0.8,0.5,0.4,0.5,0.4,1.0,0.5510900000000001,0.09090909090909091,0.11764705882352941,0.3611111111111111,0.20833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-201942-203082,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, Terrence Ross","Johnson, Hayes, Lowry, DeRozan, Ross",101161-101236-200768-201942-203082,TOR,1922.0,13,32.0,63.0,62.0,34.0,8.0,125.0,9.0,14.0,3.0,4.0,13.0,10.0,2.0,7.0,17.0,19.0,37.0,8.0,19.0,72.0,76.0,4.0,5.0,9.0,12.0,24.0,17.0,7.0,6.0,8.0,14.0,7.0,2.0,36.0,3.0,6.0,8.0,24.0,9.0,33.0,2.0,,14.0,24.0,,,,63.0,6.0,0.3157894736842105,0.3333333333333333,1.0,0.42105263157894735,0.42105263157894735,0.5135135135135135,0.8,0.5535714285714286,0.6666666666666666,0.5806451612903226,0.6428571428571429,0.3392857142857143,0.3333333333333333,0.7272727272727273,0.2727272727272727,0.7391304347826086,0.3103448275862069,0.3333333333333333,,0.7777777777777778,0.5,93.65244536940688,16.41269841269841,14.32258064516129,15.746031746031745,13.483870967741936,0.25,0.6428571428571429,0.75,0.2222222222222222,0.23214285714285715,0.17857142857142858,0.03571428571428571,0.30357142857142855,0.4117647058823529,0.4375,1.0,0.6666666666666666,0.75,0.3333333333333333,0.5892857142857143,0.4117647058823529,0.49565625,0.601775,0.125,8.85945945945946,25.347368421052632,-4.0,22.0,4.0,5.0,7.0,3.0,6.0,11.0,10.0,9.0,14.0,6.0,11.0,3.0,39.0,26.0,,2.0,2.0,1.0,9.0,2.0,1.0,3.0,,,10.0,1.0,,13.0,2.0,,,14.0,,,3.0,1.0,39.0,22.0,1.0,0.5454545454545454,0.6428571428571429,0.72,0.7222222222222222,0.05405405405405406,0.14285714285714285,0.75,0.2,0.3,0.75,1.0,0.07692307692307693,0.5384615384615384,0.5384615384615384,0.3,0.3,0.3333333333333333,0.2,0.8,0.44,0.5454545454545454,0.49912999999999996,0.08196721311475409,0.075,0.5416666666666666,0.3492063492063492,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,7.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,0.05263157894736842,0.058823529411764705,0.7,1.0,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5,1.0,0.16666666666666666,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-201942-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, DeMar DeRozan, John Salmons","Johnson, Hayes, Lowry, DeRozan, Salmons",101161-101236-200768-201942-2422,TOR,380.0,5,6.0,14.0,14.0,4.0,1.0,28.0,2.0,3.0,1.0,1.0,4.0,5.0,,,,5.0,12.0,,,13.0,13.0,1.0,1.0,2.0,2.0,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,6.0,1.0,7.0,,,4.0,6.0,1.0,,1.0,11.0,,0.2,0.25,,,,0.4166666666666667,1.0,0.4166666666666667,1.0,0.5,1.0,,0.14285714285714285,0.5,,0.8333333333333334,0.14285714285714285,0.3333333333333333,,0.5,,106.10526315789474,14.214285714285714,12.928571428571429,14.142857142857142,12.571428571428571,0.25,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.4166666666666667,,,,,,1.0,1.0,,0.25,,0.457725,0.5863,0.15384615384615385,10.875,,,1.0,,,1.0,2.0,,,3.0,,1.0,,,,,8.0,,2.0,,,4.0,,1.0,1.0,,,2.0,,1.0,3.0,1.0,,,3.0,1.0,,2.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,,0.25,0.25,0.4,0.4,,,,,,0.2934,0.15384615384615385,0.15384615384615385,,0.07142857142857142,,,,,,,,1.0,,1.0,,1.0,,,,,,,,0.5,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-201986-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Nando De Colo, John Salmons","Johnson, Hayes, Lowry, De Colo, Salmons",101161-101236-200768-201986-2422,TOR,47.0,1,1.0,2.0,1.0,1.0,,3.0,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,0.5,,,,1.0,,1.0,,,,,1.0,91.91489361702128,12.5,22.0,12.5,22.0,1.0,,,,,,,,,,,,,,1.0,,0.431,,,2.5,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-202349-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Greivis Vasquez, John Salmons","Johnson, Hayes, Lowry, Vasquez, Salmons",101161-101236-200768-202349-2422,TOR,198.0,2,3.0,8.0,9.0,8.0,1.0,17.0,,1.0,,,1.0,2.0,,1.0,1.0,,4.0,1.0,1.0,4.0,10.0,,,1.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,,4.0,1.0,5.0,,,1.0,1.0,1.0,,1.0,3.0,,,,1.0,1.0,1.0,,,0.3,,0.2857142857142857,0.5,0.2,0.25,,,1.0,0.25,,,,,123.63636363636364,10.875,12.333333333333334,10.5,12.222222222222221,0.2,,,,0.2,0.4,,0.2,1.0,1.0,1.0,,,,0.4,1.0,0.44149000000000005,,0.25,11.325,25.9,-6.0,8.0,,1.0,,,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,,,,,,3.0,1.0,,,,,2.0,,,2.0,,1.0,,4.0,,,1.0,1.0,4.0,8.0,1.0,1.0,,0.3,0.2857142857142857,,,1.0,1.0,,1.0,,0.25,,,,,,0.2,,0.2,1.0,0.44149000000000005,0.16666666666666666,0.2,1.0,1.0,,,,1.0,,,,1.0,,2.0,1.0,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-202361-203082,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Landry Fields, Terrence Ross","Johnson, Hayes, Lowry, Fields, Ross",101161-101236-200768-202361-203082,TOR,43.0,1,1.0,1.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.46511627906976,21.0,11.0,21.0,11.0,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-202933-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Julyan Stone, John Salmons","Johnson, Hayes, Lowry, Stone, Salmons",101161-101236-200768-202933-2422,TOR,7.0,1,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-200768-203082-2422,1610612761,"Amir Johnson, Chuck Hayes, Kyle Lowry, Terrence Ross, John Salmons","Johnson, Hayes, Lowry, Ross, Salmons",101161-101236-200768-203082-2422,TOR,515.0,3,9.0,18.0,20.0,14.0,2.0,38.0,4.0,6.0,,,4.0,6.0,,1.0,2.0,9.0,16.0,1.0,2.0,23.0,15.0,1.0,1.0,4.0,10.0,3.0,2.0,1.0,5.0,1.0,6.0,1.0,3.0,13.0,,2.0,3.0,8.0,2.0,10.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,19.0,3.0,0.5555555555555556,0.5555555555555556,1.0,0.5,0.5,0.5625,1.0,0.5833333333333334,1.0,0.6052631578947368,1.0,0.1111111111111111,0.2857142857142857,1.0,,0.6363636363636364,0.25,0.5,,1.0,,106.25242718446601,13.333333333333334,13.75,12.5,13.0,0.3333333333333333,0.6666666666666666,0.8,0.75,0.2222222222222222,0.3333333333333333,,0.1111111111111111,0.5,0.5,1.0,,,,0.4444444444444444,0.5,0.5213416666666667,0.4313,0.17391304347826086,8.65,24.6,8.0,14.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,7.0,13.0,1.0,1.0,2.0,19.0,8.0,,,2.0,1.0,4.0,,,,,,1.0,,1.0,2.0,1.0,,,2.0,,,,1.0,19.0,14.0,1.0,1.0,0.5384615384615384,0.6071428571428571,0.6333333333333333,0.125,0.16666666666666666,0.5,,,,0.3333333333333333,,0.5,0.5,0.5,0.6,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.07142857142857142,1.0,0.4724857142857143,,,0.8260869565217391,0.7777777777777778,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,0.3333333333333333,0.75,0.5,,,,,,,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
101161-101236-201942-201986-202349,1610612761,"Amir Johnson, Chuck Hayes, DeMar DeRozan, Nando De Colo, Greivis Vasquez","Johnson, Hayes, DeRozan, De Colo, Vasquez",101161-101236-201942-201986-202349,TOR,98.0,1,2.0,3.0,3.0,1.0,,6.0,1.0,1.0,,,,2.0,,,,1.0,3.0,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,2.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,88.16326530612245,18.666666666666668,14.0,18.666666666666668,14.0,0.3333333333333333,1.0,1.0,,,0.6666666666666666,,,,,,,,,0.3333333333333333,,0.5332333333333333,,,12.933333333333332,,-3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2014,2013-14,False
