EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Clear Path Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls,BlockedLongMidRange,Fg3aBlocked,Blocked3s,BlockedArc3,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
101106-101135-201939-202348-202691,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Jordan Crawford, Klay Thompson","Bogut, Lee, Curry, Crawford, Thompson",101106-101135-201939-202348-202691,GSW,90.0,1,2.0,-2.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.5,0.5,1.5,0.3333333333333333,96.0,11.666666666666666,18.333333333333332,11.666666666666666,18.333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5764666666666667,0.6558,1.0,6.95,22.8,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,False
101106-101135-201939-202348-203084,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Jordan Crawford, Harrison Barnes","Bogut, Lee, Curry, Crawford, Barnes",101106-101135-201939-202348-203084,GSW,526.0,6,9.0,-5.0,15.0,14.0,2.0,29.0,7.0,3.0,,1.0,,,12.0,1.0,4.0,16.0,21.0,,,,3.0,1.0,5.0,,11.0,,,,4.0,4.0,10.0,,2.0,1.0,0.25,,0.25,0.46875,,0.4444444444444444,,0.25,79.39163498098858,17.066666666666666,19.285714285714285,14.533333333333333,16.857142857142858,0.4375,0.1875,0.0625,,,,,,0.6875,0.532553125,0.41625,,6.566666666666666,25.85,0.13333333333333333,7.0,5.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,8.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,5.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,0.6666666666666666,0.8,1.0,0.5,0.3333333333333333,0.625,0.6,0.08333333333333333,0.14285714285714285,0.25,0.3333333333333333,1.0,1.0,0.5714285714285714,0.5555555555555556,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.5714285714285714,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,0.125,0.5,0.5,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,0.25,1.0,1.0,0.3333333333333333,0.5536,0.1111111111111111,0.14285714285714285,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,False
101106-101135-201939-202348-2738,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Jordan Crawford, Andre Iguodala","Bogut, Lee, Curry, Crawford, Iguodala",101106-101135-201939-202348-2738,GSW,267.0,2,4.0,-7.0,9.0,10.0,,19.0,1.0,2.0,,1.0,,,4.0,,3.0,6.0,13.0,,,,,,,,,2.0,2.0,1.0,1.0,1.0,6.0,,,,,,,0.42857142857142855,,0.42857142857142855,,0.42857142857142855,102.47191011235955,14.666666666666666,13.5,14.666666666666666,12.7,0.14285714285714285,0.2857142857142857,0.14285714285714285,,,,,,0.5714285714285714,0.52315,,,6.2,24.833333333333332,,9.0,,1.0,,,1.0,1.0,1.0,,2.0,,,3.0,,,,,,,,,,6.0,,2.0,,,,,,,,,2.0,,2.0,,2.0,,2.0,1.0,2.0,,,,,,,,,,,0.75,,,,,,,,1.0,,0.6666666666666666,,,,,,1.0,,1.0,1.0,,0.5,0.5,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,False
101106-101135-201939-202691-203084,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Harrison Barnes","Bogut, Lee, Curry, Thompson, Barnes",101106-101135-201939-202691-203084,GSW,18161.0,48,303.0,-55.0,624.0,626.0,76.0,1250.0,157.0,130.0,18.0,46.0,4.0,13.0,392.0,50.0,147.0,613.0,668.0,10.0,28.0,78.0,114.0,38.0,136.0,16.0,310.0,39.0,28.0,65.0,142.0,103.0,541.0,78.0,76.0,0.76,0.3401360544217687,0.35714285714285715,0.3424657534246575,0.4842300556586271,0.5074626865671642,0.5109612141652614,0.527027027027027,0.2727272727272727,99.1134849402566,14.032051282051283,15.023961661341852,13.524038461538462,14.458466453674122,0.2912801484230056,0.24118738404452691,0.08534322820037106,0.391304347826087,0.391304347826087,0.8888888888888888,0.19402985074626866,0.3076923076923077,0.5640074211502782,0.5099259776536312,0.5090090909090909,0.1272430668841762,8.308163265306122,25.268027210884355,0.12179487179487179,107.0,69.0,92.0,23.0,44.0,52.0,42.0,105.0,32.0,101.0,3.0,9.0,186.0,91.0,27.0,58.0,4.0,15.0,6.0,72.0,39.0,196.0,176.0,42.0,100.0,32.0,32.0,98.0,22.0,55.0,18.0,17.0,65.0,58.0,180.0,253.0,83.0,336.0,21.0,56.0,9.0,120.0,6.0,6.0,6.0,120.0,52.0,,20.0,0.5268817204301075,0.593939393939394,0.26666666666666666,0.4744897959183674,0.46551724137931033,0.4520547945205479,0.47368421052631576,0.08163265306122448,0.11464968152866242,0.7563025210084033,0.3170731707317073,0.8656716417910447,0.18085106382978725,0.780327868852459,0.27424749163879597,0.47692307692307695,0.12121212121212122,0.32142857142857145,0.8522727272727273,0.8653846153846154,0.8666666666666667,0.5859872611464968,0.6618705035971223,0.5978260869565217,0.4,0.4444444444444444,0.19480519480519481,0.4,0.40384615384615385,0.42857142857142855,0.18738404452690166,0.31683168316831684,0.31683168316831684,0.6875,0.6027397260273972,0.5227272727272727,0.1232876712328767,0.3333333333333333,1.0,0.32,0.5406733333333335,0.09028960817717206,0.11818181818181818,0.11745513866231648,12.0,15.0,1.0,6.0,6.0,15.0,19.0,10.0,36.0,1.0,25.0,1.0,15.0,16.0,11.0,64.0,42.0,1.0,22.0,2.0,15.0,3.0,2.0,16.0,4.0,7.0,2.0,4.0,1.0,7.0,1.0,6.0,31.0,25.0,6.0,31.0,19.0,1.0,2.0,3.0,0.48717948717948717,0.1,0.009523809523809525,0.5333333333333333,0.8823529411764706,0.06666666666666667,0.32051282051282054,0.14516129032258066,0.625,0.7558139534883721,0.0599250936329588,0.6129032258064516,0.4807692307692308,0.13043478260869565,0.0821917808219178,0.16666666666666666,1.0,0.22388059701492538,0.8,0.22388059701492538,0.4,0.006802721088435374,,,,,,,,,,,,1610612744,2014,2013-14,False
101106-101135-201939-202691-203110,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Draymond Green","Bogut, Lee, Curry, Thompson, Green",101106-101135-201939-202691-203110,GSW,1605.0,9,27.0,18.0,53.0,51.0,7.0,104.0,15.0,6.0,2.0,4.0,,,29.0,5.0,14.0,73.0,55.0,1.0,3.0,9.0,9.0,3.0,14.0,1.0,31.0,,,2.0,11.0,15.0,69.0,9.0,7.0,0.6,0.35714285714285715,0.3333333333333333,0.35714285714285715,0.6395348837209303,0.5625,0.6923076923076923,0.5625,0.32558139534883723,93.30841121495327,13.49056603773585,17.45098039215686,13.358490566037736,15.980392156862745,0.3488372093023256,0.13953488372093023,0.09302325581395349,0.5,0.5,0.5,,,0.6744186046511628,0.5322023255813954,0.55296875,0.1232876712328767,8.03103448275862,24.75,0.1320754716981132,15.0,4.0,13.0,1.0,2.0,4.0,3.0,8.0,3.0,10.0,,,20.0,18.0,1.0,2.0,,,2.0,4.0,5.0,22.0,18.0,2.0,10.0,3.0,,11.0,2.0,10.0,1.0,3.0,2.0,2.0,19.0,23.0,5.0,28.0,1.0,4.0,1.0,7.0,2.0,1.0,,20.0,7.0,1.0,1.0,0.55,0.5789473684210527,,0.6896551724137931,0.5,0.5,0.6666666666666666,,,0.76,0.2222222222222222,0.5,0.3333333333333333,0.7241379310344828,0.2777777777777778,0.5,0.42857142857142855,,0.8333333333333334,0.6666666666666666,,0.8666666666666667,0.8666666666666667,0.7692307692307693,0.6666666666666666,0.6666666666666666,0.18604651162790697,0.375,0.375,0.3333333333333333,0.23255813953488372,0.3,0.3,0.6666666666666666,1.0,0.5,,,,0.3,0.6533,0.1568627450980392,0.19444444444444445,0.0547945205479452,2.0,3.0,,,1.0,3.0,3.0,,6.0,,,,2.0,1.0,,3.0,3.0,,,,2.0,,,1.0,1.0,,,,,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,,,,0.6,,,0.42857142857142855,1.0,,,0.2,0.5,1.0,0.05555555555555555,0.5,,,,,,0.375,0.6666666666666666,0.375,0.3333333333333333,0.06666666666666667,1.0,1.0,,,,,,,,,,1610612744,2014,2013-14,False
101106-101135-201939-202691-203145,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Kent Bazemore","Bogut, Lee, Curry, Thompson, Bazemore",101106-101135-201939-202691-203145,GSW,106.0,1,2.0,2.0,1.0,2.0,,3.0,,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,0.5,,0.5,,0.5,40.75471698113208,47.0,29.5,37.0,24.5,,0.5,,,,,,,0.5,0.45745,,,7.9,25.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,2.0,,1.0,,,,,,,1.0,,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,0.6666666666666666,,,1.0,0.6666666666666666,1.0,,1.0,,0.5,,,,,,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,False
101106-101135-201939-202691-2581,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Steve Blake","Bogut, Lee, Curry, Thompson, Blake",101106-101135-201939-202691-2581,GSW,442.0,3,7.0,3.0,19.0,17.0,1.0,36.0,9.0,3.0,1.0,1.0,,,15.0,2.0,2.0,18.0,15.0,,,2.0,6.0,2.0,5.0,1.0,12.0,2.0,1.0,1.0,3.0,2.0,13.0,,,1.0,1.0,,1.0,0.4117647058823529,,0.47368421052631576,1.0,0.11764705882352941,117.28506787330318,10.578947368421053,14.176470588235293,10.157894736842104,14.117647058823529,0.5294117647058824,0.17647058823529413,0.058823529411764705,1.0,1.0,1.0,,,0.6470588235294118,0.5340617647058824,,0.1111111111111111,7.02,25.45,0.05263157894736842,5.0,3.0,2.0,,2.0,,2.0,3.0,1.0,1.0,,,4.0,4.0,1.0,3.0,1.0,1.0,,5.0,,6.0,2.0,,1.0,1.0,3.0,3.0,1.0,2.0,1.0,,3.0,2.0,7.0,9.0,3.0,12.0,2.0,2.0,,2.0,,,,4.0,1.0,,1.0,0.75,0.75,1.0,0.26666666666666666,0.3333333333333333,0.625,0.625,0.2,0.3333333333333333,0.875,0.2727272727272727,0.6666666666666666,,0.8181818181818182,0.2727272727272727,0.42857142857142855,,,1.0,0.6666666666666666,,0.2222222222222222,0.3333333333333333,1.0,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.5,0.058823529411764705,1.0,1.0,1.0,0.5,,,,,1.0,0.49575,0.05555555555555555,0.0625,0.2777777777777778,,,1.0,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,0.5,1.0,,1.0,,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,False
101106-101135-201939-202691-2738,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Klay Thompson, Andre Iguodala","Bogut, Lee, Curry, Thompson, Iguodala",101106-101135-201939-202691-2738,GSW,46779.0,60,780.0,245.0,1569.0,1576.0,156.0,3145.0,492.0,284.0,39.0,93.0,1.0,3.0,1055.0,163.0,386.0,1807.0,1562.0,11.0,26.0,159.0,372.0,124.0,457.0,39.0,1038.0,134.0,86.0,146.0,315.0,270.0,1598.0,159.0,156.0,0.7607361963190185,0.422279792746114,0.4230769230769231,0.422279792746114,0.5582928521859819,0.5,0.5808113329040566,0.5413793103448276,0.2678695350451076,96.81267235297891,14.115360101975782,15.629441624365482,13.431485022307202,15.032360406091371,0.3414295628036086,0.1970853573907009,0.06453851492019431,0.41935483870967744,0.41935483870967744,1.0,0.024390243902439025,0.3333333333333333,0.6092990978487162,0.5209102706453851,0.5137215447154471,0.08799114554510237,7.875071090047392,25.239637305699482,0.0994263862332696,198.0,180.0,317.0,53.0,102.0,120.0,123.0,279.0,124.0,293.0,13.0,30.0,560.0,198.0,64.0,141.0,17.0,45.0,30.0,209.0,97.0,666.0,454.0,72.0,293.0,124.0,76.0,333.0,85.0,216.0,68.0,43.0,173.0,135.0,444.0,603.0,220.0,823.0,20.0,99.0,14.0,238.0,15.0,16.0,13.0,261.0,124.0,2.0,19.0,0.5946428571428571,0.6354961832061069,0.37777777777777777,0.5308056872037915,0.45390070921985815,0.48118279569892475,0.5147783251231527,0.07203791469194312,0.0975609756097561,0.746218487394958,0.3509127789046653,0.7584269662921348,0.19282511210762332,0.7490297542043984,0.3016759776536313,0.45977011494252873,0.20710059171597633,0.14814814814814814,0.7905982905982906,0.7517241379310344,0.7878787878787878,0.6443089430894309,0.713963963963964,0.6813880126182965,0.4225352112676056,0.4669260700389105,0.19361554476058293,0.44086021505376344,0.44244604316546765,0.5528455284552846,0.20333102012491325,0.4232081911262799,0.4261168384879725,0.6854838709677419,0.5483870967741935,0.5196078431372549,0.16129032258064516,0.43333333333333335,0.7692307692307693,0.4232081911262799,0.5527000000000001,0.08376623376623377,0.1076388888888889,0.11566131710016603,29.0,49.0,4.0,15.0,10.0,23.0,45.0,36.0,117.0,,49.0,4.0,24.0,30.0,48.0,139.0,94.0,7.0,45.0,4.0,28.0,5.0,,26.0,8.0,25.0,6.0,27.0,3.0,5.0,5.0,13.0,83.0,53.0,27.0,85.0,58.0,2.0,5.0,11.0,0.4639175257731959,0.09507042253521127,0.0035842293906810036,0.5840336134453782,0.9230769230769231,0.1111111111111111,0.3475609756097561,0.23225806451612904,0.6644736842105263,0.7559808612440191,0.047021943573667714,0.6823529411764706,0.4083333333333333,0.24528301886792453,0.08064516129032258,0.26666666666666666,1.0,0.3983739837398374,0.5918367346938775,0.18699186991869918,0.43478260869565216,0.01288659793814433,7.0,3.0,2.0,2.0,2.0,2.0,0.0051813471502590676,0.006825938566552901,,,,1610612744,2014,2013-14,False
101106-101135-201939-203084-203110,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Harrison Barnes, Draymond Green","Bogut, Lee, Curry, Barnes, Green",101106-101135-201939-203084-203110,GSW,1762.0,11,29.0,5.0,61.0,61.0,16.0,122.0,19.0,13.0,2.0,4.0,,1.0,38.0,4.0,16.0,63.0,58.0,1.0,2.0,14.0,12.0,4.0,12.0,2.0,28.0,7.0,1.0,4.0,9.0,10.0,55.0,14.0,16.0,1.0,0.25,0.5,0.25,0.5,0.375,0.5254237288135594,0.4666666666666667,0.2962962962962963,99.70488081725313,13.672131147540984,15.21311475409836,13.475409836065573,14.770491803278688,0.35185185185185186,0.24074074074074073,0.07407407407407407,0.5,0.5,1.0,0.08333333333333333,,0.6481481481481481,0.5141611111111112,0.512525,0.2222222222222222,6.778947368421053,25.268749999999997,0.26229508196721313,17.0,7.0,11.0,4.0,5.0,7.0,3.0,6.0,2.0,12.0,,1.0,21.0,9.0,4.0,5.0,,2.0,,8.0,10.0,16.0,26.0,8.0,12.0,2.0,2.0,8.0,2.0,6.0,,2.0,5.0,6.0,14.0,22.0,7.0,29.0,,,,7.0,,,,12.0,4.0,,2.0,0.38095238095238093,0.47058823529411764,,0.5526315789473685,0.8,0.5714285714285714,0.5714285714285714,0.05263157894736842,,0.6086956521739131,0.3125,1.0,0.16666666666666666,0.6896551724137931,0.25,0.42857142857142855,0.1,0.5,0.5714285714285714,1.0,1.0,0.5789473684210527,0.5789473684210527,0.5454545454545454,0.5384615384615384,0.6363636363636364,0.1111111111111111,0.5,0.5,,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,0.7142857142857143,0.8,0.14285714285714285,,,0.16666666666666666,0.5882799999999999,0.07017543859649122,0.0975609756097561,0.12698412698412698,2.0,6.0,,1.0,1.0,1.0,3.0,5.0,,,2.0,,2.0,,6.0,7.0,3.0,,4.0,,2.0,1.0,,,,3.0,,1.0,,1.0,,2.0,2.0,2.0,,2.0,,,,2.0,0.3,0.15384615384615385,,1.0,1.0,,0.3333333333333333,,0.6,0.6666666666666666,,,0.2857142857142857,,0.14285714285714285,,,0.5,0.3333333333333333,0.08333333333333333,1.0,,,,,,,,,,,,,1610612744,2014,2013-14,False
101106-101135-201939-203084-203145,1610612744,"Andrew Bogut, David Lee, Stephen Curry, Harrison Barnes, Kent Bazemore","Bogut, Lee, Curry, Barnes, Bazemore",101106-101135-201939-203084-203145,GSW,323.0,3,5.0,-8.0,10.0,11.0,,21.0,4.0,5.0,,,,,10.0,,1.0,9.0,17.0,,,,,,2.0,,4.0,,,2.0,3.0,2.0,7.0,,,,,,,0.36363636363636365,,0.4090909090909091,,0.09090909090909091,93.62229102167181,15.7,15.090909090909092,14.3,14.272727272727273,0.36363636363636365,0.45454545454545453,,,,,,,0.45454545454545453,0.4734409090909091,,,6.459999999999999,26.1,,8.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,4.0,1.0,1.0,3.0,,,,2.0,,4.0,4.0,,1.0,,4.0,2.0,,2.0,,,3.0,,1.0,1.0,3.0,4.0,,,,2.0,,,,1.0,1.0,,1.0,0.5,0.5,,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.5,1.0,0.5,,,0.5,0.42857142857142855,1.0,,,1.0,,,0.5,1.0,1.0,0.2,0.3333333333333333,0.09090909090909091,1.0,1.0,,0.09090909090909091,,,,0.6666666666666666,0.5,,,,,0.49829999999999997,0.09090909090909091,0.1,0.2222222222222222,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,0.4,,1.0,,,0.25,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612744,2014,2013-14,False
