EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimAssists,LongMidRangeAssists,BadPassSteals,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,FTDefRebounds,Charge Fouls Drawn,BlockedShortMidRange,DefFTReboundPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,DefThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,BlockingFouls,HeaveAttempts,Blocked3s,BlockedCorner3,BlockedLongMidRange,Fg3aBlocked,OffensiveGoaltends,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,BlockedArc3,Arc3PctBlocked,team_id,year,season,team_vs
200757-201142-201566-201586-202704,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Reggie Jackson","Sefolosha, Durant, Westbrook, Ibaka, Jackson",200757-201142-201566-201586-202704,OKC,418.0,10,7.0,4.0,18.0,17.0,16.0,15.0,4.0,35.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,9.0,1.0,4.0,10.0,25.0,21.0,3.0,3.0,6.0,6.0,9.0,1.0,4.0,8.0,23.0,4.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,1.0,5.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,8.0,16.0,3.0,5.0,19.0,18.0,12.0,1.0,0.3333333333333333,0.4,1.0,0.25,0.25,0.25,0.6666666666666666,1.0,0.6666666666666666,0.5769230769230769,1.0,0.5769230769230769,0.5952380952380952,1.0,0.575,0.3076923076923077,0.5,0.5,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333334,0.8,1.0,0.5,1.0,1.0,0.75,1.0,1.0,120.57416267942584,11.277777777777779,12.647058823529411,10.38888888888889,12.470588235294118,0.3076923076923077,0.75,0.75,0.3076923076923077,0.5,0.5,1.0,0.07692307692307693,1.0,1.0,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3076923076923077,0.75,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.6153846153846154,0.3333333333333333,0.3883961538461538,0.3498333333333334,0.3883961538461538,0.1875,0.25,0.24,0.92,6.066666666666666,25.474999999999998,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
200757-201142-201566-201586-203103,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Perry Jones III","Sefolosha, Durant, Westbrook, Ibaka, Jones III",200757-201142-201566-201586-203103,OKC,,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
200757-201142-201566-201586-203500,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Steven Adams","Sefolosha, Durant, Westbrook, Ibaka, Adams",200757-201142-201566-201586-203500,OKC,326.0,2,5.0,3.0,7.0,8.0,,,2.0,15.0,2.0,3.0,,1.0,,,,1.0,2.0,2.0,,,1.0,4.0,,,4.0,6.0,1.0,4.0,1.0,12.0,9.0,1.0,2.0,2.0,,,,,,,8.0,,3.0,,4.0,1.0,4.0,1.0,5.0,1.0,,11.0,2.0,1.0,,3.0,3.0,3.0,6.0,1.0,,,,,,,,,,1.0,3.0,1.0,,,10.0,,,,1.0,1.0,1.0,0.25,,0.25,0.6666666666666666,0.5,,0.55,0.5,,0.55,0.5,,0.4,,,0.5,0.5,0.6666666666666666,0.42857142857142855,0.6,,1.0,0.6666666666666666,,,,1.0,66.25766871165644,24.714285714285715,19.125,23.142857142857142,15.5,0.3,0.6666666666666666,0.6666666666666666,0.1,,,,0.2,1.0,1.0,,0.4,0.25,0.25,1.0,0.5,,,,,,,0.7,0.25,0.51412,,,,,0.16666666666666666,,6.1499999999999995,26.25,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
200757-201142-201566-201586-2406,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Caron Butler","Sefolosha, Durant, Westbrook, Ibaka, Butler",200757-201142-201566-201586-2406,OKC,113.0,2,2.0,1.0,2.0,3.0,,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,2.0,2.0,,1.0,1.0,5.0,4.0,1.0,1.0,2.0,,,,,,,2.0,2.0,,,1.0,,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,,3.0,,,,0.5,0.5,,,,,1.0,1.0,,0.6666666666666666,1.0,,0.625,1.0,,0.3333333333333333,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,63.716814159292035,28.0,19.0,26.0,19.0,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,1.0,1.0,,,,,,0.6666666666666666,,0.5362166666666667,,,0.25,0.3333333333333333,0.4,,9.8,26.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
200757-201142-201566-201586-2555,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Nick Collison","Sefolosha, Durant, Westbrook, Ibaka, Collison",200757-201142-201566-201586-2555,OKC,103.0,2,2.0,4.0,4.0,4.0,3.0,,,8.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,4.0,,,,,,1.0,1.0,1.0,1.0,4.0,,,3.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,3.0,2.0,,1.0,4.0,4.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,,,0.5,,0.75,0.5,,0.6666666666666666,0.3333333333333333,,,0.5,,,0.5,,,,,,1.0,,,111.84466019417476,11.5,14.25,11.5,13.75,,,,0.6666666666666666,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,0.5,1.0,0.3333333333333333,1.0,0.4436166666666666,,0.480525,,,,1.0,10.45,24.5,0.75,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
200757-201142-201566-201586-2570,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Kendrick Perkins","Sefolosha, Durant, Westbrook, Ibaka, Perkins",200757-201142-201566-201586-2570,OKC,9862.0,16,164.0,3.0,305.0,307.0,28.0,25.0,41.0,612.0,54.0,83.0,10.0,19.0,8.0,13.0,17.0,45.0,41.0,78.0,14.0,1.0,17.0,50.0,1.0,6.0,112.0,206.0,22.0,64.0,48.0,338.0,335.0,11.0,23.0,34.0,13.0,19.0,2.0,7.0,7.0,39.0,118.0,106.0,42.0,12.0,50.0,17.0,59.0,14.0,73.0,9.0,10.0,160.0,9.0,35.0,,85.0,122.0,44.0,166.0,22.0,8.0,27.0,6.0,15.0,24.0,51.0,7.0,4.0,27.0,67.0,52.0,60.0,25.0,1.0,304.0,39.0,28.0,1.0,0.5267857142857143,0.5566037735849056,0.6363636363636364,0.34375,0.2857142857142857,0.34375,0.5436893203883495,0.4782608695652174,0.6842105263157895,0.5370370370370371,0.4666666666666667,0.6153846153846154,0.5692567567567568,0.4857142857142857,0.6724137931034483,0.23703703703703705,0.5294117647058824,,0.7657657657657657,0.3723404255319149,0.21428571428571427,0.7662337662337663,0.3235294117647059,0.4482758620689655,0.5,0.24242424242424243,0.1111111111111111,0.7692307692307693,0.6666666666666666,0.8478260869565217,89.36118434394646,14.573770491803279,17.644951140065146,13.895081967213114,16.824104234527688,0.3074074074074074,0.6506024096385542,0.6923076923076923,0.16666666666666666,0.37777777777777777,0.38636363636363635,0.5882352941176471,0.28888888888888886,0.5256410256410257,0.5256410256410257,0.05185185185185185,0.18518518518518517,0.34,0.34,0.5294117647058824,0.6333333333333333,0.5263157894736842,0.5,0.6153846153846154,0.038461538461538464,0.23076923076923078,0.16666666666666666,0.5444444444444444,0.34,0.5005455555555555,0.5454772727272726,0.5096538461538462,0.09830508474576272,0.10964912280701754,0.10059171597633136,0.11538461538461539,9.259223300970874,24.8046875,0.09180327868852459,24.0,25.0,14.0,8.0,1.0,14.0,6.0,14.0,0.4444444444444444,0.6097560975609756,0.1,4.0,,8.0,0.8,5.0,1.0,1.0,2.0,6.0,2.0,7.0,6.0,24.0,6.0,5.0,33.0,3.0,4.0,12.0,3.0,2.0,1.0,1.0,5.0,7.0,3.0,1.0,3.0,1.0,4.0,9.0,1.0,3.0,0.2857142857142857,0.02912621359223301,0.060240963855421686,0.022222222222222223,0.7674418604651163,0.21621621621621623,0.75,0.8571428571428571,0.023076923076923078,0.6428571428571429,0.35714285714285715,0.35714285714285715,1.0,0.03333333333333333,0.2,0.3333333333333333,0.5,1.0,0.05970149253731343,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
200757-201142-201566-201586-965,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Serge Ibaka, Derek Fisher","Sefolosha, Durant, Westbrook, Ibaka, Fisher",200757-201142-201566-201586-965,OKC,120.0,6,2.0,1.0,7.0,7.0,4.0,5.0,2.0,14.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,,4.0,2.0,3.0,1.0,5.0,4.0,11.0,10.0,1.0,2.0,2.0,1.0,2.0,,4.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,,1.0,1.0,2.0,,,5.0,2.0,,,1.0,1.0,2.0,3.0,,,,,,1.0,1.0,,1.0,,7.0,3.0,6.0,1.0,,9.0,3.0,4.0,,0.5,1.0,1.0,0.2,,0.2,0.6666666666666666,0.5,0.5,0.4375,0.5,0.16666666666666666,0.55,0.5,0.21428571428571427,0.625,,,1.0,,0.6666666666666666,1.0,0.5,,,0.6666666666666666,,,1.0,,168.0,9.714285714285714,7.428571428571429,9.571428571428571,7.428571428571429,0.125,,,0.125,1.0,1.0,,0.125,1.0,1.0,0.125,0.5,,,,0.5,,0.16666666666666666,,,0.6666666666666666,,0.75,,0.33348124999999995,,0.31754166666666667,0.3,0.25,0.18181818181818182,0.2727272727272727,9.833333333333334,25.880000000000003,0.5714285714285714,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,0.3333333333333333,4.0,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
200757-201142-201566-202704-203500,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Reggie Jackson, Steven Adams","Sefolosha, Durant, Westbrook, Jackson, Adams",200757-201142-201566-202704-203500,OKC,154.0,1,3.0,6.0,7.0,6.0,7.0,6.0,,13.0,2.0,2.0,,,2.0,2.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,9.0,3.0,,,,2.0,4.0,1.0,1.0,2.0,9.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,,,2.0,,,,2.0,3.0,,3.0,,,1.0,,1.0,,1.0,,1.0,,,3.0,2.0,,1.0,9.0,9.0,7.0,1.0,0.5,0.5,,1.0,1.0,1.0,0.5,,0.5,0.7,,0.7,0.75,,0.75,0.2,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,121.55844155844154,13.0,10.5,13.0,10.5,0.4,1.0,1.0,0.2,,,,0.2,,,,0.2,1.0,1.0,,,,0.4,1.0,,0.2,1.0,0.6,1.0,0.53559,,0.53559,,,,1.0,5.75,25.5,1.0,1.0,,,,,,,,0.5,,,,1.0,,,,,,,,,,,3.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,0.25,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
200757-201142-201566-202704-2570,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Reggie Jackson, Kendrick Perkins","Sefolosha, Durant, Westbrook, Jackson, Perkins",200757-201142-201566-202704-2570,OKC,27.0,1,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,106.66666666666666,8.0,19.0,8.0,19.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,0.36855,,0.36855,,,,,,24.8,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
200757-201142-201566-202704-965,1610612760,"Thabo Sefolosha, Kevin Durant, Russell Westbrook, Reggie Jackson, Derek Fisher","Sefolosha, Durant, Westbrook, Jackson, Fisher",200757-201142-201566-202704-965,OKC,10.0,1,,3.0,2.0,1.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,2.0,4.0,,2.0,3.0,,,,,,,,,,,,,,,,0.75,,0.75,,,,1.0,,,0.5,,,,,,1.0,,,432.0,1.5,7.0,1.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2014,2013-14,False
