EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,Charge Fouls Drawn,Fg2Pct,PenaltyFg2Pct,SecondChanceTsPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChancePointsPct,Avg2ptShotDistance,AtRimFGA,PenaltyAtRimFGA,PenaltyFtPoints,DefThreePtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,Technical Free Throw Trips,DefThreePtReboundPct,DefCorner3ReboundPct,AtRimFrequency,PenaltyAtRimFrequency,AtRimFGM,PenaltyAtRimFGM,PtsAssisted2s,TwoPtAssists,AtRimAssists,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,HeaveAttempts,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,NonShootingFoulsDrawn,LiveBallTurnoverPct,DefFTReboundPct,DefArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,FTOffRebounds,Blocked2s,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeAssists,Travels,BlockingFouls,Charge Fouls,Offensive Fouls,ShortMidRangePctAssisted,SecondChanceTurnovers,Loose Ball Fouls Drawn,RecoveredBlocks,BlocksRecoveredPct,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,DefensiveGoaltends,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,SelfOReb,SelfORebPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,BlockedCorner3,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
101108-101122-201162-201175-2037,1610612746,"Chris Paul, Danny Granger, Jared Dudley, Glen Davis, Jamal Crawford","Paul, Granger, Dudley, Davis, Crawford",101108-101122-201162-201175-2037,LAC,82.0,1,1.0,5.0,3.0,4.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,6.0,2.0,0.5,1.0,1.0,1.0,1.5,1.5,1.1666666666666667,1.5,1.0,1.0,0.6666666666666666,1.0,1.0,122.92682926829268,9.666666666666666,13.25,9.666666666666666,11.75,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.556275,0.556275,0.3333333333333333,1.0,0.8571428571428571,24.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
101108-101122-201162-201175-2584,1610612746,"Chris Paul, Danny Granger, Jared Dudley, Glen Davis, Willie Green","Paul, Granger, Dudley, Davis, Green",101108-101122-201162-201175-2584,LAC,44.0,1,1.0,4.0,2.0,2.0,1.0,2.0,4.0,,,,,,,2.0,4.0,,,,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,130.9090909090909,12.0,10.0,10.5,10.0,,,,,,,,,0.37,0.37,0.5,0.5,0.5,,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
101108-101122-201162-201933-2037,1610612746,"Chris Paul, Danny Granger, Jared Dudley, Blake Griffin, Jamal Crawford","Paul, Granger, Dudley, Griffin, Crawford",101108-101122-201162-201933-2037,LAC,138.0,1,2.0,-1.0,4.0,5.0,2.0,2.0,9.0,,1.0,,1.0,,1.0,3.0,3.0,4.0,,1.0,1.0,,,1.0,,,,,,1.0,2.0,2.0,1.0,,1.0,3.0,1.0,3.0,1.0,2.0,,,,,,,0.3333333333333333,,0.5,1.0,1.0,,1.0,93.91304347826087,15.75,15.0,15.75,12.8,0.5,,,,0.5,,1.0,,0.50175,0.50175,0.3333333333333333,0.5,0.3333333333333333,25.7,0.5,,,,,1.0,,,,1.0,,,,,,,,,,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
101108-101122-201162-201933-2440,1610612746,"Chris Paul, Danny Granger, Jared Dudley, Blake Griffin, Matt Barnes","Paul, Granger, Dudley, Griffin, Barnes",101108-101122-201162-201933-2440,LAC,15.0,1,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,192.0,1.0,14.0,1.0,14.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
101108-101122-201175-201599-203493,1610612746,"Chris Paul, Danny Granger, Glen Davis, DeAndre Jordan, Reggie Bullock","Paul, Granger, Davis, Jordan, Bullock",101108-101122-201175-201599-203493,LAC,17.0,1,,3.0,1.0,1.0,1.0,,2.0,,,,,,,1.0,3.0,,,,3.0,,,,,,1.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,1.0,1.0,1.5,1.5,,,,,,169.41176470588235,2.0,15.0,2.0,15.0,,,,,,,1.0,,0.8262,0.8262,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,2.3,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
101108-101122-201175-201599-2584,1610612746,"Chris Paul, Danny Granger, Glen Davis, DeAndre Jordan, Willie Green","Paul, Granger, Davis, Jordan, Green",101108-101122-201175-201599-2584,LAC,158.0,1,3.0,-10.0,6.0,7.0,6.0,6.0,13.0,,1.0,,1.0,,1.0,2.0,2.0,12.0,,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,,1.0,2.0,,2.0,2.0,6.0,,,,,,,0.25,0.25,0.3333333333333333,,,,,118.48101265822785,16.166666666666668,8.714285714285714,16.166666666666668,8.714285714285714,0.3333333333333333,,,,0.3333333333333333,,0.3333333333333333,,0.3449,0.3449,,,1.0,42.7,1.0,,,2.0,,2.0,,,,2.0,,,,,,0.6666666666666666,,,,18.95,,,2.0,,1.0,1.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
101108-101122-201175-201933-201954,1610612746,"Chris Paul, Danny Granger, Glen Davis, Blake Griffin, Darren Collison","Paul, Granger, Davis, Griffin, Collison",101108-101122-201175-201933-201954,LAC,75.0,1,1.0,,2.0,3.0,,,5.0,,,,,,,,2.0,2.0,,,,,,,,,1.0,,2.0,,2.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,0.5,,0.5,,,,0.6666666666666666,,,96.0,17.0,13.666666666666666,17.0,13.666666666666666,,,,,,,0.5,,0.48095,,0.5,0.5,,,,,,1.0,1.0,2.0,,,,,,,0.5,,,0.5,,,,10.55,1.0,,,2.0,,,,1.0,1.0,,0.6666666666666666,1.0,0.5,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
101108-101122-201175-201933-203493,1610612746,"Chris Paul, Danny Granger, Glen Davis, Blake Griffin, Reggie Bullock","Paul, Granger, Davis, Griffin, Bullock",101108-101122-201175-201933-203493,LAC,368.0,2,6.0,-5.0,9.0,12.0,4.0,5.0,21.0,,2.0,,1.0,,2.0,,8.0,13.0,,1.0,2.0,,,2.0,,,2.0,,4.0,3.0,4.0,8.0,1.0,,1.0,,,6.0,2.0,4.0,,,,,0.36363636363636365,0.2,0.36363636363636365,0.2,0.18181818181818182,0.5,0.4444444444444444,,1.0,82.17391304347825,20.77777777777778,15.083333333333334,16.77777777777778,13.0,0.18181818181818182,,,,0.2,,0.8181818181818182,,0.5478090909090909,0.48846999999999996,,,0.25,24.65,0.4444444444444444,3.0,,2.0,4.0,9.0,,2.0,1.0,4.0,4.0,,0.4444444444444444,0.25,0.25,0.18181818181818182,,,0.25,4.9,7.0,3.0,,1.0,1.0,,,2.0,3.0,,0.3333333333333333,0.5,0.6363636363636364,0.6,4.0,1.0,4.0,2.0,2.0,,0.5,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.5,0.3333333333333333,,,2.0,1.0,2.0,,,1.0,,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.4,1.0,0.5714285714285714,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,0.25,0.5933166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
101108-101122-201175-201933-2037,1610612746,"Chris Paul, Danny Granger, Glen Davis, Blake Griffin, Jamal Crawford","Paul, Granger, Davis, Griffin, Crawford",101108-101122-201175-201933-2037,LAC,757.0,4,13.0,-1.0,30.0,25.0,16.0,11.0,55.0,1.0,3.0,1.0,1.0,3.0,6.0,7.0,30.0,31.0,2.0,2.0,21.0,6.0,3.0,3.0,1.0,2.0,5.0,1.0,12.0,4.0,7.0,12.0,2.0,,7.0,9.0,4.0,24.0,21.0,16.0,0.6666666666666666,0.5,1.0,0.5,0.4423076923076923,0.6666666666666666,0.5,0.7,0.23076923076923078,0.6666666666666666,0.6363636363636364,0.5,1.0,104.62351387054161,15.766666666666667,11.36,15.433333333333334,10.8,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,1.0,0.5769230769230769,0.3333333333333333,0.4838692307692308,0.48796666666666666,0.13793103448275862,0.17391304347826086,0.7,25.816666666666666,0.5333333333333333,4.0,1.0,6.0,7.0,20.0,4.0,6.0,5.0,10.0,8.0,,0.35,0.5,0.6,0.23076923076923078,0.16666666666666666,0.16666666666666666,0.2,7.44,9.0,4.0,5.0,3.0,2.0,1.0,1.0,4.0,4.0,,0.6,,0.34615384615384615,0.3333333333333333,4.0,2.0,6.0,3.0,2.0,1.0,0.42857142857142855,0.5,0.4444444444444444,0.5,0.5,0.5,,,3.0,3.0,3.0,3.0,1.0,0.75,,0.75,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,,,,1.0,0.5,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.25,0.2,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,0.5064166666666666,2.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1111111111111111,0.2,0.3333333333333333,0.3333333333333333,0.2,0.19230769230769232,0.4,0.5,1.0,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
101108-101122-201175-201933-2584,1610612746,"Chris Paul, Danny Granger, Glen Davis, Blake Griffin, Willie Green","Paul, Granger, Davis, Griffin, Green",101108-101122-201175-201933-2584,LAC,612.0,6,10.0,-6.0,21.0,22.0,13.0,14.0,43.0,2.0,5.0,1.0,3.0,2.0,5.0,6.0,24.0,30.0,1.0,3.0,14.0,6.0,,5.0,2.0,2.0,6.0,2.0,14.0,4.0,4.0,5.0,3.0,2.0,6.0,7.0,1.0,22.0,14.0,13.0,1.0,0.4,0.3333333333333333,0.4,0.6,0.5625,0.6388888888888888,0.6363636363636364,0.3333333333333333,0.5714285714285714,0.5714285714285714,,1.0,101.1764705882353,14.857142857142858,13.636363636363637,14.80952380952381,13.454545454545455,0.3333333333333333,0.4,0.4,1.0,0.375,0.3333333333333333,0.8,0.4,0.5120966666666666,0.52694375,0.0625,0.09090909090909091,0.5833333333333334,25.1,0.6190476190476191,1.0,1.0,1.0,6.0,10.0,,2.0,3.0,5.0,4.0,,0.6,0.6,1.0,0.06666666666666667,1.0,1.0,0.08333333333333333,5.9399999999999995,7.0,4.0,5.0,,1.0,,3.0,4.0,7.0,1.0,,,0.4666666666666667,0.5,4.0,3.0,8.0,4.0,3.0,,0.6666666666666666,0.8,0.5714285714285714,0.6666666666666666,0.75,0.75,,,1.0,,3.0,1.0,2.0,0.25,,,1.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,,,4.0,1.0,1.0,0.25,,0.14285714285714285,0.3333333333333333,,0.5,1.0,1.0,,0.3396,1.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,,2.0,0.1,0.14285714285714285,,,,,0.13333333333333333,0.5,0.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2014,2013-14,True
