EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,LongMidRangeFGM,Arc3FGM,FG2M,FG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,ShootingFouls,Fouls,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,TwoPtShootingFoulsDrawnPct,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceOffPoss,SecondChanceFtPoints,SecondChancePoints,FTOffRebounds,OffRebounds,Blocked3s,BlockedAtRim,BlockedCorner3,SecondChanceTsPct,OffFTReboundPct,SecondChancePointsPct,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsPutbacks,HeaveAttempts,Fg2aBlocked,OffTwoPtRebounds,FTDefRebounds,BadPassSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PtsUnassisted3s,ShortMidRangeFGM,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimAssists,Loose Ball Fouls,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimPctAssisted,OffThreePtRebounds,Offensive Fouls Drawn,BlockedShortMidRange,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3FGM,Corner3Assists,LongMidRangeAssists,Travels,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,OffArc3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceTurnovers,Charge Fouls Drawn,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Charge Fouls,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFG3M,SelfOReb,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Clear Path Fouls,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,PenaltyArc3FGM,LostBallOutOfBoundsTurnovers,PenaltyArc3Accuracy,OffensiveGoaltends,3SecondViolations,BlockedArc3,HeaveMakes,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101126-1889-200751-201163-201576,1610612743,"Nate Robinson, Andre Miller, Randy Foye, Wilson Chandler, Anthony Randolph","Robinson, Miller, Foye, Chandler, Randolph",101126-1889-200751-201163-201576,DEN,116.0,1,2.0,3.0,6.0,5.0,6.0,5.0,11.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,5.0,6.0,1.0,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,136.55172413793105,10.833333333333334,10.2,10.833333333333334,10.2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.45013333333333333,0.45013333333333333,0.25,0.3333333333333333,1.0,16.2,26.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
101126-1889-200751-201163-201581,1610612743,"Nate Robinson, Andre Miller, Randy Foye, Wilson Chandler, JJ Hickson","Robinson, Miller, Foye, Chandler, Hickson",101126-1889-200751-201163-201581,DEN,242.0,1,4.0,,6.0,5.0,,5.0,11.0,1.0,3.0,,2.0,3.0,2.0,9.0,9.0,,,,,3.0,,1.0,1.0,1.0,,,1.0,2.0,,,9.0,,,,0.75,,0.6,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,65.45454545454545,16.0,29.2,16.0,22.2,0.2,0.6,,0.8,0.49180999999999997,,0.16666666666666666,,,9.45,25.96666666666667,,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.7,0.2,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
101126-1889-200751-201163-201951,1610612743,"Nate Robinson, Andre Miller, Randy Foye, Wilson Chandler, Ty Lawson","Robinson, Miller, Foye, Chandler, Lawson",101126-1889-200751-201163-201951,DEN,40.0,4,1.0,3.0,4.0,3.0,4.0,3.0,7.0,,,,,,5.0,5.0,2.0,,,5.0,5.0,,1.0,1.0,2.0,2.0,,,3.0,6.0,,3.0,5.0,,1.0,,0.8333333333333334,0.8333333333333334,,1.0,1.0,1.0,,1.0,252.0,1.75,11.0,1.75,11.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
101126-1889-200751-201163-202702,1610612743,"Nate Robinson, Andre Miller, Randy Foye, Wilson Chandler, Kenneth Faried","Robinson, Miller, Foye, Chandler, Faried",101126-1889-200751-201163-202702,DEN,18.0,2,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,2.0,2.0,,,,2.0,2.0,,,,,1.0,,,2.0,4.0,,2.0,1.0,,-1.0,,0.5,0.5,,,,,,,160.0,6.0,12.0,6.0,11.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
101126-1889-200751-201163-202706,1610612743,"Nate Robinson, Andre Miller, Randy Foye, Wilson Chandler, Jordan Hamilton","Robinson, Miller, Foye, Chandler, Hamilton",101126-1889-200751-201163-202706,DEN,10.0,2,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,144.0,5.0,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
101126-1889-200751-201576-201581,1610612743,"Nate Robinson, Andre Miller, Randy Foye, Anthony Randolph, JJ Hickson","Robinson, Miller, Foye, Randolph, Hickson",101126-1889-200751-201576-201581,DEN,287.0,2,5.0,-6.0,11.0,10.0,3.0,3.0,21.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,9.0,3.0,1.0,,2.0,,,2.0,3.0,4.0,2.0,,2.0,2.0,,,1.0,2.0,3.0,,0.1875,0.25,0.2857142857142857,0.6666666666666666,,0.5,,,105.3658536585366,12.272727272727273,15.2,12.181818181818182,13.4,0.2857142857142857,0.14285714285714285,0.25,0.5714285714285714,0.48467499999999997,0.5205666666666667,0.125,,0.6666666666666666,10.02,35.85,0.2727272727272727,1.0,2.0,,,1.0,,2.0,,,,,,,2.0,5.0,1.0,,,,0.2,0.14285714285714285,0.2857142857142857,0.5,1.0,,,,,,,0.16666666666666666,2.0,4.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,1.0,,0.6666666666666666,2.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.2,0.5,1.0,0.25,0.2,1.0,0.5,0.14285714285714285,0.14285714285714285,1.0,1.0,0.5,0.5,0.6661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
101126-1889-200751-201576-202702,1610612743,"Nate Robinson, Andre Miller, Randy Foye, Anthony Randolph, Kenneth Faried","Robinson, Miller, Foye, Randolph, Faried",101126-1889-200751-201576-202702,DEN,333.0,1,6.0,-7.0,10.0,9.0,,,19.0,1.0,3.0,,3.0,3.0,3.0,9.0,16.0,,,,,3.0,1.0,1.0,2.0,2.0,,,2.0,4.0,,,9.0,,,,0.5625,,0.5,0.5,1.0,0.6666666666666666,,1.0,82.16216216216216,18.3,16.666666666666668,18.3,16.666666666666668,0.16666666666666666,0.5,,0.6666666666666666,0.531575,,0.25,,,8.566666666666666,25.53333333333333,,,1.0,,2.0,,2.0,,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.5,0.6666666666666666,0.6666666666666666,,0.5,0.16666666666666666,,,,,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.4,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,0.5,,,,,1.0,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,1.0,,,,,,0.16666666666666666,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
101126-1889-200751-201580-201581,1610612743,"Nate Robinson, Andre Miller, Randy Foye, JaVale McGee, JJ Hickson","Robinson, Miller, Foye, McGee, Hickson",101126-1889-200751-201580-201581,DEN,59.0,1,1.0,,1.0,2.0,,2.0,3.0,,,,1.0,,,2.0,2.0,,,,,,,,1.0,1.0,,,1.0,,,,2.0,,,,1.0,,,,,,,,73.22033898305085,33.0,13.0,33.0,13.0,,,,,0.4293,,,,,10.6,,,,,,,1.0,,,,,,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
101126-1889-200751-201580-201589,1610612743,"Nate Robinson, Andre Miller, Randy Foye, JaVale McGee, Darrell Arthur","Robinson, Miller, Foye, McGee, Arthur",101126-1889-200751-201580-201589,DEN,113.0,1,2.0,-1.0,3.0,3.0,,,6.0,1.0,,,5.0,,,4.0,5.0,,,,,,,1.0,1.0,3.0,,,,,,,4.0,,,,0.4,,,0.5,,0.5,,,76.46017699115045,17.666666666666668,20.0,11.666666666666666,20.0,0.2,,,0.6,0.5281399999999999,,,,,6.1,,,2.0,3.0,,,2.0,,2.0,,,,1.0,,2.0,,1.0,,,,,0.4,0.4,0.6,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,0.5,,1.0,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,0.2,,0.5,,,,0.4429,,,2.0,1.0,,0.5,0.5,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
101126-1889-200751-201580-202702,1610612743,"Nate Robinson, Andre Miller, Randy Foye, JaVale McGee, Kenneth Faried","Robinson, Miller, Foye, McGee, Faried",101126-1889-200751-201580-202702,DEN,282.0,2,5.0,12.0,9.0,9.0,,,18.0,2.0,1.0,,9.0,2.0,,15.0,3.0,,,,,1.0,,4.0,4.0,7.0,1.0,,3.0,,,,11.0,,,,0.6818181818181818,,0.18181818181818182,1.0,,0.8,1.0,,91.91489361702128,16.77777777777778,14.555555555555555,14.333333333333334,13.666666666666666,0.18181818181818182,0.09090909090909091,,0.6363636363636364,0.52805,,,,,6.222222222222222,25.4,,4.0,5.0,,1.0,6.0,1.0,6.0,3.0,1.0,1.0,4.0,1.0,9.0,1.0,2.0,,1.0,0.5,0.5,0.6666666666666666,0.6818181818181818,0.45454545454545453,0.8,0.8,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,,4.0,,3.0,,,,1.0,,0.26666666666666666,1.0,,1.0,1.0,1.0,,,2.0,1.0,2.0,2.0,,2.0,,,2.0,,1.0,1.0,,,1.0,,1.0,,,,,0.6666666666666666,0.75,1.0,,0.18181818181818182,0.09090909090909091,0.5,1.0,,,0.49425,,2.0,6.0,3.0,1.0,0.5,0.6,1.0,1.0,0.5,2.0,,,0.5,0.5,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2014,2013-14,False
