EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,Minutes,DefPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,OpponentPoints,Loose Ball Fouls Drawn,Technical Free Throw Trips,DefArc3ReboundPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,HeaveAttempts,AtRimAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,BlockingFouls,Charge Fouls,Blocked3s,BlockedArc3,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,AtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PtsUnassisted3s,NonShootingPenaltyNonTakeFouls,Defensive 3 Seconds Violations,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,BlockingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Fg3aBlocked,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,SelfOReb,SelfORebPct,Loose Ball Fouls,DefensiveGoaltends,BlockedLongMidRange,Travels,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,Clear Path Fouls,3SecondViolations,LongMidRangePctBlocked,team_id,year,season,team_vs
101133-201228-201579-202323-202331,1610612754,"Ian Mahinmi, C.J. Watson, Roy Hibbert, Evan Turner, Paul George","Mahinmi, Watson, Hibbert, Turner, George",101133-201228-201579-202323-202331,IND,23.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,62.60869565217391,17.0,17.0,1.0,1.0,1.0,1.0,0.3977,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202323-2449,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Evan Turner, Luis Scola","Mahinmi, Watson, Hill, Turner, Scola",101133-201228-201588-202323-2449,IND,148.0,1,10.0,4.0,8,,,,,10.0,,,3.0,,9.0,10.0,,,,1.5,1.25,77.83783783783784,14.25,14.25,,,,,0.53705,,2.0,4.0,3.0,3.0,3.0,3.0,1.0,9.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.75,22.75,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,26.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202331-202362,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Paul George, Lance Stephenson","Mahinmi, Watson, Hill, George, Stephenson",101133-201228-201588-202331-202362,IND,63.0,1,-1.0,2.0,4,,,,,1.0,,,,,,1.0,,,,,,91.42857142857143,12.0,12.0,,,,,0.4809,,1.0,2.0,,2.0,,2.0,1.0,,2.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,0.5,,,,,19.5,16.0,1.0,,,,1.0,,,,25.9,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202331-203142,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Paul George, Chris Copeland","Mahinmi, Watson, Hill, George, Copeland",101133-201228-201588-202331-203142,IND,396.0,2,2.0,11.0,22,,3.0,3.0,7.0,13.0,2.0,1.0,3.0,,8.0,7.0,0.3333333333333333,0.5,0.42857142857142855,0.46153846153846156,0.5,80.0,18.727272727272727,17.181818181818183,0.23076923076923078,,,,0.49390769230769227,10.685714285714285,7.0,11.0,2.0,5.0,2.0,6.0,1.0,6.0,5.0,2.0,2.0,2.0,1.0,4.0,5.0,8.0,2.0,2.0,1.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.46153846153846156,1.0,1.0,1.0,1.0,,,,17.272727272727273,17.272727272727273,0.38461538461538464,0.4,0.4,1.0,0.6153846153846154,0.4,0.07692307692307693,,25.983333333333334,11.0,,,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.6666666666666666,0.25,0.42857142857142855,1.0,0.5,1.0,1.0,0.15384615384615385,1.0,1.0,0.15384615384615385,0.5,1.0,1.0,0.07692307692307693,0.6666666666666666,1.0,0.6182,0.16666666666666666,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202331-2449,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Paul George, Luis Scola","Mahinmi, Watson, Hill, George, Scola",101133-201228-201588-202331-2449,IND,458.0,5,-6.0,15.0,29,,2.0,1.0,7.0,14.0,,,3.0,,9.0,11.0,,,0.14285714285714285,0.34375,0.3888888888888889,91.17903930131004,16.466666666666665,15.066666666666666,0.125,,,,0.5554375,5.8,8.0,14.0,2.0,5.0,3.0,9.0,3.0,9.0,5.0,2.0,3.0,2.0,,2.0,3.0,8.0,6.0,4.0,5.0,2.0,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5625,0.6666666666666666,,0.4,,0.5,,,15.071428571428571,14.571428571428571,0.3125,0.4,0.4,1.0,0.875,0.4,0.11764705882352941,0.25,24.444444444444443,20.0,1.0,,,5.0,1.0,5.0,1.0,1.0,,,4.0,1.0,1.0,3.0,2.0,2.0,2.0,,1.0,4.0,5.0,1.0,,2.0,,,1.0,0.3333333333333333,0.375,0.2857142857142857,,0.6666666666666666,0.16666666666666666,0.4166666666666667,,1.0,,1.0,0.3125,0.2,0.3333333333333333,,,,,0.25,0.3333333333333333,1.0,0.5001166666666667,,0.21428571428571427,6.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0625,0.4,0.5,1.0,0.5,0.3333333333333333,0.25,0.25,1.0,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5406714285714286,0.07142857142857142,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202331-2561,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Paul George, David West","Mahinmi, Watson, Hill, George, West",101133-201228-201588-202331-2561,IND,1086.0,7,2.0,33.0,68,2.0,4.0,11.0,17.0,33.0,10.0,5.0,8.0,1.0,19.0,33.0,0.45454545454545453,0.45454545454545453,0.6470588235294118,0.5740740740740741,0.5892857142857143,90.16574585635358,15.303030303030303,15.272727272727273,0.14814814814814814,0.5,0.5,0.5,0.5129615384615385,6.4941176470588236,18.0,35.0,2.0,9.0,3.0,10.0,2.0,9.0,8.0,2.0,3.0,2.0,8.0,6.0,14.0,15.0,3.0,8.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,0.3,0.3333333333333333,0.37037037037037035,0.6666666666666666,1.0,0.8235294117647058,0.5,0.75,1.0,0.6666666666666666,16.6,16.37142857142857,0.3333333333333333,0.2222222222222222,0.2222222222222222,1.0,0.7037037037037037,0.25,0.10714285714285714,0.16666666666666666,28.139999999999997,31.0,,,1.0,1.0,7.0,9.0,,1.0,2.0,4.0,1.0,,1.0,,12.0,,1.0,,,1.0,1.0,3.0,1.0,8.0,,,,,,0.058823529411764705,0.25,0.16666666666666666,,0.08333333333333333,,0.5,,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.14814814814814814,0.5,0.6666666666666666,,0.037037037037037035,1.0,,0.541,,,15.0,20.0,8.0,1.0,1.0,,5.0,,,9.0,6.0,2.0,22.0,1.0,,5.0,1.0,,2.0,2.0,,2.0,,22.0,15.0,,0.6875,,0.625,,,,1.0,1.0,1.0,,0.5333333333333333,0.06666666666666667,0.3333333333333333,0.5701071428571428,0.6666666666666666,0.45454545454545453,7.0,1.0,1.0,7.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.5714285714285714,0.875,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202362-203142,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Lance Stephenson, Chris Copeland","Mahinmi, Watson, Hill, Stephenson, Copeland",101133-201228-201588-202362-203142,IND,56.0,1,1.0,3.0,6,,,,1.0,4.0,,,,,,4.0,,,,0.5,0.5,154.28571428571428,14.666666666666666,14.666666666666666,,,,,0.48138333333333333,1.2,1.0,3.0,1.0,2.0,1.0,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,0.5,0.5,0.6666666666666666,,,,,,,,4.0,4.0,0.6666666666666666,0.5,0.5,,1.0,0.5,,,24.75,3.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,3.0,1.0,,,,2.0,,,1.0,2.0,1.0,4.0,,1.0,,,,,,,,,4.0,3.0,,0.5,1.0,,1.0,,,,,,,0.3333333333333333,,0.6666666666666666,0.48138333333333333,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,0.5,,0.5,,,,0.5,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202362-2449,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Lance Stephenson, Luis Scola","Mahinmi, Watson, Hill, Stephenson, Scola",101133-201228-201588-202362-2449,IND,142.0,2,2.0,4.0,8,,,1.0,3.0,2.0,,,,,,,,,0.3333333333333333,0.25,0.25,81.12676056338029,12.0,12.0,,,,,0.4754125,5.566666666666666,2.0,4.0,,1.0,,1.0,,,1.0,,,,,3.0,3.0,4.0,1.0,,,,,,,,,,,0.25,1.0,,1.0,,1.0,,,23.5,23.5,0.25,,,,0.75,,,,27.0,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,0.5,,0.5,,,,1.0,0.5,0.5,0.5,0.25,,,,,1.0,1.0,0.5336,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,0.37515,,0.25,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-202362-2561,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Lance Stephenson, David West","Mahinmi, Watson, Hill, Stephenson, West",101133-201228-201588-202362-2561,IND,760.0,3,2.0,25.0,50,,3.0,8.0,17.0,28.0,8.0,4.0,5.0,,11.0,26.0,0.5,0.5714285714285714,0.47058823529411764,0.4583333333333333,0.5384615384615384,94.73684210526316,13.56,13.52,0.125,,,,0.50158125,5.376470588235295,13.0,25.0,2.0,4.0,2.0,7.0,6.0,3.0,4.0,2.0,1.0,1.0,2.0,8.0,10.0,11.0,2.0,8.0,6.0,2.0,,,,,0.5,0.2857142857142857,0.2857142857142857,0.2916666666666667,0.8888888888888888,0.6666666666666666,0.8333333333333334,1.0,1.0,,,16.84,16.52,0.16666666666666666,0.5,0.5,0.5,0.6666666666666666,0.5,0.08333333333333333,0.11764705882352941,24.485714285714288,26.0,,,0.6666666666666666,1.0,6.0,9.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,8.0,2.0,2.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,0.11764705882352941,0.2,0.125,,0.07692307692307693,0.3333333333333333,,,0.75,0.375,0.6666666666666666,0.75,0.20833333333333334,0.4,0.5,0.5,0.125,1.0,1.0,0.7099,,0.07142857142857142,18.0,11.0,8.0,,2.0,,2.0,,,13.0,4.0,6.0,21.0,,,,,,,1.0,,2.0,2.0,21.0,18.0,2.0,0.5526315789473685,0.1111111111111111,,,,,,,,,0.47058823529411764,0.11764705882352941,0.11764705882352941,0.52615,0.75,0.72,5.0,,1.0,6.0,1.0,,3.0,,,,,,,,,,0.25,0.46153846153846156,0.4411764705882353,0.5,0.625,,0.5,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
101133-201228-201588-2446-2449,1610612754,"Ian Mahinmi, C.J. Watson, George Hill, Rasual Butler, Luis Scola","Mahinmi, Watson, Hill, Butler, Scola",101133-201228-201588-2446-2449,IND,262.0,1,2.0,7.0,14,1.0,2.0,3.0,4.0,9.0,4.0,2.0,3.0,1.0,7.0,9.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,76.94656488549619,16.428571428571427,16.428571428571427,0.3333333333333333,0.5,0.5,1.0,0.5200166666666667,10.775,4.0,7.0,1.0,2.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,,,,,,,1.0,0.5,0.5,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,0.5,,,21.0,20.571428571428573,0.3333333333333333,0.5,0.5,1.0,0.5,0.5,,,24.95,7.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2014,2013-14,True
