EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,Charge Fouls,2pt And 1 Free Throw Trips,OffShortMidRangeReboundPct,PenaltyOffPoss,Corner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,OffThreePtRebounds,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,Corner3Assists,BadPassSteals,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,OffArc3ReboundPct,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Technical Free Throw Trips,PenaltyAtRimFGM,StepOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,ShortMidRangePctBlocked,PenaltyAtRimAccuracy,OffensiveGoaltends,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,LostBallTurnovers,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockingFoulsDrawn,Clear Path Fouls,HeaveMakes,3SecondViolations,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
201177-201229-201604-202687-2457,1610612766,"Josh McRoberts, Anthony Tolliver, Chris Douglas-Roberts, Bismack Biyombo, Jannero Pargo","McRoberts, Tolliver, Douglas-Roberts, Biyombo, Pargo",201177-201229-201604-202687-2457,CHA,1132.0,6,19.0,7.0,32.0,33.0,8.0,65.0,10.0,15.0,4.0,4.0,3.0,5.0,2.0,8.0,3.0,6.0,15.0,28.0,3.0,7.0,4.0,43.0,36.0,5.0,6.0,13.0,14.0,16.0,9.0,6.0,6.0,3.0,4.0,7.0,3.0,10.0,3.0,5.0,1.0,23.0,7.0,7.0,7.0,,14.0,9.0,23.0,,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,6.0,,1.0,6.0,6.0,3.0,2.0,,,1.0,2.0,1.0,30.0,0.4666666666666667,0.5833333333333334,1.0,0.42857142857142855,0.42857142857142855,0.5357142857142857,0.8333333333333334,0.5571428571428572,0.8333333333333334,0.5657894736842105,0.8125,0.2,0.14285714285714285,0.2,0.3333333333333333,,0.7777777777777778,0.5384615384615384,1.0,0.875,0.5294117647058824,1.0,0.16666666666666666,1.0,,0.6666666666666666,1.0,1.0,,82.68551236749117,0.5,15.78125,19.0,15.0,18.242424242424242,0.42857142857142855,0.6666666666666666,0.8333333333333334,0.5,0.14285714285714285,0.6,0.75,0.22857142857142856,0.25,0.25,0.5,0.17142857142857143,0.5,0.5,1.0,0.6666666666666666,1.0,0.6285714285714286,0.5,0.5112657142857143,0.493275,0.07894736842105263,0.0967741935483871,0.3023255813953488,7.807142857142857,25.25714285714286,,,,0.5,,1.0,,,,,,,1.0,2.0,,,,,,,,,0.5,1.0,0.3333333333333333,0.02857142857142857,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,0.2,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201604-202687-2557,1610612766,"Josh McRoberts, Anthony Tolliver, Chris Douglas-Roberts, Bismack Biyombo, Luke Ridnour","McRoberts, Tolliver, Douglas-Roberts, Biyombo, Ridnour",201177-201229-201604-202687-2557,CHA,912.0,4,15.0,2.0,28.0,30.0,1.0,58.0,5.0,6.0,,,1.0,4.0,1.0,2.0,4.0,7.0,7.0,12.0,4.0,8.0,10.0,36.0,34.0,,1.0,,4.0,10.0,6.0,,7.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,2.0,7.0,5.0,1.0,13.0,2.0,15.0,,1.0,,3.0,3.0,1.0,,4.0,5.0,8.0,1.0,1.0,8.0,12.0,6.0,2.0,,,1.0,2.0,1.0,36.0,0.2857142857142857,0.2857142857142857,0.5,0.5,0.5,0.5833333333333334,,0.65,,0.6923076923076923,,0.4,0.08333333333333333,,0.75,1.0,0.625,0.4,0.7777777777777778,0.7058823529411765,0.2222222222222222,,,1.0,1.0,0.25,0.7142857142857143,1.0,,91.57894736842105,0.5,13.892857142857142,17.433333333333334,13.392857142857142,16.433333333333334,0.3,0.8333333333333334,0.8333333333333334,0.2,0.2,0.25,0.3333333333333333,0.1,0.5,0.5,1.0,0.35,0.5714285714285714,0.5714285714285714,0.5,,,0.7,0.5714285714285714,0.5625575,0.5618,0.23076923076923078,0.3333333333333333,,5.433333333333334,25.6375,,,,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,1.0,,1.0,,6.0,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201604-202689-2744,1610612766,"Josh McRoberts, Anthony Tolliver, Chris Douglas-Roberts, Kemba Walker, Al Jefferson","McRoberts, Tolliver, Douglas-Roberts, Walker, Jefferson",201177-201229-201604-202689-2744,CHA,568.0,3,9.0,-15.0,20.0,19.0,3.0,39.0,,3.0,,,3.0,5.0,,2.0,,4.0,3.0,10.0,1.0,5.0,4.0,13.0,28.0,,,1.0,2.0,4.0,3.0,,4.0,,2.0,1.0,1.0,2.0,,,,5.0,2.0,2.0,4.0,,6.0,2.0,8.0,1.0,,,2.0,1.0,2.0,,4.0,3.0,6.0,,,3.0,6.0,3.0,,,,,,,12.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.3,,0.3,,0.3611111111111111,0.25,0.3333333333333333,0.2,,0.5,,0.6666666666666666,0.2857142857142857,1.0,0.75,0.18181818181818182,0.6666666666666666,,0.5,,1.0,1.0,,0.1111111111111111,98.87323943661971,,13.35,15.842105263157896,12.8,15.842105263157896,0.2,,,,0.3333333333333333,0.6,1.0,0.13333333333333333,,,,0.26666666666666666,,,,,,0.5333333333333333,,0.4504,0.50175,0.16666666666666666,0.23076923076923078,0.07692307692307693,8.540000000000001,25.46,3.0,,,,20.0,1.0,4.0,3.0,10.0,5.0,4.0,13.0,1.0,,,13.0,20.0,,,0.3,0.3,0.3611111111111111,,,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.4504,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,3.0,1.0,,1.0,0.2,,0.2,0.06666666666666667,,,,,4.0,,0.4,,,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201604-203469-2457,1610612766,"Josh McRoberts, Anthony Tolliver, Chris Douglas-Roberts, Cody Zeller, Jannero Pargo","McRoberts, Tolliver, Douglas-Roberts, Zeller, Pargo",201177-201229-201604-203469-2457,CHA,84.0,1,1.0,2.0,4.0,2.0,,6.0,,1.0,,,,,,,,,,1.0,,,4.0,4.0,2.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,2.0,4.0,1.0,,,,,,,4.0,,,,,,,,,,0.6666666666666666,,,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,102.85714285714286,,10.5,21.0,10.5,21.0,1.0,,,,,,,,,,,,,,,,,1.0,,0.5674,,0.5,0.5,,1.7,,2.0,,,,3.0,,,,1.0,,4.0,4.0,,,1.0,4.0,3.0,,1.0,,,0.6666666666666666,,,,,,0.5674,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201604-2457-2744,1610612766,"Josh McRoberts, Anthony Tolliver, Chris Douglas-Roberts, Jannero Pargo, Al Jefferson","McRoberts, Tolliver, Douglas-Roberts, Pargo, Jefferson",201177-201229-201604-2457-2744,CHA,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201604-2557-2744,1610612766,"Josh McRoberts, Anthony Tolliver, Chris Douglas-Roberts, Luke Ridnour, Al Jefferson","McRoberts, Tolliver, Douglas-Roberts, Ridnour, Jefferson",201177-201229-201604-2557-2744,CHA,175.0,3,3.0,-3.0,4.0,4.0,1.0,8.0,,,,,,1.0,1.0,2.0,,1.0,1.0,3.0,,1.0,,2.0,5.0,,,,,2.0,,,1.0,,,,,,,,,,1.0,2.0,,,2.0,2.0,4.0,,,,1.0,1.0,,,1.0,,,,,2.0,2.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,0.3333333333333333,,0.25,,0.2,,0.25,,,1.0,,,0.5,0.5,0.4,0.6666666666666666,,1.0,,,,0.5,,,65.82857142857144,,19.5,24.25,19.0,19.5,,,,,0.25,,,0.5,0.5,0.5,,0.25,,,,,,0.25,,0.4297125,,0.2,0.25,,17.0,24.9,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201945-202399-202689,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Jeff Adrien, Kemba Walker","McRoberts, Tolliver, Henderson, Adrien, Walker",201177-201229-201945-202399-202689,CHA,262.0,1,4.0,5.0,8.0,8.0,1.0,16.0,,,,,,1.0,,,2.0,2.0,,1.0,4.0,5.0,,12.0,7.0,,,,,,9.0,,2.0,2.0,,,3.0,3.0,1.0,,,9.0,,1.0,2.0,,3.0,1.0,4.0,,,,,,3.0,,3.0,,2.0,,1.0,,,,,,,,,,12.0,,,0.75,0.8,0.8,,,1.0,,1.0,,0.8333333333333334,,,,,1.0,,1.0,1.0,0.5,,,1.0,,1.0,1.0,,,87.93893129770993,,17.375,15.375,14.75,15.375,,,,,0.16666666666666666,,,,,,,0.3333333333333333,1.0,1.0,0.5,,,0.8333333333333334,1.0,0.5085000000000001,,,,,8.4,24.54,8.0,,,,8.0,3.0,2.0,,1.0,5.0,,12.0,,1.0,,12.0,8.0,1.0,,,1.0,1.0,1.0,1.0,,0.5,0.3333333333333333,0.5085000000000001,1.0,1.0,2.0,,,,,,,,3.0,2.0,,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,1.0,,3.0,2.0,4.0,0.8,,,0.5,1.0,,,,3.0,,,,,2.0,,,,,,,0.6666666666666666,,,,,1.0,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201945-202687-202689,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Bismack Biyombo, Kemba Walker","McRoberts, Tolliver, Henderson, Biyombo, Walker",201177-201229-201945-202687-202689,CHA,337.0,3,6.0,-7.0,13.0,11.0,2.0,24.0,1.0,2.0,,1.0,,,1.0,4.0,,3.0,2.0,6.0,,3.0,5.0,9.0,16.0,,1.0,2.0,,4.0,,,3.0,,,,,,,,,,,,2.0,,2.0,,2.0,,,,1.0,1.0,,,1.0,2.0,6.0,2.0,,4.0,7.0,2.0,1.0,,,1.0,1.0,1.0,7.0,,,,,,0.3333333333333333,,0.2222222222222222,,0.375,0.5,0.3333333333333333,,,1.0,,0.6666666666666666,,,0.6666666666666666,,,,1.0,,,,,,102.55192878338279,1.0,17.0,10.545454545454545,16.076923076923077,10.545454545454545,0.2222222222222222,0.5,0.5,,,,,0.4444444444444444,0.25,0.25,,0.3333333333333333,,,,1.0,,0.5555555555555556,,0.47868333333333335,0.7128,0.18181818181818182,0.25,0.2222222222222222,10.9,27.53333333333333,10.0,,,,3.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,3.0,2.0,1.0,,,0.16666666666666666,,,,,0.5,0.359625,0.1111111111111111,0.23076923076923078,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201945-202687-2457,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Bismack Biyombo, Jannero Pargo","McRoberts, Tolliver, Henderson, Biyombo, Pargo",201177-201229-201945-202687-2457,CHA,1449.0,7,24.0,-13.0,41.0,46.0,5.0,87.0,4.0,10.0,1.0,2.0,3.0,6.0,4.0,9.0,4.0,12.0,11.0,25.0,4.0,14.0,8.0,42.0,55.0,1.0,2.0,7.0,8.0,14.0,9.0,2.0,12.0,4.0,3.0,4.0,3.0,7.0,3.0,2.0,2.0,17.0,4.0,3.0,11.0,,14.0,5.0,19.0,1.0,3.0,1.0,3.0,2.0,2.0,,5.0,1.0,4.0,1.0,1.0,9.0,9.0,4.0,2.0,,,2.0,2.0,2.0,35.0,0.36363636363636365,0.4,0.75,0.2857142857142857,0.2857142857142857,0.44,0.5,0.4358974358974359,0.625,0.47674418604651164,0.7,0.358974358974359,0.12,0.3,0.6,,0.9166666666666666,0.3076923076923077,0.6,0.8235294117647058,0.21739130434782608,0.6,0.2,0.8,1.0,1.0,0.75,,0.047619047619047616,86.45962732919256,1.0,17.73170731707317,15.695652173913043,16.926829268292682,15.391304347826088,0.2564102564102564,0.4,0.5714285714285714,0.5,0.15384615384615385,0.5,0.5,0.23076923076923078,0.4444444444444444,0.4444444444444444,0.5,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.6153846153846154,0.3333333333333333,0.48970128205128205,0.5264,0.09302325581395349,0.13793103448275862,0.16666666666666666,9.796,25.607142857142858,3.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,0.1,,,0.05128205128205128,,,,,,,,1.0,2.0,1.0,2.0,2.0,3.0,,2.0,1.0,,,1.0,,,,0.5,,,,,,,0.5,0.5,1.0,,,,,,,0.125,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1610612766,2014,2013-14,True
201177-201229-201945-202687-2557,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Bismack Biyombo, Luke Ridnour","McRoberts, Tolliver, Henderson, Biyombo, Ridnour",201177-201229-201945-202687-2557,CHA,340.0,3,6.0,12.0,12.0,9.0,3.0,21.0,3.0,5.0,2.0,2.0,,,,1.0,2.0,3.0,3.0,6.0,2.0,3.0,5.0,17.0,5.0,2.0,2.0,7.0,2.0,4.0,6.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,8.0,2.0,2.0,2.0,1.0,5.0,3.0,8.0,,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,5.0,1.0,1.0,3.0,6.0,3.0,1.0,,,,1.0,,10.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,1.1666666666666667,0.7083333333333334,1.1666666666666667,0.3333333333333333,0.16666666666666666,0.2,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,,,1.0,0.5,0.6666666666666666,,,88.94117647058823,,11.916666666666666,21.88888888888889,11.5,20.666666666666668,0.5555555555555556,0.6,0.75,0.3333333333333333,,,,0.1111111111111111,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8888888888888888,0.6666666666666666,0.5868944444444444,0.58115,0.25,0.3333333333333333,0.4117647058823529,4.033333333333333,24.8,4.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201945-202689-203077,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Kemba Walker, Michael Kidd-Gilchrist","McRoberts, Tolliver, Henderson, Walker, Kidd-Gilchrist",201177-201229-201945-202689-203077,CHA,252.0,2,4.0,-6.0,5.0,7.0,,12.0,2.0,2.0,,,,1.0,,2.0,,,2.0,5.0,,,,4.0,10.0,,,,,4.0,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,4.0,,,,,,0.4,,0.4,,0.4,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,0.6666666666666666,,,68.57142857142857,,20.6,21.285714285714285,20.6,13.857142857142858,0.4,1.0,1.0,,0.2,,,0.4,,,,,,,,,,0.4,,0.42380000000000007,,,,,9.9,,5.0,,,,1.0,,,1.0,1.0,,,2.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,0.6483,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201945-202689-203106,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Kemba Walker, Jeffery Taylor","McRoberts, Tolliver, Henderson, Walker, Taylor",201177-201229-201945-202689-203106,CHA,106.0,1,2.0,3.0,3.0,2.0,,5.0,1.0,1.0,,,,,1.0,1.0,,,2.0,2.0,,,2.0,6.0,3.0,,,,,4.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,6.0,,,,,,1.0,,1.0,,1.0,,,,,,,0.5,,,0.5,,,,,,0.5,,,,67.9245283018868,,15.0,30.5,15.0,27.5,0.5,1.0,1.0,,,,,0.5,1.0,1.0,,,,,,,,0.5,,0.5411,,0.3333333333333333,0.3333333333333333,,7.65,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201945-202689-203469,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Kemba Walker, Cody Zeller","McRoberts, Tolliver, Henderson, Walker, Zeller",201177-201229-201945-202689-203469,CHA,47.0,1,1.0,-2.0,2.0,2.0,,4.0,,,,,,1.0,,1.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,2.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,122.55319148936171,1.0,6.0,17.5,6.0,17.5,,,,,0.5,,,0.5,,,,,,,,,,,,0.2742,,,,,10.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2014,2013-14,True
201177-201229-201945-202689-2744,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Kemba Walker, Al Jefferson","McRoberts, Tolliver, Henderson, Walker, Jefferson",201177-201229-201945-202689-2744,CHA,12737.0,38,212.0,13.0,406.0,409.0,42.0,815.0,62.0,96.0,13.0,19.0,19.0,61.0,37.0,89.0,36.0,94.0,118.0,246.0,49.0,123.0,71.0,454.0,441.0,17.0,27.0,52.0,116.0,120.0,135.0,20.0,94.0,36.0,12.0,58.0,45.0,103.0,32.0,28.0,21.0,251.0,39.0,42.0,127.0,7.0,176.0,53.0,229.0,9.0,23.0,12.0,20.0,9.0,27.0,7.0,47.0,37.0,79.0,6.0,6.0,84.0,97.0,27.0,25.0,1.0,1.0,19.0,26.0,12.0,402.0,0.4915254237288136,0.5370370370370371,0.9183673469387755,0.3983739837398374,0.3983739837398374,0.4796747967479675,0.6296296296296297,0.518970189701897,0.5657894736842105,0.5460048426150121,0.6046511627906976,0.3333333333333333,0.04878048780487805,0.08333333333333333,0.425531914893617,0.875,0.79375,0.30952380952380953,0.9333333333333333,0.824390243902439,0.26262626262626265,0.375,0.21153846153846154,0.5510204081632653,0.9215686274509803,0.8833333333333333,0.9459459459459459,0.875,0.04838709677419355,92.14100651644814,0.46153846153846156,14.716748768472906,16.533007334963326,14.118226600985222,15.948655256723717,0.2601626016260163,0.6458333333333334,0.7045454545454546,0.45161290322580644,0.16531165311653118,0.3114754098360656,0.3275862068965517,0.24119241192411925,0.4157303370786517,0.42045454545454547,0.5675675675675675,0.25474254742547425,0.3829787234042553,0.3829787234042553,0.8888888888888888,0.5,0.6842105263157895,0.5934959349593496,0.3829787234042553,0.5114369565217392,0.5413766666666666,0.07142857142857142,0.10074626865671642,0.1145374449339207,9.045528455284552,25.06910569105691,125.0,2.0,5.0,0.38095238095238093,90.0,29.0,21.0,15.0,42.0,29.0,37.0,94.0,9.0,13.0,21.0,79.0,81.0,12.0,12.0,0.35714285714285715,0.4014084507042254,0.4895833333333333,0.18055555555555555,0.25,0.47368421052631576,0.07859078590785908,0.29577464788732394,0.4981192857142857,0.20704845814977973,0.22167487684729065,13.0,,4.0,3.0,7.0,3.0,11.0,9.0,12.0,13.0,11.0,6.0,,7.0,,6.0,1.0,1.0,0.2727272727272727,0.4482758620689655,0.4482758620689655,1.0,0.10526315789473684,,,0.18421052631578946,0.42857142857142855,1.0,3.0,15.0,8.0,7.0,9.0,0.3103448275862069,0.16071428571428573,0.2112676056338028,0.11267605633802817,0.3333333333333333,3.0,8.0,1.0,5.0,1.0,0.04918032786885246,0.5333333333333333,,2.0,,,11.0,,,0.15384615384615385,0.25,,1.0,0.0625,0.011235955056179775,2.0,,1.0,0.008064516129032258,1.0,,,,,,1610612766,2014,2013-14,True
201177-201229-201945-2457-2744,1610612766,"Josh McRoberts, Anthony Tolliver, Gerald Henderson, Jannero Pargo, Al Jefferson","McRoberts, Tolliver, Henderson, Pargo, Jefferson",201177-201229-201945-2457-2744,CHA,388.0,4,6.0,-4.0,13.0,13.0,1.0,26.0,1.0,3.0,,1.0,,,,2.0,2.0,5.0,1.0,5.0,2.0,5.0,4.0,12.0,16.0,,1.0,,2.0,,6.0,,5.0,2.0,,1.0,2.0,3.0,2.0,1.0,,8.0,1.0,2.0,2.0,,4.0,1.0,5.0,,1.0,,1.0,1.0,1.0,,2.0,1.0,4.0,2.0,,3.0,4.0,1.0,,,,,,,12.0,1.0,1.0,1.0,0.4,0.4,0.2,,0.4,,0.5,,0.5,,,0.5,,0.6666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,,,,1.0,1.0,0.5,,96.49484536082474,,13.846153846153847,16.0,13.615384615384615,15.153846153846153,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,0.2,,,,0.5,0.4,0.4,1.0,1.0,,0.8,0.4,0.51201,0.4388,0.09090909090909091,0.16666666666666666,,8.72,26.360000000000003,1.0,,,,1.0,,,,,,2.0,2.0,,,1.0,,,,,,,1.0,,,,,,,0.16666666666666666,0.07692307692307693,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1610612766,2014,2013-14,True
