EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFtPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,Loose Ball Fouls,DefLongMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,DefShortMidRangeReboundPct,SecondChanceArc3Frequency,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,HeaveAttempts,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3FGA,PenaltyCorner3FGA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,Corner3Assists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls,Technical Free Throw Trips,OffAtRimReboundPct,LongMidRangeAssists,RecoveredBlocks,BlocksRecoveredPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,ShortMidRangeAssists,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Travels,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,Fg3aBlocked,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,Clear Path Fouls,Blocked3s,BlockedCorner3,Corner3PctBlocked,BlockedArc3,OffensiveGoaltends,team_id,year,season,team_vs
201144-201188-201573-201585-202347,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Kosta Koufos, Quincy Pondexter","Conley, Gasol, Bayless, Koufos, Pondexter",201144-201188-201573-201585-202347,MEM,89.0,1,1.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,1.0,80.89887640449437,22.5,14.666666666666666,22.5,14.666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.4466666666666667,0.6362,0.4466666666666667,0.3333333333333333,0.3333333333333333,0.4,1.0,4.533333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
201144-201188-201573-201585-2034,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Kosta Koufos, Mike Miller","Conley, Gasol, Bayless, Koufos, Miller",201144-201188-201573-201585-2034,MEM,441.0,2,7.0,-2.0,13.0,12.0,,,3.0,25.0,2.0,3.0,1.0,1.0,,,,3.0,3.0,8.0,3.0,12.0,14.0,1.0,1.0,4.0,,,,,4.0,2.0,2.0,3.0,6.0,,,5.0,4.0,,2.0,8.0,,,0.375,1.0,,0.45,1.0,,0.5,1.0,,0.4,0.5,0.3333333333333333,81.63265306122449,16.076923076923077,19.333333333333332,15.23076923076923,17.583333333333332,0.3,0.6666666666666666,1.0,0.3,,,1.0,1.0,,,0.5,0.44769,0.483,,0.16666666666666666,0.2,0.3333333333333333,,8.0125,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.2,0.125,0.3333333333333333,0.75,0.16666666666666666,1.0,1.0,0.375,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,0.5,0.2,0.5,0.5,0.2,0.5,0.5,1.0,0.5,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
201144-201188-201573-201585-2754,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Kosta Koufos, Tony Allen","Conley, Gasol, Bayless, Koufos, Allen",201144-201188-201573-201585-2754,MEM,107.0,1,2.0,-2.0,2.0,2.0,,,1.0,4.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,53.83177570093458,15.5,38.0,15.0,27.0,,,,,,,,,,,,0.4231,,,,,,,19.6,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,0.5,0.3333333333333333,,,0.3333333333333333,1.0,,,,,,,1.0,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
201144-201188-201573-202334-202347,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Quincy Pondexter","Conley, Gasol, Bayless, Davis, Pondexter",201144-201188-201573-202334-202347,MEM,159.0,1,3.0,4.0,4.0,4.0,,,3.0,8.0,1.0,1.0,1.0,1.0,,,1.0,2.0,2.0,4.0,2.0,6.0,2.0,2.0,2.0,4.0,,,,,4.0,2.0,2.0,3.0,5.0,,,2.0,2.0,,1.0,2.0,,,0.5,1.0,,0.3333333333333333,0.6666666666666666,,0.42857142857142855,0.6666666666666666,,1.0,0.75,1.0,72.45283018867924,22.0,17.75,15.0,17.75,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,,,0.5,0.48851666666666665,0.443925,,0.14285714285714285,0.2,0.6666666666666666,,8.85,,,1.0,,2.0,,2.0,,,,2.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,0.5,1.0,1.0,0.5,,,1.0,,,0.16666666666666666,,,0.3333333333333333,,,,,26.25,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
201144-201188-201573-202334-2034,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Mike Miller","Conley, Gasol, Bayless, Davis, Miller",201144-201188-201573-202334-2034,MEM,14.0,1,,2.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,2.0,,,,,1.0,1.0,,2.0,,,,,,1.0,1.0,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,205.71428571428572,4.0,10.0,4.0,10.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.8859,,0.8859,,,,1.0,0.5,1.0,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
201144-201188-201573-202334-2754,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Ed Davis, Tony Allen","Conley, Gasol, Bayless, Davis, Allen",201144-201188-201573-202334-2754,MEM,97.0,1,2.0,,4.0,3.0,,,,7.0,,1.0,,,,,,1.0,,3.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,,,0.25,,,,,,103.91752577319588,15.25,12.0,15.25,12.0,0.3333333333333333,,,0.3333333333333333,,,,,,,0.3333333333333333,0.5269333333333334,,,0.25,0.25,,,10.833333333333334,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
201144-201188-201573-202347-202720,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Jon Leuer","Conley, Gasol, Bayless, Pondexter, Leuer",201144-201188-201573-202347-202720,MEM,82.0,1,1.0,,2.0,3.0,1.0,1.0,,5.0,,,,,,,,,1.0,1.0,2.0,4.0,4.0,,,,1.0,1.0,,2.0,2.0,,,,1.0,,,1.0,2.0,,1.0,4.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,87.80487804878048,18.5,15.0,18.5,15.0,,,,,,,,,,,,0.4087,,0.4087,0.5,0.5,,0.5,17.3,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
201144-201188-201573-202347-2419,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Quincy Pondexter, Tayshaun Prince","Conley, Gasol, Bayless, Pondexter, Prince",201144-201188-201573-202347-2419,MEM,15.0,2,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,3.0,1.0,,,3.0,,,,3.0,,,,1.0,1.0,,,,,,,,3.0,1.0,,,,0.5,1.5,0.5,0.5,1.5,0.5,,1.0,,192.0,15.0,,10.0,,,,,,,,,,,,1.0,0.329325,,0.329325,,,1.0,1.0,,1.0,,,1.0,3.0,1.0,3.0,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,0.5,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,0.5,30.633333333333336,,,1.0,1.0,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
201144-201188-201573-2034-2216,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Mike Miller, Zach Randolph","Conley, Gasol, Bayless, Miller, Randolph",201144-201188-201573-2034-2216,MEM,137.0,4,2.0,-7.0,3.0,6.0,3.0,5.0,,9.0,,,,,,,,,,,2.0,2.0,9.0,,,,,,2.0,2.0,,,,,1.0,,,2.0,2.0,,,2.0,2.0,3.0,,,,,,,0.3333333333333333,,0.3333333333333333,,,,94.59854014598541,17.0,14.333333333333334,17.0,10.833333333333334,,,,,,,,,,,1.0,0.5751,,0.5751,,,,1.0,,1.0,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,2.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,0.5,,,,,23.3,,0.5,,,,,,,,,1.0,,,2.0,,,,,,0.5,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
201144-201188-201573-2216-2419,1610612763,"Mike Conley, Marc Gasol, Jerryd Bayless, Zach Randolph, Tayshaun Prince","Conley, Gasol, Bayless, Randolph, Prince",201144-201188-201573-2216-2419,MEM,623.0,3,10.0,-12.0,20.0,20.0,11.0,6.0,1.0,40.0,2.0,5.0,,1.0,1.0,3.0,,2.0,3.0,12.0,2.0,11.0,23.0,,1.0,,1.0,6.0,2.0,4.0,4.0,,1.0,1.0,7.0,1.0,,4.0,4.0,,1.0,11.0,4.0,11.0,0.25,,0.16666666666666666,0.25,,0.125,0.275,,0.2,0.1111111111111111,0.07142857142857142,0.5,92.45585874799359,16.15,15.0,16.0,14.65,0.2777777777777778,0.4,0.4,0.1111111111111111,,,1.0,,0.375,0.3333333333333333,0.6111111111111112,0.49778888888888884,0.419,0.48735,0.05263157894736842,0.07692307692307693,,0.36363636363636365,9.583333333333334,0.55,1.0,5.0,,4.0,1.0,6.0,,2.0,3.0,4.0,,,1.0,1.0,2.0,,1.0,5.0,,3.0,2.0,6.0,,,,1.0,,1.0,,4.0,5.0,,,1.0,1.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,,,,0.6666666666666666,1.0,,0.8333333333333334,,,,1.0,1.0,,0.5,0.2777777777777778,0.2,0.2,0.2222222222222222,,,,,24.349999999999998,,1.0,,,,,1.0,,,,2.0,,,2.0,,,,,,0.25,,2.0,,1.0,1.0,0.1111111111111111,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2014,2013-14,True
