EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,LongMidRangeAssists,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockingFouls,Charge Fouls,BlockedShortMidRange,Travels,Fg3aBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,OffensiveGoaltends,SecondChanceCorner3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,BlockedCorner3,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,BlockedLongMidRange,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101145-101181-1713-1717-1890,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Shawn Marion","Ellis, Calderon, Carter, Nowitzki, Marion",101145-101181-1713-1717-1890,DAL,1180.0,14,20.0,32.0,51.0,40.0,47.0,24.0,5.0,91.0,6.0,9.0,2.0,3.0,4.0,6.0,4.0,8.0,2.0,7.0,2.0,2.0,2.0,2.0,6.0,12.0,6.0,11.0,12.0,24.0,8.0,14.0,29.0,77.0,45.0,3.0,5.0,2.0,8.0,10.0,20.0,8.0,13.0,29.0,73.0,8.0,16.0,21.0,3.0,4.0,1.0,11.0,6.0,4.0,7.0,11.0,5.0,2.0,1.0,3.0,29.0,1.0,5.0,6.0,4.0,6.0,16.0,6.0,22.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,12.0,1.0,1.0,19.0,1.0,1.0,36.0,2.0,16.0,69.0,66.0,42.0,3.0,11.0,0.3333333333333333,0.4,0.875,0.5714285714285714,0.6153846153846154,0.6153846153846154,0.5,0.6,0.5,0.631578947368421,0.6,0.6666666666666666,0.6875,0.6666666666666666,0.7156862745098039,0.3684210526315789,0.25,1.0,1.0,0.4166666666666667,0.8571428571428571,0.2,0.9090909090909091,0.35294117647058826,1.0,0.4,0.2,1.0,0.8333333333333334,1.0,0.058823529411764705,111.05084745762711,12.588235294117647,13.45,12.235294117647058,13.35,0.23684210526315788,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.21052631578947367,0.5,0.5,0.75,0.18421052631578946,0.2857142857142857,0.2857142857142857,0.05263157894736842,1.0,1.0,1.0,0.3157894736842105,0.5,0.5,0.8333333333333334,0.6,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.06060606060606061,1.0,0.3333333333333333,0.5454545454545454,0.6052631578947368,0.5454545454545454,0.4813783783783784,0.48502,0.47519687499999996,0.05,0.07692307692307693,0.1038961038961039,0.948051948051948,9.041666666666666,26.435714285714283,0.9215686274509803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-201148,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Brandan Wright","Ellis, Calderon, Carter, Nowitzki, Wright",101145-101181-1713-1717-201148,DAL,3278.0,41,55.0,2.0,112.0,101.0,76.0,50.0,12.0,213.0,22.0,31.0,5.0,8.0,16.0,17.0,10.0,25.0,7.0,17.0,1.0,9.0,1.0,7.0,7.0,22.0,4.0,14.0,39.0,73.0,8.0,31.0,29.0,131.0,129.0,7.0,10.0,,23.0,28.0,44.0,5.0,21.0,26.0,97.0,28.0,50.0,24.0,,6.0,,22.0,7.0,14.0,8.0,22.0,7.0,1.0,11.0,2.0,52.0,4.0,10.0,9.0,12.0,4.0,25.0,14.0,39.0,4.0,7.0,5.0,2.0,7.0,,6.0,3.0,1.0,10.0,4.0,12.0,27.0,2.0,1.0,30.0,1.0,,34.0,9.0,8.0,108.0,93.0,74.0,4.0,6.0,0.358974358974359,0.3888888888888889,1.0,0.25806451612903225,0.23809523809523808,0.25806451612903225,0.5342465753424658,0.7,0.6363636363636364,0.49038461538461536,0.8214285714285714,0.5461538461538461,0.5504201680672269,0.8214285714285714,0.6217948717948718,0.2980769230769231,0.7,0.8,0.5454545454545454,0.3125,0.47368421052631576,0.19047619047619047,0.5121951219512195,0.2641509433962264,0.4444444444444444,0.2222222222222222,0.23076923076923078,0.5555555555555556,0.5,0.3333333333333333,0.08,93.56924954240391,14.964285714285714,15.861386138613861,14.428571428571429,15.178217821782178,0.2980769230769231,0.7096774193548387,0.7333333333333333,0.5,0.2403846153846154,0.4,0.43478260869565216,0.2,0.16346153846153846,0.4117647058823529,0.4117647058823529,0.08653846153846154,0.1111111111111111,0.1111111111111111,1.0,0.21153846153846154,0.3181818181818182,0.3181818181818182,1.0,0.5714285714285714,0.625,0.26153846153846155,0.9411764705882353,0.1076923076923077,0.14285714285714285,0.2153846153846154,0.2857142857142857,0.5961538461538461,0.3181818181818182,0.48923990384615385,0.5587454545454545,0.49269461538461534,0.09009009009009009,0.11392405063291139,0.17557251908396945,0.7404580152671756,7.694520547945206,24.76774193548387,0.6785714285714286,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,5.0,5.0,3.0,1.0,0.75,0.0410958904109589,0.03225806451612903,0.08,0.2857142857142857,0.125,0.5,0.6,0.6,0.14285714285714285,0.4,0.07142857142857142,0.21428571428571427,1.0,1.0,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-201961,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Wayne Ellington","Ellis, Calderon, Carter, Nowitzki, Ellington",101145-101181-1713-1717-201961,DAL,17.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-201971,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, DeJuan Blair","Ellis, Calderon, Carter, Nowitzki, Blair",101145-101181-1713-1717-201971,DAL,2333.0,34,39.0,30.0,83.0,74.0,34.0,30.0,11.0,157.0,7.0,12.0,,,2.0,3.0,12.0,18.0,10.0,21.0,1.0,5.0,,3.0,6.0,17.0,1.0,9.0,29.0,51.0,7.0,22.0,25.0,104.0,74.0,1.0,4.0,4.0,12.0,8.0,16.0,1.0,12.0,13.0,32.0,26.0,32.0,21.0,,,,17.0,6.0,13.0,7.0,20.0,6.0,1.0,1.0,7.0,47.0,3.0,8.0,8.0,17.0,9.0,34.0,11.0,45.0,1.0,7.0,4.0,3.0,7.0,,4.0,1.0,,8.0,5.0,11.0,23.0,,,23.0,1.0,1.0,32.0,10.0,6.0,92.0,30.0,33.0,5.0,5.0,0.4482758620689655,0.4482758620689655,1.0,0.3181818181818182,0.08333333333333333,0.3181818181818182,0.5686274509803921,0.25,0.5,0.541095890410959,0.5714285714285714,0.3392857142857143,0.5842696629213483,0.6666666666666666,0.4444444444444444,0.3013698630136986,0.875,0.9,0.9444444444444444,0.38095238095238093,0.7272727272727273,0.3,0.8620689655172413,0.3548387096774194,0.6,0.3,0.2857142857142857,1.0,0.8333333333333334,0.6,0.03571428571428571,96.90527218174024,14.891566265060241,14.824324324324325,14.265060240963855,14.14864864864865,0.1643835616438356,0.5833333333333334,0.7,0.14285714285714285,0.2465753424657534,0.6666666666666666,0.7058823529411765,0.5833333333333334,0.2876712328767123,0.47619047619047616,0.47619047619047616,0.0684931506849315,0.2,0.2,1.0,0.2328767123287671,0.35294117647058826,0.35294117647058826,1.0,,,0.10714285714285714,0.6666666666666666,0.10714285714285714,,0.32142857142857145,0.1111111111111111,0.4657534246575342,0.35294117647058826,0.45685479452054795,0.45520999999999995,0.4315339285714286,0.12048192771084337,0.16393442622950818,0.11538461538461539,0.3076923076923077,11.047058823529412,25.522727272727273,0.40963855421686746,,2.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,,,,,1.0,,1.0,1.0,,0.6666666666666666,0.058823529411764705,0.16666666666666666,0.05555555555555555,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,,,0.42857142857142855,0.6666666666666666,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-203108,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Bernard James","Ellis, Calderon, Carter, Nowitzki, James",101145-101181-1713-1717-203108,DAL,368.0,2,6.0,-10.0,15.0,15.0,6.0,8.0,,30.0,,4.0,,,,1.0,2.0,4.0,1.0,1.0,,,,,,1.0,,1.0,3.0,9.0,,1.0,4.0,10.0,20.0,,,,,1.0,3.0,,1.0,2.0,4.0,,6.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,,3.0,,,4.0,1.0,1.0,10.0,4.0,6.0,2.0,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.3,,0.25,0.4166666666666667,,0.4,0.1,0.25,,0.5,,,,0.5,,,,,,,,,117.39130434782608,14.133333333333333,10.4,14.133333333333333,9.866666666666667,0.4,,,,0.4,0.5,0.5,,0.1,1.0,1.0,,,,,0.1,,,,,,0.25,,,,0.25,,0.5,,0.44466666666666665,,0.4043666666666667,0.09090909090909091,0.1,,0.4,6.411111111111111,53.1,0.4,,,,,,2.0,,,,,,,,,,,,,,0.2222222222222222,0.5,,,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-203109,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Jae Crowder","Ellis, Calderon, Carter, Nowitzki, Crowder",101145-101181-1713-1717-203109,DAL,14.0,3,,5.0,3.0,,2.0,,,3.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,1.0,2.0,2.0,5.0,,,,,,,,1.0,1.0,2.0,5.0,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,5.0,3.0,1.0,,,,,,0.5,1.0,0.5,,,,0.75,,1.5,0.8333333333333334,,1.25,1.0,,,,,,,,,,,,,,,,308.57142857142856,4.666666666666667,,4.666666666666667,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,1.0,1.0,1.0,0.5,0.347025,,0.29895,,,,1.0,,25.9,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-203499,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Shane Larkin","Ellis, Calderon, Carter, Nowitzki, Larkin",101145-101181-1713-1717-203499,DAL,6.0,1,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,240.0,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-2223,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Samuel Dalembert","Ellis, Calderon, Carter, Nowitzki, Dalembert",101145-101181-1713-1717-2223,DAL,3632.0,36,61.0,26.0,132.0,121.0,59.0,77.0,13.0,253.0,25.0,38.0,5.0,7.0,9.0,19.0,15.0,30.0,7.0,20.0,1.0,8.0,1.0,4.0,2.0,20.0,1.0,10.0,47.0,88.0,3.0,28.0,40.0,143.0,117.0,6.0,10.0,2.0,14.0,17.0,37.0,2.0,14.0,20.0,60.0,38.0,56.0,6.0,3.0,6.0,,20.0,2.0,19.0,2.0,21.0,1.0,1.0,13.0,3.0,44.0,4.0,12.0,19.0,20.0,3.0,42.0,16.0,58.0,,14.0,9.0,5.0,6.0,,4.0,7.0,4.0,13.0,8.0,17.0,24.0,2.0,1.0,32.0,2.0,3.0,47.0,20.0,4.0,129.0,60.0,59.0,2.0,3.0,0.40425531914893614,0.4318181818181818,0.6666666666666666,0.10714285714285714,0.14285714285714285,0.10714285714285714,0.5340909090909091,0.6,0.4594594594594595,0.44396551724137934,0.5,0.39215686274509803,0.5182481751824818,0.5,0.47619047619047616,0.2413793103448276,0.46153846153846156,0.75,0.8333333333333334,0.3,0.7037037037037037,0.16666666666666666,0.7647058823529411,0.25,0.38461538461538464,0.23076923076923078,0.23529411764705882,1.0,0.7777777777777778,0.5555555555555556,,100.30837004405286,14.727272727272727,13.950413223140496,14.242424242424242,13.355371900826446,0.3275862068965517,0.6578947368421053,0.7352941176470589,0.52,0.25862068965517243,0.5,0.5769230769230769,0.2,0.1724137931034483,0.35,0.35,0.06896551724137931,0.125,0.125,1.0,0.1724137931034483,0.1,0.10526315789473684,0.5,0.5833333333333334,0.7142857142857143,0.37254901960784315,0.47368421052631576,0.0784313725490196,0.25,0.19607843137254902,0.1,0.5689655172413793,0.1,0.5002577586206897,0.5430777777777778,0.49797549019607845,0.15037593984962405,0.19047619047619047,0.0979020979020979,0.4195804195804196,7.945454545454546,24.564285714285717,0.44696969696969696,1.0,,1.0,,2.0,8.0,3.0,2.0,1.0,1.0,,3.0,,3.0,3.0,4.0,2.0,,,0.09090909090909091,0.10526315789473684,0.13333333333333333,0.2857142857142857,,0.75,0.6666666666666666,0.5,0.42857142857142855,0.4,0.08333333333333333,0.08333333333333333,,,,1.0,,,1.0,1.0,2.0,1.0,1.0,0.03571428571428571,0.05,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1717-2734,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Dirk Nowitzki, Devin Harris","Ellis, Calderon, Carter, Nowitzki, Harris",101145-101181-1713-1717-2734,DAL,77.0,9,1.0,5.0,5.0,2.0,5.0,1.0,1.0,7.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,2.0,1.0,3.0,3.0,8.0,3.0,,,,,1.0,2.0,1.0,3.0,3.0,8.0,,2.0,3.0,,,,2.0,,,1.0,1.0,,1.0,,,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,4.0,,,8.0,,4.0,8.0,6.0,2.0,,1.0,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.5,,0.5,0.4444444444444444,,0.4444444444444444,0.6,,,,,,0.5,,0.3333333333333333,,,0.5,,,,0.3333333333333333,130.9090909090909,10.4,12.5,9.8,12.5,0.2,1.0,1.0,,,,,,0.2,,,0.2,1.0,1.0,1.0,0.4,,,,,,0.2,1.0,0.2,1.0,0.4,,0.8,,0.46735000000000004,,0.46735000000000004,,,,1.0,7.8,23.866666666666664,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2014,2013-14,False
101145-101181-1713-1890-201148,1610612742,"Monta Ellis, Jose Calderon, Vince Carter, Shawn Marion, Brandan Wright","Ellis, Calderon, Carter, Marion, Wright",101145-101181-1713-1890-201148,DAL,5849.0,43,97.0,-36.0,190.0,191.0,45.0,51.0,25.0,381.0,40.0,58.0,6.0,12.0,7.0,11.0,15.0,41.0,9.0,26.0,5.0,8.0,1.0,2.0,13.0,37.0,4.0,9.0,64.0,125.0,18.0,45.0,22.0,204.0,240.0,6.0,13.0,1.0,25.0,15.0,28.0,5.0,11.0,9.0,54.0,78.0,50.0,51.0,3.0,12.0,,37.0,13.0,39.0,17.0,56.0,13.0,4.0,27.0,10.0,129.0,10.0,15.0,22.0,34.0,9.0,65.0,25.0,90.0,3.0,6.0,4.0,2.0,22.0,1.0,13.0,9.0,3.0,31.0,4.0,34.0,47.0,2.0,1.0,39.0,2.0,1.0,34.0,12.0,5.0,179.0,54.0,45.0,,5.0,0.609375,0.6724137931034483,0.9444444444444444,0.4,0.45454545454545453,0.4,0.512,0.46153846153846156,0.5357142857142857,0.5352941176470588,0.5454545454545454,0.5769230769230769,0.5486486486486486,0.5434782608695652,0.5869565217391305,0.2647058823529412,0.7096774193548387,0.9,0.576271186440678,0.2459016393442623,0.9565217391304348,0.37037037037037035,0.6829268292682927,0.2840909090909091,0.3888888888888889,0.23529411764705882,0.375,0.6470588235294118,1.0,0.8,0.03571428571428571,93.80064968370661,15.663157894736843,15.041884816753926,14.884210526315789,14.387434554973822,0.3411764705882353,0.6896551724137931,0.7017543859649122,0.675,0.2411764705882353,0.36585365853658536,0.38461538461538464,0.6666666666666666,0.15294117647058825,0.34615384615384615,0.34615384615384615,0.047058823529411764,0.625,0.625,0.8,0.21764705882352942,0.35135135135135137,0.3611111111111111,1.0,0.5454545454545454,0.5,0.28205128205128205,0.6363636363636364,0.05128205128205128,0.5,0.23076923076923078,0.4444444444444444,0.6058823529411764,0.35135135135135137,0.5180573964497042,0.5688666666666666,0.517047435897436,0.06666666666666667,0.08888888888888889,0.12254901960784313,0.2647058823529412,7.32,24.942222222222224,0.23684210526315788,2.0,3.0,7.0,4.0,9.0,3.0,2.0,9.0,5.0,3.0,5.0,2.0,,6.0,5.0,6.0,3.0,1.0,0.4444444444444444,0.024,0.017241379310344827,0.04878048780487805,0.15384615384615385,0.3333333333333333,0.4782608695652174,0.631578947368421,0.5,0.2222222222222222,,0.09090909090909091,0.3181818181818182,0.42857142857142855,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,0.022222222222222223,0.02702702702702703,1.0,1.0,0.5,,,,,,,,,,,,,1610612742,2014,2013-14,False
