EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PtsUnassisted2s,LongMidRangeAssists,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,NonShootingPenaltyNonTakeFouls,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Loose Ball Fouls Drawn,BlockingFoulsDrawn,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,FTOffRebounds,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,PenaltyArc3FGM,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,LongMidRangePctBlocked,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
101138-200765-201145-201202-201573,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Joel Anthony, Jerryd Bayless","Bass, Rondo, Green, Anthony, Bayless",101138-200765-201145-201202-201573,BOS,78.0,1,1.0,-3.0,3.0,4.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,129.23076923076923,16.333333333333332,7.25,16.333333333333332,6.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5308,0.5308,1.0,3.9,25.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,False
101138-200765-201145-201202-202340,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Joel Anthony, Avery Bradley","Bass, Rondo, Green, Anthony, Bradley",101138-200765-201145-201202-202340,BOS,88.0,1,1.0,4.0,3.0,3.0,,2.0,6.0,2.0,2.0,,,,,,3.0,3.0,,6.0,2.0,,,,,2.0,,1.0,1.0,,2.0,,,,6.0,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,,1.0,,,,,,,98.18181818181819,11.0,18.333333333333332,11.0,18.333333333333332,0.6666666666666666,1.0,1.0,,,,,,,0.6666666666666666,0.6605333333333333,,,6.866666666666667,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,False
101138-200765-201145-201202-203187,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Joel Anthony, Chris Johnson","Bass, Rondo, Green, Anthony, Johnson",101138-200765-201145-201202-203187,BOS,11.0,1,,-2.0,,1.0,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,False
101138-200765-201145-201202-2222,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Joel Anthony, Gerald Wallace","Bass, Rondo, Green, Anthony, Wallace",101138-200765-201145-201202-2222,BOS,28.0,1,,-2.0,,2.0,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,102.85714285714286,,12.5,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,False
101138-200765-201145-201573-202340,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Avery Bradley","Bass, Rondo, Green, Bayless, Bradley",101138-200765-201145-201573-202340,BOS,9.0,2,,-4.0,,3.0,,3.0,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,False
101138-200765-201145-201573-203096,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Jared Sullinger","Bass, Rondo, Green, Bayless, Sullinger",101138-200765-201145-201573-203096,BOS,3761.0,20,63.0,-36.0,128.0,122.0,54.0,46.0,250.0,20.0,32.0,10.0,15.0,21.0,26.0,8.0,35.0,75.0,31.0,127.0,163.0,18.0,36.0,9.0,50.0,32.0,26.0,16.0,25.0,7.0,59.0,22.0,36.0,52.0,114.0,50.0,54.0,0.45714285714285713,0.5161290322580645,0.4666666666666667,0.5,0.4858490566037736,0.4,0.5291666666666667,0.4716981132075472,0.29245283018867924,0.6285714285714286,0.6521739130434783,0.6666666666666666,0.8571428571428571,95.71922361074184,15.7734375,14.278688524590164,15.1953125,13.598360655737705,0.3018867924528302,0.625,0.6896551724137931,0.35,0.19811320754716982,0.24528301886792453,0.3333333333333333,0.6666666666666666,0.17777777777777778,0.5943396226415094,0.4862556603773585,0.4691822222222222,0.3937007874015748,8.768,25.516129032258064,0.421875,7.0,22.0,38.0,5.0,6.0,5.0,16.0,37.0,23.0,1.0,0.20754716981132076,0.3181818181818182,0.3181818181818182,0.7142857142857143,4.0,8.0,0.7272727272727273,0.75,13.0,4.0,6.0,8.0,4.0,5.0,1.0,1.0,7.0,4.0,11.0,24.0,4.0,8.0,5.0,5.0,13.0,14.0,27.0,6.0,8.0,7.0,5.0,9.0,6.0,3.0,4.0,4.0,12.0,6.0,16.0,1.0,1.0,14.0,2.0,9.0,10.0,1.0,5.0,2.0,1.0,24.0,11.0,2.0,2.0,5.0,30.0,2.0,12.0,4.0,8.0,7.0,1.0,8.0,3.0,4.0,0.8181818181818182,0.3548387096774194,0.3548387096774194,0.5,0.3076923076923077,0.40625,0.06666666666666667,0.09375,0.09523809523809523,0.5833333333333334,1.0,0.3,0.2222222222222222,0.27586206896551724,0.4166666666666667,0.23076923076923078,0.26666666666666666,0.2222222222222222,0.5263157894736842,0.6666666666666666,0.018867924528301886,0.375,0.38095238095238093,0.42105263157894735,0.5,0.04716981132075472,0.8,0.8,0.75,0.2692307692307692,0.2692307692307692,0.8571428571428571,0.46153846153846156,0.6666666666666666,0.07692307692307693,0.3076923076923077,0.022222222222222223,0.2692307692307692,0.46651999999999993,0.10344827586206896,0.1411764705882353,0.10236220472440945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,False
101138-200765-201145-201573-203482,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Kelly Olynyk","Bass, Rondo, Green, Bayless, Olynyk",101138-200765-201145-201573-203482,BOS,799.0,8,13.0,-17.0,25.0,24.0,11.0,13.0,49.0,4.0,7.0,2.0,2.0,4.0,5.0,3.0,8.0,16.0,6.0,22.0,39.0,4.0,6.0,4.0,12.0,8.0,5.0,4.0,4.0,1.0,8.0,3.0,4.0,7.0,18.0,12.0,11.0,0.5,0.5714285714285714,0.5,0.6666666666666666,0.36363636363636365,0.4,0.44,0.5,0.2727272727272727,0.6,0.6666666666666666,0.5,1.0,88.31038798498123,16.24,16.375,16.04,15.708333333333334,0.3181818181818182,0.5714285714285714,0.6666666666666666,0.25,0.18181818181818182,0.22727272727272727,0.2,1.0,0.3,0.5909090909090909,0.4859113636363636,0.489105,0.5454545454545454,7.7875,24.7,0.44,2.0,5.0,8.0,2.0,,,5.0,8.0,5.0,,0.22727272727272727,0.4,0.4,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,,1.0,,,,6.0,1.0,2.0,,2.0,4.0,4.0,,,2.0,,1.0,,,,1.0,1.0,2.0,,3.0,,,3.0,,2.0,1.0,,1.0,,,4.0,,1.0,,,6.0,,1.0,2.0,1.0,,1.0,1.0,,2.0,,,,0.5,0.5,0.6666666666666666,0.0625,0.14285714285714285,,0.75,,0.25,0.16666666666666666,0.21428571428571427,0.3333333333333333,0.5,,0.2,,,,,0.5,0.5,0.5,0.045454545454545456,,,,,,,1.0,0.5,,,0.1,,0.52175,0.043478260869565216,0.058823529411764705,0.18181818181818182,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,False
101138-200765-201145-201573-2222,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Gerald Wallace","Bass, Rondo, Green, Bayless, Wallace",101138-200765-201145-201573-2222,BOS,697.0,2,12.0,3.0,23.0,24.0,9.0,11.0,47.0,4.0,8.0,2.0,3.0,2.0,2.0,,6.0,16.0,4.0,27.0,24.0,3.0,7.0,1.0,13.0,6.0,2.0,3.0,6.0,3.0,15.0,6.0,11.0,16.0,23.0,13.0,9.0,0.5,0.5,0.375,0.42857142857142855,0.525,0.5625,0.5869565217391305,0.65,0.2,0.8571428571428571,0.7692307692307693,1.0,1.0,97.10186513629841,15.043478260869565,14.625,13.217391304347826,14.125,0.4,0.5,0.6666666666666666,0.75,0.1,0.1,0.375,0.6666666666666666,,0.6,0.5164225,0.4898,0.48148148148148145,9.3125,24.275,0.391304347826087,1.0,6.0,6.0,,1.0,,4.0,8.0,6.0,,0.3,0.16666666666666666,0.16666666666666666,,,4.0,0.6666666666666666,0.6666666666666666,4.0,,1.0,1.0,2.0,2.0,,1.0,1.0,,3.0,6.0,1.0,4.0,,2.0,4.0,4.0,9.0,,,1.0,2.0,3.0,1.0,2.0,,,5.0,1.0,5.0,,1.0,2.0,,,3.0,,2.0,,,5.0,2.0,,3.0,3.0,6.0,,1.0,2.0,,,,,,2.0,1.0,0.75,0.75,0.25,0.25,0.4,0.125,0.25,,0.4,1.0,0.5555555555555556,,0.5,0.5,1.0,0.5,,0.6666666666666666,0.6666666666666666,,,0.5,0.5,,0.1,1.0,1.0,1.0,0.5,0.5,1.0,0.25,,,,0.125,0.5,0.387675,0.047619047619047616,0.058823529411764705,0.14814814814814814,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2014,2013-14,False
101138-200765-201145-201573-2743,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Jerryd Bayless, Kris Humphries","Bass, Rondo, Green, Bayless, Humphries",101138-200765-201145-201573-2743,BOS,7386.0,14,123.0,-42.0,230.0,233.0,10.0,11.0,463.0,33.0,64.0,2.0,2.0,26.0,34.0,2.0,69.0,161.0,48.0,223.0,265.0,2.0,4.0,3.0,14.0,92.0,33.0,46.0,63.0,18.0,143.0,53.0,88.0,122.0,198.0,14.0,10.0,0.6666666666666666,0.6865671641791045,0.42857142857142855,0.5,0.45933014354066987,0.5,0.49336283185840707,0.6363636363636364,0.22966507177033493,0.6794871794871795,0.7333333333333333,0.8,0.7727272727272727,90.268074735987,16.904347826086955,15.012875536480687,15.878260869565217,14.562231759656653,0.3062200956937799,0.515625,0.5789473684210527,0.5454545454545454,0.12440191387559808,0.16267942583732056,0.2857142857142857,1.0,0.2857142857142857,0.5358851674641149,0.49813028846153845,0.5243785714285715,0.06278026905829596,10.205590062111801,26.006249999999998,0.043478260869565216,27.0,71.0,46.0,22.0,13.0,6.0,16.0,40.0,42.0,3.0,0.3397129186602871,0.38028169014084506,0.38028169014084506,0.8148148148148148,1.0,35.0,0.8333333333333334,0.84375,29.0,6.0,15.0,9.0,6.0,14.0,2.0,1.0,12.0,4.0,18.0,31.0,8.0,21.0,6.0,6.0,25.0,7.0,51.0,3.0,4.0,12.0,8.0,17.0,11.0,6.0,6.0,7.0,26.0,,34.0,4.0,7.0,26.0,5.0,16.0,14.0,1.0,10.0,,1.0,40.0,1.0,5.0,3.0,1.0,39.0,3.0,17.0,2.0,13.0,12.0,1.0,14.0,6.0,2.0,0.9444444444444444,0.375,0.3829787234042553,0.38095238095238093,0.35185185185185186,0.4032258064516129,0.049689440993788817,0.109375,0.038461538461538464,0.65,,0.2826086956521739,0.25,0.275,0.25806451612903225,0.35294117647058826,0.2727272727272727,0.25,0.5555555555555556,0.8,0.036036036036036036,0.42857142857142855,0.34615384615384615,0.36,0.6666666666666666,0.06698564593301436,0.42857142857142855,0.42857142857142855,1.0,0.35294117647058826,0.36363636363636365,0.9166666666666666,0.5555555555555556,0.4,0.07407407407407407,0.14814814814814814,0.14285714285714285,0.36363636363636365,0.5273,0.08035714285714286,0.09714285714285714,0.11210762331838565,4.0,3.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.020833333333333332,0.029411764705882353,0.5,0.25,0.16666666666666666,0.5,1.0,0.02040816326530612,,,,,,,,,,,,,,1610612738,2014,2013-14,False
101138-200765-201145-202340-203096,1610612738,"Brandon Bass, Rajon Rondo, Jeff Green, Avery Bradley, Jared Sullinger","Bass, Rondo, Green, Bradley, Sullinger",101138-200765-201145-202340-203096,BOS,4949.0,13,82.0,-7.0,159.0,160.0,43.0,47.0,319.0,27.0,42.0,6.0,8.0,25.0,23.0,9.0,57.0,111.0,34.0,168.0,175.0,14.0,26.0,11.0,55.0,56.0,23.0,28.0,39.0,15.0,89.0,39.0,60.0,76.0,146.0,55.0,43.0,0.49122807017543857,0.5283018867924528,0.5135135135135135,0.5384615384615384,0.5172413793103449,0.7027027027027027,0.5284810126582279,0.6875,0.23448275862068965,0.7358490566037735,0.7866666666666666,0.75,0.6923076923076923,92.81875126288139,15.29559748427673,15.73125,14.88679245283019,15.31875,0.2896551724137931,0.6428571428571429,0.7105263157894737,0.5555555555555556,0.1724137931034483,0.15862068965517243,0.21621621621621623,0.75,0.24324324324324326,0.5241379310344828,0.5033427586206896,0.4943364864864865,0.3273809523809524,9.669369369369369,24.83823529411765,0.27044025157232704,19.0,44.0,58.0,9.0,11.0,7.0,15.0,28.0,24.0,2.0,0.30344827586206896,0.4318181818181818,0.4318181818181818,0.47368421052631576,2.0,20.0,0.9090909090909091,0.8888888888888888,15.0,6.0,8.0,11.0,2.0,11.0,,2.0,10.0,1.0,12.0,18.0,7.0,11.0,1.0,5.0,22.0,3.0,33.0,3.0,8.0,10.0,6.0,11.0,9.0,2.0,4.0,6.0,9.0,1.0,16.0,1.0,4.0,7.0,3.0,5.0,13.0,2.0,2.0,1.0,1.0,20.0,8.0,,1.0,3.0,28.0,1.0,13.0,1.0,8.0,6.0,2.0,8.0,5.0,1.0,0.9166666666666666,0.35294117647058826,0.35294117647058826,0.6363636363636364,0.7083333333333334,0.6875,0.05405405405405406,0.09523809523809523,0.08,0.35,1.0,0.18,0.2727272727272727,0.20833333333333334,0.2857142857142857,0.25,0.08333333333333333,0.23076923076923078,0.75,1.0,0.014925373134328358,0.625,0.44,0.4782608695652174,0.36363636363636365,0.07586206896551724,0.18181818181818182,0.2,1.0,0.43478260869565216,0.43478260869565216,0.9,0.6666666666666666,0.75,,0.08333333333333333,0.05405405405405406,0.43478260869565216,0.4986333333333334,0.08280254777070063,0.10569105691056911,0.13095238095238096,1.0,1.0,1.0,8.0,0.7272727272727273,0.5,,1.0,,1.0,1.0,1.0,3.0,,1.0,,,,,,1.0,0.029411764705882353,,0.16666666666666666,0.3333333333333333,0.3333333333333333,,,,1.0,7.0,0.09090909090909091,1.0,1.0,0.7777777777777778,,,,,,,,1610612738,2014,2013-14,False
