EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FTA,NonShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyDefPoss,ShortMidRangeFGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,SecondChanceFtPoints,SelfOReb,SelfORebPct,PenaltyCorner3FGA,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,PenaltyCorner3Frequency,Corner3FGM,Corner3Assists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Charge Fouls Drawn,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,BlockingFouls,BlockedShortMidRange,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyTurnovers,PenaltyCorner3Accuracy,Technical Free Throw Trips,Offensive Fouls,BlockingFoulsDrawn,OffCorner3ReboundPct,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,BlockedLongMidRange,FTOffRebounds,3SecondViolations,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,Clear Path Fouls,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1495-1938-201158-201168-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Patty Mills","Duncan, Ginobili, Belinelli, Splitter, Mills",1495-1938-201158-201168-201988,SAS,264.0,3,4.0,-8.0,8.0,10.0,4.0,1.0,18.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,4.0,12.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.5,0.2857142857142857,0.5,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,98.18181818181817,17.125,12.7,17.125,12.7,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.5,0.5,0.14285714285714285,0.5,0.5,0.25,0.5714285714285714,0.5282,0.62195,1.0,7.6000000000000005,25.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
1495-1938-201158-201168-202695,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Kawhi Leonard","Duncan, Ginobili, Belinelli, Splitter, Leonard",1495-1938-201158-201168-202695,SAS,168.0,2,3.0,-4.0,6.0,7.0,1.0,1.0,13.0,2.0,2.0,,,2.0,,1.0,,,2.0,5.0,,6.0,10.0,,,,2.0,,,,1.0,1.0,2.0,1.0,1.0,2.0,,4.0,2.0,1.0,0.4,,0.4,,0.5,1.0,,1.0,,1.0,,1.0,,111.42857142857143,15.333333333333334,10.857142857142858,14.333333333333334,10.857142857142858,0.4,1.0,1.0,0.4,0.2,,,,,,,0.4,0.47628000000000004,,0.3333333333333333,7.62,,0.16666666666666666,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.5125,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
1495-1938-201158-201168-2225,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Tiago Splitter, Tony Parker","Duncan, Ginobili, Belinelli, Splitter, Parker",1495-1938-201158-201168-2225,SAS,949.0,8,16.0,-11.0,24.0,30.0,,2.0,54.0,6.0,7.0,,,3.0,3.0,7.0,4.0,,11.0,17.0,5.0,32.0,43.0,,,,,8.0,4.0,,4.0,5.0,9.0,2.0,7.0,6.0,,27.0,,,0.6470588235294118,,0.6363636363636364,,0.6666666666666666,,0.22727272727272727,0.8,,0.8,1.0,1.0,,81.93888303477345,19.375,16.133333333333333,19.208333333333332,15.866666666666667,0.3181818181818182,0.8571428571428571,1.0,0.13636363636363635,0.3181818181818182,0.42857142857142855,0.42857142857142855,0.18181818181818182,,,,0.5454545454545454,0.48488636363636367,,,9.758823529411766,24.84,,1.0,1.0,4.0,1.0,1.0,5.0,,14.0,2.0,7.0,9.0,4.0,20.0,3.0,4.0,3.0,2.0,2.0,,4.0,4.0,,0.6363636363636364,0.7,1.0,1.25,1.25,0.11764705882352941,0.3333333333333333,0.5,0.5,0.4444444444444444,1.0,0.6666666666666666,0.5,1.0,,0.591725,0.15625,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.4,1.0,0.4,0.14285714285714285,1.0,0.3333333333333333,1.0,0.25,0.5,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,0.045454545454545456,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.08333333333333333,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
1495-1938-201158-201948-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Austin Daye, Patty Mills","Duncan, Ginobili, Belinelli, Daye, Mills",1495-1938-201158-201948-201988,SAS,52.0,1,1.0,5.0,2.0,1.0,,1.0,3.0,1.0,2.0,,,,,,1.0,,1.0,2.0,1.0,5.0,,,,,,,1.0,1.0,,1.0,2.0,,,2.0,,2.0,,,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,,1.0,1.0,,,1.0,83.07692307692308,16.5,19.0,13.5,19.0,0.6666666666666666,0.5,0.5,,,,,0.3333333333333333,,,,1.0,0.6505833333333334,,,1.4,25.0,,,,,,,3.0,,2.0,,1.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,1.0,1.0,,1.5,1.5,,,,1.0,1.0,,1.0,,,,0.61815,0.6,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
1495-1938-201158-201948-202709,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Austin Daye, Cory Joseph","Duncan, Ginobili, Belinelli, Daye, Joseph",1495-1938-201158-201948-202709,SAS,182.0,1,3.0,-1.0,7.0,8.0,,2.0,15.0,1.0,2.0,,,,,,4.0,,1.0,2.0,4.0,7.0,8.0,,,,,2.0,4.0,1.0,2.0,4.0,6.0,1.0,1.0,2.0,,3.0,,,0.5,,0.4166666666666667,,0.5,,0.6666666666666666,1.0,0.3333333333333333,0.6,1.0,,1.0,118.68131868131869,14.0,10.5,11.285714285714286,9.375,0.3333333333333333,0.5,0.5,,,,,0.6666666666666666,,,,1.0,0.565425,,,2.0,25.475,,1.0,1.0,2.0,1.0,1.0,4.0,,,,,1.0,,3.0,1.0,2.0,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,0.5,1.0,0.5,,,1.0,1.0,,0.4551,0.5714285714285714,,,,1.0,,,1.0,,,3.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,0.25,,0.25,,1.0,0.3333333333333333,1.0,,0.3333333333333333,,,,,,,0.25,0.25,1.0,,,,0.25,0.14285714285714285,0.3333333333333333,1.0,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
1495-1938-201158-201965-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Jeff Ayres, Patty Mills","Duncan, Ginobili, Belinelli, Ayres, Mills",1495-1938-201158-201965-201988,SAS,303.0,2,5.0,-4.0,13.0,13.0,9.0,1.0,26.0,2.0,5.0,2.0,5.0,2.0,,2.0,,,3.0,9.0,2.0,9.0,13.0,2.0,6.0,2.0,7.0,,,,4.0,6.0,7.0,1.0,3.0,3.0,1.0,9.0,7.0,9.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.25,0.34615384615384615,0.35,0.18181818181818182,0.8,,0.8,0.75,,,123.56435643564357,14.076923076923077,9.23076923076923,13.923076923076923,8.923076923076923,0.45454545454545453,0.4,0.5,0.18181818181818182,0.18181818181818182,,,,0.625,0.4,,0.6363636363636364,0.5172409090909091,0.56264375,0.7777777777777778,6.566666666666666,24.05,0.6923076923076923,,1.0,3.0,,1.0,,3.0,6.0,1.0,3.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,,,,0.1111111111111111,,1.0,0.16666666666666666,0.125,,1.0,1.0,,,0.5346,,4.0,1.0,2.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,0.2,1.0,,0.3333333333333333,,,1.0,0.5,0.5,1.0,,0.18181818181818182,,,,,,,,,,,,1.0,0.14285714285714285,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
1495-1938-201158-201965-2225,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Jeff Ayres, Tony Parker","Duncan, Ginobili, Belinelli, Ayres, Parker",1495-1938-201158-201965-2225,SAS,541.0,4,9.0,16.0,18.0,17.0,3.0,3.0,35.0,7.0,9.0,1.0,1.0,2.0,1.0,2.0,3.0,,9.0,13.0,5.0,29.0,13.0,2.0,2.0,,6.0,4.0,3.0,4.0,4.0,8.0,12.0,1.0,3.0,4.0,,25.0,6.0,3.0,0.6923076923076923,1.0,0.6666666666666666,1.0,0.725,1.0,0.2777777777777778,0.8,1.0,0.8888888888888888,1.0,0.75,1.0,93.16081330868761,15.277777777777779,15.647058823529411,13.5,15.235294117647058,0.5,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.5,0.5,0.16666666666666666,0.5,1.0,,0.7777777777777778,0.5809861111111112,0.45635,0.20689655172413793,4.7615384615384615,24.04,0.16666666666666666,1.0,1.0,5.0,1.0,1.0,4.0,2.0,14.0,,7.0,9.0,6.0,20.0,4.0,4.0,3.0,2.0,,,2.0,5.0,,0.7777777777777778,0.875,1.0,1.0,1.0,,,,1.0,0.5714285714285714,1.0,0.8571428571428571,1.0,1.0,,0.6584,0.13793103448275862,6.0,1.0,2.0,,,,2.0,,,6.0,2.0,,2.0,,1.0,,,,1.0,2.0,,,1.0,3.0,1.0,0.4,,0.4,,,,1.0,1.0,,,0.5,0.5,1.0,,0.1111111111111111,,,,,,,,0.15,0.2,,2.0,1.0,0.14285714285714285,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
1495-1938-201158-201980-201988,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Patty Mills","Duncan, Ginobili, Belinelli, Green, Mills",1495-1938-201158-201980-201988,SAS,10.0,1,,2.0,1.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,2.0,,,,,,,1.0,,,,,,,,,144.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
1495-1938-201158-201980-202695,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Kawhi Leonard","Duncan, Ginobili, Belinelli, Green, Leonard",1495-1938-201158-201980-202695,SAS,208.0,1,3.0,1.0,6.0,6.0,,1.0,12.0,,1.0,,,3.0,1.0,2.0,1.0,,2.0,6.0,1.0,4.0,3.0,,,,,4.0,1.0,1.0,3.0,4.0,5.0,,1.0,2.0,,2.0,,,0.3333333333333333,,0.2857142857142857,,0.2857142857142857,,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,83.07692307692308,20.666666666666668,14.0,18.833333333333332,14.0,0.14285714285714285,,,0.42857142857142855,0.2857142857142857,0.5,0.5,0.14285714285714285,,,,0.2857142857142857,0.40791428571428573,,,12.1,26.8,,,,,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,,,,0.2,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
1495-1938-201158-201980-2225,1610612759,"Tim Duncan, Manu Ginobili, Marco Belinelli, Danny Green, Tony Parker","Duncan, Ginobili, Belinelli, Green, Parker",1495-1938-201158-201980-2225,SAS,373.0,5,6.0,2.0,13.0,15.0,2.0,1.0,28.0,2.0,2.0,,,3.0,,,4.0,2.0,4.0,5.0,5.0,23.0,21.0,,,2.0,6.0,4.0,4.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,,23.0,6.0,2.0,0.8,,1.15,1.5,1.15,1.5,0.5,0.5,1.0,0.6666666666666666,,,1.0,108.09651474530831,14.307692307692308,12.466666666666667,14.0,12.266666666666667,0.2,1.0,1.0,0.3,,,,0.4,,,1.0,0.7,0.5303500000000001,0.518175,0.2608695652173913,6.36,24.72,0.15384615384615385,,,,,,,,4.0,,2.0,4.0,1.0,10.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,,,0.5,0.5,,,,,,0.25,1.0,1.0,1.0,0.5,,,,,,6.0,2.0,1.0,4.0,,,5.0,,,6.0,,4.0,2.0,1.0,1.0,,,1.0,1.0,3.0,,,,,0.4,1.0,,1.0,,1.0,,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,,0.1,1.0,1.0,0.25,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,2.0,2.0,9.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2014,2013-14,True
