EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG2A,FG3M,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,LongMidRangeAssists,OffTwoPtRebounds,DeadBallTurnovers,Turnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Corner3FGM,Corner3FGA,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Loose Ball Fouls,BlockedShortMidRange,Assisted3sPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,BlockingFouls,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,DefCorner3ReboundPct,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,SelfOReb,LostBallTurnovers,Charge Fouls Drawn,SelfORebPct,PenaltyCorner3Accuracy,Travels,Blocked3s,BlockedCorner3,SecondChanceTurnovers,Technical Free Throw Trips,StepOutOfBoundsTurnovers,BlockedLongMidRange,BlockingFoulsDrawn,Defensive 3 Seconds Violations,LongMidRangePctBlocked,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,Arc3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101236-201574-201601-202349-202738,1610612758,"Chuck Hayes, Jason Thompson, Luc Mbah a Moute, Greivis Vasquez, Isaiah Thomas","Hayes, Thompson, Mbah a Moute, Vasquez, Thomas",101236-201574-201601-202349-202738,SAC,49.0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,0.25,0.5,0.25,1.0,1.0,1.0,1.0,117.55102040816327,12.5,12.0,11.5,12.0,1.0,1.0,1.0,0.481875,0.481875,1.0,1.0,25.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
101236-201574-201977-202682-202738,1610612758,"Chuck Hayes, Jason Thompson, Marcus Thornton, Derrick Williams, Isaiah Thomas","Hayes, Thompson, Thornton, Williams, Thomas",101236-201574-201977-202682-202738,SAC,228.0,1,4.0,,8.0,8.0,8.0,8.0,1.0,16.0,2.0,2.0,2.0,4.0,11.0,1.0,1.0,2.0,4.0,11.0,2.0,1.0,1.0,3.0,4.0,1.0,,7.0,1.0,11.0,8.0,1.0,0.6111111111111112,0.5,0.6111111111111112,0.3333333333333333,1.0,0.3333333333333333,1.0,101.05263157894737,13.75,14.75,12.75,14.125,0.3333333333333333,0.3333333333333333,0.5,0.472375,0.472375,0.09090909090909091,1.0,25.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,11.0,2.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,10.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.5,1.0,0.6666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.5,0.5,0.16666666666666666,1.0,0.5,0.5,0.375,0.5,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
101236-201574-201977-202738-2422,1610612758,"Chuck Hayes, Jason Thompson, Marcus Thornton, Isaiah Thomas, John Salmons","Hayes, Thompson, Thornton, Thomas, Salmons",101236-201574-201977-202738-2422,SAC,80.0,1,1.0,3.0,3.0,2.0,3.0,,,5.0,1.0,1.0,1.0,,5.0,,,1.0,,5.0,1.0,,,1.0,,,,,,5.0,3.0,,0.8333333333333334,,0.8333333333333334,0.3333333333333333,,,,90.0,14.0,19.0,14.0,19.0,0.3333333333333333,0.3333333333333333,1.0,0.5405,0.5405,,1.0,24.8,1.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,1.0,,,5.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8333333333333334,0.8333333333333334,1.0,,1.0,1.0,,0.6666666666666666,0.5,0.5,1.0,,,,,,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
101236-201574-201977-202738-2566,1610612758,"Chuck Hayes, Jason Thompson, Marcus Thornton, Isaiah Thomas, Travis Outlaw","Hayes, Thompson, Thornton, Thomas, Outlaw",101236-201574-201977-202738-2566,SAC,289.0,2,5.0,-1.0,9.0,10.0,,,3.0,19.0,1.0,,1.0,,10.0,,4.0,,,,1.0,1.0,2.0,6.0,3.0,1.0,1.0,,,,,,0.5555555555555556,0.6666666666666666,,0.1111111111111111,1.0,0.5,1.0,94.67128027681662,15.444444444444445,15.0,14.0,14.0,0.1111111111111111,,0.4444444444444444,0.4889888888888889,,0.4,,27.8,,2.0,3.0,,,,,5.0,,,5.0,8.0,,11.0,,,,4.0,,,2.0,2.0,,,4.0,,4.0,4.0,,,3.0,,,6.0,,0.4,0.4,,,,0.625,,0.5555555555555556,,1.0,,0.8,1.0,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,0.5555555555555556,,,,,,,,,11.9875,1.0,2.0,3.0,2.0,3.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,0.6,0.6,0.6666666666666666,0.6666666666666666,0.5,0.4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
101236-201574-202349-202682-203463,1610612758,"Chuck Hayes, Jason Thompson, Greivis Vasquez, Derrick Williams, Ben McLemore","Hayes, Thompson, Vasquez, Williams, McLemore",101236-201574-202349-202682-203463,SAC,1195.0,4,20.0,-12.0,41.0,40.0,4.0,10.0,5.0,81.0,4.0,,6.0,7.0,38.0,,4.0,,,2.0,4.0,1.0,6.0,17.0,8.0,1.0,1.0,8.0,,2.0,4.0,,0.4418604651162791,0.2857142857142857,0.25,0.15384615384615385,0.3333333333333333,0.24,0.3333333333333333,97.60669456066945,15.170731707317072,14.325,14.024390243902438,13.75,0.10256410256410256,,0.4358974358974359,0.4712166666666667,0.520675,0.10526315789473684,0.05263157894736842,24.400000000000002,0.0975609756097561,5.0,11.0,1.0,2.0,2.0,6.0,16.0,1.0,,11.0,33.0,3.0,50.0,1.0,4.0,,12.0,,1.0,6.0,9.0,3.0,1.0,21.0,,9.0,11.0,4.0,2.0,12.0,,4.0,34.0,2.0,0.5454545454545454,0.5454545454545454,0.5,,0.5,0.3333333333333333,0.25,0.3974358974358974,0.25,0.6,,0.6,0.8333333333333334,,0.28205128205128205,0.45454545454545453,0.5,0.6,0.15384615384615385,0.3333333333333333,0.4,0.5,0.41025641025641024,0.25,0.25,0.5,0.5,,0.25,0.09302325581395349,0.10810810810810811,11.906060606060606,1.0,3.0,4.0,2.0,7.0,10.0,2.0,5.0,1.0,4.0,,3.0,2.0,3.0,3.0,0.2857142857142857,0.2857142857142857,0.22727272727272727,0.25,0.5,1.0,0.25,0.25,0.5,0.42857142857142855,0.3333333333333333,0.4471,2.0,2.0,9.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,7.0,1.0,1.0,1.0,0.06060606060606061,0.09090909090909091,0.16666666666666666,0.75,1.0,0.5,0.4,0.05128205128205128,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
101236-201574-202682-202738-203463,1610612758,"Chuck Hayes, Jason Thompson, Derrick Williams, Isaiah Thomas, Ben McLemore","Hayes, Thompson, Williams, Thomas, McLemore",101236-201574-202682-202738-203463,SAC,60.0,1,1.0,3.0,3.0,2.0,,2.0,,5.0,,,,3.0,5.0,,,,,,,,,,2.0,,,3.0,1.0,,,,1.25,,,,,,,120.0,11.333333333333334,13.0,11.333333333333334,13.0,,,,0.4417,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,5.0,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,6.4,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
101236-201574-202738-203463-2422,1610612758,"Chuck Hayes, Jason Thompson, Isaiah Thomas, Ben McLemore, John Salmons","Hayes, Thompson, Thomas, McLemore, Salmons",101236-201574-202738-203463-2422,SAC,168.0,2,3.0,-2.0,6.0,5.0,1.0,1.0,,11.0,2.0,1.0,3.0,,,,,1.0,,,2.0,,,3.0,1.0,,1.0,,,,1.0,,,,,0.6,,,,94.28571428571429,11.333333333333334,20.0,11.333333333333334,20.0,0.4,1.0,0.6,0.41911,0.13575,,,26.866666666666664,0.16666666666666666,,,,,,,2.0,,,,2.0,,2.0,,,,,,,,,,,,,3.0,3.0,,,3.0,,,,,,,,,,,,,,0.75,,0.75,1.0,,,,,,,,,,0.4,,,,,,,,,18.05,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,0.6666666666666666,0.2,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
101236-201574-202738-203463-2566,1610612758,"Chuck Hayes, Jason Thompson, Isaiah Thomas, Ben McLemore, Travis Outlaw","Hayes, Thompson, Thomas, McLemore, Outlaw",101236-201574-202738-203463-2566,SAC,1658.0,6,28.0,14.0,51.0,57.0,3.0,24.0,4.0,108.0,14.0,1.0,21.0,6.0,61.0,,5.0,2.0,2.0,2.0,14.0,3.0,6.0,28.0,12.0,3.0,,11.0,2.0,2.0,3.0,1.0,0.5865384615384616,0.625,0.3333333333333333,0.44680851063829785,0.3,0.24,0.16666666666666666,93.79975874547648,15.686274509803921,15.052631578947368,15.137254901960784,14.350877192982455,0.2978723404255319,0.5,0.6808510638297872,0.5038765957446809,0.484125,0.08196721311475409,0.03278688524590164,24.799999999999997,0.058823529411764705,7.0,11.0,,,2.0,8.0,7.0,8.0,,11.0,26.0,11.0,47.0,,,,10.0,3.0,8.0,5.0,15.0,5.0,,40.0,4.0,16.0,22.0,6.0,3.0,14.0,,3.0,56.0,4.0,0.45454545454545453,0.5,0.5238095238095238,,0.5238095238095238,0.4230769230769231,,0.5851063829787234,,0.7619047619047619,1.0,0.8,0.8571428571428571,1.0,0.23404255319148937,0.6363636363636364,0.875,0.7142857142857143,0.1702127659574468,0.25,0.25,,0.14893617021276595,0.5714285714285714,0.5714285714285714,,,,0.5714285714285714,0.08,0.10344827586206896,8.596153846153847,1.0,1.0,2.0,1.0,1.0,12.0,,3.0,5.0,7.0,,2.0,1.0,2.0,2.0,1.0,0.625,0.2,0.4,1.0,1.0,0.2857142857142857,0.2857142857142857,,0.25,1.0,0.553175,3.0,7.0,30.0,3.0,10.0,7.0,3.0,2.0,3.0,2.0,2.0,5.0,,1.0,0.9090909090909091,0.11538461538461539,0.2727272727272727,,0.2857142857142857,1.0,,0.6363636363636364,0.14893617021276595,0.42857142857142855,0.42857142857142855,1.0,0.875,,,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.25,0.5,0.75,0.3333333333333333,1.0,0.5,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
101236-201601-201977-202738-203463,1610612758,"Chuck Hayes, Luc Mbah a Moute, Marcus Thornton, Isaiah Thomas, Ben McLemore","Hayes, Mbah a Moute, Thornton, Thomas, McLemore",101236-201601-201977-202738-203463,SAC,347.0,1,6.0,,13.0,12.0,5.0,,2.0,25.0,2.0,1.0,3.0,2.0,15.0,,2.0,1.0,,6.0,2.0,,1.0,7.0,1.0,,,2.0,,6.0,5.0,,0.625,0.5,0.5,0.2727272727272727,,0.25,,103.7463976945245,12.692307692307692,15.166666666666666,12.692307692307692,14.25,0.18181818181818182,0.16666666666666666,0.7272727272727273,0.4949045454545455,0.43990833333333335,0.13333333333333333,0.4,24.933333333333334,0.38461538461538464,4.0,5.0,2.0,2.0,,,3.0,,,5.0,8.0,1.0,15.0,3.0,5.0,,8.0,,,4.0,5.0,3.0,,11.0,3.0,2.0,6.0,,,3.0,,1.0,13.0,,0.8,1.0,0.3333333333333333,,0.3333333333333333,0.625,0.6,0.5909090909090909,0.5,0.4,0.75,0.5555555555555556,,0.6666666666666666,0.45454545454545453,0.8,0.8,0.75,,,,,0.2727272727272727,,,0.3333333333333333,1.0,,,0.08333333333333333,0.1111111111111111,7.7,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3936,1.0,1.0,3.0,,1.0,,1.0,1.0,,1.0,1.0,3.0,,1.0,1.0,,,,0.5,1.0,,0.6666666666666666,0.09090909090909091,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
101236-201601-201977-202738-2422,1610612758,"Chuck Hayes, Luc Mbah a Moute, Marcus Thornton, Isaiah Thomas, John Salmons","Hayes, Mbah a Moute, Thornton, Thomas, Salmons",101236-201601-201977-202738-2422,SAC,13.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2014,2013-14,True
