EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyPointsPct,PenaltyOffPossPct,Minutes,DefPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyArc3FGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,OffThreePtRebounds,OffRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,HeaveAttempts,Corner3Assists,OffTwoPtRebounds,SelfOReb,DeadBallTurnovers,Turnovers,Loose Ball Fouls,Technical Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,LongMidRangeAssists,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,ShortMidRangeAssists,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedCorner3,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,FTDefRebounds,DefFTReboundPct,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,BlockedShortMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Charge Fouls,3pt And 1 Free Throw Trips,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1627885-1628420-1629008-1630267-203085,1610612743,"Shaquille Harrison, Monte Morris, Michael Porter Jr., Facundo Campazzo, Austin Rivers","Harrison, Morris, Porter Jr., Campazzo, Rivers",1627885-1628420-1629008-1630267-203085,DEN,4.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,360.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1629008-200794-203210,1610612743,"Shaquille Harrison, Monte Morris, Michael Porter Jr., Paul Millsap, JaMychal Green","Harrison, Morris, Porter Jr., Millsap, Green",1627885-1628420-1629008-200794-203210,DEN,211.0,1,6.0,7.0,,14.0,2.0,11.0,,,3.0,4.0,,11.0,0.7857142857142857,,95.54502369668246,15.714285714285714,15.714285714285714,,,4.0,7.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6,0.75,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,14.428571428571429,14.428571428571429,0.5,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.483525,0.2857142857142857,0.2,0.5,9.36,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1629008-203210-203999,1610612743,"Shaquille Harrison, Monte Morris, Michael Porter Jr., JaMychal Green, Nikola Jokic","Harrison, Morris, Porter Jr., Green, Jokic",1627885-1628420-1629008-203210-203999,DEN,47.0,1,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,1.0,1.0,61.276595744680854,29.0,29.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,18.0,18.0,,,,,,,,1.0,,,,1.0,,0.423,,,,,27.4,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.423,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630210-200794-203210,1610612743,"Shaquille Harrison, Monte Morris, Markus Howard, Paul Millsap, JaMychal Green","Harrison, Morris, Howard, Millsap, Green",1627885-1628420-1630210-200794-203210,DEN,260.0,2,-6.0,7.0,1.0,17.0,1.0,9.0,,,,1.0,,7.0,0.4444444444444444,,94.15384615384616,16.285714285714285,15.571428571428571,,0.14285714285714285,4.0,10.0,1.0,2.0,,1.0,1.0,4.0,1.0,3.0,2.0,6.0,15.0,,2.0,6.0,3.0,1.0,,2.0,2.0,1.0,,6.0,2.0,1.0,3.0,5.0,,,1.0,3.0,,,,,,,1.0,0.3333333333333333,0.4,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,,0.5,14.6,13.2,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,0.4444444444444444,0.25,0.25,1.0,0.8888888888888888,0.3333333333333333,0.560275,,,,8.299999999999999,29.516666666666666,2.0,,2.0,2.0,1.0,2.0,,1.0,0.3333333333333333,0.4,,1.0,0.53805,0.2222222222222222,6.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.2,0.5,0.2222222222222222,0.5,0.5,1.0,1.0,0.5,0.5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630210-203210-203999,1610612743,"Shaquille Harrison, Monte Morris, Markus Howard, JaMychal Green, Nikola Jokic","Harrison, Morris, Howard, Green, Jokic",1627885-1628420-1630210-203210-203999,DEN,32.0,2,,2.0,1.0,2.0,,,,,,,,,,,90.0,16.0,10.0,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630267-203085-203210,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Austin Rivers, JaMychal Green","Harrison, Morris, Campazzo, Rivers, Green",1627885-1628420-1630267-203085-203210,DEN,10.0,1,,1.0,1.0,2.0,,,,,,,,,,,288.0,4.0,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630267-203085-203932,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Austin Rivers, Aaron Gordon","Harrison, Morris, Campazzo, Rivers, Gordon",1627885-1628420-1630267-203085-203932,DEN,11.0,2,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,392.72727272727275,3.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630267-203085-203999,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Austin Rivers, Nikola Jokic","Harrison, Morris, Campazzo, Rivers, Jokic",1627885-1628420-1630267-203085-203999,DEN,34.0,3,-3.0,2.0,2.0,4.0,,,,,,,,,,,169.41176470588235,4.0,4.0,,1.0,1.0,2.0,,,,,,1.0,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,13.0,13.0,,,,,,,,1.0,,,,1.0,,0.30285,,,,,25.5,1.0,,,1.0,,,,2.0,,,,1.0,0.30285,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630267-203115-203932,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Will Barton, Aaron Gordon","Harrison, Morris, Campazzo, Barton, Gordon",1627885-1628420-1630267-203115-203932,DEN,3.0,1,-2.0,,,1.0,,,,,,,,,,,480.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
1627885-1628420-1630267-203932-203999,1610612743,"Shaquille Harrison, Monte Morris, Facundo Campazzo, Aaron Gordon, Nikola Jokic","Harrison, Morris, Campazzo, Gordon, Jokic",1627885-1628420-1630267-203932-203999,DEN,108.0,1,8.0,4.0,4.0,7.0,1.0,8.0,1.0,8.0,1.0,1.0,,8.0,1.0,1.0,93.33333333333333,12.0,12.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,4.0,,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,2.0,1.0,3.0,3.0,,,,,,1.0,1.0,,1.0,1.0,1.0,0.5,0.5,1.0,0.875,0.5,1.0,1.0,1.0,,1.0,20.0,20.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,0.5,1.0,0.75,0.5,0.4209875,0.25,0.5,,11.95,26.05,2.0,,,2.0,,,8.0,4.0,,,,0.5,0.4209875,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.875,1.0,1.0,0.25,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,False
