EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,BadPassSteals,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGA,LongMidRangeFrequency,SecondChanceOffPoss,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,OpponentPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Blocked3s,BlockedArc3,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,AtRimAssists,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyDefPoss,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Corner3FGA,SecondChanceFtPoints,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,BadPassTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Loose Ball Fouls Drawn,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedAtRim,ShortMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Travels,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Offensive Fouls,LongMidRangePctBlocked,team_id,year,season,team_vs
1628990-1629060-201566-202397-203078,1610612764,"Chandler Hutchison, Rui Hachimura, Russell Westbrook, Ish Smith, Bradley Beal","Hutchison, Hachimura, Westbrook, Smith, Beal",1628990-1629060-201566-202397-203078,WAS,54.0,1,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,0.5,0.5,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,106.66666666666666,11.5,15.5,11.5,11.5,0.5,1.0,1.0,0.5,0.5,0.4965,0.5,0.5,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
1628990-1629060-201577-202397-203078,1610612764,"Chandler Hutchison, Rui Hachimura, Robin Lopez, Ish Smith, Bradley Beal","Hutchison, Hachimura, Lopez, Smith, Beal",1628990-1629060-201577-202397-203078,WAS,49.0,1,1.0,1.0,2.0,2.0,4.0,,1.0,,,1.0,1.0,1.0,,,,,2.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,0.25,,,,117.55102040816327,11.5,13.0,11.5,12.5,1.0,,,,1.0,0.38,0.5,0.5,3.3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,0.38,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
1628990-1629060-202397-203078-203526,1610612764,"Chandler Hutchison, Rui Hachimura, Ish Smith, Bradley Beal, Raul Neto","Hutchison, Hachimura, Smith, Beal, Neto",1628990-1629060-202397-203078-203526,WAS,17.0,1,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,17.0,,17.0,,,,,,,0.3047,,,16.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
1628990-1629655-201566-202397-202722,1610612764,"Chandler Hutchison, Daniel Gafford, Russell Westbrook, Ish Smith, Davis Bertans","Hutchison, Gafford, Westbrook, Smith, Bertans",1628990-1629655-201566-202397-202722,WAS,228.0,1,4.0,3.0,7.0,8.0,15.0,,,2.0,2.0,3.0,1.0,8.0,2.0,3.0,6.0,7.0,,,2.0,2.0,,1.0,,,1.0,8.0,0.6666666666666666,0.7,0.6666666666666666,1.0,0.8333333333333334,1.0,94.73684210526316,19.285714285714285,11.625,19.0,10.5,,,,0.4,0.4,0.45713,0.16666666666666666,0.25,11.166666666666666,6.0,,2.0,1.0,6.0,,,6.0,6.0,0.6,,0.4687375,0.75,0.8571428571428571,1.0,0.2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.625,0.4,0.5,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.5,0.5,0.5,26.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
1628990-1629655-202397-202722-203078,1610612764,"Chandler Hutchison, Daniel Gafford, Ish Smith, Davis Bertans, Bradley Beal","Hutchison, Gafford, Smith, Bertans, Beal",1628990-1629655-202397-202722-203078,WAS,44.0,1,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,,4.0,2.0,,,1.0,1.0,1.0,,,,,,,,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,130.9090909090909,12.0,10.0,12.0,10.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6284,,,2.0,2.0,2.0,3.0,,4.0,,,4.0,2.0,0.6666666666666666,0.6666666666666666,0.6284,1.0,1.0,,,1.0,,,,,,,,,1.0,2.0,,,2.0,,,,1.0,,1.0,,,2.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,0.5,1.0,,,,,0.6666666666666666,0.6666666666666666,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.7054,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
1628990-201566-201577-203078-203526,1610612764,"Chandler Hutchison, Russell Westbrook, Robin Lopez, Bradley Beal, Raul Neto","Hutchison, Westbrook, Lopez, Beal, Neto",1628990-201566-201577-203078-203526,WAS,17.0,1,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,84.70588235294117,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
1629060-1629067-201566-202397-202722,1610612764,"Rui Hachimura, Isaac Bonga, Russell Westbrook, Ish Smith, Davis Bertans","Hachimura, Bonga, Westbrook, Smith, Bertans",1629060-1629067-201566-202397-202722,WAS,21.0,1,,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,137.14285714285714,15.0,6.0,15.0,6.0,,,,1.0,,0.307,,,4.0,1.0,,1.0,,2.0,,,2.0,1.0,1.0,,0.307,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
1629060-1629655-1629726-201566-203078,1610612764,"Rui Hachimura, Daniel Gafford, Garrison Mathews, Russell Westbrook, Bradley Beal","Hachimura, Gafford, Mathews, Westbrook, Beal",1629060-1629655-1629726-201566-203078,WAS,80.0,1,1.0,2.0,4.0,3.0,7.0,1.0,1.0,,1.0,1.0,5.0,7.0,2.0,,1.0,1.0,,,3.0,6.0,,,,,,7.0,1.0,1.0,0.875,,,,126.0,8.75,15.0,8.75,14.333333333333334,1.0,1.0,1.0,,1.0,0.6862,,,1.7,4.0,1.0,1.0,5.0,7.0,,,7.0,4.0,0.875,1.0,0.6862,1.0,1.0,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
1629060-1629655-1630264-201566-203078,1610612764,"Rui Hachimura, Daniel Gafford, Anthony Gill, Russell Westbrook, Bradley Beal","Hachimura, Gafford, Gill, Westbrook, Beal",1629060-1629655-1630264-201566-203078,WAS,38.0,1,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,,,37.89473684210527,,16.0,,16.0,1.0,1.0,1.0,,1.0,0.7514,1.0,1.0,0.2,,1.0,1.0,,2.0,,,2.0,,1.0,1.0,0.7514,1.0,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
1629060-1629655-201566-202397-203078,1610612764,"Rui Hachimura, Daniel Gafford, Russell Westbrook, Ish Smith, Bradley Beal","Hachimura, Gafford, Westbrook, Smith, Beal",1629060-1629655-201566-202397-203078,WAS,671.0,3,11.0,1.0,23.0,20.0,43.0,4.0,6.0,7.0,7.0,13.0,4.0,24.0,10.0,4.0,9.0,15.0,2.0,2.0,3.0,4.0,,2.0,2.0,2.0,2.0,16.0,0.5384615384615384,0.47619047619047616,0.5217391304347826,0.5714285714285714,0.5555555555555556,0.5,92.28017883755588,17.695652173913043,13.2,17.304347826086957,11.85,0.2857142857142857,0.6666666666666666,0.8,0.3333333333333333,0.6666666666666666,0.48196428571428573,0.08695652173913043,0.13333333333333333,7.038461538461538,,,,,,,,,,,,,,,,,6.0,3.0,,2.0,7.0,,,2.0,8.0,23.0,,,,4.0,6.0,7.0,2.0,2.0,2.0,4.0,2.0,,10.0,2.0,1.0,4.0,6.0,3.0,3.0,1.0,6.0,2.0,,6.0,10.0,,,1.0,0.2857142857142857,0.3333333333333333,1.0,0.25,,0.25,,,0.38095238095238093,0.5,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,,0.5,0.42857142857142855,0.42857142857142855,,,,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,,,0.2857142857142857,26.275,2.0,2.0,,2.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,0.4231,0.3333333333333333,3.0,,,,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.16666666666666666,0.6666666666666666,0.6,1.0,0.5,1.0,0.3333333333333333,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,True
