EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,BadPassTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,LongMidRangeAssists,DefThreePtRebounds,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,2pt And 1 Free Throw Trips,DefArc3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SelfOReb,Charge Fouls Drawn,Technical Free Throw Trips,OffensiveGoaltends,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,BlockedLongMidRange,HeaveAttempts,Fg3aBlocked,Blocked3s,BlockedCorner3,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,Charge Fouls,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1626220-1628378-202324-202711-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Bojan Bogdanovic, Joe Ingles","O'Neale, Mitchell, Favors, Bogdanovic, Ingles",1626220-1628378-202324-202711-204060,UTA,1016.0,6,17.0,5.0,34.0,34.0,3.0,68.0,7.0,5.0,10.0,,20.0,7.0,13.0,54.0,49.0,,6.0,10.0,5.0,1.0,2.0,3.0,13.0,4.0,8.0,50.0,0.5384615384615384,0.5384615384615384,0.7121212121212122,0.7714285714285715,0.3939393939393939,0.05,,0.2857142857142857,0.23076923076923078,1.0,96.37795275590551,14.264705882352942,15.617647058823529,13.882352941176471,15.352941176470589,0.21212121212121213,0.30303030303030304,0.5,0.5,,0.7272727272727273,0.5,0.5405924242424243,0.7537,4.654999999999999,26.246153846153845,5.0,6.0,7.0,11.0,,,6.0,2.0,1.0,2.0,13.0,7.0,1.0,1.0,2.0,3.0,2.0,10.0,6.0,20.0,15.0,3.0,5.0,8.0,3.0,1.0,21.0,5.0,,10.0,2.0,,,,2.0,,5.0,8.0,3.0,10.0,5.0,,0.23076923076923078,0.2727272727272727,0.7142857142857143,0.6666666666666666,0.65,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,0.3333333333333333,0.6363636363636364,0.7,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.06060606060606061,0.6,,,0.5,0.5,0.5087375,0.14285714285714285,0.14285714285714285,0.18518518518518517,0.14705882352941177,2.0,3.0,2.0,3.0,,4.0,4.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.2,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.07407407407407407,,3.0,,1.0,,5.0,,,,0.09090909090909091,1.0,0.25,,,,,0.09090909090909091,,0.25,2.0,1.0,2.0,,1.0,,,2.0,1.0,,1.0,,,,,,2.0,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,0.14285714285714285,,,,,,,,1.0,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-1628378-202324-203903-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Derrick Favors, Jordan Clarkson, Joe Ingles","O'Neale, Mitchell, Favors, Clarkson, Ingles",1626220-1628378-202324-203903-204060,UTA,127.0,1,2.0,-4.0,4.0,5.0,,9.0,1.0,,,,2.0,,1.0,2.0,6.0,,,,,,,,,1.0,1.0,2.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,102.04724409448819,14.75,13.6,14.75,13.6,0.3333333333333333,,,,,0.6666666666666666,,0.476,,4.75,24.2,4.0,,,1.0,,1.0,1.0,,,,1.0,,1.0,2.0,,1.0,,2.0,2.0,,,1.0,,1.0,,,2.0,,,,1.0,,,,1.0,1.0,,,,2.0,4.0,,1.0,1.0,,,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3333333333333333,,,,1.0,1.0,,,0.3333333333333333,,,,0.476,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-1628378-202711-203497-203903,1610612762,"Royce O'Neale, Donovan Mitchell, Bojan Bogdanovic, Rudy Gobert, Jordan Clarkson","O'Neale, Mitchell, Bogdanovic, Gobert, Clarkson",1626220-1628378-202711-203497-203903,UTA,2088.0,10,35.0,-16.0,61.0,68.0,12.0,129.0,11.0,15.0,26.0,1.0,29.0,16.0,28.0,82.0,98.0,1.0,21.0,26.0,15.0,3.0,6.0,12.0,31.0,7.0,11.0,64.0,0.5714285714285714,0.5714285714285714,0.631578947368421,0.6307692307692307,0.49122807017543857,0.10344827586206896,,0.375,0.42857142857142855,0.3333333333333333,88.96551724137932,16.16393442622951,16.205882352941178,15.295081967213115,15.426470588235293,0.19298245614035087,0.45614035087719296,0.5769230769230769,0.5769230769230769,0.1111111111111111,0.7719298245614035,0.5769230769230769,0.5525675438596491,0.65846,5.351724137931035,25.978571428571428,16.0,8.0,10.0,16.0,4.0,8.0,2.0,2.0,2.0,5.0,12.0,10.0,4.0,13.0,3.0,6.0,6.0,23.0,6.0,18.0,27.0,3.0,9.0,12.0,8.0,3.0,33.0,7.0,,19.0,7.0,3.0,6.0,1.0,10.0,1.0,12.0,15.0,5.0,23.0,16.0,1.0,0.25,0.5,0.5625,0.5,0.41379310344827586,0.3076923076923077,0.4473684210526316,0.5,0.7,,0.5833333333333334,0.6129032258064516,0.8,0.5,0.2807017543859649,0.625,0.7692307692307693,0.3,0.18181818181818182,0.18181818181818182,0.03508771929824561,0.5333333333333333,0.42105263157894735,0.5,0.2631578947368421,0.4,0.5856368421052632,0.08064516129032258,0.14705882352941177,0.2804878048780488,0.26229508196721313,6.0,6.0,6.0,8.0,3.0,18.0,12.0,,6.0,1.0,,1.0,,,1.0,1.0,0.75,0.8333333333333334,0.8181818181818182,0.5,0.45454545454545453,0.3333333333333333,1.0,,0.6666666666666666,1.0,0.21951219512195122,,2.0,,1.0,,12.0,,3.0,2.0,0.1875,0.631578947368421,0.5,0.8,,,,0.03508771929824561,,0.05263157894736842,,0.5714285714285714,1.0,,1.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,0.5,0.5,1.0,,,,1.0,1.0,,1.0,,,,,0.04,,,1.0,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-1628378-202711-203497-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Bojan Bogdanovic, Rudy Gobert, Joe Ingles","O'Neale, Mitchell, Bogdanovic, Gobert, Ingles",1626220-1628378-202711-203497-204060,UTA,5584.0,13,93.0,17.0,184.0,184.0,19.0,368.0,32.0,26.0,65.0,2.0,73.0,33.0,83.0,215.0,198.0,6.0,54.0,64.0,26.0,6.0,7.0,19.0,96.0,11.0,35.0,194.0,0.39759036144578314,0.4024390243902439,0.5673076923076923,0.601123595505618,0.532051282051282,0.0821917808219178,0.15625,0.21212121212121213,0.2375,0.29411764705882354,94.89971346704871,14.891304347826088,15.456521739130435,14.494565217391305,15.092391304347826,0.20512820512820512,0.4166666666666667,0.4,0.40625,0.18181818181818182,0.75,0.40625,0.5086358064516129,0.5865666666666667,6.060273972602739,25.96626506024096,62.0,48.0,21.0,34.0,5.0,7.0,15.0,7.0,8.0,23.0,39.0,38.0,12.0,22.0,11.0,32.0,15.0,72.0,26.0,52.0,45.0,13.0,15.0,28.0,9.0,9.0,71.0,29.0,,77.0,18.0,9.0,6.0,,27.0,6.0,40.0,48.0,18.0,72.0,62.0,2.0,0.3333333333333333,0.35135135135135137,0.45454545454545453,0.34375,0.5342465753424658,0.5454545454545454,0.5277777777777778,0.5714285714285714,0.6666666666666666,,0.6904761904761905,0.7938144329896907,0.7222222222222222,0.6666666666666666,0.21794871794871795,0.6176470588235294,0.6363636363636364,0.42857142857142855,0.46875,0.5555555555555556,0.04487179487179487,0.34615384615384615,0.12962962962962962,0.7142857142857143,0.42592592592592593,0.34782608695652173,0.481072641509434,0.10526315789473684,0.20454545454545456,0.33488372093023255,0.33695652173913043,2.0,4.0,2.0,5.0,11.0,21.0,4.0,3.0,12.0,12.0,1.0,7.0,4.0,3.0,8.0,6.0,0.4,0.45454545454545453,0.5882352941176471,0.2553191489361702,0.2894736842105263,0.6666666666666666,0.75,0.2,0.36363636363636365,0.5,0.09767441860465116,3.0,18.0,4.0,9.0,1.0,48.0,2.0,7.0,7.0,0.029411764705882353,0.8727272727272727,0.07692307692307693,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.11538461538461539,0.36363636363636365,0.16666666666666666,3.0,0.8780487804878049,7.0,,3.0,2.0,2.0,6.0,12.0,7.0,5.0,4.0,1.0,2.0,2.0,5.0,,,0.3333333333333333,0.1111111111111111,0.3888888888888889,0.3888888888888889,0.8571428571428571,,,,1.0,0.3333333333333333,,1.0,2.0,1.0,,0.3333333333333333,0.0136986301369863,,,,1.0,1.0,1.0,1.0,2.0,0.012048192771084338,0.015384615384615385,,,,,,1610612762,2021,2020-21,False
1626220-1628378-202711-203903-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Bojan Bogdanovic, Jordan Clarkson, Joe Ingles","O'Neale, Mitchell, Bogdanovic, Clarkson, Ingles",1626220-1628378-202711-203903-204060,UTA,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-1628378-203497-203903-204060,1610612762,"Royce O'Neale, Donovan Mitchell, Rudy Gobert, Jordan Clarkson, Joe Ingles","O'Neale, Mitchell, Gobert, Clarkson, Ingles",1626220-1628378-203497-203903-204060,UTA,262.0,3,4.0,-4.0,9.0,9.0,1.0,18.0,1.0,,6.0,1.0,1.0,,6.0,7.0,11.0,1.0,,6.0,,,,1.0,5.0,2.0,2.0,7.0,,,0.14285714285714285,0.3888888888888889,0.8571428571428571,,,,0.16666666666666666,,98.93129770992367,15.222222222222221,13.88888888888889,15.0,13.555555555555555,0.14285714285714285,0.8571428571428571,,,1.0,0.8571428571428571,,0.4983857142857143,,6.7,26.566666666666666,1.0,6.0,,,,,1.0,,,1.0,1.0,5.0,,,,1.0,,,2.0,,,1.0,,1.0,,,2.0,1.0,,4.0,1.0,,,,1.0,,2.0,5.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,1.0,,0.5,0.8,0.5,,,,,,1.0,1.0,,,,,1.0,,0.47535,0.2222222222222222,0.5,,0.1111111111111111,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.16666666666666666,0.16666666666666666,,,1.0,,,,,,,,,3.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-1629671-202324-202711-204060,1610612762,"Royce O'Neale, Miye Oni, Derrick Favors, Bojan Bogdanovic, Joe Ingles","O'Neale, Oni, Favors, Bogdanovic, Ingles",1626220-1629671-202324-202711-204060,UTA,5.0,2,,-4.0,,2.0,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,576.0,,2.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-1629671-202711-203497-204060,1610612762,"Royce O'Neale, Miye Oni, Bojan Bogdanovic, Rudy Gobert, Joe Ingles","O'Neale, Oni, Bogdanovic, Gobert, Ingles",1626220-1629671-202711-203497-204060,UTA,3.0,1,,-1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-201144-202324-202711-204060,1610612762,"Royce O'Neale, Mike Conley, Derrick Favors, Bojan Bogdanovic, Joe Ingles","O'Neale, Conley, Favors, Bogdanovic, Ingles",1626220-201144-202324-202711-204060,UTA,492.0,4,8.0,1.0,14.0,15.0,3.0,29.0,5.0,2.0,6.0,,8.0,2.0,6.0,20.0,19.0,,3.0,6.0,2.0,2.0,3.0,4.0,10.0,,2.0,14.0,0.3333333333333333,0.3333333333333333,0.5,0.625,0.42857142857142855,0.25,0.4,0.75,0.5,0.6666666666666666,84.87804878048782,16.571428571428573,17.333333333333332,15.857142857142858,15.6,0.35714285714285715,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.6428571428571429,0.3333333333333333,0.48258214285714285,,5.3875,25.966666666666665,8.0,2.0,2.0,3.0,1.0,2.0,2.0,,2.0,5.0,4.0,6.0,2.0,4.0,2.0,5.0,6.0,16.0,6.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,9.0,3.0,2.0,6.0,,2.0,,,2.0,,3.0,6.0,1.0,14.0,7.0,,0.75,0.75,0.5,0.4,0.5,0.5,0.5555555555555556,0.7272727272727273,,1.0,0.5,0.5,0.75,,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.4,0.6666666666666666,,0.5,0.2222222222222222,0.5,0.5555555555555556,0.4,0.49142777777777774,0.13333333333333333,0.125,0.8,0.5714285714285714,1.0,1.0,1.0,1.0,4.0,6.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.5,0.25,0.25,,1.0,0.5,1.0,1.0,0.3,,,,,,1.0,,1.0,,,0.5,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-201144-202324-203903-204060,1610612762,"Royce O'Neale, Mike Conley, Derrick Favors, Jordan Clarkson, Joe Ingles","O'Neale, Conley, Favors, Clarkson, Ingles",1626220-201144-202324-203903-204060,UTA,265.0,2,4.0,-2.0,7.0,9.0,1.0,16.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,7.0,9.0,1.0,,4.0,1.0,,1.0,1.0,5.0,1.0,2.0,4.0,0.25,0.25,0.5,0.5,0.5714285714285714,,,1.0,0.25,1.0,86.94339622641509,18.285714285714285,15.222222222222221,18.0,14.88888888888889,0.14285714285714285,0.5714285714285714,0.25,0.25,1.0,0.7142857142857143,0.25,0.5298428571428572,0.5769,8.200000000000001,25.925,1.0,,1.0,1.0,1.0,1.0,,1.0,,,2.0,,1.0,1.0,,,,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,,4.0,,1.0,,1.0,1.0,,1.0,,,2.0,1.0,,0.5,0.5,1.0,,0.6666666666666666,1.0,1.0,1.0,,,1.0,0.8,1.0,,0.14285714285714285,1.0,1.0,1.0,,,0.14285714285714285,1.0,1.0,1.0,,,0.6757,,,0.2857142857142857,0.14285714285714285,,,,,,3.0,,,,,,,,,,,,1.5,1.5,,,1.0,,,,,0.42857142857142855,1.0,,,,,2.0,,,,,0.6666666666666666,,,1.0,1.0,,,,,,0.6666666666666666,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-201144-202711-203497-203903,1610612762,"Royce O'Neale, Mike Conley, Bojan Bogdanovic, Rudy Gobert, Jordan Clarkson","O'Neale, Conley, Bogdanovic, Gobert, Clarkson",1626220-201144-202711-203497-203903,UTA,110.0,2,2.0,2.0,5.0,4.0,,9.0,1.0,1.0,1.0,,2.0,1.0,1.0,8.0,6.0,,,1.0,1.0,,,,1.0,,2.0,8.0,1.0,1.0,1.1666666666666667,1.3333333333333333,0.3333333333333333,,,,,,117.81818181818183,12.4,12.0,12.4,12.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,0.4769833333333333,,15.4,25.9,,2.0,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,4.0,3.0,,1.0,1.0,1.0,,3.0,,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,0.5,,,1.0,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-201144-202711-203497-204060,1610612762,"Royce O'Neale, Mike Conley, Bojan Bogdanovic, Rudy Gobert, Joe Ingles","O'Neale, Conley, Bogdanovic, Gobert, Ingles",1626220-201144-202711-203497-204060,UTA,1037.0,3,17.0,-7.0,33.0,32.0,3.0,65.0,5.0,7.0,14.0,1.0,8.0,7.0,17.0,42.0,49.0,1.0,9.0,14.0,7.0,1.0,,2.0,13.0,3.0,9.0,39.0,0.4117647058823529,0.4117647058823529,0.62,0.6774193548387096,0.68,0.125,0.2,,0.16666666666666666,,90.26036644165862,15.969696969696969,15.9375,15.575757575757576,15.09375,0.2,0.56,0.5,0.5,0.5,0.8,0.5,0.497796,0.3746,6.525,25.205882352941178,11.0,13.0,3.0,3.0,1.0,1.0,2.0,,2.0,4.0,5.0,11.0,2.0,4.0,2.0,5.0,4.0,14.0,,10.0,12.0,,4.0,4.0,4.0,,12.0,6.0,1.0,11.0,4.0,1.0,,,5.0,2.0,7.0,13.0,3.0,14.0,11.0,2.0,,,0.5714285714285714,0.4,0.625,0.5,0.5555555555555556,0.6363636363636364,0.8,0.5,0.6666666666666666,0.7692307692307693,0.7142857142857143,1.0,0.12,1.0,1.0,,0.4,0.5,,0.5714285714285714,0.1111111111111111,1.0,0.4444444444444444,0.5,0.47927222222222216,0.13793103448275862,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,3.0,,,2.0,4.0,,,,,,,1.0,0.5,0.5,0.2,0.14285714285714285,,,,0.5,1.0,0.07142857142857142,,3.0,,1.0,,4.0,,2.0,2.0,,1.0,,,,,,0.12,,0.1111111111111111,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,0.3333333333333333,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-201144-202711-203903-204060,1610612762,"Royce O'Neale, Mike Conley, Bojan Bogdanovic, Jordan Clarkson, Joe Ingles","O'Neale, Conley, Bogdanovic, Clarkson, Ingles",1626220-201144-202711-203903-204060,UTA,4.0,1,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,360.0,4.0,,3.0,,,1.0,,,,1.0,,0.20445,,,28.8,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.20445,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-201144-203497-203903-204060,1610612762,"Royce O'Neale, Mike Conley, Rudy Gobert, Jordan Clarkson, Joe Ingles","O'Neale, Conley, Gobert, Clarkson, Ingles",1626220-201144-203497-203903-204060,UTA,376.0,2,6.0,-1.0,12.0,11.0,3.0,23.0,5.0,,1.0,,9.0,,1.0,13.0,14.0,,,1.0,,1.0,3.0,3.0,8.0,,2.0,9.0,,,0.4,0.5416666666666666,0.1,0.1111111111111111,0.2,0.6,0.5,0.5,88.08510638297872,19.5,12.909090909090908,19.333333333333332,12.727272727272727,0.5,0.1,,,,0.5,,0.512425,0.7367,4.655555555555555,25.8,,5.0,3.0,4.0,,,1.0,,,,4.0,5.0,,,,,,,2.0,6.0,,1.0,,1.0,,1.0,2.0,3.0,,5.0,2.0,1.0,,,3.0,,3.0,5.0,1.0,,,1.0,0.25,0.5,,,0.4444444444444444,,,,0.6666666666666666,,0.6,0.7142857142857143,0.6666666666666666,1.0,0.4,0.75,0.75,0.3333333333333333,0.2,0.25,,,,,,,,0.16666666666666666,0.1,,,2.0,2.0,2.0,2.0,,4.0,4.0,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.3076923076923077,,,,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,0.5,1.0,,,,,0.2,,,,,,,,,,,,,,,,1610612762,2021,2020-21,False
1626220-202324-202711-203903-204060,1610612762,"Royce O'Neale, Derrick Favors, Bojan Bogdanovic, Jordan Clarkson, Joe Ingles","O'Neale, Favors, Bogdanovic, Clarkson, Ingles",1626220-202324-202711-203903-204060,UTA,1074.0,4,18.0,-24.0,38.0,38.0,2.0,76.0,5.0,3.0,12.0,,10.0,4.0,17.0,31.0,55.0,1.0,3.0,12.0,3.0,1.0,,2.0,16.0,4.0,9.0,31.0,0.23529411764705882,0.23529411764705882,0.4444444444444444,0.5,0.6296296296296297,0.1,0.2,,0.11764705882352941,,101.89944134078213,14.605263157894736,13.657894736842104,14.289473684210526,12.894736842105264,0.18518518518518517,0.4444444444444444,0.25,0.25,,0.8148148148148148,0.25,0.5219685185185186,,5.66,25.258823529411764,4.0,12.0,3.0,5.0,,,3.0,,,1.0,6.0,7.0,,1.0,,1.0,,,4.0,8.0,9.0,2.0,3.0,5.0,2.0,1.0,13.0,9.0,2.0,14.0,6.0,4.0,5.0,,10.0,2.0,5.0,7.0,3.0,,4.0,1.0,0.3333333333333333,0.3333333333333333,0.75,,0.6,,,,0.6,1.0,0.6,0.6,0.7142857142857143,1.0,0.18518518518518517,0.6,0.6,0.3333333333333333,0.6,0.75,,0.6666666666666666,,,0.5,,0.4997,0.1,0.23076923076923078,,0.10526315789473684,,,,,,,,1.0,2.0,1.0,,3.0,3.0,,3.0,,,,,0.15384615384615385,0.1111111111111111,0.42857142857142855,,0.3333333333333333,,,,,5.0,1.0,,,3.0,,,,,0.6,,,,,,0.18518518518518517,1.0,,,0.6,1.0,,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,0.25,0.2,0.2,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1610612762,2021,2020-21,False
