EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,FTDefRebounds,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,SecondChanceOffPoss,Arc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,NonHeaveArc3FGM,Arc3Assists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,ShootingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,OffThreePtRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyFg3Pct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,ShortMidRangeAssists,LongMidRangeAssists,Offensive Fouls Drawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,LostBallTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,BlockedLongMidRange,OffLongMidRangeReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedCorner3,BlockedArc3,HeaveAttempts,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,3SecondViolations,team_id,year,season,team_vs
1628389-1629130-1629134-1629216-1629644,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, KZ Okpala","Adebayo, Robinson, Nunn, Vincent, Okpala",1628389-1629130-1629134-1629216-1629644,MIA,433.0,4,7.0,-4.0,11.0,13.0,5.0,24.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,4.0,2.0,11.0,15.0,2.0,3.0,1.0,2.0,6.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,1.0,11.0,6.0,5.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.6,0.6666666666666666,0.5,0.5,0.55,0.6,0.4444444444444444,0.6666666666666666,1.0,0.8571428571428571,0.6666666666666666,1.0,79.81524249422633,21.727272727272727,14.923076923076923,21.727272727272727,14.0,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.25,1.0,0.25,0.6666666666666666,0.5240277777777779,0.4820375,0.1111111111111111,0.2,0.5454545454545454,6.58,24.75,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629130-1629134-1629216-203090,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, Maurice Harkless","Adebayo, Robinson, Nunn, Vincent, Harkless",1628389-1629130-1629134-1629216-203090,MIA,51.0,1,1.0,-2.0,2.0,2.0,,4.0,,1.0,,,,,,,1.0,,,1.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,112.94117647058823,21.5,4.0,21.5,2.5,0.5,,,,,,,,,,,0.5,,,,1.0,0.50535,,,,,2.7,25.6,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629130-1629134-1629216-203482,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, Kelly Olynyk","Adebayo, Robinson, Nunn, Vincent, Olynyk",1628389-1629130-1629134-1629216-203482,MIA,358.0,2,6.0,-6.0,12.0,13.0,,25.0,3.0,3.0,,,1.0,2.0,,,2.0,,4.0,5.0,1.0,2.0,,11.0,17.0,,,,,,4.0,4.0,3.0,2.0,2.0,1.0,3.0,,2.0,7.0,2.0,2.0,4.0,5.0,3.0,6.0,2.0,2.0,,,,,,9.0,,,,0.5,0.5,1.0,0.5,0.5,0.8,,0.7857142857142857,,0.7857142857142857,,0.2857142857142857,1.0,1.0,1.0,,1.0,100.55865921787709,16.583333333333332,12.23076923076923,16.333333333333332,12.23076923076923,0.42857142857142855,1.0,1.0,0.6666666666666666,0.2857142857142857,0.5,0.5,,,,,0.2857142857142857,,,,0.7142857142857143,0.5378857142857143,,,,,3.54,25.7,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.418,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629130-1629134-1629216-2738,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, Andre Iguodala","Adebayo, Robinson, Nunn, Vincent, Iguodala",1628389-1629130-1629134-1629216-2738,MIA,1582.0,10,26.0,9.0,49.0,48.0,8.0,97.0,12.0,15.0,2.0,4.0,2.0,5.0,1.0,5.0,16.0,3.0,15.0,23.0,10.0,21.0,4.0,64.0,55.0,2.0,5.0,4.0,2.0,9.0,16.0,14.0,27.0,16.0,8.0,9.0,17.0,1.0,8.0,43.0,10.0,6.0,17.0,24.0,8.0,10.0,11.0,8.0,,5.0,1.0,2.0,1.0,56.0,9.0,8.0,1.0,0.5333333333333333,0.6153846153846154,0.9,0.47619047619047616,0.47619047619047616,0.6521739130434783,0.4,0.6818181818181818,0.3888888888888889,0.6956521739130435,0.45,0.4772727272727273,0.6,0.6666666666666666,0.64,0.5,0.6363636363636364,88.29329962073325,13.428571428571429,19.25,12.693877551020408,17.875,0.3409090909090909,0.8,0.8571428571428571,0.6666666666666666,0.11363636363636363,0.4,0.4,0.11363636363636363,0.2,0.2,1.0,0.36363636363636365,0.4444444444444444,0.5,0.3333333333333333,0.8181818181818182,0.5544636363636364,0.5401888888888888,0.044444444444444446,0.08333333333333333,0.140625,5.2,25.24761904761905,0.16326530612244897,1.0,1.0,0.043478260869565216,0.06666666666666667,1.0,6.0,9.0,3.0,4.0,8.0,9.0,8.0,3.0,7.0,6.0,4.0,2.0,4.0,2.0,5.0,0.75,0.5,0.5714285714285714,0.2,0.375,0.3684210526315789,0.3333333333333333,0.6666666666666666,,0.75,0.5625,0.5625,0.8888888888888888,0.5625,0.600175,0.125,5.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.25,0.36363636363636365,0.6666666666666666,0.42857142857142855,0.25,0.05555555555555555,0.5,0.06818181818181818,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629130-1629134-1629216-2772,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, Trevor Ariza","Adebayo, Robinson, Nunn, Vincent, Ariza",1628389-1629130-1629134-1629216-2772,MIA,763.0,1,13.0,1.0,26.0,26.0,,52.0,3.0,3.0,,,6.0,8.0,,2.0,8.0,,11.0,14.0,4.0,10.0,,34.0,33.0,,,,,,18.0,4.0,12.0,8.0,9.0,4.0,13.0,,3.0,30.0,6.0,4.0,10.0,11.0,2.0,3.0,2.0,2.0,,,,,,31.0,,,,0.8181818181818182,0.8181818181818182,1.0,0.4,0.4,0.7857142857142857,,0.7083333333333334,,0.7083333333333334,,0.4166666666666667,0.6666666666666666,0.75,0.7142857142857143,0.6666666666666666,0.5,98.1389252948886,13.076923076923077,16.26923076923077,12.846153846153847,15.384615384615385,0.125,1.0,1.0,1.0,0.3333333333333333,0.75,1.0,0.08333333333333333,,,,0.3333333333333333,,,,0.5416666666666666,0.5115708333333333,,,,,8.97857142857143,26.23,,3.0,,0.21428571428571427,,,1.0,4.0,,,3.0,4.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.5,1.5,0.3333333333333333,,0.1111111111111111,,0.5,1.0,1.0,0.5,0.5,1.0,0.5,,0.08823529411764706,,,,2.0,3.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,3.0,1.0,2.0,3.0,2.0,,,0.16666666666666666,,0.25,,,0.6666666666666666,0.125,0.6666666666666666,1.0,,,,,1.0,,,1.0,1.0,5.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.8333333333333334,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629130-1629134-1629622-1629639,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, Tyler Herro","Adebayo, Robinson, Nunn, Strus, Herro",1628389-1629130-1629134-1629622-1629639,MIA,13.0,1,,3.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,3.0,,,,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,1.0,1.0,,,1.5,1.5,1.5,1.5,1.0,,,,,,110.76923076923076,13.0,,13.0,,,,,,,,,,,,,1.0,,,1.0,1.0,0.34365,0.34365,,,1.0,,26.4,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629130-1629134-1629622-1629644,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, KZ Okpala","Adebayo, Robinson, Nunn, Strus, Okpala",1628389-1629130-1629134-1629622-1629644,MIA,164.0,2,3.0,-8.0,6.0,7.0,2.0,13.0,,3.0,,1.0,,1.0,,,1.0,,,4.0,,1.0,,,8.0,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,0.2,1.0,,1.0,,,114.14634146341463,13.833333333333334,11.571428571428571,13.833333333333334,11.571428571428571,0.6,,,,0.2,,,,,,,0.2,1.0,,,0.8,0.5112,0.6526,,,,4.025,25.1,0.3333333333333333,1.0,,0.25,0.3333333333333333,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629130-1629134-1629622-1630173,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, Precious Achiuwa","Adebayo, Robinson, Nunn, Strus, Achiuwa",1628389-1629130-1629134-1629622-1630173,MIA,270.0,1,4.0,3.0,9.0,8.0,4.0,17.0,,,,,,1.0,,,6.0,3.0,,1.0,3.0,6.0,2.0,11.0,8.0,,,3.0,2.0,5.0,,,9.0,6.0,,3.0,3.0,,,9.0,1.0,2.0,3.0,3.0,,1.0,3.0,4.0,,2.0,,1.0,,11.0,5.0,4.0,,,,1.0,0.5,0.5,,,0.6428571428571429,0.5,0.6875,0.625,0.8571428571428571,1.0,0.3333333333333333,0.6,1.0,0.3333333333333333,90.66666666666667,13.88888888888889,18.125,13.88888888888889,15.75,,,,,0.14285714285714285,,,,,,,0.8571428571428571,,,1.0,0.8571428571428571,0.5042071428571429,0.49565,0.125,0.5,0.45454545454545453,12.2,25.400000000000002,0.4444444444444444,,,,,,,3.0,,,,3.0,3.0,,,1.0,,1.0,,1.0,2.0,,,,1.0,,,,,1.0,,0.5,0.5,1.0,0.5,,,3.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629130-1629134-1629622-202710,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, Jimmy Butler","Adebayo, Robinson, Nunn, Strus, Butler",1628389-1629130-1629134-1629622-202710,MIA,60.0,1,1.0,-4.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,12.0,12.0,12.0,11.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629130-1629134-1629622-203482,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, Kelly Olynyk","Adebayo, Robinson, Nunn, Strus, Olynyk",1628389-1629130-1629134-1629622-203482,MIA,236.0,2,4.0,-6.0,8.0,8.0,7.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,,7.0,13.0,2.0,3.0,2.0,,7.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,5.0,1.0,2.0,3.0,3.0,,2.0,2.0,,,,,,,7.0,7.0,7.0,,0.5,0.5,1.0,0.5,0.5,0.5,0.6666666666666666,0.5833333333333334,0.7,0.5833333333333334,0.7,0.3333333333333333,0.6666666666666666,0.5,0.6,0.5,1.0,97.6271186440678,14.75,14.75,14.75,14.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.2,1.0,0.2,0.5,0.5168666666666667,0.53066,,,1.0,11.275,24.8,0.875,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,0.5,,,,,,,0.3333333333333333,,,,,,,,0.2,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
