EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Minutes,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Charge Fouls,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,LostBallTurnovers,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Fg3aBlocked,Corner3Assists,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Loose Ball Fouls Drawn,Offensive Fouls Drawn,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedShortMidRange,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,team_id,year,season,team_vs
1628389-1629134-201609-202710-2738,1610612748,"Bam Adebayo, Kendrick Nunn, Goran Dragic, Jimmy Butler, Andre Iguodala","Adebayo, Nunn, Dragic, Butler, Iguodala",1628389-1629134-201609-202710-2738,MIA,324.0,1,1.0,8.0,9.0,,17,1.0,2.0,,,4.0,6.0,1.0,12.0,,,,,4.0,2.0,3.0,,7.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,9.0,,,,0.5,0.6666666666666666,0.6666666666666666,,0.6111111111111112,,0.6666666666666666,,0.5,0.5,,75.55555555555556,18.88888888888889,18.0,0.2222222222222222,0.5,1.0,,,,0.5555555555555556,0.4904833333333333,,0.1111111111111111,0.16666666666666666,,7.516666666666667,,5.0,,1.0,1.0,2.0,3.0,4.0,,,1.0,1.0,2.0,,1.0,3.0,11.0,1.0,2.0,,1.0,3.0,4.0,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,2.0,,,,,,,,1.0,,1.0,,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.75,0.3333333333333333,0.16666666666666666,,,,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,,0.5,,19.25,18.75,0.4444444444444444,0.75,0.75,0.6666666666666666,,,,,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,1.0,0.5,,,0.5,0.5777,0.25,26.03333333333333,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1610612748,2021,2020-21,True
1628389-1629134-202710-2738-2772,1610612748,"Bam Adebayo, Kendrick Nunn, Jimmy Butler, Andre Iguodala, Trevor Ariza","Adebayo, Nunn, Butler, Iguodala, Ariza",1628389-1629134-202710-2738-2772,MIA,8.0,1,2.0,1.0,,1.0,1,,,,,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,180.0,,,,,,,,,,0.3777,0.3777,,,1.0,14.8,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629639-201609-202357-202710,1610612748,"Bam Adebayo, Tyler Herro, Goran Dragic, Nemanja Bjelica, Jimmy Butler","Adebayo, Herro, Dragic, Bjelica, Butler",1628389-1629639-201609-202357-202710,MIA,93.0,1,2.0,3.0,2.0,,5,,,,,1.0,1.0,2.0,7.0,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,7.0,,,,,,1.0,,1.25,,1.1666666666666667,,,,,77.41935483870968,22.5,18.0,,,,,,,0.5,0.466375,,0.3333333333333333,0.5,,12.7,,2.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,5.0,,,,,,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,16.0,16.0,0.5,1.0,1.0,,,,,,,0.5,1.0,1.0,,,,,,1.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629639-201609-202710-2738,1610612748,"Bam Adebayo, Tyler Herro, Goran Dragic, Jimmy Butler, Andre Iguodala","Adebayo, Herro, Dragic, Butler, Iguodala",1628389-1629639-201609-202710-2738,MIA,159.0,3,2.0,6.0,6.0,,12,,1.0,,,,2.0,,9.0,,,,,,,2.0,,6.0,2.0,2.0,3.0,3.0,1.0,1.0,,,9.0,,,,,,,,0.75,,0.6428571428571429,,1.0,1.0,,108.67924528301887,9.666666666666666,8.5,0.16666666666666666,,,,,,0.8333333333333334,0.4689083333333333,,,,,7.2,,3.0,1.0,1.0,,1.0,,1.0,,,,3.0,4.0,,3.0,4.0,7.0,,1.0,,,,,6.0,3.0,,4.0,3.0,1.0,2.0,2.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,0.6666666666666666,0.75,0.75,,,,0.6666666666666666,0.5,,,,,0.5,,0.3333333333333333,,,,,,1.0,,16.833333333333332,15.833333333333334,0.16666666666666666,,,,,,,,,0.6666666666666666,0.75,0.75,0.6666666666666666,1.0,,,,0.75,0.435,,26.625,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629639-201609-202710-2772,1610612748,"Bam Adebayo, Tyler Herro, Goran Dragic, Jimmy Butler, Trevor Ariza","Adebayo, Herro, Dragic, Butler, Ariza",1628389-1629639-201609-202710-2772,MIA,440.0,3,10.0,18.0,17.0,7.0,35,2.0,4.0,2.0,2.0,2.0,6.0,8.0,21.0,2.0,3.0,4.0,14.0,2.0,1.0,4.0,1.0,11.0,4.0,10.0,11.0,5.0,4.0,8.0,,4.0,21.0,14.0,7.0,,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5909090909090909,1.0,0.7,1.0,1.0,0.8333333333333334,,114.54545454545455,15.705882352941176,15.647058823529411,0.36363636363636365,0.5,0.5,0.5,0.4,1.0,0.8181818181818182,0.5674409090909092,0.5653699999999999,0.26666666666666666,0.4,0.6666666666666666,4.133333333333333,0.3888888888888889,7.0,5.0,1.0,,,,2.0,,,,3.0,5.0,,3.0,5.0,11.0,,,,,,2.0,9.0,,,5.0,3.0,,3.0,3.0,,,1.0,,6.0,,1.0,,2.0,2.0,,2.0,1.0,,2.0,,4.0,2.0,,1.0,1.0,0.6,0.6,,,,0.45454545454545453,,,0.5,,0.75,,0.5,0.16666666666666666,,0.5,1.0,0.8,0.5,1.0,,9.61111111111111,9.444444444444445,0.18181818181818182,,,,,,,,,0.45454545454545453,0.6,0.6,1.0,,,,,0.6,,,26.74,2.0,,,2.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.4,1.0,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-201609-202710-2738-2772,1610612748,"Bam Adebayo, Goran Dragic, Jimmy Butler, Andre Iguodala, Trevor Ariza","Adebayo, Dragic, Butler, Iguodala, Ariza",1628389-201609-202710-2738-2772,MIA,24.0,2,1.0,2.0,1.0,2.0,3,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,2.0,,1.0,2.0,,1.0,,1.0,2.0,,,,,,,,0.25,0.25,,,,180.0,3.0,3.0,1.0,,,,1.0,,1.0,0.5213,0.5213,0.5,0.5,1.0,2.1,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,10.5,10.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1629130-1629134-202710-203473-2738,1610612748,"Duncan Robinson, Kendrick Nunn, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Robinson, Nunn, Butler, Dedmon, Iguodala",1629130-1629134-202710-203473-2738,MIA,93.0,1,4.0,3.0,2.0,3.0,5,1.0,1.0,1.0,1.0,2.0,2.0,,4.0,2.0,2.0,,4.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,4.0,4.0,3.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,77.41935483870968,22.5,22.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.4588,0.4588,,,1.0,10.8,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,16.0,16.0,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1629130-1629134-202710-203473-2772,1610612748,"Duncan Robinson, Kendrick Nunn, Jimmy Butler, Dewayne Dedmon, Trevor Ariza","Robinson, Nunn, Butler, Dedmon, Ariza",1629130-1629134-202710-203473-2772,MIA,31.0,2,2.0,1.0,,,1,,,,,,1.0,2.0,2.0,,,,,,,,,,,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,0.5,,,,,46.4516129032258,,,,,,,,,,0.3528,,0.5,0.5,,4.6,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,21.0,17.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1629130-1629639-201609-203473-2738,1610612748,"Duncan Robinson, Tyler Herro, Goran Dragic, Dewayne Dedmon, Andre Iguodala","Robinson, Herro, Dragic, Dedmon, Iguodala",1629130-1629639-201609-203473-2738,MIA,9.0,1,,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,160.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612748,2021,2020-21,True
1629130-1629639-202710-203473-2738,1610612748,"Duncan Robinson, Tyler Herro, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Robinson, Herro, Butler, Dedmon, Iguodala",1629130-1629639-202710-203473-2738,MIA,60.0,1,,2.0,2.0,,4,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,96.0,23.0,23.0,,,,,,,1.0,0.57225,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,1.0,,7.0,7.0,,,,,,,,,,1.0,,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1629130-1629639-202710-203473-2772,1610612748,"Duncan Robinson, Tyler Herro, Jimmy Butler, Dewayne Dedmon, Trevor Ariza","Robinson, Herro, Butler, Dedmon, Ariza",1629130-1629639-202710-203473-2772,MIA,418.0,3,-2.0,15.0,13.0,4.0,28,3.0,6.0,2.0,4.0,6.0,10.0,4.0,16.0,2.0,4.0,3.0,7.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,7.0,4.0,4.0,6.0,,2.0,12.0,7.0,4.0,1.0,0.3333333333333333,0.4,0.6,0.5,0.46153846153846156,0.5,0.5,0.5833333333333334,0.5,0.4444444444444444,,96.45933014354067,15.384615384615385,14.692307692307692,0.46153846153846156,0.5,0.5,0.6666666666666666,1.0,0.5,0.6923076923076923,0.47786538461538464,0.525425,0.13333333333333333,0.16666666666666666,0.4375,6.5,0.26666666666666666,7.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,,1.0,,,3.0,18.0,1.0,2.0,,2.0,4.0,8.0,,,2.0,1.0,,,,,,,1.0,2.0,3.0,,3.0,,,,,1.0,,1.0,1.0,,2.0,2.0,1.0,,,,,0.5,0.5,0.6666666666666666,0.23076923076923078,,,0.5,,0.42857142857142855,0.5,0.3333333333333333,0.42857142857142855,0.6666666666666666,,0.25,0.5,1.0,0.5,,14.533333333333333,14.266666666666667,0.23076923076923078,0.6666666666666666,0.6666666666666666,,0.07692307692307693,1.0,1.0,,0.15384615384615385,0.07692307692307693,,,,1.0,0.5,,,,0.5045,0.25,24.233333333333334,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,0.5,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1629130-201609-202710-203473-2738,1610612748,"Duncan Robinson, Goran Dragic, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Robinson, Dragic, Butler, Dedmon, Iguodala",1629130-201609-202710-203473-2738,MIA,66.0,1,,2.0,2.0,,4,,,,,1.0,2.0,,2.0,,,,,,,,,,,1.0,1.0,,2.0,,,,2.0,,,,,,0.5,,0.5,,0.5,,,0.5,,87.27272727272727,16.5,16.0,,,,,,,,0.4239,,,,,14.1,,1.0,,,,,,1.0,1.0,1.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,16.5,16.5,0.5,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1629130-201609-202710-203473-2772,1610612748,"Duncan Robinson, Goran Dragic, Jimmy Butler, Dewayne Dedmon, Trevor Ariza","Robinson, Dragic, Butler, Dedmon, Ariza",1629130-201609-202710-203473-2772,MIA,437.0,3,8.0,15.0,14.0,2.0,29,1.0,1.0,,,4.0,6.0,,20.0,,,,,6.0,3.0,7.0,,18.0,1.0,7.0,8.0,3.0,3.0,,,,20.0,,2.0,,0.75,0.75,0.6666666666666666,,0.7142857142857143,,0.7142857142857143,,0.5,0.7,,95.56064073226545,15.785714285714286,14.642857142857142,0.07142857142857142,1.0,1.0,,,,0.6428571428571429,0.5240107142857143,0.47505,,,,14.15,0.13333333333333333,7.0,2.0,1.0,,,1.0,1.0,2.0,4.0,2.0,4.0,6.0,1.0,4.0,8.0,12.0,,,1.0,,,2.0,12.0,,,6.0,4.0,,4.0,4.0,1.0,2.0,1.0,,6.0,,1.0,,2.0,2.0,,1.0,,,1.0,,2.0,1.0,1.0,,1.0,0.5,0.5,,,,0.5714285714285714,,,0.5,,0.75,,0.25,0.16666666666666666,,0.5,0.5,0.6666666666666666,1.0,0.5,,14.4,14.0,0.07142857142857142,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,,1.0,0.6666666666666666,,,25.5375,1.0,,1.0,,,,1.0,,,,1.0,,,,,,3.0,1.0,3.0,1.0,,,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,1610612748,2021,2020-21,True
1629134-1629639-201609-203473-2738,1610612748,"Kendrick Nunn, Tyler Herro, Goran Dragic, Dewayne Dedmon, Andre Iguodala","Nunn, Herro, Dragic, Dedmon, Iguodala",1629134-1629639-201609-203473-2738,MIA,213.0,1,1.0,7.0,7.0,3.0,14,2.0,2.0,,,3.0,3.0,,9.0,1.0,1.0,,2.0,,,1.0,,3.0,1.0,4.0,4.0,1.0,,,,,9.0,2.0,3.0,,,,1.0,1.0,0.75,0.5,0.75,0.5,1.0,1.0,,94.64788732394366,13.428571428571429,13.428571428571429,0.3333333333333333,1.0,1.0,,,,0.8333333333333334,0.49425,0.4656,,,0.2222222222222222,9.266666666666667,0.42857142857142855,4.0,4.0,,,,,,1.0,1.0,2.0,,1.0,,1.0,3.0,8.0,,,,,,6.0,3.0,,,1.0,,,1.0,,,,,,2.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.5,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,17.0,17.0,,,,,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.16666666666666666,,,,,,,,,,,24.5,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,0.5,,,,,1610612748,2021,2020-21,True
1629134-1629639-202357-202710-203473,1610612748,"Kendrick Nunn, Tyler Herro, Nemanja Bjelica, Jimmy Butler, Dewayne Dedmon","Nunn, Herro, Bjelica, Butler, Dedmon",1629134-1629639-202357-202710-203473,MIA,41.0,1,,1.0,1.0,1.0,2,,,,,,,,3.0,,,,3.0,,,1.0,,3.0,,,,1.0,,,,,3.0,3.0,1.0,,,,,,1.5,1.5,1.5,1.5,,,,70.2439024390244,28.0,28.0,,,,,,,1.0,0.55275,0.55275,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,3.0,,,,,,,3.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,26.7,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1629134-1629639-202710-203473-2738,1610612748,"Kendrick Nunn, Tyler Herro, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Nunn, Herro, Butler, Dedmon, Iguodala",1629134-1629639-202710-203473-2738,MIA,327.0,2,3.0,12.0,12.0,6.0,24,,,,,1.0,2.0,,17.0,1.0,2.0,,8.0,2.0,1.0,6.0,,17.0,3.0,4.0,7.0,4.0,1.0,,,,14.0,8.0,6.0,,1.0,1.0,0.5,0.5,0.6538461538461539,0.4444444444444444,0.6538461538461539,0.4444444444444444,1.0,0.8,,105.6880733944954,14.916666666666666,14.0,,,,,,,0.8461538461538461,0.5482653846153845,0.5581055555555555,,,0.47058823529411764,8.9,0.5,5.0,3.0,2.0,,,1.0,2.0,,,6.0,3.0,5.0,,5.0,11.0,14.0,,1.0,2.0,,3.0,,15.0,,,5.0,3.0,1.0,5.0,3.0,1.0,,2.0,1.0,1.0,,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,0.45454545454545453,0.45454545454545453,,0.5,0.5,0.8461538461538461,0.5,0.5,0.5,,0.5,1.0,0.3333333333333333,0.42857142857142855,,0.5,,,0.5,1.0,,12.333333333333334,10.5,0.15384615384615385,0.5,1.0,1.0,,,,,0.46153846153846156,0.38461538461538464,0.6,0.6,1.0,,,,,0.6,0.4302,0.17647058823529413,24.40909090909091,,2.0,5.0,1.0,2.0,2.0,7.0,,2.0,,,1.0,,,,,,,,,,,0.2857142857142857,,,,1.0,,0.25,,0.3333333333333333,0.3333333333333333,1.0,0.5555555555555556,0.2222222222222222,0.5,,1.0,0.2,2.0,,1.0,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,,,,,,,1610612748,2021,2020-21,True
1629134-201609-202710-203473-2738,1610612748,"Kendrick Nunn, Goran Dragic, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Nunn, Dragic, Butler, Dedmon, Iguodala",1629134-201609-202710-203473-2738,MIA,112.0,1,1.0,4.0,4.0,,8,,,,,1.0,2.0,,5.0,,,,,,,1.0,,3.0,1.0,2.0,2.0,1.0,,,,,2.0,,,,,,0.5,,0.625,,0.625,,1.0,1.0,,102.85714285714286,13.5,13.5,,,,,,,0.5,0.4890875,,,,,11.7,,2.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,,1.0,,3.0,2.0,3.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,0.5,0.5,,1.5,1.5,0.5,,,,,1.0,,,,,,,1.0,,1.0,,14.5,11.75,0.25,1.0,1.0,,0.25,,,,0.25,0.25,1.0,1.0,1.0,,,,1.0,1.0,,0.6,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,1610612748,2021,2020-21,True
1629639-201609-202357-202710-203473,1610612748,"Tyler Herro, Goran Dragic, Nemanja Bjelica, Jimmy Butler, Dewayne Dedmon","Herro, Dragic, Bjelica, Butler, Dedmon",1629639-201609-202357-202710-203473,MIA,39.0,1,3.0,1.0,1.0,1.0,2,,,,,,,,3.0,,,,3.0,,,1.0,,3.0,1.0,1.0,1.0,,,,,,3.0,3.0,1.0,,,,,,1.5,1.5,1.5,1.5,1.0,1.0,,73.84615384615384,28.0,28.0,,,,,,,1.0,0.6309,0.6309,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,11.0,11.0,,,,,,,,,1.0,,,,,,,,,,,,23.2,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
