EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,Steals,LostBallSteals,Fouls,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,AtRimAssists,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,AtRimPctAssisted,LongMidRangeFrequency,Technical Free Throw Trips,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked3s,BlockedArc3,Blocks,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,LongMidRangeFGM,Corner3FGM,SecondChanceFtPoints,SecondChancePoints,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,Charge Fouls,Blocked2s,BlockedShortMidRange,RecoveredBlocks,SecondChanceTsPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,BadPassOutOfBoundsTurnovers,DefCorner3ReboundPct,DefensiveGoaltends,PenaltyAtRimFGM,PenaltyAtRimAccuracy,PtsUnassisted3s,FTDefRebounds,BlockedAtRim,DefFTReboundPct,DefLongMidRangeReboundPct,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Travels,HeaveAttempts,team_id,year,season,team_vs
1626145-1628415-1628960-1629001-202685,1610612763,"Tyus Jones, Dillon Brooks, Grayson Allen, De'Anthony Melton, Jonas Valanciunas","Jones, Brooks, Allen, Melton, Valanciunas",1626145-1628415-1628960-1629001-202685,MEM,155.0,1,3.0,-2.0,6.0,5.0,1.0,11,2.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,5.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.4,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.2,0.5,1.0,0.3333333333333333,1.0,1.0,0.25,0.5,1.0,1.0,102.19354838709677,16.333333333333332,11.4,14.666666666666666,11.4,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.43487499999999996,0.16666666666666666,0.2,8.36,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
1626145-1628415-1628960-1630214-1630217,1610612763,"Tyus Jones, Dillon Brooks, Grayson Allen, Xavier Tillman, Desmond Bane","Jones, Brooks, Allen, Tillman, Bane",1626145-1628415-1628960-1630214-1630217,MEM,99.0,1,2.0,,4.0,3.0,1.0,7,1.0,1.0,3.0,,1.0,4.0,1.0,,5.0,5.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,5.0,0.25,0.5,0.5,0.2,0.5,1.0,1.0,0.3333333333333333,,1.0,0.3333333333333333,,,,101.81818181818183,13.5,15.0,12.75,15.0,0.2,0.6,0.3333333333333333,0.5,,0.4,0.41247,,,8.2,28.8,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.3333333333333333,0.5,1.0,0.2,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,0.5087,0.41247,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
1626145-1628415-1628991-1629001-1630217,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Desmond Bane","Jones, Brooks, Jackson Jr., Melton, Bane",1626145-1628415-1628991-1629001-1630217,MEM,71.0,1,1.0,2.0,3.0,4.0,,7,1.0,,1.0,,1.0,2.0,1.0,,2.0,,2.0,,,,3.0,3.0,,3.0,,,,1.0,,,,,2.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.75,,,0.75,,,1.0,,141.9718309859155,8.0,11.75,8.0,11.75,0.3333333333333333,0.3333333333333333,,,,0.6666666666666666,0.57865,,,4.6,26.7,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
1626145-1628415-1628991-1629001-203937,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Kyle Anderson","Jones, Brooks, Jackson Jr., Melton, Anderson",1626145-1628415-1628991-1629001-203937,MEM,300.0,2,5.0,6.0,11.0,10.0,,21,2.0,2.0,3.0,,3.0,6.0,1.0,4.0,13.0,7.0,4.0,1.0,,1.0,2.0,3.0,,3.0,1.0,2.0,,5.0,4.0,,2.0,,13.0,0.5,0.6428571428571429,0.7222222222222222,0.14285714285714285,0.16666666666666666,0.5,0.6666666666666666,,1.0,0.75,,,1.0,1.0,100.8,14.272727272727273,14.3,14.272727272727273,14.3,0.2857142857142857,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.42857142857142855,0.4596071428571428,0.2222222222222222,0.25,6.833333333333333,26.7,,,,,1.0,1.0,,,1.0,,,,,,,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,,1.0,1.0,,1.0,,,,,,,0.14285714285714285,1.0,1.0,1.0,,,,,1.0,,,,,1.0,2.0,1.0,3.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
1626145-1628415-1629001-202685-203937,1610612763,"Tyus Jones, Dillon Brooks, De'Anthony Melton, Jonas Valanciunas, Kyle Anderson","Jones, Brooks, Melton, Valanciunas, Anderson",1626145-1628415-1629001-202685-203937,MEM,82.0,2,1.0,-2.0,2.0,3.0,,5,,,2.0,,,2.0,,1.0,1.0,3.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,1.0,,87.80487804878048,21.0,13.333333333333334,21.0,13.333333333333334,,1.0,,,,,0.40545,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
1626145-1628960-1628991-1629001-1630214,1610612763,"Tyus Jones, Grayson Allen, Jaren Jackson Jr., De'Anthony Melton, Xavier Tillman","Jones, Allen, Jackson Jr., Melton, Tillman",1626145-1628960-1628991-1629001-1630214,MEM,201.0,1,3.0,-9.0,7.0,7.0,1.0,14,1.0,,2.0,,,4.0,2.0,,,9.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,0.3333333333333333,0.25,1.0,,,0.16666666666666666,0.16666666666666666,0.2,,,0.16666666666666666,100.29850746268656,11.285714285714286,17.428571428571427,9.571428571428571,13.142857142857142,0.16666666666666666,0.3333333333333333,,,,0.5,0.396725,,,9.575,27.2,4.0,3.0,1.0,1.0,,2.0,,2.0,,1.0,,2.0,,2.0,,,2.0,,,,,,,4.0,,,,,,,,,,,0.3333333333333333,,,,0.5,0.25,0.5,,,0.4392,0.3780625,,0.5714285714285714,,1.0,1.0,3.0,,,1.0,,,,,1.0,,,1.0,,,,0.5,,0.16666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
1626145-1628960-1628991-1629001-202685,1610612763,"Tyus Jones, Grayson Allen, Jaren Jackson Jr., De'Anthony Melton, Jonas Valanciunas","Jones, Allen, Jackson Jr., Melton, Valanciunas",1626145-1628960-1628991-1629001-202685,MEM,218.0,1,4.0,6.0,8.0,7.0,1.0,15,,2.0,3.0,2.0,3.0,4.0,3.0,2.0,14.0,8.0,,,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,,1.0,3.0,,1.0,,12.0,0.75,0.8571428571428571,0.875,0.42857142857142855,,,1.0,1.0,1.0,1.0,0.5,,,1.0,99.08256880733946,15.375,13.571428571428571,15.375,13.571428571428571,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.42857142857142855,0.48451428571428573,0.125,0.2,10.25,24.2,,,,,1.0,1.0,,,2.0,,,,,,,6.0,1.0,1.0,2.0,5.0,1.0,12.0,,,1.0,0.6666666666666666,,0.6666666666666666,,,,,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,1.0,,,,,,,,2.0,,,1.0,6.0,3.0,,,,,,1.0,,1.0,1.0,,,0.14285714285714285,1.0,,,,,,,,,,1.0,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
1626145-1628960-1628991-1629001-203937,1610612763,"Tyus Jones, Grayson Allen, Jaren Jackson Jr., De'Anthony Melton, Kyle Anderson","Jones, Allen, Jackson Jr., Melton, Anderson",1626145-1628960-1628991-1629001-203937,MEM,158.0,2,3.0,5.0,5.0,5.0,3.0,10,3.0,,1.0,1.0,2.0,4.0,6.0,,7.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,8.0,,,,,,,,,3.0,0.5,0.35,0.35,0.6,0.25,0.3333333333333333,1.0,0.5,1.0,1.0,0.7142857142857143,1.0,,1.0,91.13924050632912,16.0,15.6,11.6,15.6,0.3,0.1,,,0.1,0.9,0.53768,,,3.1,25.383333333333336,,,3.0,,1.0,5.0,,,1.0,3.0,,,,,,3.0,5.0,1.0,1.0,2.0,1.0,5.0,,,1.0,0.16666666666666666,,0.16666666666666666,,,,,,1.0,0.5,0.2,0.2,1.0,0.6,,,,0.2,0.481075,,,,2.0,,,1.0,0.6666666666666666,1.0,,2.0,1.0,1.0,,,,,,,0.5,1.0,,0.5,,,2.0,2.0,4.0,,,1.0,,,,,0.8,0.75,0.4,,,,4.0,,,,,,,,,0.4,,,,,,,,,,0.5714285714285714,2.0,2.0,2.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
1626145-1628960-1629001-1630214-1630217,1610612763,"Tyus Jones, Grayson Allen, De'Anthony Melton, Xavier Tillman, Desmond Bane","Jones, Allen, Melton, Tillman, Bane",1626145-1628960-1629001-1630214-1630217,MEM,108.0,1,2.0,-1.0,4.0,3.0,,7,,1.0,1.0,1.0,1.0,2.0,2.0,,5.0,6.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,5.0,0.5,0.625,0.625,0.5,,,1.0,,,1.0,,,,,93.33333333333333,12.75,19.0,12.75,19.0,,0.25,1.0,1.0,0.25,0.5,0.46895,,,12.6,24.0,4.0,3.0,,,,1.0,,1.0,1.0,,1.0,2.0,1.0,2.0,5.0,3.0,1.0,,1.0,1.0,,3.0,5.0,4.0,1.0,0.5,0.5,0.5,0.5,0.625,0.625,,,1.0,0.25,,,,,,0.25,,,,0.46895,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
1626145-1628960-1629001-1630214-202685,1610612763,"Tyus Jones, Grayson Allen, De'Anthony Melton, Xavier Tillman, Jonas Valanciunas","Jones, Allen, Melton, Tillman, Valanciunas",1626145-1628960-1629001-1630214-202685,MEM,29.0,1,,,1.0,1.0,,2,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,99.3103448275862,23.0,6.0,23.0,6.0,,1.0,,,,,0.32,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2021,2020-21,False
