EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,TotalPoss,AtRimFGA,FG2A,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Minutes,PlusMinus,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Clear Path Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,FTDefRebounds,Steals,BadPassSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,Offensive Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallSteals,Loose Ball Fouls,Arc3PctBlocked,OffCorner3ReboundPct,Charge Fouls,Offensive Fouls,BlockedAtRim,Loose Ball Fouls Drawn,LostBallOutOfBoundsTurnovers,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,HeaveAttempts,BlockedLongMidRange,Charge Fouls Drawn,Blocked3s,BlockedArc3,LongMidRangePctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations,BlockedCorner3,team_id,year,season,team_vs
1626171-1626192-1627854-1628978-203507,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, Giannis Antetokounmpo","Portis, Connaughton, Forbes, DiVincenzo, Antetokounmpo",1626171-1626192-1627854-1628978-203507,MIL,25.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.599999999999994,24.0,24.0,1.0,1.0,0.5615,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-200782-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, P.J. Tucker, Jrue Holiday","Portis, Connaughton, Forbes, Tucker, Holiday",1626171-1626192-1627854-200782-201950,MIL,283.0,4,10.0,19.0,2.0,2.0,,,,96.67844522968197,11.8,11.5,0.25,1.0,0.48113125,2.95,5.0,-2.0,9.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,6.0,1.0,2.0,2.0,3.0,6.0,13.0,15.0,2.0,2.0,1.0,2.0,7.0,2.0,2.0,9.0,6.0,3.0,1.0,3.0,4.0,3.0,1.0,11.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,13.0,7.0,5.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.8125,0.875,0.8125,0.875,0.75,1.0,0.5,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,18.333333333333332,17.88888888888889,1.0,1.0,0.5,0.75,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.458225,0.5384615384615384,27.016666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-201572-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Brook Lopez, Jrue Holiday","Portis, Connaughton, Forbes, Lopez, Holiday",1626171-1626192-1627854-201572-201950,MIL,421.0,3,13.0,26.0,6.0,12.0,1.0,0.08333333333333333,0.16666666666666666,88.93111638954869,12.153846153846153,10.692307692307692,0.4,0.6,0.5511133333333333,5.166666666666667,7.0,14.0,13.0,6.0,4.0,5.0,3.0,1.0,4.0,1.0,2.0,,,7.0,1.0,3.0,20.0,6.0,3.0,7.0,,,9.0,6.0,8.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,,9.0,1.0,5.0,4.0,9.0,6.0,15.0,1.0,1.0,3.0,1.0,2.0,,11.0,9.0,6.0,0.42857142857142855,0.75,1.0,0.3333333333333333,,0.3333333333333333,0.5833333333333334,0.42857142857142855,0.5666666666666667,0.42857142857142855,0.5882352941176471,0.5,0.2,0.3333333333333333,0.8,1.0,0.5,0.9,0.8571428571428571,1.0,1.0,1.0,1.0,20.23076923076923,19.923076923076923,0.5,0.6,,0.13333333333333333,0.5,0.5,1.0,0.5714285714285714,0.25,,,0.5,0.5731714285714286,0.45,24.333333333333332,0.46153846153846156,3.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,9.0,3.0,6.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.5,1.0,0.16666666666666666,0.3333333333333333,0.6,0.6,0.6666666666666666,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,1.0,0.75,0.7773333333333333,0.0625,0.07692307692307693,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-201950-203114,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Jrue Holiday, Khris Middleton","Portis, Connaughton, Forbes, Holiday, Middleton",1626171-1626192-1627854-201950-203114,MIL,740.0,8,28.0,56.0,10.0,21.0,4.0,0.19047619047619047,0.1,108.97297297297297,14.821428571428571,13.785714285714286,0.30303030303030304,0.6666666666666666,0.5170818181818182,5.9523809523809526,12.0,-7.0,28.0,14.0,21.0,9.0,5.0,4.0,7.0,1.0,9.0,1.0,7.0,10.0,2.0,12.0,28.0,35.0,6.0,11.0,2.0,9.0,18.0,2.0,18.0,6.0,9.0,1.0,1.0,2.0,3.0,1.0,,8.0,4.0,3.0,6.0,10.0,10.0,20.0,3.0,2.0,4.0,,6.0,,15.0,18.0,14.0,0.1,0.16666666666666666,1.0,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.47619047619047616,0.5454545454545454,0.3939393939393939,0.45,0.4117647058823529,0.45,0.36363636363636365,0.75,0.8571428571428571,0.75,0.4444444444444444,0.8181818181818182,0.5263157894736842,0.5714285714285714,0.6666666666666666,1.0,0.6666666666666666,11.607142857142858,11.535714285714286,0.5,0.5555555555555556,,0.2727272727272727,0.1111111111111111,0.1111111111111111,1.0,0.35,0.5714285714285714,0.35,0.14285714285714285,0.1111111111111111,0.531075,0.6428571428571429,25.2,0.5,4.0,6.0,5.0,10.0,,1.0,3.0,2.0,5.0,7.0,,13.0,,8.0,1.0,,6.0,2.0,,1.0,,,5.0,3.0,2.0,,,0.7142857142857143,0.7222222222222222,0.7222222222222222,0.6,0.6,0.6,1.0,1.0,0.13333333333333333,0.30303030303030304,0.5,0.7142857142857143,0.2,0.030303030303030304,,,,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.58403,0.058823529411764705,0.09090909090909091,0.4642857142857143,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,0.3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,1.0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-201950-203507,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Jrue Holiday, Giannis Antetokounmpo","Portis, Connaughton, Forbes, Holiday, Antetokounmpo",1626171-1626192-1627854-201950-203507,MIL,941.0,10,32.0,64.0,9.0,15.0,,,,97.93836344314559,14.1875,12.8125,0.2727272727272727,0.8181818181818182,0.5392606060606061,5.84,16.0,-1.0,32.0,11.0,13.0,6.0,6.0,2.0,3.0,4.0,15.0,2.0,5.0,10.0,5.0,18.0,38.0,39.0,3.0,5.0,3.0,8.0,15.0,8.0,12.0,6.0,15.0,4.0,4.0,2.0,6.0,1.0,3.0,14.0,5.0,6.0,4.0,10.0,8.0,18.0,3.0,,5.0,,4.0,,29.0,15.0,11.0,0.4,0.4444444444444444,0.4,0.2777777777777778,0.375,0.2777777777777778,0.6666666666666666,0.6,0.5303030303030303,0.5769230769230769,0.5277777777777778,0.5769230769230769,0.5454545454545454,0.6,0.8,0.6,0.4166666666666667,0.6666666666666666,0.4117647058823529,0.5,,0.5,0.5,15.21875,14.375,0.6666666666666666,0.6666666666666666,0.5,0.45454545454545453,0.26666666666666666,0.26666666666666666,0.25,0.23076923076923078,0.6666666666666666,0.38461538461538464,0.4,0.26666666666666666,0.5467576923076923,0.39473684210526316,26.15,0.34375,1.0,2.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,9.0,,2.0,1.0,,2.0,1.0,2.0,2.0,,,8.0,8.0,5.0,,,0.4,0.5833333333333334,0.5625,0.4,0.3333333333333333,0.5,1.0,1.0,0.0625,0.15151515151515152,0.6,0.6,0.3333333333333333,0.030303030303030304,1.0,1.0,,0.09090909090909091,0.3333333333333333,0.5,0.470475,0.1388888888888889,0.2777777777777778,0.23684210526315788,1.0,,,1.0,3.0,1.0,1.0,1.0,,3.0,3.0,3.0,,,2.0,,,,,1.0,1.0,,,,0.3333333333333333,0.5,1.0,,,,0.23076923076923078,0.3333333333333333,1.0,1.0,9.0,1.0,1.0,2.0,0.05555555555555555,0.3333333333333333,0.5,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-201950-203648,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Jrue Holiday, Thanasis Antetokounmpo","Portis, Connaughton, Forbes, Holiday, Antetokounmpo",1626171-1626192-1627854-201950-203648,MIL,70.0,1,4.0,8.0,2.0,2.0,,,,164.57142857142856,11.0,11.0,0.5,1.0,0.6105125,1.65,1.0,-1.0,4.0,,4.0,,2.0,,,,2.0,,,2.0,,2.0,4.0,5.0,,,,,,2.0,2.0,,2.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,2.0,,4.0,,,0.5,0.5,,,,,1.0,,0.5,,0.5,,0.5,,,,,,,,,,,6.5,6.5,1.0,1.0,0.5,0.5,,,,,,,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-201952-203114,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Jeff Teague, Khris Middleton","Portis, Connaughton, Forbes, Teague, Middleton",1626171-1626192-1627854-201952-203114,MIL,115.0,1,3.0,7.0,,2.0,,,,87.65217391304347,16.333333333333332,16.333333333333332,,,0.30445,10.35,2.0,-6.0,4.0,2.0,1.0,,,,,,,,,1.0,,,4.0,10.0,1.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,4.0,2.0,2.0,,,,,,,0.5,0.5,0.5,0.5,0.6666666666666666,0.5,,,,,,,,,,,,16.5,16.5,,,,,,,,,,,,,0.30445,0.5,,0.6666666666666666,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,0.5,,,,0.5,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-201952-203507,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Jeff Teague, Giannis Antetokounmpo","Portis, Connaughton, Forbes, Teague, Antetokounmpo",1626171-1626192-1627854-201952-203507,MIL,35.0,1,1.0,2.0,1.0,1.0,,,,82.28571428571428,15.0,15.0,1.0,1.0,0.5672,2.1,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,20.0,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-203114-203507,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Khris Middleton, Giannis Antetokounmpo","Portis, Connaughton, Forbes, Middleton, Antetokounmpo",1626171-1626192-1627854-203114-203507,MIL,567.0,5,19.0,36.0,8.0,10.0,1.0,0.1,0.125,91.42857142857143,14.842105263157896,14.105263157894736,0.4,0.9,0.5658575,3.5700000000000003,9.0,9.0,17.0,9.0,,3.0,5.0,2.0,4.0,3.0,8.0,2.0,6.0,7.0,4.0,10.0,29.0,20.0,2.0,4.0,2.0,7.0,13.0,4.0,10.0,12.0,8.0,3.0,2.0,4.0,6.0,3.0,2.0,16.0,2.0,4.0,3.0,8.0,4.0,12.0,1.0,,1.0,,5.0,,25.0,13.0,9.0,0.2857142857142857,0.2857142857142857,1.0,0.4,0.2857142857142857,0.4,0.7,0.5,0.65,0.45454545454545453,0.6590909090909091,0.5,0.5,1.0,1.0,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.4444444444444444,0.2,1.0,1.0,0.8,16.764705882352942,16.235294117647058,0.625,0.7142857142857143,0.4,0.4,0.375,0.42857142857142855,1.0,0.36363636363636365,0.5,0.5454545454545454,0.3333333333333333,0.375,0.5992909090909091,0.4482758620689655,25.21,0.47368421052631576,,1.0,2.0,2.0,,,2.0,3.0,,1.0,1.0,4.0,3.0,,,,2.0,1.0,,,,,2.0,4.0,2.0,,,,0.5,0.5,0.6666666666666666,0.6666666666666666,,,,0.14285714285714285,0.1,1.0,1.0,,,,,,0.1,0.3333333333333333,,0.457875,0.09090909090909091,0.16666666666666666,0.13793103448275862,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,0.5,,1.0,,0.5,0.5,1.0,,,,0.09090909090909091,,1.0,2.0,,1.0,,,0.1,,,0.6666666666666666,0.5,1.0,,,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1628978-200782-203507,1610612749,"Bobby Portis, Pat Connaughton, Donte DiVincenzo, P.J. Tucker, Giannis Antetokounmpo","Portis, Connaughton, DiVincenzo, Tucker, Antetokounmpo",1626171-1626192-1628978-200782-203507,MIL,63.0,2,3.0,6.0,,1.0,1.0,1.0,,137.14285714285714,13.333333333333334,13.333333333333334,,,0.4017,9.3,1.0,-2.0,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.666666666666667,7.666666666666667,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
