EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceArc3FGA,FG2M,FG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,LostBallSteals,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,DefTwoPtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceArc3Frequency,Avg2ptShotDistance,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2A,PenaltyFG3M,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,FTDefRebounds,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,PenaltyFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,PenaltyArc3FGM,SecondChanceFG2M,PtsUnassisted3s,FTOffRebounds,SelfOReb,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Charge Fouls,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,PtsPutbacks,LongMidRangeAssists,ThreePtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,SecondChanceTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,3SecondViolations,DefensiveGoaltends,Blocked3s,BlockedArc3,HeaveMakes,HeaveAttempts,Defensive 3 Seconds Violations,BlockedLongMidRange,3pt And 1 Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,OffensiveGoaltends,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
1626179-1628370-1628970-1628984-1629023,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, Devonte' Graham, P.J. Washington","Rozier, Monk, Bridges, Graham, Washington",1626179-1628370-1628970-1628984-1629023,CHA,145.0,1,2.0,3.0,6.0,5.0,3.0,5.0,1.0,11.0,2.0,3.0,1.0,2.0,3.0,3.0,9.0,6.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,7.0,2.0,3.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.9,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,109.24137931034484,13.833333333333334,12.4,13.833333333333334,12.4,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5529499999999999,0.5046,0.25,1.0,0.2222222222222222,0.2222222222222222,25.366666666666664,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
1626179-1628370-1628970-1628984-202330,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, Devonte' Graham, Gordon Hayward","Rozier, Monk, Bridges, Graham, Hayward",1626179-1628370-1628970-1628984-202330,CHA,22.0,2,,3.0,2.0,,2.0,,,2.0,,,,,,3.0,3.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,2.0,3.0,,,,,,,,0.75,,0.75,,,,,,,,,130.9090909090909,11.0,,11.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
1626179-1628370-1628970-1628984-202687,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, Devonte' Graham, Bismack Biyombo","Rozier, Monk, Bridges, Graham, Biyombo",1626179-1628370-1628970-1628984-202687,CHA,300.0,3,5.0,-1.0,12.0,11.0,2.0,1.0,1.0,23.0,1.0,4.0,,1.0,5.0,,13.0,14.0,,,,,4.0,3.0,4.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,3.0,1.0,4.0,1.0,,2.0,2.0,2.0,,,,1.0,1.0,,,,13.0,4.0,2.0,,1.0,0.2,0.2,0.5416666666666666,0.5416666666666666,,1.0,0.4166666666666667,1.0,1.0,0.25,1.0,0.16666666666666666,,1.0,110.4,12.25,13.909090909090908,11.916666666666666,13.909090909090908,0.3333333333333333,0.25,0.25,1.0,,0.6666666666666666,0.25,0.5031666666666667,0.35055,,,,0.3076923076923077,25.34,0.16666666666666666,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,1.0,0.4,0.4,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,1.0,0.25,0.6666666666666666,0.6666666666666666,0.08333333333333333,1.0,1.0,0.08333333333333333,1.0,5.528571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
1626179-1628370-1628970-1628984-203469,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, Devonte' Graham, Cody Zeller","Rozier, Monk, Bridges, Graham, Zeller",1626179-1628370-1628970-1628984-203469,CHA,388.0,2,6.0,-3.0,15.0,15.0,11.0,8.0,1.0,30.0,,1.0,1.0,1.0,2.0,3.0,12.0,15.0,,,2.0,3.0,8.0,3.0,1.0,,1.0,2.0,,5.0,,3.0,7.0,1.0,8.0,,,3.0,2.0,4.0,2.0,5.0,6.0,3.0,,4.0,2.0,,12.0,8.0,11.0,,1.0,0.5,0.5,0.45,0.5,,0.4,0.2,0.75,1.0,,0.6666666666666666,0.16666666666666666,,1.0,111.34020618556701,13.0,12.866666666666667,12.333333333333334,11.6,0.1,,,,0.125,0.7,,0.539875,0.51399375,0.16666666666666666,0.2,,0.6666666666666666,24.7,0.7333333333333333,3.0,5.0,,2.0,,1.0,1.0,,3.0,8.0,,1.0,6.0,2.0,4.0,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.375,0.16666666666666666,0.3125,0.3333333333333333,,0.5,,0.5,0.6,0.6,0.3333333333333333,0.2,,,0.1,,,0.1,,5.125,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.125,0.5,1.0,0.2,0.5,1.0,1.0,1.0,1.0,0.375,0.3333333333333333,0.125,1.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
1626179-1628370-1628970-1628997-202687,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, Caleb Martin, Bismack Biyombo","Rozier, Monk, Bridges, Martin, Biyombo",1626179-1628370-1628970-1628997-202687,CHA,223.0,2,4.0,1.0,6.0,7.0,1.0,,2.0,13.0,2.0,3.0,1.0,2.0,3.0,,8.0,7.0,,2.0,1.0,,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,,,3.0,2.0,5.0,,,,,,,1.0,2.0,3.0,1.0,2.0,1.0,,6.0,3.0,1.0,,0.5,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5,0.5,1.5,0.42857142857142855,,,,0.375,0.25,,,83.94618834080717,13.833333333333334,20.0,13.166666666666666,17.571428571428573,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.5736071428571429,0.38355,0.125,0.2,0.25,0.375,26.3,0.16666666666666666,1.0,4.0,,,,,,,1.0,4.0,,,,,2.0,,,3.0,,,,0.25,,1.5,0.6,,,,0.5714285714285714,0.25,0.25,,,,,,,,,,1.425,2.0,,,,,,2.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,,0.51955,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
1626179-1628370-1628970-1628998-1629023,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, Cody Martin, P.J. Washington","Rozier, Monk, Bridges, Martin, Washington",1626179-1628370-1628970-1628998-1629023,CHA,858.0,5,14.0,-1.0,26.0,25.0,3.0,2.0,1.0,51.0,1.0,6.0,,1.0,6.0,2.0,27.0,28.0,,,,2.0,4.0,3.0,6.0,1.0,1.0,9.0,1.0,19.0,,4.0,9.0,1.0,10.0,2.0,,1.0,1.0,4.0,,2.0,7.0,5.0,,2.0,1.0,,27.0,4.0,3.0,,1.0,0.16666666666666666,0.16666666666666666,0.5681818181818182,0.5869565217391305,,0.5,0.2727272727272727,0.25,0.8,,0.7272727272727273,0.1,,0.6666666666666666,85.59440559440559,15.538461538461538,18.16,15.307692307692308,18.12,0.2727272727272727,0.16666666666666666,0.16666666666666666,1.0,,0.6818181818181818,0.16666666666666666,0.4938181818181819,0.4278,0.043478260869565216,0.058823529411764705,,0.14814814814814814,26.016666666666666,0.11538461538461539,7.0,9.0,4.0,7.0,,,,,11.0,16.0,,1.0,3.0,16.0,6.0,8.0,5.0,4.0,2.0,0.7272727272727273,0.7272727272727273,0.6875,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.5,1.0,0.4090909090909091,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.3181818181818182,0.5714285714285714,0.5714285714285714,,,,,,4.199999999999999,1.0,,1.0,,,,1.0,,,,1.0,1.0,3.0,,,2.0,1.0,1.0,1.0,,,,1.0,0.2,,,,,1.0,0.3333333333333333,,,,0.4319,,,,,,,,,,,0.6666666666666666,1.0,,,,3.0,2.0,1.0,0.3333333333333333,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
1626179-1628370-1628970-1628998-202687,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, Cody Martin, Bismack Biyombo","Rozier, Monk, Bridges, Martin, Biyombo",1626179-1628370-1628970-1628998-202687,CHA,660.0,4,11.0,16.0,26.0,23.0,7.0,11.0,2.0,49.0,2.0,5.0,,3.0,8.0,3.0,36.0,20.0,,3.0,1.0,2.0,8.0,6.0,5.0,2.0,2.0,9.0,1.0,20.0,2.0,8.0,10.0,2.0,12.0,3.0,3.0,1.0,,3.0,2.0,1.0,3.0,5.0,,6.0,2.0,2.0,33.0,8.0,7.0,1.0,0.6666666666666666,0.375,0.375,0.717391304347826,0.6923076923076923,0.75,0.8,0.34782608695652173,0.3333333333333333,1.0,0.4,0.8333333333333334,0.25,0.6666666666666666,1.0,106.9090909090909,11.653846153846153,15.521739130434783,11.26923076923077,15.26086956521739,0.21739130434782608,0.4,0.4,0.5,,0.782608695652174,0.4,0.5531782608695652,0.5665375,0.08333333333333333,0.125,0.08333333333333333,0.2222222222222222,26.3375,0.2692307692307692,8.0,10.0,4.0,5.0,,,3.0,,12.0,15.0,1.0,3.0,3.0,14.0,10.0,7.0,7.0,2.0,,0.5833333333333334,0.5833333333333334,0.8,1.0,0.75,0.5,,,1.0,0.43478260869565216,0.8,0.8,0.875,0.21739130434782608,0.8,0.8,,,,0.13043478260869565,,4.02,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.25,1.0,0.25,,,,,,3.0,,,,,0.75,,1.0,0.3333333333333333,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
1626179-1628370-1628970-1629023-1629667,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, P.J. Washington, Jalen McDaniels","Rozier, Monk, Bridges, Washington, McDaniels",1626179-1628370-1628970-1629023-1629667,CHA,201.0,2,3.0,3.0,6.0,5.0,,,1.0,11.0,,,,1.0,2.0,,9.0,6.0,,2.0,,,,3.0,,,1.0,3.0,,7.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,,1.0,2.0,2.0,,,,,7.0,,,,1.0,0.5,0.5,0.75,0.75,1.0,,0.3333333333333333,1.0,,1.0,1.0,0.5,,,78.80597014925372,18.0,18.6,16.166666666666668,18.6,,,,,,0.6666666666666666,,0.5569083333333333,,,,0.2222222222222222,,23.15,,1.0,2.0,2.0,2.0,,,2.0,,3.0,4.0,,,,4.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,,,1.0,1.0,,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,,3.275,1.0,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,0.5,0.5,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
1626179-1628370-1628970-1629023-1630163,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, P.J. Washington, LaMelo Ball","Rozier, Monk, Bridges, Washington, Ball",1626179-1628370-1628970-1629023-1630163,CHA,619.0,8,10.0,9.0,23.0,26.0,5.0,15.0,4.0,49.0,6.0,10.0,2.0,6.0,10.0,7.0,39.0,30.0,,4.0,2.0,5.0,12.0,12.0,10.0,6.0,4.0,8.0,4.0,20.0,1.0,3.0,11.0,4.0,15.0,1.0,1.0,3.0,2.0,3.0,,2.0,6.0,5.0,,7.0,3.0,,35.0,12.0,5.0,,0.6666666666666666,0.6,0.6,0.6956521739130435,0.78,0.5,1.0,0.43478260869565216,1.0,1.0,0.5,0.875,0.5,0.5,,113.99030694668821,12.391304347826088,12.846153846153847,11.869565217391305,12.653846153846153,0.43478260869565216,0.6,0.6,0.6666666666666666,0.4,0.8695652173913043,0.6,0.52475,0.44207,0.16,0.21428571428571427,0.10256410256410256,0.3076923076923077,26.43,0.21739130434782608,6.0,10.0,,1.0,1.0,2.0,,1.0,7.0,13.0,1.0,2.0,3.0,8.0,6.0,4.0,3.0,4.0,,0.5714285714285714,0.6666666666666666,0.5384615384615384,0.6666666666666666,0.7,0.8,,1.0,1.0,0.43478260869565216,0.6,0.6666666666666666,0.5,0.043478260869565216,,,0.08695652173913043,0.5,0.5,,0.25,4.592307692307693,3.0,2.0,3.0,,,,3.0,1.0,1.0,,3.0,4.0,,1.0,,,1.0,,1.0,0.5,0.07692307692307693,,1.0,0.5,0.25,,,,0.75,0.6,0.6666666666666666,,,0.7079,2.0,1.0,2.0,6.0,,,,0.6666666666666666,0.5,,0.5,1.0,,0.6666666666666666,0.5,,,,1.0,,,,,,,2.0,,,,,0.5,2.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
1626179-1628370-1628970-1629023-202330,1610612766,"Terry Rozier, Malik Monk, Miles Bridges, P.J. Washington, Gordon Hayward","Rozier, Monk, Bridges, Washington, Hayward",1626179-1628370-1628970-1629023-202330,CHA,1337.0,5,22.0,3.0,44.0,41.0,14.0,5.0,3.0,85.0,7.0,17.0,6.0,12.0,25.0,11.0,67.0,64.0,,6.0,9.0,5.0,21.0,33.0,17.0,7.0,11.0,18.0,6.0,47.0,1.0,5.0,13.0,2.0,15.0,1.0,1.0,,,,,3.0,6.0,12.0,,13.0,6.0,,61.0,21.0,14.0,,0.9166666666666666,0.48,0.48,0.7,0.7444444444444445,1.0,0.75,0.625,,0.8333333333333334,0.07692307692307693,0.6666666666666666,0.1111111111111111,0.1,0.75,91.54824233358264,15.386363636363637,16.097560975609756,14.909090909090908,14.926829268292684,0.425,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.5,0.825,0.4117647058823529,0.5493275,0.590175,0.15555555555555556,0.3157894736842105,0.08955223880597014,0.31343283582089554,25.576,0.3181818181818182,6.0,8.0,2.0,5.0,2.0,2.0,8.0,1.0,10.0,15.0,2.0,2.0,3.0,14.0,6.0,7.0,6.0,7.0,,0.7,0.7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333334,,0.6666666666666666,1.0,0.2,0.75,1.0,1.0,0.125,0.4,0.4,0.05,1.0,1.0,0.2,0.3333333333333333,6.826666666666667,1.0,2.0,2.0,5.0,2.0,3.0,1.0,4.0,2.0,5.0,1.0,1.0,,,,1.0,4.0,3.0,4.0,0.4444444444444444,0.13333333333333333,,1.0,0.2,,0.625,0.625,1.0,0.3333333333333333,0.16666666666666666,1.0,0.25,0.6666666666666666,0.512625,,2.0,,3.0,,,,,1.0,,0.6,,,,0.3333333333333333,1.0,,,0.3333333333333333,0.5,1.0,1.0,2.0,,,2.0,1.0,0.3333333333333333,1.0,1.0,,,,1.0,1.0,3.0,,0.25,,0.75,,0.038461538461538464,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612766,2021,2020-21,False
