EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,FirstChancePoints,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,Minutes,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffLongMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,ShortMidRangeAssists,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,StepOutOfBoundsTurnovers,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,PtsUnassisted3s,SelfOReb,BlockedAtRim,SelfORebPct,SecondChanceArc3Accuracy,PtsPutbacks,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Technical Free Throw Trips,Charge Fouls,DefensiveGoaltends,HeaveMakes,HeaveAttempts,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedCorner3,OffensiveGoaltends,SecondChanceArc3PctAssisted,BlockedLongMidRange,3SecondViolations,FTOffRebounds,Arc3PctBlocked,OffFTReboundPct,BlockedArc3,Clear Path Fouls,team_id,year,season,team_vs
1627750-1628392-1628408-1628420-1630192,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Monte Morris, Zeke Nnaji","Murray, Hartenstein, Dozier, Morris, Nnaji",1627750-1628392-1628408-1628420-1630192,DEN,13.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,110.76923076923076,13.0,13.0,1.0,1.0,1.0,0.4241,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627750-1628392-1628408-1628420-203115,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Monte Morris, Will Barton","Murray, Hartenstein, Dozier, Morris, Barton",1627750-1628392-1628408-1628420-203115,DEN,761.0,3,-10.0,25.0,49.0,3.0,8.0,5.0,13.0,16.0,4.0,16.0,0.38461538461538464,0.32,0.3076923076923077,92.72010512483574,17.2,15.64,0.32,0.375,0.375,0.485492,11.946153846153846,13.0,24.0,6.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,7.0,2.0,2.0,12.0,26.0,3.0,3.0,6.0,6.0,7.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,12.0,4.0,2.0,3.0,6.0,9.0,6.0,15.0,3.0,1.0,3.0,1.0,2.0,1.0,6.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.6,0.6,1.0,0.16666666666666666,0.16666666666666666,0.48,0.07692307692307693,0.3333333333333333,0.5,0.46153846153846156,0.25,1.0,0.4444444444444444,0.5625,0.35294117647058826,0.6666666666666666,0.6,0.25,0.5555555555555556,1.0,1.0,1.0,0.5,13.791666666666666,12.666666666666666,0.08,1.0,1.0,0.5,0.12,0.6666666666666666,0.2,0.2,0.2,1.0,0.28,0.14285714285714285,0.14285714285714285,1.0,0.16666666666666666,0.3333333333333333,0.56,0.14285714285714285,0.480425,0.038461538461538464,0.07142857142857142,25.141666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627750-1628392-1628408-1628420-203210,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Monte Morris, JaMychal Green","Murray, Hartenstein, Dozier, Morris, Green",1627750-1628392-1628408-1628420-203210,DEN,517.0,3,-12.0,17.0,34.0,,2.0,,2.0,12.0,,12.0,,0.375,0.42857142857142855,94.70019342359767,16.58823529411765,15.764705882352942,0.16666666666666666,,,0.5215708333333333,19.0,9.0,17.0,9.0,1.0,,,,,1.0,,3.0,9.0,,3.0,10.0,24.0,,,,9.0,9.0,3.0,,,3.0,3.0,3.0,,,,9.0,,1.0,3.0,2.0,6.0,1.0,7.0,2.0,2.0,2.0,,,,4.0,3.0,4.0,,5.0,,5.0,1.0,,,,,,,,1.0,0.3,0.3,0.8333333333333334,,,0.5,0.6666666666666666,0.5,0.6,,0.625,0.1111111111111111,,,,,1.0,0.5,1.0,,13.823529411764707,13.294117647058824,,,,,,,0.08333333333333333,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,0.8333333333333334,0.3333333333333333,,0.15384615384615385,0.3333333333333333,26.369999999999997,8.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,0.3333333333333333,0.375,0.5,1.0,0.5,0.75,0.3333333333333333,0.520225,0.1,0.4166666666666667,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627750-1628392-1628408-1628420-203914,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Monte Morris, Gary Harris","Murray, Hartenstein, Dozier, Morris, Harris",1627750-1628392-1628408-1628420-203914,DEN,65.0,1,-5.0,2.0,5.0,,,,,,,,,,,110.76923076923077,19.0,19.0,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627750-1628392-1628408-1628427-1630192,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Vlatko Cancar, Zeke Nnaji","Murray, Hartenstein, Dozier, Cancar, Nnaji",1627750-1628392-1628408-1628427-1630192,DEN,1169.0,3,-6.0,38.0,77.0,2.0,3.0,12.0,18.0,41.0,16.0,36.0,0.6666666666666666,0.5625,0.5857142857142857,94.8502994011976,15.5,15.18421052631579,0.09375,0.6666666666666666,0.6666666666666666,0.5039125,6.683333333333334,19.0,39.0,6.0,3.0,7.0,9.0,6.0,3.0,3.0,1.0,1.0,11.0,,4.0,14.0,47.0,1.0,1.0,8.0,12.0,11.0,1.0,1.0,4.0,4.0,8.0,1.0,3.0,2.0,,20.0,2.0,1.0,6.0,6.0,13.0,3.0,16.0,3.0,3.0,2.0,,,,5.0,4.0,6.0,1.0,9.0,,6.0,3.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.2857142857142857,0.4375,0.05555555555555555,,0.6,0.6666666666666666,0.16666666666666666,0.8571428571428571,0.2,0.75,0.1875,,0.2,,1.0,0.5,0.8571428571428571,,,14.871794871794872,14.64102564102564,0.28125,0.7777777777777778,0.875,0.2857142857142857,0.1875,,0.09375,1.0,1.0,1.0,0.34375,0.09090909090909091,0.09090909090909091,1.0,0.5,,0.71875,0.09090909090909091,0.5472,0.08571428571428572,0.14285714285714285,25.935714285714287,7.0,,2.0,5.0,3.0,1.0,3.0,,7.0,1.0,2.0,,2.0,2.0,,1.0,,,,,7.0,7.0,,0.3333333333333333,0.5833333333333334,0.5833333333333334,1.0,,0.3333333333333333,,0.4820166666666667,,0.17073170731707318,0.18421052631578946,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.8333333333333334,0.1111111111111111,0.5,0.75,0.5,0.5,0.6666666666666666,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.12195121951219512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627750-1628392-1628408-1629008-1630192,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Michael Porter Jr., Zeke Nnaji","Murray, Hartenstein, Dozier, Porter Jr., Nnaji",1627750-1628392-1628408-1629008-1630192,DEN,407.0,2,-9.0,13.0,25.0,1.0,1.0,2.0,3.0,7.0,,7.0,0.6666666666666666,0.3888888888888889,0.3888888888888889,88.45208845208846,15.615384615384615,15.615384615384615,0.1111111111111111,1.0,1.0,0.5242944444444445,6.8,7.0,12.0,,,1.0,2.0,,1.0,2.0,,,4.0,,1.0,6.0,16.0,,,4.0,3.0,4.0,,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,7.0,,,3.0,1.0,5.0,,5.0,2.0,1.0,2.0,,1.0,,4.0,2.0,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,,0.5,0.3333333333333333,,0.75,,0.5714285714285714,,,,,0.5,,1.0,0.5,,17.0,15.916666666666666,0.2222222222222222,0.5,1.0,1.0,,1.0,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,,,,,,0.8888888888888888,,,,,25.983333333333334,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627750-1628392-1628408-1630192-1630267,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Zeke Nnaji, Facundo Campazzo","Murray, Hartenstein, Dozier, Nnaji, Campazzo",1627750-1628392-1628408-1630192-1630267,DEN,242.0,1,7.0,8.0,16.0,,,4.0,6.0,11.0,4.0,9.0,0.6666666666666666,0.6111111111111112,0.6111111111111112,95.20661157024794,18.125,17.875,,,,0.5724888888888889,2.8000000000000003,4.0,8.0,2.0,1.0,4.0,5.0,1.0,,,,1.0,3.0,,1.0,3.0,4.0,1.0,,4.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,,2.0,,7.0,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,,2.0,,2.0,,,,,,,,,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,1.0,,,,0.3333333333333333,,,,,,,,,12.125,11.125,0.5555555555555556,0.8,1.0,0.5,0.1111111111111111,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.8888888888888888,0.3333333333333333,0.7522,,,26.46666666666667,,,,,,,,,,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,1.0,0.2,1.0,,,,,,,,,,,0.18181818181818182,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627750-1628392-1628408-1630192-203115,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Zeke Nnaji, Will Barton","Murray, Hartenstein, Dozier, Nnaji, Barton",1627750-1628392-1628408-1630192-203115,DEN,49.0,1,-1.0,1.0,3.0,,,,,1.0,,1.0,,,0.5,88.16326530612245,20.0,20.0,,,,,,1.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,14.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627750-1628392-1628408-1630267-200794,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Facundo Campazzo, Paul Millsap","Murray, Hartenstein, Dozier, Campazzo, Millsap",1627750-1628392-1628408-1630267-200794,DEN,555.0,2,2.0,17.0,33.0,,,4.0,9.0,13.0,4.0,8.0,0.4444444444444444,0.34375,0.38235294117647056,85.62162162162163,15.588235294117647,14.529411764705882,,,,0.487575,7.055555555555555,9.0,16.0,,2.0,1.0,1.0,8.0,,2.0,,1.0,5.0,1.0,1.0,7.0,11.0,2.0,1.0,4.0,,5.0,1.0,3.0,2.0,,2.0,,,,,4.0,2.0,1.0,5.0,4.0,9.0,3.0,12.0,2.0,2.0,2.0,1.0,,,4.0,,2.0,1.0,2.0,,2.0,1.0,2.0,,2.0,1.0,,0.5,0.5,,0.14285714285714285,0.14285714285714285,0.4375,0.3333333333333333,0.375,0.5,0.6666666666666666,0.25,0.8333333333333334,0.3333333333333333,0.75,0.3,0.25,,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,18.125,17.5,0.0625,1.0,1.0,,0.5,,0.125,,,,0.3125,0.2,0.2,,,0.3333333333333333,0.5,0.2,0.502975,0.058823529411764705,0.1,25.099999999999998,,,,2.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,5.0,,2.0,,,1.0,,0.8333333333333334,0.8333333333333334,,,0.5,0.375,0.6,0.6666666666666666,,,,,,,0.38461538461538464,,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,,1.0,3.0,1.0,2.0,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
1627750-1628392-1628408-1630267-203210,1610612743,"Jamal Murray, Isaiah Hartenstein, PJ Dozier, Facundo Campazzo, JaMychal Green","Murray, Hartenstein, Dozier, Campazzo, Green",1627750-1628392-1628408-1630267-203210,DEN,757.0,2,2.0,24.0,48.0,,1.0,8.0,18.0,26.0,10.0,20.0,0.4444444444444444,0.39285714285714285,0.4482758620689655,91.30779392338177,15.958333333333334,14.625,0.03571428571428571,,,0.5292749999999999,5.7444444444444445,13.0,24.0,5.0,7.0,5.0,7.0,10.0,2.0,6.0,1.0,,4.0,,2.0,10.0,24.0,6.0,1.0,6.0,6.0,4.0,,4.0,3.0,2.0,5.0,,2.0,2.0,,12.0,3.0,5.0,4.0,3.0,7.0,8.0,15.0,2.0,1.0,1.0,,1.0,,3.0,,4.0,1.0,9.0,,5.0,4.0,2.0,1.0,2.0,1.0,1.0,0.375,0.5,1.0,0.2,0.2,0.35714285714285715,0.2222222222222222,0.3,0.6666666666666666,0.6,0.5,0.5714285714285714,0.375,0.5833333333333334,0.4444444444444444,0.7142857142857143,0.5,0.25,0.6666666666666666,,0.75,0.3333333333333333,0.5,15.583333333333334,15.125,0.25,0.7142857142857143,0.8333333333333334,0.4,0.35714285714285715,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,,,,0.14285714285714285,,0.6071428571428571,,0.6012,0.13793103448275862,0.21052631578947367,24.52,4.0,,,4.0,2.0,,1.0,2.0,4.0,,4.0,3.0,1.0,1.0,,2.0,,,,,4.0,4.0,,,0.3333333333333333,0.5,,,,,0.49008333333333337,,0.15384615384615385,0.16666666666666666,,,3.0,,,1.0,,2.0,6.0,1.0,1.0,1.0,1.0,,0.5,0.2857142857142857,0.375,0.14285714285714285,,0.5,0.3,0.42857142857142855,0.3333333333333333,,,,,0.3333333333333333,,0.23076923076923078,,1.0,3.0,2.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,,,,,1.0,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,1610612743,2021,2020-21,True
