EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,3SecondViolations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,SecondChanceTurnovers,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyOffPoss,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,SelfOReb,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,FtPoints,LiveBallTurnovers,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Steals,BadPassSteals,Travels,Technical Free Throw Trips,AtRimPctBlocked,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyArc3FGA,PenaltyFG3A,PenaltyFtPoints,OffAtRimReboundPct,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,LostBallSteals,Corner3FGM,Fg3aBlocked,Corner3Assists,BadPassTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceCorner3FGA,PtsUnassisted3s,OffThreePtRebounds,Charge Fouls,ThreePtShootingFoulsDrawn,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,HeaveAttempts,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,PenaltyArc3Accuracy,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,3pt And 1 Free Throw Trips,OffFTReboundPct,Defensive 3 Seconds Violations,OffCorner3ReboundPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,SecondChanceArc3FGM,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Corner3PctBlocked,BlockedArc3,OffensiveGoaltends,team_id,year,season,team_vs
1626184-1628407-1628414-1628964-1630181,1610612753,"Chasson Randle, Dwayne Bacon, Sindarius Thornwell, Mo Bamba, R.J. Hampton","Randle, Bacon, Thornwell, Bamba, Hampton",1626184-1628407-1628414-1628964-1630181,ORL,181.0,2,3.0,5.0,7.0,7.0,14.0,1.0,4.0,4.0,1.0,4.0,5.0,1.0,8.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.25,0.25,0.8,0.6666666666666666,0.6666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,111.38121546961327,10.428571428571429,15.428571428571429,10.428571428571429,15.285714285714286,0.16666666666666666,0.6666666666666666,1.0,1.0,0.25,0.16666666666666666,0.16666666666666666,0.4500583333333333,16.28,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
1626184-1628407-1628414-1629021-1630181,1610612753,"Chasson Randle, Dwayne Bacon, Sindarius Thornwell, Moritz Wagner, R.J. Hampton","Randle, Bacon, Thornwell, Wagner, Hampton",1626184-1628407-1628414-1629021-1630181,ORL,341.0,2,6.0,-8.0,11.0,11.0,22.0,3.0,,1.0,5.0,2.0,6.0,5.0,7.0,15.0,4.0,,5.0,2.0,3.0,,7.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,4.0,8.0,,,,,7.0,1.0,1.0,0.3333333333333333,0.3181818181818182,0.3181818181818182,0.45454545454545453,1.0,1.0,1.0,1.0,,1.0,1.0,92.90322580645162,18.0,13.0,16.636363636363637,13.0,0.2727272727272727,0.09090909090909091,,,,0.45454545454545453,0.6363636363636364,0.4804727272727272,7.716666666666666,26.080000000000002,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,0.2,0.2,0.16666666666666666,0.3333333333333333,0.5,0.25,0.5,1.0,0.18181818181818182,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,0.2,0.2,1.0,1.0,0.2,0.5448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
1626184-1628407-1628414-1629649-1629743,1610612753,"Chasson Randle, Dwayne Bacon, Sindarius Thornwell, Ignas Brazdeikis, Donta Hall","Randle, Bacon, Thornwell, Brazdeikis, Hall",1626184-1628407-1628414-1629649-1629743,ORL,90.0,1,2.0,-2.0,3.0,3.0,6.0,1.0,,1.0,,1.0,2.0,,2.0,4.0,2.0,,,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,,,,2.0,1.0,1.0,0.5,0.5,0.5,,,0.3333333333333333,1.0,0.5,0.3333333333333333,,,96.0,15.0,15.0,15.0,13.333333333333334,0.5,0.5,,,,,,0.40565,12.8,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,3.0,1.0,2.0,2.0,1.0,2.0,3.0,0.5,0.5,0.5,1.0,0.40565,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
1626184-1628407-1628964-1629021-1630175,1610612753,"Chasson Randle, Dwayne Bacon, Mo Bamba, Moritz Wagner, Cole Anthony","Randle, Bacon, Bamba, Wagner, Anthony",1626184-1628407-1628964-1629021-1630175,ORL,104.0,1,2.0,-7.0,3.0,4.0,7.0,2.0,,,,1.0,4.0,,2.0,9.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,0.25,0.25,0.25,,,,,,,,,96.92307692307692,20.666666666666668,10.5,20.0,10.5,0.5,,,,,,0.5,0.510425,2.975,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.5,0.5,,,,,,,,,,0.5943,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
1626184-1628407-1628964-1629021-1630181,1610612753,"Chasson Randle, Dwayne Bacon, Mo Bamba, Moritz Wagner, R.J. Hampton","Randle, Bacon, Bamba, Wagner, Hampton",1626184-1628407-1628964-1629021-1630181,ORL,559.0,5,9.0,-19.0,20.0,17.0,37.0,5.0,,,6.0,5.0,12.0,6.0,14.0,33.0,6.0,4.0,6.0,3.0,4.0,,9.0,2.0,1.0,,3.0,4.0,1.0,2.0,2.0,5.0,,,,,14.0,0.6,0.6,0.4166666666666667,0.3611111111111111,0.3684210526315789,0.3333333333333333,,0.5,0.3333333333333333,0.375,1.0,,0.4,95.31305903398926,15.5,14.647058823529411,15.45,13.529411764705882,0.2777777777777778,,,,,0.3333333333333333,0.7222222222222222,0.5384138888888889,3.9333333333333336,25.583333333333332,1.0,4.0,7.0,1.0,1.0,,1.0,,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.16666666666666666,0.16666666666666666,,,0.14285714285714285,0.08333333333333333,0.25,,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.5,0.2,0.2,1.0,0.16666666666666666,0.16666666666666666,1.0,,0.16666666666666666,0.8112,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,0.08333333333333333,1.0,,,1.0,1.0,1.0,2.0,1.0,0.5,0.05263157894736842,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
1626184-1628407-1628964-1629021-203914,1610612753,"Chasson Randle, Dwayne Bacon, Mo Bamba, Moritz Wagner, Gary Harris","Randle, Bacon, Bamba, Wagner, Harris",1626184-1628407-1628964-1629021-203914,ORL,198.0,2,3.0,-4.0,8.0,8.0,16.0,2.0,,,1.0,,4.0,1.0,3.0,7.0,,,1.0,,,,,1.0,1.0,,2.0,3.0,2.0,3.0,,,,,,,3.0,,,,,0.16666666666666666,0.2,,1.0,1.0,1.0,1.0,,1.0,116.36363636363637,17.125,7.625,17.0,7.625,0.4,,,,,0.2,0.6,0.52583,6.2,26.9,1.0,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,,1.0,,,,,0.5,0.5,0.25,0.2,0.5,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,,,,3.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.16666666666666666,0.2,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
1626184-1628407-1628964-1629606-1630181,1610612753,"Chasson Randle, Dwayne Bacon, Mo Bamba, Robert Franks, R.J. Hampton","Randle, Bacon, Bamba, Franks, Hampton",1626184-1628407-1628964-1629606-1630181,ORL,340.0,2,6.0,-3.0,11.0,12.0,23.0,3.0,,1.0,2.0,4.0,9.0,3.0,13.0,16.0,6.0,2.0,2.0,3.0,4.0,,9.0,2.0,,1.0,3.0,5.0,,,3.0,3.0,,,,,11.0,0.75,1.0,0.4444444444444444,0.4583333333333333,0.5,0.25,1.0,,0.6666666666666666,0.6666666666666666,,,1.0,97.41176470588235,19.90909090909091,10.083333333333334,19.90909090909091,10.083333333333334,0.25,0.08333333333333333,,,,0.16666666666666666,0.6666666666666666,0.4940625,5.111111111111111,24.766666666666666,1.0,4.0,5.0,,1.0,,1.0,,3.0,1.0,,1.0,1.0,3.0,,2.0,2.0,,,2.0,,1.0,0.3333333333333333,0.3333333333333333,,,0.4,0.2857142857142857,0.3333333333333333,,0.4166666666666667,0.8,0.8,0.75,,,,0.5,0.5,1.0,,0.5,0.8143,8.0,3.0,7.0,8.0,,8.0,8.0,0.42857142857142855,0.375,0.4444444444444444,0.5,0.4800375,0.6153846153846154,0.7272727272727273,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.15384615384615385,2.0,,,2.0,1.0,,0.07692307692307693,0.1,,,,,,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.08333333333333333,0.375,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
1626184-1628407-1628964-1629606-203914,1610612753,"Chasson Randle, Dwayne Bacon, Mo Bamba, Robert Franks, Gary Harris","Randle, Bacon, Bamba, Franks, Harris",1626184-1628407-1628964-1629606-203914,ORL,51.0,1,1.0,5.0,2.0,2.0,4.0,,,,1.0,1.0,1.0,1.0,5.0,,,2.0,1.0,,1.0,,3.0,1.0,,,1.0,1.0,,,,,,,,,5.0,,,1.0,1.25,1.25,0.5,,,1.0,1.0,,,1.0,112.94117647058823,8.0,17.5,8.0,17.5,,,,,,0.5,1.0,0.501925,3.6,26.2,,1.0,1.0,,1.0,,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,0.5,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
1626184-1628407-1628964-1629643-1630181,1610612753,"Chasson Randle, Dwayne Bacon, Mo Bamba, Chuma Okeke, R.J. Hampton","Randle, Bacon, Bamba, Okeke, Hampton",1626184-1628407-1628964-1629643-1630181,ORL,940.0,3,16.0,-14.0,35.0,36.0,71.0,5.0,2.0,5.0,10.0,9.0,15.0,13.0,31.0,45.0,10.0,8.0,10.0,5.0,8.0,1.0,19.0,9.0,4.0,,13.0,14.0,3.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,31.0,0.5555555555555556,0.5555555555555556,0.6,0.48214285714285715,0.5,0.4642857142857143,,0.8,1.0,0.9285714285714286,0.6666666666666666,1.0,1.0,108.76595744680851,13.142857142857142,13.333333333333334,13.142857142857142,13.083333333333334,0.17857142857142858,0.17857142857142858,0.4,0.4,0.5,0.35714285714285715,0.6428571428571429,0.5311464285714286,10.166666666666666,24.95384615384615,,4.0,5.0,3.0,1.0,,3.0,,9.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,,,5.0,,1.0,0.23076923076923078,0.23076923076923078,0.06666666666666667,0.2,0.16666666666666666,0.0625,0.5,,0.17857142857142858,0.8,0.8,0.75,0.6,0.75,0.3333333333333333,0.1,0.1111111111111111,1.0,,0.1,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,4.0,2.0,1.0,7.0,4.0,0.4,0.12903225806451613,0.2222222222222222,6.0,6.0,,,,,,,3.0,,,,,0.10714285714285714,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.1,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
1626184-1628407-1628964-1629643-1630211,1610612753,"Chasson Randle, Dwayne Bacon, Mo Bamba, Chuma Okeke, Karim Mane","Randle, Bacon, Bamba, Okeke, Mane",1626184-1628407-1628964-1629643-1630211,ORL,343.0,2,6.0,2.0,11.0,10.0,21.0,1.0,2.0,2.0,2.0,5.0,6.0,3.0,13.0,11.0,2.0,8.0,2.0,1.0,2.0,,5.0,,4.0,,4.0,5.0,2.0,3.0,,2.0,,,,,11.0,0.2,0.25,0.8333333333333334,0.7222222222222222,0.7222222222222222,0.3333333333333333,,0.8,,0.6666666666666666,,1.0,,88.16326530612244,14.454545454545455,18.4,14.363636363636363,17.5,0.1111111111111111,0.2222222222222222,1.0,1.0,,0.2222222222222222,0.6666666666666666,0.5128499999999999,9.116666666666667,25.2,1.0,3.0,3.0,,,,1.0,,3.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,,,1.0,0.3333333333333333,1.0,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,0.5726,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,0.15384615384615385,,1.0,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,0.1111111111111111,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2021,2020-21,False
