EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,FtPoints,OpponentPoints,LongMidRangeAssists,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Arc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Corner3FGA,SecondChanceFtPoints,FTDefRebounds,ShootingFouls,2pt And 1 Free Throw Trips,DefFTReboundPct,OffCorner3ReboundPct,Corner3Frequency,PenaltyFtPoints,PenaltyPoints,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyTsPct,PenaltyPointsPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,AtRimPctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffShortMidRangeReboundPct,RecoveredBlocks,BlocksRecoveredPct,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SelfOReb,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,SecondChanceFg3Pct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Arc3PctBlocked,Defensive 3 Seconds Violations,Charge Fouls,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,BlockedLongMidRange,OffensiveGoaltends,HeaveAttempts,team_id,year,season,team_vs
1627732-1627788-1629003-1629680-201588,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Matisse Thybulle, George Hill","Simmons, Korkmaz, Milton, Thybulle, Hill",1627732-1627788-1629003-1629680-201588,PHI,38.0,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,75.78947368421053,17.0,21.0,17.0,12.0,1.0,1.0,1.0,1.0,1.0,0.6644,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
1627732-1627788-1629003-1630178-203118,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Tyrese Maxey, Mike Scott","Simmons, Korkmaz, Milton, Maxey, Scott",1627732-1627788-1629003-1630178-203118,PHI,82.0,1,1.0,,2.0,2.0,4.0,,,1.0,1.0,4.0,2.0,1.0,1.0,,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,70.2439024390244,19.0,22.0,19.0,22.0,,,,,,0.4148,15.6,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
1627732-1627788-1629003-1630178-2730,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Tyrese Maxey, Dwight Howard","Simmons, Korkmaz, Milton, Maxey, Howard",1627732-1627788-1629003-1630178-2730,PHI,44.0,1,1.0,3.0,3.0,2.0,5.0,,,,1.0,3.0,,,,,,,3.0,,,,,0.5,163.63636363636365,5.0,14.5,5.0,14.5,,,,,,0.4091,5.0,,,3.0,,,2.0,4.0,2.0,,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
1627732-1627788-1629003-202699-2730,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Tobias Harris, Dwight Howard","Simmons, Korkmaz, Milton, Harris, Howard",1627732-1627788-1629003-202699-2730,PHI,122.0,1,2.0,-1.0,4.0,4.0,8.0,2.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,,4.0,0.3333333333333333,0.5,1.0,0.75,0.75,94.42622950819673,13.5,17.0,13.5,16.0,0.5,1.0,1.0,0.5,0.75,0.667475,3.0,,,,7.0,,1.0,,,,,,,,,1.0,,1.0,1.0,2.0,0.5,,0.5,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,1.0,0.3333333333333333,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
1627732-1627788-1629003-203552-203954,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Seth Curry, Joel Embiid","Simmons, Korkmaz, Milton, Curry, Embiid",1627732-1627788-1629003-203552-203954,PHI,8.0,1,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,180.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
1627732-1627788-1629680-1630178-201588,1610612755,"Ben Simmons, Furkan Korkmaz, Matisse Thybulle, Tyrese Maxey, George Hill","Simmons, Korkmaz, Thybulle, Maxey, Hill",1627732-1627788-1629680-1630178-201588,PHI,68.0,1,1.0,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,,,,,,2.0,,,,1.0,0.3333333333333333,0.5,84.70588235294117,24.0,10.0,24.0,10.0,0.3333333333333333,1.0,1.0,,1.0,0.6415833333333333,,,,1.0,3.0,,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,,,,1.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.5,0.6666666666666666,0.5,0.5,,,,,0.3333333333333333,1.0,1.0,1.0,25.75,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
1627732-1627788-1629680-201588-203954,1610612755,"Ben Simmons, Furkan Korkmaz, Matisse Thybulle, George Hill, Joel Embiid","Simmons, Korkmaz, Thybulle, Hill, Embiid",1627732-1627788-1629680-201588-203954,PHI,79.0,1,1.0,-7.0,3.0,4.0,7.0,,,,2.0,,,,,,,2.0,,,,,,,127.59493670886076,14.0,9.25,14.0,9.25,,,,,0.3333333333333333,0.47186666666666666,11.9,,,,7.0,,,,,,,,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,0.6666666666666666,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,,26.3,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
1627732-1627788-1629680-202699-203954,1610612755,"Ben Simmons, Furkan Korkmaz, Matisse Thybulle, Tobias Harris, Joel Embiid","Simmons, Korkmaz, Thybulle, Harris, Embiid",1627732-1627788-1629680-202699-203954,PHI,26.0,1,,2.0,2.0,,2.0,,,,,2.0,,,,,,,2.0,,,,,1.0,110.76923076923076,13.0,,13.0,,,,,,,,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
1627732-1627788-1629680-203552-203954,1610612755,"Ben Simmons, Furkan Korkmaz, Matisse Thybulle, Seth Curry, Joel Embiid","Simmons, Korkmaz, Thybulle, Curry, Embiid",1627732-1627788-1629680-203552-203954,PHI,1016.0,6,17.0,,38.0,37.0,75.0,4.0,10.0,11.0,21.0,40.0,8.0,4.0,7.0,1.0,17.0,11.0,34.0,0.36363636363636365,0.4444444444444444,0.5238095238095238,0.4857142857142857,0.5263157894736842,106.2992125984252,13.605263157894736,13.486486486486486,13.31578947368421,12.837837837837839,0.2857142857142857,0.4,0.4,0.25,0.6857142857142857,0.5537157142857143,6.261904761904762,2.0,4.0,6.0,40.0,1.0,6.0,8.0,1.0,0.11428571428571428,0.5,0.6666666666666666,0.5,0.027777777777777776,0.045454545454545456,7.0,6.0,5.0,13.0,17.0,0.7142857142857143,0.6666666666666666,0.6875,,0.625,0.2,3.0,2.0,2.0,5.0,10.0,14.0,3.0,3.0,6.0,14.0,4.0,10.0,2.0,4.0,,2.0,4.0,1.0,0.75,0.75,0.4,0.2,0.2,0.14285714285714285,0.5,0.7142857142857143,0.8333333333333334,0.2857142857142857,0.5,1.0,0.15,25.535714285714285,15.0,15.0,0.39473684210526316,4.0,,2.0,5.0,,0.6666666666666666,0.3333333333333333,0.11428571428571428,5.0,24.0,1.0,2.0,0.6666666666666666,0.6,17.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,8.0,12.0,1.0,3.0,9.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,3.0,2.0,0.75,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.6333333333333333,0.07142857142857142,0.09523809523809523,0.14285714285714285,0.25,0.25,0.5,0.2,0.16666666666666666,0.5,1.0,1.0,0.4,0.25,0.3333333333333333,1.0,0.3,0.3,0.6666666666666666,0.25,0.3333333333333333,0.6,0.06666666666666667,0.13333333333333333,0.5,0.3,0.575575,0.54174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
1627732-1627788-1630178-201588-203118,1610612755,"Ben Simmons, Furkan Korkmaz, Tyrese Maxey, George Hill, Mike Scott","Simmons, Korkmaz, Maxey, Hill, Scott",1627732-1627788-1630178-201588-203118,PHI,101.0,2,2.0,-6.0,5.0,4.0,9.0,,,,2.0,2.0,,,,,,2.0,2.0,,,,,0.3333333333333333,128.31683168316832,9.2,13.75,8.8,13.5,,,,,,0.43245,8.25,,,2.0,8.0,,1.0,2.0,1.0,,,,,0.3333333333333333,0.3333333333333333,2.0,,1.0,1.0,1.0,1.0,,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,True
