EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Steals,BadPassSteals,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,LongMidRangeFrequency,Avg2ptShotDistance,Minutes,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg2Pct,PenaltyFg2Pct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2A,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallSteals,LostBallTurnovers,Travels,Charge Fouls Drawn,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,BlockedAtRim,OffArc3ReboundPct,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,SelfOReb,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,LongMidRangePctBlocked,Corner3PctBlocked,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,OffensiveGoaltends,3SecondViolations,BlockedCorner3,team_id,year,season,team_vs
1626171-1626192-1626253-1628978-203648,1610612749,"Bobby Portis, Pat Connaughton, Axel Toupane, Donte DiVincenzo, Thanasis Antetokounmpo","Portis, Connaughton, Toupane, DiVincenzo, Antetokounmpo",1626171-1626192-1626253-1628978-203648,MIL,21.0,1,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,205.71428571428572,14.0,3.5,14.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37425,0.37425,1.0,28.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1626253-201950-203648,1610612749,"Bobby Portis, Pat Connaughton, Axel Toupane, Jrue Holiday, Thanasis Antetokounmpo","Portis, Connaughton, Toupane, Holiday, Antetokounmpo",1626171-1626192-1626253-201950-203648,MIL,28.0,1,-3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,102.85714285714286,6.0,22.0,6.0,22.0,,,,,,,,0.3127,0.3127,,,1.0,1.0,1.0,3.0,1.0,1.0,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-1628391-201571,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, D.J. Wilson, D.J. Augustin","Portis, Connaughton, Forbes, Wilson, Augustin",1626171-1626192-1627854-1628391-201571,MIL,75.0,2,-1.0,2.0,2.0,1.0,2.0,4.0,,,,,,,2.0,,,2.0,,,,,,2.0,2.0,1.0,,,,,,0.5,1.0,,76.8,30.0,7.5,30.0,7.5,,,,,,,,0.4259,,1.0,,0.5,1.0,1.0,3.0,,1.0,17.1,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-1628391-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, D.J. Wilson, Jrue Holiday","Portis, Connaughton, Forbes, Wilson, Holiday",1626171-1626192-1627854-1628391-201950,MIL,324.0,2,6.0,13.0,13.0,10.0,8.0,26.0,2.0,5.0,1.0,3.0,3.0,6.0,15.0,2.0,4.0,12.0,,5.0,2.0,,,15.0,12.0,10.0,0.5,0.5,0.5,0.6818181818181818,0.6666666666666666,0.6818181818181818,0.6666666666666666,0.5454545454545454,115.55555555555554,12.076923076923077,12.846153846153847,12.076923076923077,12.846153846153847,0.45454545454545453,0.4,0.4,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.4,0.5239227272727273,0.5205,0.8,25.96666666666667,0.7692307692307693,1.0,5.0,9.0,5.0,0.09090909090909091,7.1,5.0,,,2.0,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,9.0,1.0,3.0,4.0,2.0,1.0,1.0,11.0,3.0,4.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,0.5,0.5,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,0.2222222222222222,0.5,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-1628470-201571,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Torrey Craig, D.J. Augustin","Portis, Connaughton, Forbes, Craig, Augustin",1626171-1626192-1627854-1628470-201571,MIL,320.0,3,-3.0,11.0,11.0,6.0,1.0,22.0,1.0,2.0,1.0,2.0,1.0,3.0,10.0,1.0,2.0,6.0,,2.0,1.0,1.0,,10.0,6.0,6.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.625,0.5,0.6,0.3333333333333333,99.0,15.636363636363637,13.454545454545455,15.545454545454545,13.454545454545455,0.2222222222222222,0.5,0.5,0.5,0.5,0.5555555555555556,0.5,0.5388,0.4725,0.6,25.233333333333334,0.5454545454545454,3.0,6.0,13.0,2.0,0.3333333333333333,10.9,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,2.0,,1.0,,,3.0,1.0,6.0,,3.0,3.0,1.0,4.0,1.0,,1.0,9.0,1.0,1.0,,2.0,4.0,2.0,,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,,0.5,1.0,0.6666666666666666,0.5,,,1.0,,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,0.6666666666666666,0.6666666666666666,0.1111111111111111,,,,1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.4,1.0,1.0,1.0,1.0,0.7955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-1628470-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Torrey Craig, Jrue Holiday","Portis, Connaughton, Forbes, Craig, Holiday",1626171-1626192-1627854-1628470-201950,MIL,138.0,1,-3.0,5.0,5.0,,,10.0,1.0,4.0,,,1.0,4.0,3.0,,,,,4.0,1.0,,,3.0,,,0.25,,0.25,0.3,,0.3,,0.8,104.34782608695653,13.0,14.6,12.8,12.4,0.8,0.25,0.25,,,1.0,0.25,0.62436,,,25.85,,,1.0,6.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,1.0,1.0,1.0,,,3.0,2.0,,,2.0,3.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,0.6666666666666666,,,,,1.0,,0.2,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,0.3333333333333333,0.25,,,,1.0,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-1628978-200782,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, P.J. Tucker","Portis, Connaughton, Forbes, DiVincenzo, Tucker",1626171-1626192-1627854-1628978-200782,MIL,15.0,1,-2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,192.0,4.0,11.0,4.0,11.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-1628978-201572,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, Brook Lopez","Portis, Connaughton, Forbes, DiVincenzo, Lopez",1626171-1626192-1627854-1628978-201572,MIL,8.0,1,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-1628978-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, Jrue Holiday","Portis, Connaughton, Forbes, DiVincenzo, Holiday",1626171-1626192-1627854-1628978-201950,MIL,93.0,2,3.0,3.0,3.0,,1.0,6.0,1.0,1.0,,,1.0,1.0,5.0,,,,,1.0,1.0,,,5.0,,,1.0,,1.0,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,92.90322580645162,12.666666666666666,18.333333333333332,12.666666666666666,18.333333333333332,0.3333333333333333,1.0,1.0,,,1.0,1.0,0.5428333333333334,,,26.6,,,2.0,2.0,,,2.75,2.0,,,,,,,1.0,2.0,,,,,,,,,,1.0,,2.0,,3.0,1.0,1.0,2.0,1.0,,1.0,5.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,1.0,1.0,1.0,,,1.0,1.0,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
1626171-1626192-1627854-1628978-203114,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, Khris Middleton","Portis, Connaughton, Forbes, DiVincenzo, Middleton",1626171-1626192-1627854-1628978-203114,MIL,210.0,5,-10.0,8.0,7.0,6.0,6.0,15.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,1.0,,,5.0,3.0,6.0,0.2,0.25,0.2,0.35714285714285715,0.3,0.35714285714285715,0.3,0.7142857142857143,102.85714285714286,15.125,12.714285714285714,14.375,12.142857142857142,0.5714285714285714,0.25,0.25,0.8,0.25,0.8571428571428571,0.25,0.5430142857142857,0.5114500000000001,0.6,25.259999999999998,0.75,1.0,2.0,15.0,1.0,0.14285714285714285,11.85,4.0,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,1.0,,1.0,2.0,,1.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,0.5,,,,0.5,,0.5,1.0,,,,,,0.14285714285714285,1.0,1.0,,,,,,,0.14285714285714285,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,0.25,0.2,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,False
