EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,FG3M,Points,PenaltyFG3M,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Minutes,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Fouls,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,ShortMidRangeFGM,PtsAssisted3s,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Assisted3sPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PtsUnassisted2s,OffShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,NonShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Technical Free Throw Trips,PenaltyCorner3FGM,Charge Fouls Drawn,PenaltyCorner3Accuracy,DefensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1626171-1626192-1626253-1628978-203648,1610612749,"Bobby Portis, Pat Connaughton, Axel Toupane, Donte DiVincenzo, Thanasis Antetokounmpo","Portis, Connaughton, Toupane, DiVincenzo, Antetokounmpo",1626171-1626192-1626253-1628978-203648,MIL,21.0,1,-3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,205.71428571428572,3.5,14.0,3.5,14.0,1.0,1.0,1.0,0.26985,0.26985,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1626253-201950-203648,1610612749,"Bobby Portis, Pat Connaughton, Axel Toupane, Jrue Holiday, Thanasis Antetokounmpo","Portis, Connaughton, Toupane, Holiday, Antetokounmpo",1626171-1626192-1626253-201950-203648,MIL,28.0,1,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,102.85714285714286,22.0,6.0,22.0,6.0,1.0,1.0,1.0,0.4155,0.4155,27.7,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628391-201571,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, D.J. Wilson, D.J. Augustin","Portis, Connaughton, Forbes, Wilson, Augustin",1626171-1626192-1627854-1628391-201571,MIL,75.0,2,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,76.8,7.5,30.0,7.5,30.0,1.0,1.0,1.0,0.55335,0.55335,24.9,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628391-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, D.J. Wilson, Jrue Holiday","Portis, Connaughton, Forbes, Wilson, Holiday",1626171-1626192-1627854-1628391-201950,MIL,324.0,2,-6.0,13.0,13.0,8.0,10.0,26.0,2.0,1.0,3.0,15.0,2.0,2.0,,,1.0,1.0,8.0,0.375,,115.55555555555554,12.846153846153847,12.076923076923077,12.846153846153847,12.076923076923077,0.25,0.2,0.5,0.47318125,0.47790999999999995,25.7,0.6153846153846154,,,,9.0,,6.0,,,9.0,6.0,,,,0.125,0.2,0.4090909090909091,0.42857142857142855,,,,,0.6666666666666666,5.0,2.0,5.0,5.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,7.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,7.0,2.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.6,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.125,0.125,0.375,0.3333333333333333,1.0,1.0,0.125,0.2,0.2,0.2727272727272727,0.2857142857142857,0.25,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628470-201571,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Torrey Craig, D.J. Augustin","Portis, Connaughton, Forbes, Craig, Augustin",1626171-1626192-1627854-1628470-201571,MIL,320.0,3,3.0,11.0,11.0,1.0,6.0,22.0,3.0,,3.0,10.0,,3.0,1.0,,4.0,1.0,1.0,0.375,0.25,99.0,13.454545454545455,15.636363636363637,13.454545454545455,15.545454545454545,0.375,,0.875,0.52809375,0.3381,25.666666666666668,0.09090909090909091,2.0,,2.0,13.0,,,,2.0,13.0,,0.6666666666666666,,0.6666666666666666,0.75,,0.8125,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,5.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,0.6666666666666666,0.6,,4.0,1.0,1.0,,,,,3.0,5.0,1.0,,1.0,,6.0,,3.0,5.0,,12.0,1.0,2.0,1.0,,2.0,1.0,1.0,,1.0,1.0,0.6,,,,,0.5,1.0,1.0,1.0,0.5,0.125,,,,,,1.0,,0.125,0.2,,2.8600000000000003,1.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628470-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Torrey Craig, Jrue Holiday","Portis, Connaughton, Forbes, Craig, Holiday",1626171-1626192-1627854-1628470-201950,MIL,138.0,1,3.0,5.0,5.0,,,10.0,,,2.0,3.0,,,,,,,,0.3333333333333333,,104.34782608695653,14.6,13.0,12.4,12.8,,,0.8333333333333334,0.5368083333333333,,22.85,,,,,6.0,,,,,4.0,,,,,0.5,,0.5,,,,,,,2.0,1.0,3.0,4.0,,,,,1.0,0.75,,3.0,,1.0,,,2.0,,3.0,4.0,,,,,6.0,1.0,3.0,3.0,,6.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,0.75,,0.25,,,0.6666666666666666,1.0,,0.6666666666666666,0.5,0.16666666666666666,,,,,0.3333333333333333,,,,,,4.6,1.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6178,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628978-200782,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, P.J. Tucker","Portis, Connaughton, Forbes, DiVincenzo, Tucker",1626171-1626192-1627854-1628978-200782,MIL,15.0,1,2.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,192.0,11.0,4.0,11.0,4.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628978-201572,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, Brook Lopez","Portis, Connaughton, Forbes, DiVincenzo, Lopez",1626171-1626192-1627854-1628978-201572,MIL,8.0,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7,,,,,,,2.0,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,2.0,,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,0.6,,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628978-201950,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, Jrue Holiday","Portis, Connaughton, Forbes, DiVincenzo, Holiday",1626171-1626192-1627854-1628978-201950,MIL,93.0,2,-3.0,3.0,3.0,1.0,,6.0,1.0,,1.0,5.0,,1.0,,,,,1.0,0.3333333333333333,,92.90322580645162,18.333333333333332,12.666666666666666,18.333333333333332,12.666666666666666,0.3333333333333333,,0.6666666666666666,0.5743833333333334,0.4274,25.9,0.3333333333333333,,,,2.0,,,,,2.0,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,2.0,,,1.0,,2.0,,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,0.5,,,,,,1.0,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,8.8,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
1626171-1626192-1627854-1628978-203114,1610612749,"Bobby Portis, Pat Connaughton, Bryn Forbes, Donte DiVincenzo, Khris Middleton","Portis, Connaughton, Forbes, DiVincenzo, Middleton",1626171-1626192-1627854-1628978-203114,MIL,210.0,5,10.0,7.0,8.0,6.0,6.0,15.0,2.0,1.0,2.0,5.0,1.0,2.0,,,,,6.0,0.25,,102.85714285714286,12.714285714285714,15.125,12.142857142857142,14.375,0.25,0.14285714285714285,0.875,0.5223187499999999,0.5215071428571428,26.3,0.8571428571428571,2.0,1.0,2.0,15.0,1.0,12.0,3.0,2.0,15.0,12.0,1.0,1.0,1.0,0.875,0.7857142857142857,0.9375,0.8571428571428571,1.0,1.0,1.0,1.0,0.8,4.0,1.0,4.0,5.0,,,,,1.0,0.8,1.0,5.0,5.0,1.0,,,,,4.0,6.0,1.0,4.0,6.0,1.0,6.0,,3.0,4.0,,9.0,3.0,,,,1.0,1.0,1.0,,0.75,0.75,0.6666666666666666,0.6666666666666666,,,,0.75,,,0.6666666666666666,0.625,0.125,,,,,,0.7142857142857143,,0.125,0.16666666666666666,,2.6166666666666667,1.0,4.0,,3.0,1.0,1.0,3.0,,1.0,1.0,,,,,1.0,0.5,0.5,0.5,,0.8,0.8,0.75,,,,0.5,,1.0,,1.0,,,,,,1.0,,,0.6751,,4.0,2.0,1.0,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2021,2020-21,True
