EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,LongMidRangeFGA,Corner3FGM,Corner3FGA,FtPoints,Corner3Assists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Travels,FTA,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceCorner3FGA,Offensive Fouls,BlockedLongMidRange,BlockedShortMidRange,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyAtRimAccuracy,SecondChanceFtPoints,PenaltyFtPoints,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallSteals,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Charge Fouls Drawn,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Arc3PctBlocked,OffFTReboundPct,Technical Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,3SecondViolations,BlockedCorner3,Clear Path Fouls,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1628389-1629130-1629134-1629216-1629644,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, KZ Okpala","Adebayo, Robinson, Nunn, Vincent, Okpala",1628389-1629130-1629134-1629216-1629644,MIA,433.0,4,7.0,4.0,13.0,11.0,5.0,2.0,24.0,1.0,1.0,2.0,5.0,3.0,7.0,1.0,1.0,3.0,6.0,3.0,7.0,15.0,11.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,6.0,7.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,12.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.42857142857142855,1.0,0.42857142857142855,0.5,0.5769230769230769,0.75,0.5769230769230769,0.75,0.5384615384615384,1.0,1.0,0.3333333333333333,1.0,1.0,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,1.0,0.14285714285714285,79.81524249422633,14.923076923076923,21.727272727272727,14.0,21.727272727272727,0.07692307692307693,1.0,1.0,1.0,0.38461538461538464,0.4,0.4,0.5,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5,1.0,1.0,0.6153846153846154,0.42857142857142855,0.49505769230769237,0.4759,0.2,6.583333333333333,25.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-1629216-203090,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, Maurice Harkless","Adebayo, Robinson, Nunn, Vincent, Harkless",1628389-1629130-1629134-1629216-203090,MIA,51.0,1,1.0,2.0,2.0,2.0,,1.0,4.0,1.0,1.0,,,,,,,1.0,1.0,,,2.0,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,,2.0,,2.0,,,,,,,1.0,2.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,112.94117647058823,4.0,21.5,2.5,21.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,0.6266,,,1.9,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-1629216-203482,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, Kelly Olynyk","Adebayo, Robinson, Nunn, Vincent, Olynyk",1628389-1629130-1629134-1629216-203482,MIA,358.0,2,6.0,6.0,13.0,12.0,,,25.0,1.0,2.0,,,3.0,4.0,,,1.0,3.0,4.0,6.0,17.0,11.0,,,,,2.0,,9.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,,11.0,,1.0,,,1.0,,1.0,,1.0,2.0,,2.0,,2.0,17.0,,1.0,1.0,0.75,0.6666666666666666,,0.6666666666666666,0.3333333333333333,0.7777777777777778,,0.7727272727272727,,0.6666666666666666,,,,1.0,0.5,,,,,1.0,,,100.55865921787709,12.23076923076923,16.583333333333332,12.23076923076923,16.333333333333332,0.2222222222222222,0.5,0.5,1.0,,,,,0.4444444444444444,0.75,0.75,0.6666666666666666,,,,0.8888888888888888,0.75,0.5372055555555556,,,8.433333333333334,24.866666666666664,,,,,,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,0.5,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,0.18181818181818182,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-1629216-2738,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, Andre Iguodala","Adebayo, Robinson, Nunn, Vincent, Iguodala",1628389-1629130-1629134-1629216-2738,MIA,1582.0,10,26.0,-9.0,48.0,49.0,8.0,6.0,97.0,8.0,14.0,4.0,10.0,7.0,18.0,,4.0,12.0,25.0,9.0,25.0,55.0,64.0,6.0,,4.0,4.0,16.0,8.0,27.0,,18.0,7.0,8.0,9.0,17.0,7.0,4.0,4.0,43.0,4.0,7.0,5.0,1.0,13.0,9.0,22.0,,3.0,9.0,2.0,8.0,,11.0,51.0,1.0,0.6666666666666666,0.8,1.0,0.36,,0.36,0.48,0.51,0.2,0.5288461538461539,0.2,0.5,1.0,0.625,0.4,0.6363636363636364,0.631578947368421,0.36,0.5,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.75,,88.29329962073325,19.25,13.428571428571429,17.875,12.693877551020408,0.28,0.5714285714285714,0.6153846153846154,0.5,0.2,0.4,0.4444444444444444,1.0,0.36,0.3888888888888889,0.3888888888888889,1.0,0.4,,,0.78,0.3888888888888889,0.522143,0.5410999999999999,0.07272727272727272,5.5120000000000005,25.436,1.0,1.0,1.0,,,1.0,2.0,7.0,4.0,2.0,2.0,2.0,6.0,4.0,,7.0,5.0,0.6666666666666666,0.02,0.14,0.2857142857142857,0.2857142857142857,1.0,0.09615384615384616,0.18518518518518517,5.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,0.5,0.3333333333333333,0.3,0.3,0.08,0.07142857142857142,0.1,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.25,1.0,0.5,0.4,0.4,0.4,0.5,0.5778800000000001,0.05454545454545454,0.10416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-1629216-2772,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Gabe Vincent, Trevor Ariza","Adebayo, Robinson, Nunn, Vincent, Ariza",1628389-1629130-1629134-1629216-2772,MIA,763.0,1,13.0,-1.0,26.0,26.0,,4.0,52.0,2.0,4.0,1.0,4.0,5.0,9.0,,,7.0,13.0,6.0,14.0,33.0,34.0,3.0,,1.0,2.0,4.0,10.0,12.0,6.0,9.0,5.0,2.0,4.0,6.0,3.0,2.0,,16.0,2.0,5.0,3.0,,8.0,4.0,12.0,,2.0,3.0,,2.0,,2.0,31.0,,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.42857142857142855,,0.42857142857142855,0.5384615384615384,0.5925925925925926,0.25,0.6111111111111112,0.25,0.5185185185185185,,1.0,0.3333333333333333,0.8333333333333334,0.8888888888888888,0.2857142857142857,0.3333333333333333,,1.0,0.75,1.0,,98.1389252948886,16.26923076923077,13.076923076923077,15.384615384615385,12.846153846153847,0.14814814814814814,0.5,0.6666666666666666,1.0,0.14814814814814814,0.25,0.5,,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.6,,,,0.6666666666666666,0.5555555555555556,0.4969574074074074,0.3713666666666667,0.06060606060606061,10.707692307692307,25.771428571428572,3.0,,3.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.3333333333333333,0.18518518518518517,0.18518518518518517,0.2,0.2,1.0,0.037037037037037035,0.07692307692307693,,,1.0,,,,1.0,,,,,,3.0,2.0,1.0,,,,,,1.0,1.0,,,,0.3333333333333333,,,0.23076923076923078,0.25,0.5,0.25,0.5,0.5,,1.0,0.25,,,,,,,,4.0,1.0,1.0,1.0,2.0,0.8,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-1629622-1629639,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, Tyler Herro","Adebayo, Robinson, Nunn, Strus, Herro",1628389-1629130-1629134-1629622-1629639,MIA,13.0,1,,-3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-1629622-1629644,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, KZ Okpala","Adebayo, Robinson, Nunn, Strus, Okpala",1628389-1629130-1629134-1629622-1629644,MIA,164.0,2,3.0,8.0,7.0,6.0,2.0,,13.0,3.0,3.0,1.0,1.0,,,,,4.0,5.0,,,8.0,,,,,,6.0,2.0,,,,,3.0,,3.0,,3.0,,6.0,,1.0,4.0,,5.0,,5.0,,1.0,2.0,,1.0,,,8.0,,0.75,0.75,,,,,0.8,0.8,,0.8,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,114.14634146341463,11.571428571428571,13.833333333333334,11.571428571428571,13.833333333333334,0.6,1.0,1.0,1.0,0.2,1.0,1.0,,,,,,,,,0.6,,0.57252,,,6.0600000000000005,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,0.5,0.2,,,,,,,3.0,,,2.0,,,,3.0,,,6.0,,,,,1.0,,,,,,,6.0,3.0,,,1.0,1.0,,,,,,,,,,,0.6666666666666666,,,0.5729333333333334,0.75,0.42857142857142855,,,,,,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-1629622-1630173,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, Precious Achiuwa","Adebayo, Robinson, Nunn, Strus, Achiuwa",1628389-1629130-1629134-1629622-1630173,MIA,270.0,1,4.0,-3.0,8.0,9.0,4.0,2.0,17.0,2.0,2.0,1.0,2.0,,3.0,,,3.0,5.0,,3.0,8.0,11.0,2.0,,,3.0,4.0,2.0,,,3.0,,2.0,,2.0,,1.0,1.0,4.0,,3.0,1.0,,4.0,2.0,6.0,,1.0,2.0,1.0,4.0,,3.0,5.0,,0.6666666666666666,1.0,,,,,0.6,0.375,0.5,0.5,0.75,0.375,,1.0,,1.0,1.0,0.4,,,1.0,1.0,,,90.66666666666667,18.125,13.88888888888889,15.75,13.88888888888889,0.25,1.0,1.0,0.5,0.25,0.5,0.5,1.0,0.375,,,,,,,0.625,,0.47815,0.3994,0.375,7.42,27.233333333333334,,,,,,1.0,,,2.0,,1.0,1.0,1.0,,1.0,2.0,2.0,0.5,0.125,,,,,0.25,0.4,3.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,3.0,2.0,,2.0,,1.0,,1.0,,1.0,,2.0,3.0,3.0,,0.5,0.3333333333333333,0.5,,,,0.6666666666666666,,0.6666666666666666,,,0.5,1.0,0.3333333333333333,0.6666666666666666,,0.49405000000000004,0.375,0.375,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-1629622-202710,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, Jimmy Butler","Adebayo, Robinson, Nunn, Strus, Butler",1628389-1629130-1629134-1629622-202710,MIA,60.0,1,1.0,4.0,3.0,2.0,,1.0,5.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,4.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,2.0,4.0,,,,,,,,1.0,0.5,,0.6666666666666666,,0.5,,,,,,1.0,,,,,,,120.0,12.0,12.0,11.666666666666666,12.0,,,,,0.5,1.0,1.0,,0.5,,,,,,,0.5,,0.460025,,,6.8,25.6,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
1628389-1629130-1629134-1629622-203482,1610612748,"Bam Adebayo, Duncan Robinson, Kendrick Nunn, Max Strus, Kelly Olynyk","Adebayo, Robinson, Nunn, Strus, Olynyk",1628389-1629130-1629134-1629622-203482,MIA,236.0,2,4.0,6.0,8.0,8.0,7.0,2.0,16.0,1.0,2.0,1.0,3.0,2.0,3.0,,,2.0,5.0,3.0,5.0,13.0,7.0,2.0,,,,,4.0,9.0,,3.0,2.0,,3.0,3.0,2.0,,,9.0,1.0,1.0,2.0,,3.0,2.0,5.0,,,,,,,2.0,13.0,,,,1.0,0.6,,0.6,0.4,0.65,,0.65,,0.5,,1.0,0.3333333333333333,1.0,1.0,0.4,0.5,,,1.0,,,97.6271186440678,14.75,14.75,14.0,14.75,0.2,0.5,0.5,,0.3,0.3333333333333333,0.3333333333333333,,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,0.7,0.6666666666666666,0.5577,0.4674,,5.64,25.3,,,,,,,1.0,2.0,,1.0,2.0,2.0,,,,,,,,0.2,0.5,0.5,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,True
