EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,Offensive Fouls Drawn,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,LongMidRangeAssists,LostBallSteals,SecondChanceTsPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,SecondChanceAtRimFGA,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,BlockedLongMidRange,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,PenaltyOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,SelfOReb,Travels,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceFG2M,PtsPutbacks,Fg3aBlocked,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,SecondChanceFg2Pct,FG3APctBlocked,Corner3PctBlocked,FTDefRebounds,DefFTReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,Fg2aBlocked,PenaltyFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,Arc3PctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,Charge Fouls,3pt And 1 Free Throw Trips,HeaveAttempts,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1626178-1626181-1629014-203081-203496,1610612757,"Rondae Hollis-Jefferson, Norman Powell, Anfernee Simons, Damian Lillard, Robert Covington","Hollis-Jefferson, Powell, Simons, Lillard, Covington",1626178-1626181-1629014-203081-203496,POR,8.0,2,-3.0,1.0,1.0,1.0,3.0,2.0,180.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
1626178-1626181-1629014-203468-2546,1610612757,"Rondae Hollis-Jefferson, Norman Powell, Anfernee Simons, CJ McCollum, Carmelo Anthony","Hollis-Jefferson, Powell, Simons, McCollum, Anthony",1626178-1626181-1629014-203468-2546,POR,276.0,2,-2.0,8.0,,16.0,11.0,2.0,83.47826086956522,18.625,17.125,5.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,9.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,3.0,4.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,0.4375,0.5,0.375,0.75,0.5,0.5,0.6666666666666666,0.2,0.5,1.0,0.5,0.5,1.0,15.875,15.375,0.25,1.0,1.0,1.0,0.25,0.125,0.125,1.0,1.0,1.0,0.25,0.625,0.52323125,0.1111111111111111,0.16666666666666666,8.24,25.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
1626178-1626181-203081-203468-203496,1610612757,"Rondae Hollis-Jefferson, Norman Powell, Damian Lillard, CJ McCollum, Robert Covington","Hollis-Jefferson, Powell, Lillard, McCollum, Covington",1626178-1626181-203081-203468-203496,POR,17.0,2,-3.0,3.0,3.0,3.0,3.0,2.0,254.11764705882354,5.666666666666667,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
1626178-1629014-203081-203496-2546,1610612757,"Rondae Hollis-Jefferson, Anfernee Simons, Damian Lillard, Robert Covington, Carmelo Anthony","Hollis-Jefferson, Simons, Lillard, Covington, Anthony",1626178-1629014-203081-203496-2546,POR,153.0,1,3.0,5.0,,11.0,2.0,2.0,103.52941176470588,17.0,17.0,3.0,6.0,,1.0,1.0,,2.0,,,1.0,1.0,3.0,1.0,1.0,,5.0,,2.0,3.0,1.0,1.0,1.0,2.0,,1.0,5.0,,3.0,,3.0,,3.0,1.0,1.0,,,,,,,5.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.625,0.25,,1.0,,1.0,,,,,1.0,,11.333333333333334,11.333333333333334,0.25,1.0,1.0,1.0,,0.5,,,,,0.25,0.5,0.5056875,,,14.733333333333334,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
1626178-1629014-203468-203496-2546,1610612757,"Rondae Hollis-Jefferson, Anfernee Simons, CJ McCollum, Robert Covington, Carmelo Anthony","Hollis-Jefferson, Simons, McCollum, Covington, Anthony",1626178-1629014-203468-203496-2546,POR,656.0,3,-14.0,19.0,,37.0,29.0,2.0,81.21951219512195,17.842105263157894,17.473684210526315,11.0,18.0,2.0,,,3.0,5.0,1.0,5.0,4.0,4.0,8.0,1.0,9.0,4.0,15.0,,2.0,3.0,4.0,1.0,1.0,2.0,1.0,,5.0,2.0,3.0,2.0,5.0,2.0,7.0,,3.0,4.0,2.0,,,,,11.0,0.25,0.25,1.0,0.1111111111111111,0.1111111111111111,0.5,0.3235294117647059,0.39473684210526316,0.5294117647058824,0.5,0.75,0.25,0.625,0.16666666666666666,0.25,,1.0,0.75,,17.61111111111111,17.555555555555557,,,,,0.17647058823529413,0.29411764705882354,0.29411764705882354,0.2,0.2,1.0,0.23529411764705882,0.5294117647058824,0.4998382352941176,0.10526315789473684,0.2,13.5875,24.38888888888889,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,2.0,2.0,4.0,4.0,6.0,1.0,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,0.4,0.4,0.5,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
1626178-203081-203468-203496-2546,1610612757,"Rondae Hollis-Jefferson, Damian Lillard, CJ McCollum, Robert Covington, Carmelo Anthony","Hollis-Jefferson, Lillard, McCollum, Covington, Anthony",1626178-203081-203468-203496-2546,POR,602.0,7,-4.0,17.0,,34.0,18.0,2.0,81.32890365448505,17.352941176470587,16.0,10.0,17.0,2.0,,2.0,2.0,5.0,1.0,2.0,4.0,3.0,9.0,1.0,6.0,5.0,14.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,,5.0,1.0,7.0,2.0,9.0,3.0,12.0,1.0,4.0,5.0,3.0,2.0,,2.0,2.0,14.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3,0.4117647058823529,0.4,0.6666666666666666,0.875,0.2,0.8181818181818182,0.2727272727272727,,,0.5,0.875,1.0,18.058823529411764,17.529411764705884,0.13333333333333333,,,,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.5,0.5,1.0,0.26666666666666666,0.5333333333333333,0.5033766666666666,0.17647058823529413,0.2727272727272727,12.866666666666667,25.333333333333332,,,,,,,1.0,,3.0,0.3333333333333333,,,,,1.0,2.0,,,4.0,1.0,,,1.0,0.5,0.5,0.4,0.4,0.5,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.5,0.63355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
1626181-1629014-202683-203081-2546,1610612757,"Norman Powell, Anfernee Simons, Enes Kanter, Damian Lillard, Carmelo Anthony","Powell, Simons, Kanter, Lillard, Anthony",1626181-1629014-202683-203081-2546,POR,204.0,1,3.0,7.0,7.0,14.0,8.0,2.0,98.82352941176471,13.285714285714286,13.285714285714286,3.0,7.0,1.0,,,,1.0,,,5.0,,1.0,3.0,5.0,2.0,11.0,,,6.0,5.0,,2.0,2.0,,,6.0,,2.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,,1.0,,1.0,,8.0,,,0.6666666666666666,0.6,0.6,,0.75,0.7857142857142857,0.8333333333333334,0.3333333333333333,1.0,,0.6,0.3333333333333333,,,,1.0,,15.857142857142858,15.571428571428571,,,,,,0.16666666666666666,,,,,0.8333333333333334,0.8333333333333334,0.50645,,,15.4,27.8,,3.0,3.0,2.0,,,,,1.0,,0.6,0.6,0.6666666666666666,0.6,,,,3.0,,,,1.5,,,,,,,0.2727272727272727,,1.0,,1.0,,,,,1.0,,1.0,,1.0,0.5,,0.58485,7.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,5.0,2.0,11.0,3.0,1.0,1.0,1.0,1.0,11.0,7.0,1.0,1.0,0.6,1.5,0.75,0.7857142857142857,1.0,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,0.6,0.50645,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
1626181-1629014-202683-203468-2546,1610612757,"Norman Powell, Anfernee Simons, Enes Kanter, CJ McCollum, Carmelo Anthony","Powell, Simons, Kanter, McCollum, Anthony",1626181-1629014-202683-203468-2546,POR,608.0,2,-16.0,19.0,,38.0,33.0,3.0,90.0,12.894736842105264,12.105263157894736,10.0,19.0,4.0,,1.0,2.0,2.0,1.0,3.0,8.0,2.0,5.0,3.0,11.0,4.0,17.0,1.0,,9.0,8.0,,3.0,3.0,1.0,,9.0,3.0,1.0,2.0,3.0,4.0,7.0,1.0,6.0,4.0,2.0,,,,,15.0,,,1.0,0.2727272727272727,0.2727272727272727,0.4,0.40625,0.4722222222222222,0.6875,0.5,0.5,0.375,0.5,0.36363636363636365,0.5,,0.5,0.5,,19.105263157894736,18.263157894736842,0.0625,,,,0.125,0.125,0.1875,0.3333333333333333,0.5,1.0,0.5,0.75,0.51545625,0.1111111111111111,0.2857142857142857,10.9,24.79090909090909,,2.0,2.0,2.0,1.0,,2.0,1.0,5.0,0.4,0.25,0.25,1.0,0.25,2.0,,,2.0,4.0,,1.0,0.5,,1.0,1.0,,,,0.11764705882352941,,1.0,,3.0,1.0,,,,,,0.3333333333333333,1.0,,0.5,,0.521175,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.09090909090909091,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
1626181-1629014-203081-203468-2546,1610612757,"Norman Powell, Anfernee Simons, Damian Lillard, CJ McCollum, Carmelo Anthony","Powell, Simons, Lillard, McCollum, Anthony",1626181-1629014-203081-203468-2546,POR,33.0,2,-2.0,2.0,2.0,5.0,2.0,1.0,218.18181818181816,2.0,2.0,1.0,3.0,,,,1.0,1.0,,,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,9.666666666666666,9.666666666666666,,,,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,0.28626666666666667,,,13.5,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.2784,,0.3333333333333333,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
1626181-1629014-203081-203496-203994,1610612757,"Norman Powell, Anfernee Simons, Damian Lillard, Robert Covington, Jusuf Nurkic","Powell, Simons, Lillard, Covington, Nurkic",1626181-1629014-203081-203496-203994,POR,443.0,2,-1.0,14.0,7.0,28.0,21.0,3.0,91.0158013544018,15.285714285714286,14.428571428571429,7.0,14.0,,3.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,7.0,4.0,6.0,,20.0,,4.0,9.0,4.0,2.0,3.0,5.0,2.0,2.0,13.0,,2.0,2.0,5.0,,5.0,3.0,1.0,,,1.0,,1.0,,20.0,0.5,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.7692307692307693,0.7692307692307693,0.46153846153846156,0.4,0.6666666666666666,,0.5,,,0.3333333333333333,1.0,0.6666666666666666,,16.357142857142858,16.357142857142858,0.23076923076923078,1.0,1.0,0.6666666666666666,0.23076923076923078,0.07692307692307693,0.15384615384615385,1.0,1.0,1.0,0.3076923076923077,0.6923076923076923,0.5123884615384615,,,6.2,26.616666666666664,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,,,4.0,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,1.0,2.0,,,1.0,1.0,2.0,,5.0,3.0,,,1.0,,5.0,4.0,,,0.5,,0.8333333333333334,0.8333333333333334,,,,,,0.6666666666666666,0.5,0.42778333333333335,0.25,0.2857142857142857,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2021,2020-21,False
