EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,TotalPoss,OpponentPoints,Defensive 3 Seconds Violations,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Minutes,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,SecondChanceFtPoints,SelfOReb,FTA,TwoPtShootingFoulsDrawn,OffArc3ReboundPct,SelfORebPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DeadBallTurnovers,Turnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyFtPoints,FTDefRebounds,Steals,BadPassSteals,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,Travels,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,HeaveAttempts,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1626195-1627742-1628366-1628404-1629627,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Zion Williamson","Hernangomez, Ingram, Ball, Hart, Williamson",1626195-1627742-1628366-1628404-1629627,NOP,13.0,1,-1.0,1.0,1.0,1.0,1.0,110.76923076923076,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-1629638,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Nickeil Alexander-Walker","Hernangomez, Ingram, Ball, Hart, Alexander-Walker",1626195-1627742-1628366-1628404-1629638,NOP,436.0,4,1.0,14.0,29.0,18.0,,95.77981651376147,14.928571428571429,13.428571428571429,7.0,15.0,3.0,4.0,3.0,4.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,5.0,9.0,3.0,8.0,19.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,6.0,4.0,9.0,2.0,6.0,3.0,2.0,3.0,3.0,6.0,3.0,2.0,1.0,15.0,1.0,2.0,5.0,2.0,7.0,3.0,10.0,5.0,5.0,2.0,17.0,5.0,3.0,0.6,0.75,1.0,0.375,0.5,0.375,0.5555555555555556,0.5,0.5,0.5588235294117647,0.3333333333333333,0.625,0.5588235294117647,0.3333333333333333,0.625,0.47058823529411764,0.2222222222222222,0.14285714285714285,0.5,0.6666666666666666,0.5,0.8333333333333334,0.2,0.7777777777777778,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,0.8,1.0,15.133333333333333,13.933333333333334,0.4117647058823529,0.5714285714285714,0.6666666666666666,0.5,0.11764705882352941,0.5,1.0,1.0,0.11764705882352941,0.35294117647058826,0.5,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,0.25,0.25,1.0,0.8823529411764706,0.5,0.5822382352941177,0.613925,0.70545,0.10526315789473684,0.2631578947368421,2.6555555555555554,25.5125,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-1629740,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Nicolo Melli","Hernangomez, Ingram, Ball, Hart, Melli",1626195-1627742-1628366-1628404-1629740,NOP,140.0,1,-1.0,4.0,8.0,5.0,,82.28571428571428,20.0,19.75,2.0,4.0,,,1.0,,,,,,,,2.0,,,,1.0,,,,,2.0,,1.0,4.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,2.0,1.0,3.0,,,4.0,2.0,,,,,,,,,,,,,,,0.4,1.0,,0.3333333333333333,,,,1.0,,,1.0,1.0,0.3333333333333333,,,,1.0,1.0,,,15.0,15.0,,,,,0.6666666666666666,,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,0.4572333333333333,,,0.5,,11.75,26.3,,4.0,2.0,1.0,4.0,2.0,1.0,0.3333333333333333,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-1630184,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Kira Lewis Jr.","Hernangomez, Ingram, Ball, Hart, Lewis Jr.",1626195-1627742-1628366-1628404-1630184,NOP,224.0,6,-7.0,6.0,14.0,12.0,,90.0,14.666666666666666,14.666666666666666,4.0,8.0,,,,,1.0,,,,,,,,,1.0,3.0,,,,,1.0,1.0,3.0,5.0,,,,,,,,,,,,3.0,,3.0,1.0,,,1.0,1.0,1.0,,,3.0,,,1.0,1.0,2.0,,2.0,4.0,4.0,1.0,5.0,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,0.375,,,0.5,,,0.75,,,,0.5,,1.0,,0.6666666666666666,,,,,,0.5,,1.0,17.0,16.75,0.25,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,0.3333333333333333,0.5077375,,,,,3.4,26.099999999999998,,2.0,,,2.0,1.0,,,0.2,0.5,1.0,1.0,2.0,2.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-200755,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, JJ Redick","Hernangomez, Ingram, Ball, Hart, Redick",1626195-1627742-1628366-1628404-200755,NOP,1359.0,11,-5.0,42.0,85.0,56.0,,90.06622516556293,15.833333333333334,14.714285714285714,23.0,43.0,,2.0,7.0,6.0,13.0,1.0,5.0,,,2.0,6.0,2.0,,5.0,10.0,1.0,,,13.0,29.0,6.0,12.0,51.0,3.0,7.0,2.0,9.0,,,,,,16.0,10.0,15.0,,10.0,5.0,4.0,8.0,5.0,13.0,4.0,4.0,,31.0,1.0,6.0,10.0,6.0,16.0,7.0,23.0,3.0,6.0,8.0,42.0,,,0.6153846153846154,0.6153846153846154,0.8333333333333334,0.5,,0.5,0.4482758620689655,0.42857142857142855,,0.5365853658536586,0.5,,0.5795454545454546,0.5,,0.2926829268292683,0.13793103448275862,0.3076923076923077,,0.8571428571428571,0.375,0.8333333333333334,0.16666666666666666,0.8421052631578947,0.3181818181818182,0.42857142857142855,0.5,,1.0,0.6666666666666666,0.8,1.0,16.13953488372093,15.581395348837209,0.3170731707317073,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.14634146341463414,0.3333333333333333,0.3333333333333333,,0.04878048780487805,0.24390243902439024,0.5,0.5555555555555556,0.8,0.5555555555555556,0.2,0.1111111111111111,,,,,,0.6097560975609756,0.5,0.5096841463414634,0.55521875,,0.17647058823529413,,8.348275862068967,25.691666666666663,,7.0,,3.0,7.0,4.0,0.2,0.17647058823529413,0.09090909090909091,0.125,1.0,5.0,,,1.0,,,5.0,10.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.08333333333333333,0.1,0.8,0.2,1.0,0.24390243902439024,0.5,0.5,0.8,0.5,0.5,1.0,1.0,0.1111111111111111,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1628404-202339,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Eric Bledsoe","Hernangomez, Ingram, Ball, Hart, Bledsoe",1626195-1627742-1628366-1628404-202339,NOP,1858.0,12,-11.0,61.0,120.0,86.0,,93.00322927879441,14.442622950819672,14.245901639344263,31.0,59.0,15.0,8.0,8.0,11.0,18.0,3.0,4.0,1.0,4.0,4.0,11.0,6.0,,9.0,16.0,1.0,3.0,5.0,17.0,34.0,11.0,22.0,75.0,4.0,5.0,2.0,14.0,4.0,8.0,3.0,5.0,21.0,16.0,18.0,24.0,6.0,16.0,9.0,3.0,8.0,8.0,16.0,6.0,5.0,2.0,40.0,3.0,6.0,8.0,8.0,19.0,9.0,28.0,7.0,13.0,12.0,61.0,21.0,15.0,0.47058823529411764,0.5714285714285714,0.7272727272727273,0.5,0.6,0.5,0.5,0.8,0.5,0.5982142857142857,0.7857142857142857,0.6538461538461539,0.625,0.7777777777777778,0.7,0.39285714285714285,0.08823529411764706,0.1111111111111111,0.09090909090909091,0.8,0.35294117647058826,0.6153846153846154,0.3,0.6956521739130435,0.3333333333333333,0.5714285714285714,0.2857142857142857,0.3333333333333333,0.6,1.0,0.6363636363636364,0.5,16.559322033898304,15.779661016949152,0.32142857142857145,0.6111111111111112,0.6875,0.45454545454545453,0.19642857142857142,0.36363636363636365,0.4,0.5,0.10714285714285714,0.2857142857142857,0.5625,0.6,0.6666666666666666,0.5714285714285714,0.75,0.14285714285714285,0.3076923076923077,0.25,,0.38461538461538464,0.6,0.7142857142857143,0.5625,0.5373098214285714,0.6712416666666666,0.5264307692307693,0.18666666666666668,0.28,6.108823529411765,25.127272727272725,0.2459016393442623,8.0,3.0,,11.0,5.0,0.2857142857142857,,0.08620689655172414,0.1388888888888889,10.0,11.0,1.0,,1.0,,,2.0,5.0,2.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,3.0,1.0,,2.0,3.0,,,0.5,0.045454545454545456,0.0625,0.09090909090909091,,1.0,0.08928571428571429,0.4,0.4,0.5,0.3333333333333333,0.3333333333333333,1.0,,0.14285714285714285,1.0,,4.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1629117-1630230,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Wenyen Gabriel, Naji Marshall","Hernangomez, Ingram, Ball, Gabriel, Marshall",1626195-1627742-1628366-1629117-1630230,NOP,165.0,1,1.0,5.0,9.0,4.0,,78.54545454545455,19.4,18.2,3.0,4.0,5.0,2.0,1.0,1.0,2.0,,,1.0,2.0,,,,,1.0,2.0,,1.0,2.0,1.0,3.0,1.0,2.0,5.0,,1.0,,,1.0,3.0,1.0,2.0,5.0,2.0,,3.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,,5.0,5.0,5.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.5,,0.5,0.5,,0.5,0.4,0.3333333333333333,0.5,,,0.5,1.0,,1.0,0.3333333333333333,1.0,,,,,,1.0,17.0,17.0,0.4,0.5,1.0,1.0,,,,,,0.4,0.5,0.5,1.0,,,,0.4,0.5,,0.4,0.5,0.8,0.5,0.50963,0.3951,0.50963,,1.0,6.433333333333334,27.4,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1629117-202339,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Wenyen Gabriel, Eric Bledsoe","Hernangomez, Ingram, Ball, Gabriel, Bledsoe",1626195-1627742-1628366-1629117-202339,NOP,750.0,4,-16.0,27.0,57.0,36.0,,109.44,13.555555555555555,13.222222222222221,12.0,30.0,11.0,9.0,3.0,6.0,11.0,,2.0,2.0,4.0,1.0,4.0,1.0,1.0,,5.0,,,3.0,9.0,17.0,,6.0,20.0,,3.0,,,2.0,5.0,,4.0,5.0,12.0,6.0,,,5.0,,3.0,6.0,,6.0,,4.0,1.0,12.0,1.0,2.0,3.0,6.0,10.0,3.0,13.0,4.0,4.0,4.0,20.0,5.0,11.0,0.6666666666666666,0.6666666666666666,,,,,0.5294117647058824,,0.4,0.391304347826087,,0.2222222222222222,0.4,,0.25,0.2608695652173913,0.17647058823529413,0.2727272727272727,,0.6666666666666666,0.25,0.75,0.16666666666666666,0.6923076923076923,0.21428571428571427,0.4,,,0.6666666666666666,0.5,1.0,,12.8,11.7,0.4782608695652174,0.5454545454545454,0.75,0.6666666666666666,0.17391304347826086,0.25,0.25,1.0,0.043478260869565216,0.21739130434782608,,,,0.6666666666666666,,,0.4444444444444444,0.5,0.1111111111111111,0.3333333333333333,,0.7391304347826086,,0.5453913043478261,0.6023,0.5614111111111111,,0.25,4.823529411764706,24.96666666666667,0.4074074074074074,2.0,,,4.0,1.0,0.2,,0.041666666666666664,0.05555555555555555,2.0,5.0,2.0,1.0,2.0,1.0,0.5,2.0,2.0,,,,,,,,1.0,3.0,1.0,3.0,,,,,,,,,0.6,,1.0,0.08695652173913043,1.0,1.0,0.5,,,,,,,,1.0,1.0,5.0,5.0,,2.0,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1629627-1629638,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Zion Williamson, Nickeil Alexander-Walker","Hernangomez, Ingram, Ball, Williamson, Alexander-Walker",1626195-1627742-1628366-1629627-1629638,NOP,261.0,3,2.0,9.0,18.0,8.0,,99.31034482758622,15.333333333333334,14.666666666666666,4.0,9.0,2.0,8.0,2.0,1.0,3.0,,,1.0,2.0,,,3.0,,,3.0,1.0,,,1.0,4.0,2.0,6.0,10.0,,,2.0,3.0,1.0,2.0,,,2.0,2.0,,6.0,,3.0,,1.0,1.0,2.0,3.0,,1.0,,8.0,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,3.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.25,,0.5,0.4,0.75,0.5,0.45454545454545453,0.75,0.5,0.6,0.25,0.3333333333333333,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,,1.0,,,1.0,,13.666666666666666,13.666666666666666,0.3,0.3333333333333333,0.5,1.0,,,,,0.3,0.3,,,,,,0.5,1.0,0.5,,,,0.9,,0.531575,0.552,0.6848,0.3,0.2,6.125,25.883333333333336,0.2222222222222222,2.0,,1.0,2.0,1.0,,0.2,0.09090909090909091,0.2,1.0,1.0,,,,,,,1.0,2.0,1.0,,1.0,,,2.0,,,,,,,,,,0.5,,,,,,0.1,,,,0.6666666666666666,0.6666666666666666,1.0,,0.5,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
1626195-1627742-1628366-1629627-1630184,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Zion Williamson, Kira Lewis Jr.","Hernangomez, Ingram, Ball, Williamson, Lewis Jr.",1626195-1627742-1628366-1629627-1630184,NOP,252.0,4,2.0,10.0,19.0,11.0,,108.57142857142857,11.8,11.8,4.0,9.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,,,1.0,4.0,,,,5.0,7.0,1.0,4.0,13.0,1.0,1.0,,2.0,2.0,3.0,,,4.0,6.0,4.0,3.0,2.0,4.0,1.0,,3.0,1.0,4.0,1.0,1.0,2.0,9.0,,1.0,3.0,2.0,5.0,1.0,6.0,,,1.0,11.0,4.0,2.0,0.6,0.75,1.0,0.25,,0.25,0.7142857142857143,1.0,0.6666666666666666,0.5909090909090909,1.0,0.6666666666666666,0.5909090909090909,1.0,0.6666666666666666,0.36363636363636365,,,,1.0,0.5,1.0,,1.0,0.2,,1.0,,,1.0,1.0,1.0,14.88888888888889,14.88888888888889,0.18181818181818182,1.0,1.0,0.5,0.36363636363636365,0.75,0.75,0.6666666666666666,,0.36363636363636365,0.25,0.25,1.0,1.0,1.0,,0.6666666666666666,1.0,,,,0.5454545454545454,0.25,0.5305136363636364,0.7737,0.6293,0.15384615384615385,0.3076923076923077,6.271428571428571,26.0,0.2,,,1.0,1.0,1.0,,0.2,0.09090909090909091,0.14285714285714285,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,False
