EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,BlockedAtRim,Defensive 3 Seconds Violations,LiveBallTurnoverPct,OffArc3ReboundPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,FTOffRebounds,SelfOReb,ShootingFouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,PenaltyFtPoints,FTDefRebounds,PenaltyTurnovers,DefFTReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,PenaltyCorner3FGA,ThreePtShootingFoulsDrawn,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Clear Path Fouls,LostBallTurnovers,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,Arc3PctBlocked,NonShootingFoulsDrawn,StepOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,Blocked3s,BlockedArc3,OffensiveGoaltends,SecondChanceCorner3FGM,BlockedLongMidRange,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
1626156-1626157-1627736-1627774-1629006,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Jake Layman, Josh Okogie","Russell, Towns, Beasley, Layman, Okogie",1626156-1626157-1627736-1627774-1629006,MIN,878.0,2,15.0,17.0,29.0,30.0,1.0,1.0,59.0,5.0,8.0,1.0,6.0,10.0,1.0,2.0,1.0,3.0,2.0,4.0,12.0,20.0,3.0,7.0,2.0,35.0,18.0,1.0,2.0,14.0,10.0,9.0,4.0,2.0,5.0,7.0,3.0,10.0,2.0,1.0,4.0,3.0,23.0,1.0,1.0,8.0,8.0,16.0,2.0,18.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,35.0,1.0,0.5833333333333334,0.5833333333333334,1.0,0.42857142857142855,0.42857142857142855,0.6,0.6111111111111112,0.625,0.25925925925925924,0.25,0.375,0.2,0.8,0.14285714285714285,0.8,0.25,0.8,0.18181818181818182,0.3333333333333333,0.5,1.0,0.7142857142857143,1.0,0.7142857142857143,1.0,96.76537585421413,1.0,14.310344827586206,15.433333333333334,13.89655172413793,14.9,0.2962962962962963,0.625,1.0,0.8,0.37037037037037035,0.6,0.75,0.5,0.07407407407407407,0.5,0.5,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.14814814814814814,0.5,0.5,1.0,0.5,0.5555555555555556,0.5,0.48445,0.3717,0.3716,0.07142857142857142,0.09523809523809523,7.234999999999999,23.942857142857143,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
1626156-1626157-1627736-1627774-1629633,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Jake Layman, Jarrett Culver","Russell, Towns, Beasley, Layman, Culver",1626156-1626157-1627736-1627774-1629633,MIN,64.0,1,1.0,-1.0,3.0,2.0,,1.0,5.0,,,,,,,,,,,1.0,,,,1.0,2.0,2.0,3.0,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,1.0,2.0,,,,1.0,,,2.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,0.5,1.0,,,,0.3333333333333333,,,1.0,0.3333333333333333,1.0,,,,,1.0,,,112.5,,8.666666666666666,19.0,8.333333333333334,15.5,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.5508,,,0.5,1.0,,26.1,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
1626156-1626157-1627736-1627823-1629006,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Juancho Hernangomez, Josh Okogie","Russell, Towns, Beasley, Hernangomez, Okogie",1626156-1626157-1627736-1627823-1629006,MIN,1008.0,2,17.0,-5.0,36.0,35.0,5.0,8.0,71.0,9.0,17.0,5.0,6.0,15.0,,1.0,,1.0,3.0,10.0,15.0,33.0,3.0,11.0,,39.0,44.0,11.0,7.0,14.0,16.0,6.0,10.0,3.0,4.0,7.0,2.0,9.0,2.0,,3.0,4.0,20.0,2.0,9.0,5.0,6.0,11.0,12.0,23.0,3.0,2.0,1.0,,2.0,4.0,7.0,,2.0,4.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,27.0,5.0,0.4666666666666667,0.6363636363636364,0.6666666666666666,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.4431818181818182,0.4431818181818182,0.25,0.12121212121212122,0.11764705882352941,0.13333333333333333,1.0,0.5,0.8333333333333334,0.25,0.9166666666666666,0.4230769230769231,0.625,,1.0,,1.0,1.0,0.6666666666666666,101.42857142857143,1.0,15.38888888888889,12.971428571428572,14.38888888888889,12.8,0.38636363636363635,0.5294117647058824,0.6,0.3333333333333333,0.3409090909090909,0.4,0.46153846153846156,0.6666666666666666,0.022727272727272728,,,0.022727272727272728,,,,0.22727272727272727,0.3,0.3,0.6666666666666666,0.625,0.6363636363636364,0.3,0.5696659090909091,0.7199888888888889,0.5803625,0.022727272727272728,0.030303030303030304,5.466666666666666,24.872727272727275,0.1388888888888889,2.0,2.0,,1.0,2.0,,0.5,0.2857142857142857,1.0,5.0,9.0,2.0,1.0,6.0,12.0,2.0,1.0,4.0,3.0,8.0,1.0,1.0,4.0,2.0,1.0,4.0,0.5454545454545454,0.2857142857142857,0.5454545454545454,0.25,0.5454545454545454,0.25,0.09090909090909091,1.0,1.0,0.4444444444444444,0.19047619047619047,0.8181818181818182,0.5555555555555556,0.4,0.125,0.3076923076923077,0.10256410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
1626156-1626157-1627736-1627823-1629633,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Juancho Hernangomez, Jarrett Culver","Russell, Towns, Beasley, Hernangomez, Culver",1626156-1626157-1627736-1627823-1629633,MIN,774.0,1,13.0,,24.0,24.0,,1.0,48.0,2.0,6.0,,1.0,2.0,2.0,5.0,,,5.0,11.0,5.0,13.0,5.0,11.0,3.0,28.0,28.0,1.0,,6.0,4.0,6.0,11.0,5.0,2.0,3.0,2.0,5.0,2.0,,1.0,,12.0,,2.0,2.0,4.0,6.0,2.0,8.0,2.0,2.0,,,,,4.0,,,3.0,,,4.0,,2.0,1.0,1.0,1.0,,26.0,,0.6,0.6,0.4,0.45454545454545453,0.45454545454545453,0.38461538461538464,0.5208333333333334,0.5384615384615384,0.4583333333333333,0.15384615384615385,0.16666666666666666,0.5,0.5714285714285714,0.25,1.0,,0.6666666666666666,0.14285714285714285,0.5,,1.0,,1.0,1.0,,89.30232558139535,,16.291666666666668,15.958333333333334,16.083333333333332,15.625,0.25,0.3333333333333333,0.4,0.5,0.08333333333333333,0.5,1.0,,0.20833333333333334,0.4,0.4,,,,,0.4583333333333333,0.45454545454545453,0.45454545454545453,0.4,,0.7083333333333334,0.45454545454545453,0.54173125,0.6982,,0.07692307692307693,0.13333333333333333,7.976923076923077,25.05454545454546,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,,,9.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,0.08333333333333333,1.0,1.0,,,0.07142857142857142,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
1626156-1626157-1627736-1627823-201937,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Juancho Hernangomez, Ricky Rubio","Russell, Towns, Beasley, Hernangomez, Rubio",1626156-1626157-1627736-1627823-201937,MIN,268.0,3,4.0,-2.0,11.0,11.0,9.0,1.0,22.0,2.0,3.0,3.0,2.0,4.0,,1.0,,,,,4.0,8.0,,,3.0,11.0,13.0,,7.0,2.0,6.0,,,,,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,3.0,6.0,1.0,7.0,1.0,1.0,,,2.0,2.0,4.0,,1.0,2.0,,,4.0,,2.0,,,,,10.0,9.0,0.25,0.25,,,,0.5,0.5,0.55,,,,,0.75,0.3333333333333333,1.0,,0.8,0.3333333333333333,1.0,,1.0,1.0,0.5,1.0,,118.2089552238806,,10.636363636363637,13.727272727272727,10.636363636363637,13.636363636363637,0.375,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.5,,0.125,,,,,,,,,,,0.42857142857142855,0.375,,0.4955125,,0.5052142857142857,0.2,0.2,6.8875,,0.8181818181818182,,,,,,,,,1.0,,,2.0,,,1.0,4.0,,11.0,,,,,,3.0,,11.0,,0.5714285714285714,,0.5714285714285714,0.5,0.6111111111111112,,,,,,,,0.6666666666666666,,0.09090909090909091,1.0,,,,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
1626156-1626157-1627736-1629006-1629633,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Jarrett Culver","Russell, Towns, Beasley, Okogie, Culver",1626156-1626157-1627736-1629006-1629633,MIN,81.0,1,1.0,2.0,3.0,2.0,,1.0,5.0,1.0,3.0,,,,,,,,,,1.0,3.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,1.0,,2.0,2.0,1.0,3.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.5,0.5,,,0.5,0.5,0.5,,1.0,0.3333333333333333,,,,88.88888888888889,,10.666666666666666,24.5,10.666666666666666,21.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,0.47090000000000004,,,,,2.766666666666667,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
1626156-1626157-1627736-1629006-1630162,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Anthony Edwards","Russell, Towns, Beasley, Okogie, Edwards",1626156-1626157-1627736-1629006-1630162,MIN,282.0,2,5.0,-13.0,11.0,11.0,1.0,2.0,22.0,2.0,4.0,,,1.0,,,,,,2.0,2.0,5.0,,2.0,3.0,7.0,20.0,1.0,,2.0,2.0,,2.0,,1.0,1.0,,1.0,,,1.0,,2.0,1.0,,,1.0,1.0,1.0,2.0,,,,,1.0,2.0,2.0,,,3.0,,,6.0,,3.0,,,,,7.0,1.0,0.5,0.5,,,,0.4,0.2857142857142857,0.35,0.2857142857142857,0.2,0.25,,0.5,,,0.5,0.3333333333333333,0.2,,,,0.5,,,,112.34042553191489,,14.363636363636363,11.272727272727273,12.727272727272727,11.090909090909092,0.5714285714285714,0.5,0.6666666666666666,0.5,0.14285714285714285,,,,,,,,,,,0.2857142857142857,,,,,0.8571428571428571,,0.5621428571428572,0.5133,0.5133,0.3,0.375,2.56,24.45,0.09090909090909091,1.0,1.0,1.0,,,,0.5,0.5,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,1.0,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
1626156-1626157-1627736-1629006-201937,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Josh Okogie, Ricky Rubio","Russell, Towns, Beasley, Okogie, Rubio",1626156-1626157-1627736-1629006-201937,MIN,664.0,5,11.0,-8.0,22.0,24.0,8.0,1.0,46.0,4.0,5.0,2.0,6.0,7.0,1.0,1.0,,3.0,,5.0,11.0,13.0,,8.0,2.0,24.0,32.0,1.0,5.0,14.0,8.0,,5.0,,,7.0,,7.0,,,3.0,3.0,14.0,,1.0,5.0,3.0,9.0,1.0,10.0,1.0,1.0,,,,,9.0,,,6.0,,1.0,5.0,,1.0,2.0,1.0,2.0,1.0,22.0,8.0,0.6363636363636364,0.7,,,,0.8461538461538461,0.5238095238095238,0.5217391304347826,0.38095238095238093,,,,0.42857142857142855,0.5,1.0,,0.6666666666666666,0.1,1.0,,0.5,,1.0,1.0,,99.75903614457832,0.5,14.181818181818182,14.666666666666666,14.181818181818182,13.458333333333334,0.23809523809523808,0.8,0.8,0.75,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.5,0.047619047619047616,1.0,1.0,0.14285714285714285,,,,0.23809523809523808,,,,0.25,0.6190476190476191,,0.5211619047619047,0.8512,0.52465,0.08695652173913043,0.07142857142857142,6.038461538461538,24.825000000000003,0.36363636363636365,,,,,1.0,,,,17.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,10.0,,2.0,,,,5.0,1.0,10.0,1.0,0.8,1.0,0.5,1.0,0.5555555555555556,,,,,,1.0,1.0,0.5,0.25,0.08333333333333333,0.4166666666666667,1.0,1.0,,,2.0,1.0,,1.0,,,,1.0,1.0,0.125,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
1626156-1626157-1627736-1629633-201937,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Jarrett Culver, Ricky Rubio","Russell, Towns, Beasley, Culver, Rubio",1626156-1626157-1627736-1629633-201937,MIN,173.0,1,3.0,2.0,5.0,5.0,,,10.0,1.0,1.0,,2.0,2.0,,,,1.0,,,3.0,3.0,,1.0,1.0,7.0,5.0,,,,6.0,,,,,,,,,,,,,,,1.0,1.0,3.0,,3.0,,,,,,,1.0,,,1.0,,,2.0,,1.0,,,,,7.0,,,,,,,1.0,0.75,0.7,0.25,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,83.23699421965318,,13.4,21.2,13.4,21.2,0.25,1.0,1.0,,0.5,1.0,1.0,,,,,0.25,,,,,,,,,0.5,,0.4793125,,,0.2,0.25,8.766666666666667,22.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
1626156-1626157-1627736-1630162-201937,1610612750,"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Anthony Edwards, Ricky Rubio","Russell, Towns, Beasley, Edwards, Rubio",1626156-1626157-1627736-1630162-201937,MIN,497.0,4,8.0,,15.0,17.0,3.0,2.0,32.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,10.0,2.0,4.0,4.0,20.0,20.0,3.0,3.0,2.0,8.0,6.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,8.0,1.0,2.0,1.0,5.0,6.0,3.0,9.0,1.0,1.0,,,,1.0,3.0,,,4.0,,,5.0,1.0,3.0,1.0,,1.0,,18.0,3.0,0.2,0.25,1.0,0.5,0.5,0.5,0.5714285714285714,0.625,0.2857142857142857,0.1,,0.3333333333333333,0.5555555555555556,0.4,1.0,0.5,0.6,0.42857142857142855,0.5,,0.5,0.3333333333333333,1.0,1.0,,92.71629778672032,,15.733333333333333,15.352941176470589,15.533333333333333,14.823529411764707,0.2857142857142857,0.5,0.5,,0.21428571428571427,0.6666666666666666,1.0,,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.07142857142857142,1.0,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.4710392857142857,0.49515,0.4504333333333333,0.1875,0.25,8.440000000000001,24.625,0.2,1.0,1.0,,,1.0,,1.0,0.5,3.0,1.0,3.0,1.0,,1.0,2.0,3.0,,7.0,,2.0,,,1.0,,,7.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.1666666666666667,,,,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,,0.1,0.35,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2021,2020-21,True
