EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PenaltyCorner3FGA,PenaltyFG3A,OffTwoPtRebounds,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,BlockedAtRim,RecoveredBlocks,Assisted3sPct,PenaltyFg3Pct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,LongMidRangeFGM,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LostBallTurnovers,OffLongMidRangeReboundPct,ShortMidRangeFGM,ShortMidRangeAssists,Travels,Charge Fouls Drawn,2pt And 1 Free Throw Trips,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Offensive Fouls Drawn,Corner3FGM,Corner3Assists,LostBallSteals,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeAssists,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Offensive Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,3pt And 1 Free Throw Trips,Charge Fouls,Blocked3s,BlockedArc3,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,3SecondViolations,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101150-1627739-1628381-1630219-201568,1610612737,"Lou Williams, Kris Dunn, John Collins, Skylar Mays, Danilo Gallinari","Williams, Dunn, Collins, Mays, Gallinari",101150-1627739-1628381-1630219-201568,ATL,228.0,1,4.0,2.0,7.0,6.0,2.0,1.0,13.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,7.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,4.0,4.0,2.0,7.0,2.0,2.0,0.4,0.5,0.2857142857142857,0.5,0.3888888888888889,0.5,0.2857142857142857,0.2,1.0,0.75,1.0,0.75,0.4,1.0,1.0,1.0,0.6666666666666666,82.10526315789474,15.571428571428571,19.833333333333332,14.142857142857142,19.833333333333332,0.2857142857142857,1.0,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,0.5714285714285714,0.5043571428571428,0.51515,0.2222222222222222,0.2857142857142857,0.2857142857142857,7.9,26.1,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
101150-1627739-1629164-1630168-201568,1610612737,"Lou Williams, Kris Dunn, Brandon Goodwin, Onyeka Okongwu, Danilo Gallinari","Williams, Dunn, Goodwin, Okongwu, Gallinari",101150-1627739-1629164-1630168-201568,ATL,180.0,1,3.0,-7.0,6.0,6.0,3.0,1.0,12.0,,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,2.0,2.0,9.0,,,,1.0,,,,1.0,,1.0,2.0,1.0,3.0,3.0,,2.0,2.0,1.0,2.0,,3.0,,,,,0.2,,0.25,0.3333333333333333,,1.0,,0.3333333333333333,0.25,,,1.0,,96.0,15.0,15.0,14.333333333333334,13.166666666666666,0.25,,,0.25,0.25,0.25,,,,,0.5,0.5236375,0.489025,0.2,0.25,,9.666666666666666,22.8,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
101150-1627739-1630168-201568-203503,1610612737,"Lou Williams, Kris Dunn, Onyeka Okongwu, Danilo Gallinari, Tony Snell","Williams, Dunn, Okongwu, Gallinari, Snell",101150-1627739-1630168-201568-203503,ATL,220.0,1,4.0,-4.0,7.0,7.0,,1.0,14.0,2.0,3.0,,,1.0,,,3.0,,2.0,4.0,3.0,,7.0,11.0,1.0,,,,,2.0,3.0,1.0,,,1.0,1.0,2.0,2.0,,1.0,,,5.0,,,0.5,,0.5,,0.5,,0.42857142857142855,0.25,,,,0.25,0.3333333333333333,,,,,91.63636363636364,15.285714285714286,16.142857142857142,15.285714285714286,14.714285714285714,0.42857142857142855,0.6666666666666666,1.0,0.14285714285714285,,,0.42857142857142855,,,,0.8571428571428571,0.6007714285714286,,,,,2.725,27.3,,,,,1.0,,1.0,,2.0,,,,0.3333333333333333,,0.5,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.25,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.8265,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
101150-1627739-1630168-201568-203524,1610612737,"Lou Williams, Kris Dunn, Onyeka Okongwu, Danilo Gallinari, Solomon Hill","Williams, Dunn, Okongwu, Gallinari, Hill",101150-1627739-1630168-201568-203524,ATL,226.0,1,4.0,-1.0,7.0,7.0,4.0,1.0,14.0,1.0,1.0,,,,,,3.0,,1.0,1.0,3.0,3.0,11.0,12.0,,,,,6.0,,3.0,,1.0,,2.0,1.0,3.0,1.0,,4.0,6.0,3.0,10.0,6.0,4.0,1.0,,1.0,0.75,0.7857142857142857,0.75,0.75,,,,1.0,1.0,1.0,1.0,,,,89.20353982300885,16.0,16.285714285714285,16.0,16.285714285714285,0.25,1.0,1.0,,,,0.75,,,,1.0,0.518875,0.429825,0.42857142857142855,0.75,0.5454545454545454,1.0,27.03333333333333,0.5714285714285714,3.0,,2.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,2.0,2.0,,1.0,2.0,3.0,,2.0,1.0,2.0,1.0,5.0,2.0,,,,,,1.0,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,0.5,,1.0,,1.0,,1.0,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,,0.09090909090909091,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
101150-1628381-1628989-1629027-203524,1610612737,"Lou Williams, John Collins, Kevin Huerter, Trae Young, Solomon Hill","Williams, Collins, Huerter, Young, Hill",101150-1628381-1628989-1629027-203524,ATL,70.0,1,1.0,3.0,3.0,3.0,,1.0,6.0,,,,,,,,2.0,1.0,,,2.0,1.0,4.0,1.0,,1.0,,,,,2.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,4.0,,,,,0.75,,0.6666666666666666,,1.0,,,1.0,,1.0,,,,1.0,,123.42857142857142,9.0,14.333333333333334,7.0,14.333333333333334,,,,,,,1.0,1.0,,,1.0,0.55815,,0.3333333333333333,1.0,,,26.7,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,0.5,0.5,,,0.5,0.58245,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
101150-1628381-1628989-1629027-203992,1610612737,"Lou Williams, John Collins, Kevin Huerter, Trae Young, Bogdan Bogdanovic","Williams, Collins, Huerter, Young, Bogdanovic",101150-1628381-1628989-1629027-203992,ATL,123.0,2,2.0,,5.0,4.0,,,9.0,1.0,1.0,,,2.0,1.0,,,,2.0,4.0,,,4.0,4.0,,,,,,4.0,,,,,1.0,,1.0,2.0,,,,,4.0,,,0.5,,0.5,,0.5,,,,,,,1.0,,,,,,105.3658536585366,15.0,12.0,15.0,12.0,0.25,1.0,1.0,0.5,0.25,,,,,,0.25,0.48995,,,,,10.225000000000001,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
101150-1628381-1628989-1629164-1630168,1610612737,"Lou Williams, John Collins, Kevin Huerter, Brandon Goodwin, Onyeka Okongwu","Williams, Collins, Huerter, Goodwin, Okongwu",101150-1628381-1628989-1629164-1630168,ATL,268.0,1,4.0,7.0,9.0,9.0,,2.0,18.0,3.0,3.0,,,1.0,2.0,2.0,1.0,,4.0,6.0,3.0,1.0,12.0,5.0,1.0,,,,,6.0,1.0,,,1.0,5.0,2.0,7.0,1.0,,2.0,2.0,1.0,10.0,,,0.6666666666666666,,0.6111111111111112,,0.6,,0.3333333333333333,,,1.0,,1.0,0.5,,,1.0,,96.71641791044776,14.11111111111111,15.666666666666666,13.666666666666666,15.666666666666666,0.3333333333333333,1.0,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,,,,0.6666666666666666,0.6068722222222223,,0.1,0.14285714285714285,,7.3500000000000005,23.733333333333334,,,,,2.0,,,,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,,2.0,2.0,1.0,,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.7701,0.16666666666666666,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
101150-1628381-1628989-1629164-201568,1610612737,"Lou Williams, John Collins, Kevin Huerter, Brandon Goodwin, Danilo Gallinari","Williams, Collins, Huerter, Goodwin, Gallinari",101150-1628381-1628989-1629164-201568,ATL,49.0,1,1.0,-1.0,2.0,2.0,,,4.0,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,2.0,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,117.55102040816327,9.5,15.0,9.5,15.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
101150-1628381-1628989-1629164-203524,1610612737,"Lou Williams, John Collins, Kevin Huerter, Brandon Goodwin, Solomon Hill","Williams, Collins, Huerter, Goodwin, Hill",101150-1628381-1628989-1629164-203524,ATL,296.0,3,5.0,-1.0,9.0,10.0,,,19.0,1.0,2.0,,,3.0,1.0,,2.0,,3.0,6.0,2.0,,9.0,10.0,,,,,,4.0,2.0,1.0,,2.0,4.0,,4.0,3.0,,3.0,1.0,1.0,9.0,,,0.5,,0.5625,,0.5625,,0.25,0.16666666666666666,1.0,0.5,,0.5,,,,1.0,,92.43243243243242,15.88888888888889,15.3,15.88888888888889,14.1,0.25,0.5,0.5,0.375,0.125,,0.25,,,,0.5,0.51154375,,0.125,0.16666666666666666,,7.8,25.25,,,,,,,2.0,1.0,2.0,,,2.0,,,,,,,,1.0,1.0,,,2.0,,,1.0,1.0,2.0,,5.0,2.0,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,0.5,,1.0,,,0.5,0.5,,,0.5,,,,,,,,3.0,1.0,1.0,,,,1.0,,0.5,,1.0,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
101150-1628381-1628989-1629164-203991,1610612737,"Lou Williams, John Collins, Kevin Huerter, Brandon Goodwin, Clint Capela","Williams, Collins, Huerter, Goodwin, Capela",101150-1628381-1628989-1629164-203991,ATL,201.0,2,3.0,-2.0,7.0,7.0,,1.0,14.0,1.0,2.0,,,3.0,,,1.0,,2.0,5.0,1.0,2.0,9.0,11.0,1.0,,,,,4.0,1.0,,,,3.0,1.0,4.0,3.0,,2.0,3.0,2.0,7.0,,,0.4,,0.5833333333333334,,0.6428571428571429,,0.16666666666666666,,,,,1.0,0.3333333333333333,,,,,100.29850746268656,16.857142857142858,11.857142857142858,16.857142857142858,11.857142857142858,0.3333333333333333,0.5,0.5,0.5,,,0.16666666666666666,,,,0.5,0.477575,,0.2857142857142857,0.3333333333333333,,5.82,25.4,,3.0,,,1.0,1.0,,,1.0,,,2.0,,1.0,0.3333333333333333,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,1.0,,1.0,,3.0,2.0,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.7951,0.2222222222222222,,,,,,3.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2021,2020-21,False
