EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,Steals,BadPassSteals,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FtPoints,OpponentPoints,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PtsAssisted2s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffRebounds,ShootingFouls,ThreePtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyDefPoss,SecondChanceArc3FGA,SecondChanceFG3A,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Charge Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,ShortMidRangeAssists,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PenaltyArc3FGM,PtsUnassisted3s,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyArc3Accuracy,DefensiveGoaltends,HeaveAttempts,BlockedShortMidRange,SecondChanceFtPoints,PenaltyFtPoints,OffTwoPtRebounds,Defensive 3 Seconds Violations,OffTwoPtReboundPct,OffAtRimReboundPct,PtsPutbacks,SecondChanceShotQualityAvg,LongMidRangeAssists,SelfOReb,Travels,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,SecondChanceTurnovers,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,StepOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedArc3,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626149-1628035-1628398-203463-203484,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Kyle Kuzma, Ben McLemore, Kentavious Caldwell-Pope","Harrell, McKinnie, Kuzma, McLemore, Caldwell-Pope",1626149-1628035-1628398-203463-203484,LAL,68.0,1,2.0,3.0,3.0,3.0,6.0,,,,,,,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,,3.0,1.0,2.0,,5.0,,,5.0,5.0,3.0,1.0,0.5,0.5,0.5,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,127.05882352941177,11.0,11.666666666666666,11.0,11.666666666666666,,,,,,,,,,1.0,0.5481833333333334,0.5481833333333334,1.0,2.3,25.3,1.0,1.0,1.0,,,1.0,2.0,,3.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,1.0,0.5,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628035-1629659-1629719-203463,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Talen Horton-Tucker, Devontae Cacok, Ben McLemore","Harrell, McKinnie, Horton-Tucker, Cacok, McLemore",1626149-1628035-1629659-1629719-203463,LAL,128.0,1,-3.0,4.0,4.0,,8.0,,,,,,,1.0,3.0,1.0,1.0,5.0,,,,,,,3.0,1.0,2.0,,5.0,,,5.0,,,1.0,1.0,,1.0,0.3333333333333333,,0.625,,0.625,,0.25,90.0,18.5,13.5,17.5,13.5,,,,,,,,,,0.75,0.495875,,,4.866666666666666,24.4,,2.0,2.0,,1.0,1.0,1.0,,8.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,0.5,0.25,,,0.25,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,,0.5,,,,0.5,0.5,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628035-1629659-201162-202083,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Talen Horton-Tucker, Jared Dudley, Wesley Matthews","Harrell, McKinnie, Horton-Tucker, Dudley, Matthews",1626149-1628035-1629659-201162-202083,LAL,825.0,2,9.0,27.0,28.0,6.0,55.0,,,1.0,2.0,,,6.0,9.0,7.0,10.0,38.0,3.0,4.0,,,6.0,2.0,15.0,5.0,10.0,1.0,25.0,1.0,,38.0,6.0,6.0,0.7142857142857143,0.7,,0.7,0.6666666666666666,0.75,0.868421052631579,0.75,0.8409090909090909,0.75,0.5263157894736842,96.0,14.25925925925926,15.714285714285714,13.962962962962964,15.714285714285714,,,,0.10526315789473684,0.5,0.5,1.0,,,0.7894736842105263,0.5427552631578948,0.57885,0.15789473684210525,3.9000000000000004,24.79,0.2222222222222222,14.0,5.0,2.0,4.0,6.0,8.0,5.0,29.0,8.0,6.0,,4.0,1.0,8.0,9.0,10.0,5.0,6.0,7.0,3.0,,,0.8888888888888888,0.3333333333333333,0.75,1.0,0.3333333333333333,0.2631578947368421,0.21052631578947367,0.5,0.5,0.42105263157894735,0.75,0.75,0.6666666666666666,0.75,0.13636363636363635,0.25,1.0,4.0,2.0,2.0,,10.0,5.0,4.0,1.0,1.0,3.0,,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.16666666666666666,,1.0,,0.8,0.8,1.0,0.5,1.0,,,5.0,,,,1.0,4.0,,1.0,1.0,,5.0,1.0,,,,,,0.8,,0.6666666666666666,,,,,,,,1.0,,,,,0.5,,,,,,6.0,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628035-1629659-202083-203463,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Talen Horton-Tucker, Wesley Matthews, Ben McLemore","Harrell, McKinnie, Horton-Tucker, Matthews, McLemore",1626149-1628035-1629659-202083-203463,LAL,135.0,1,-2.0,5.0,4.0,,9.0,,,,,,,1.0,2.0,,3.0,2.0,,,,,,2.0,,,,,,1.0,1.0,2.0,,,,,,,0.5,,0.2,,0.2,,0.6,96.0,16.4,13.25,16.4,13.0,,,,,,,,,,1.0,0.4889,,,2.45,25.96666666666667,,2.0,2.0,,,,3.0,,4.0,3.0,,,,,1.0,1.0,1.0,,1.0,,,,,0.5,,0.5,,,0.4,,,,0.6,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628035-1629659-202693-203484,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Talen Horton-Tucker, Markieff Morris, Kentavious Caldwell-Pope","Harrell, McKinnie, Horton-Tucker, Morris, Caldwell-Pope",1626149-1628035-1629659-202693-203484,LAL,78.0,1,6.0,4.0,3.0,,7.0,,,,,,,2.0,2.0,,1.0,6.0,,,,,,2.0,,,1.0,,2.0,1.0,,6.0,,,,,,,1.0,,0.6666666666666666,,0.75,,0.3333333333333333,129.23076923076923,6.5,17.333333333333332,6.5,17.333333333333332,,,,,,,,,,1.0,0.6243666666666666,,,1.45,26.3,,1.0,2.0,,,,1.0,2.0,,1.0,,,,,2.0,2.0,2.0,,1.0,2.0,1.0,,,1.0,,1.0,1.0,,0.6666666666666666,,,,0.3333333333333333,,,,,0.25,0.3333333333333333,,2.0,,,,2.0,1.0,1.0,,,,,0.5,0.5,,,,,,1.0,1.0,0.5,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628035-1629659-203463-203484,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Talen Horton-Tucker, Ben McLemore, Kentavious Caldwell-Pope","Harrell, McKinnie, Horton-Tucker, McLemore, Caldwell-Pope",1626149-1628035-1629659-203463-203484,LAL,11.0,1,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,130.9090909090909,11.0,,11.0,,,,,,,,,,,1.0,0.51585,0.51585,,,25.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628035-1629659-203471-203484,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Talen Horton-Tucker, Dennis Schroder, Kentavious Caldwell-Pope","Harrell, McKinnie, Horton-Tucker, Schroder, Caldwell-Pope",1626149-1628035-1629659-203471-203484,LAL,47.0,1,-2.0,1.0,2.0,1.0,3.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,91.91489361702128,15.0,16.0,15.0,16.0,,,,,,,,,,,0.4178,0.4178,,5.0,,1.0,1.0,,,1.0,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,0.5,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628035-202083-203463-203471,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Wesley Matthews, Ben McLemore, Dennis Schroder","Harrell, McKinnie, Matthews, McLemore, Schroder",1626149-1628035-202083-203463-203471,LAL,404.0,2,10.0,15.0,14.0,2.0,29.0,2.0,2.0,3.0,4.0,,,5.0,5.0,3.0,7.0,21.0,,,,,,6.0,9.0,3.0,5.0,3.0,13.0,1.0,1.0,19.0,,2.0,1.0,0.42857142857142855,,0.42857142857142855,1.0,,0.7916666666666666,,0.8076923076923077,,0.5833333333333334,103.36633663366337,12.733333333333333,15.214285714285714,12.333333333333334,13.571428571428571,0.16666666666666666,1.0,1.0,0.3333333333333333,0.75,0.75,1.0,,,0.75,0.5037041666666667,,,9.440000000000001,24.614285714285717,0.13333333333333333,7.0,2.0,1.0,1.0,,3.0,2.0,11.0,3.0,,,,1.0,5.0,6.0,7.0,5.0,3.0,2.0,1.0,,,0.8333333333333334,0.5,0.75,1.0,0.5,0.16666666666666666,0.08333333333333333,1.0,1.0,0.25,,,,,0.07692307692307693,0.16666666666666666,1.0,2.0,,,,4.0,2.0,2.0,1.0,1.0,2.0,,0.4,0.4,0.25,0.25,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,2.0,,3.0,1.0,3.0,2.0,,,,,0.6666666666666666,,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,0.09523809523809523,,,,1.0,2.0,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628035-202693-203471-203484,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Markieff Morris, Dennis Schroder, Kentavious Caldwell-Pope","Harrell, McKinnie, Morris, Schroder, Caldwell-Pope",1626149-1628035-202693-203471-203484,LAL,246.0,2,2.0,9.0,8.0,,17.0,,,,1.0,,,1.0,2.0,1.0,2.0,10.0,,,,,,,3.0,1.0,2.0,,5.0,1.0,,10.0,,,1.0,0.5,,0.5,0.5,,0.625,,0.7142857142857143,,0.5,99.51219512195122,10.0,19.5,10.0,19.25,,,,0.25,,,,,,0.75,0.5178625,,,7.55,25.25,,4.0,1.0,,1.0,1.0,1.0,5.0,8.0,1.0,1.0,,1.0,,3.0,3.0,3.0,1.0,3.0,7.0,2.0,,,1.0,,0.75,1.0,,0.25,0.25,,,0.25,1.0,1.0,1.0,1.0,0.42857142857142855,0.5,,1.0,,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,0.3333333333333333,7.0,,,,1.0,1.0,,,1.0,,2.0,,1.0,,1.0,1.0,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628035-203463-203471-203484,1610612747,"Montrezl Harrell, Alfonzo McKinnie, Ben McLemore, Dennis Schroder, Kentavious Caldwell-Pope","Harrell, McKinnie, McLemore, Schroder, Caldwell-Pope",1626149-1628035-203463-203471-203484,LAL,290.0,2,-3.0,10.0,10.0,,20.0,,3.0,,,,,2.0,7.0,1.0,2.0,7.0,,,,,,4.0,3.0,1.0,1.0,,3.0,,,7.0,,,1.0,0.5,,0.5,0.2857142857142857,,0.3888888888888889,,0.3888888888888889,,0.2222222222222222,99.3103448275862,14.4,14.6,14.3,14.6,0.3333333333333333,,,,,,,,,0.6666666666666666,0.47445000000000004,,,7.771428571428571,27.05,,5.0,4.0,,,1.0,2.0,,10.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,6.0,1.0,,,,0.2857142857142857,0.5,0.6666666666666666,1.0,0.8333333333333334,,1.0,0.4444444444444444,,,,0.2222222222222222,0.5,0.5,1.0,0.5,,,1.0,2.0,,,,,,,,1.0,,,,,,0.16666666666666666,,1.0,,0.5,1.0,,,,,,,,,,,1.0,,,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,,0.5,,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,0.2,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628398-1629659-1629719-203463,1610612747,"Montrezl Harrell, Kyle Kuzma, Talen Horton-Tucker, Devontae Cacok, Ben McLemore","Harrell, Kuzma, Horton-Tucker, Cacok, McLemore",1626149-1628398-1629659-1629719-203463,LAL,100.0,1,6.0,4.0,4.0,,8.0,,1.0,,,,,1.0,2.0,2.0,2.0,8.0,,,,,,2.0,3.0,1.0,1.0,,3.0,,,6.0,,,0.5,1.0,,1.0,0.5,,1.0,,1.0,,0.5,115.19999999999999,12.25,12.75,12.25,12.75,0.25,,,,,,,,,0.75,0.588175,,,9.2,25.4,,2.0,1.0,,,2.0,2.0,,2.0,2.0,2.0,,1.0,1.0,2.0,3.0,4.0,,,,,,,1.0,1.0,1.0,,1.0,0.25,,,,0.5,1.0,1.0,0.5,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,,0.25,,3.0,1.0,,,,,,,,,,,1.0,,1.0,,2.0,0.8434,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628398-1629659-201188-203463,1610612747,"Montrezl Harrell, Kyle Kuzma, Talen Horton-Tucker, Marc Gasol, Ben McLemore","Harrell, Kuzma, Horton-Tucker, Gasol, McLemore",1626149-1628398-1629659-201188-203463,LAL,284.0,1,-1.0,8.0,8.0,,16.0,1.0,2.0,,,,,3.0,7.0,2.0,3.0,12.0,,,,,,2.0,6.0,2.0,4.0,,10.0,,,9.0,,,1.0,0.6666666666666666,,0.6666666666666666,0.42857142857142855,,0.6,,0.6,,0.3,81.12676056338029,17.625,17.875,15.5,17.375,0.2,0.5,0.5,,,,,,,0.6,0.50327,,,7.514285714285714,24.766666666666666,,5.0,3.0,,2.0,2.0,3.0,,13.0,3.0,2.0,,2.0,1.0,1.0,2.0,4.0,2.0,,,,,,1.0,0.5,0.6666666666666666,,,0.3,0.2,,,0.3,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,1.0,2.0,,,,4.0,2.0,1.0,,2.0,2.0,,0.6666666666666666,0.6666666666666666,,0.4,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,3.0,,,,0.75,0.75,,,,,0.25,,,,,,,,,,,,,,2.0,,0.5,,,0.500075,1.0,,,,,,,0.5,1.0,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628398-1629659-202083-202693,1610612747,"Montrezl Harrell, Kyle Kuzma, Talen Horton-Tucker, Wesley Matthews, Markieff Morris","Harrell, Kuzma, Horton-Tucker, Matthews, Morris",1626149-1628398-1629659-202083-202693,LAL,39.0,2,,1.0,2.0,1.0,3.0,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,0.5,110.76923076923076,23.0,8.0,23.0,8.0,,,,,,,,,,0.5,0.3726,0.3726,,11.0,46.2,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,0.5,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628398-1629659-202083-203076,1610612747,"Montrezl Harrell, Kyle Kuzma, Talen Horton-Tucker, Wesley Matthews, Anthony Davis","Harrell, Kuzma, Horton-Tucker, Matthews, Davis",1626149-1628398-1629659-202083-203076,LAL,127.0,1,3.0,5.0,5.0,5.0,10.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,,3.0,,,5.0,5.0,5.0,1.0,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.625,0.5,113.38582677165354,11.0,14.4,11.0,14.4,0.25,1.0,1.0,,,,,,,0.5,0.4787375,0.4787375,1.0,11.45,25.3,1.0,2.0,,,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,,,,,0.5,,1.0,1.0,1.0,1.0,1.0,,0.25,,,0.5,0.5,0.5,1.0,0.5,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,0.5,,,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
1626149-1628398-1629659-202083-203471,1610612747,"Montrezl Harrell, Kyle Kuzma, Talen Horton-Tucker, Wesley Matthews, Dennis Schroder","Harrell, Kuzma, Horton-Tucker, Matthews, Schroder",1626149-1628398-1629659-202083-203471,LAL,2091.0,10,3.0,70.0,69.0,26.0,139.0,2.0,3.0,2.0,7.0,1.0,2.0,19.0,34.0,6.0,29.0,73.0,5.0,10.0,2.0,11.0,24.0,24.0,15.0,5.0,12.0,2.0,29.0,5.0,3.0,63.0,24.0,26.0,0.8333333333333334,0.20689655172413793,0.18181818181818182,0.20689655172413793,0.5588235294117647,0.5,0.4444444444444444,0.38095238095238093,0.5070422535211268,0.48,0.4603174603174603,95.72453371592539,14.385714285714286,15.710144927536232,13.585714285714285,15.478260869565217,0.047619047619047616,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.2857142857142857,0.2857142857142857,1.0,0.09523809523809523,0.5,0.746031746031746,0.5279233870967742,0.5403025,0.3287671232876712,5.120588235294117,25.906896551724138,0.37142857142857144,35.0,18.0,5.0,13.0,4.0,22.0,17.0,70.0,22.0,4.0,4.0,3.0,11.0,13.0,25.0,36.0,15.0,13.0,19.0,7.0,0.11764705882352941,0.05555555555555555,0.65,0.8461538461538461,0.7272727272727273,0.6,0.8888888888888888,0.2857142857142857,0.20634920634920634,0.38461538461538464,0.5,0.3492063492063492,0.18181818181818182,0.18181818181818182,0.75,0.18181818181818182,0.10294117647058823,0.1794871794871795,8.0,12.0,2.0,5.0,9.0,14.0,7.0,4.0,6.0,11.0,8.0,,0.3684210526315789,0.4375,0.2727272727272727,0.2972972972972973,0.29411764705882354,1.0,0.75,0.6666666666666666,0.7058823529411765,0.3333333333333333,0.23809523809523808,0.4,0.42857142857142855,,28.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,7.0,1.0,10.0,2.0,3.0,2.0,3.0,1.0,0.23076923076923078,0.3,1.0,0.5,0.3333333333333333,0.3333333333333333,4.0,6.0,4.0,6.0,10.0,2.0,2.0,0.6666666666666666,0.4444444444444444,0.5,0.4,0.6666666666666666,0.6666666666666666,,0.136986301369863,1.0,3.0,1.0,4.0,1.0,2.0,,0.1111111111111111,1.0,,1.0,2.0,8.0,5.0,,0.3333333333333333,0.6666666666666666,6.0,0.7679625,1.0,2.0,,,,3.0,3.0,,1.0,0.2,0.06060606060606061,0.5,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1610612747,2021,2020-21,True
1626149-1628398-1629659-202083-203484,1610612747,"Montrezl Harrell, Kyle Kuzma, Talen Horton-Tucker, Wesley Matthews, Kentavious Caldwell-Pope","Harrell, Kuzma, Horton-Tucker, Matthews, Caldwell-Pope",1626149-1628398-1629659-202083-203484,LAL,252.0,3,6.0,9.0,8.0,1.0,17.0,,,1.0,1.0,,,,2.0,2.0,6.0,9.0,,,,,2.0,,6.0,2.0,2.0,1.0,6.0,1.0,1.0,9.0,2.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,0.375,,0.45,1.0,0.75,97.14285714285714,15.11111111111111,14.5,14.0,14.5,,,,0.125,1.0,1.0,1.0,,,0.875,0.48618125,,0.2222222222222222,7.5,26.016666666666666,0.1111111111111111,4.0,1.0,,1.0,1.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,,4.0,4.0,6.0,2.0,3.0,4.0,2.0,0.5,1.0,1.0,,1.0,1.0,,0.125,0.125,,,0.625,0.2,0.2,1.0,0.2,0.2,0.5,1.0,,,,,,,,2.0,2.0,1.0,,,,0.5,0.3333333333333333,0.5,1.0,,,,,,,,,2.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,0.5,,1.0,,1.0,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,True
