EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Minutes,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,Corner3FGA,FtPoints,FTDefRebounds,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefFTReboundPct,LongMidRangeFrequency,Corner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,SecondChanceOffPoss,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls Drawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,LostBallSteals,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,PenaltyAtRimFGA,DefLongMidRangeReboundPct,PenaltyAtRimFrequency,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2A,LongMidRangeAssists,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceFtPoints,Travels,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Corner3Assists,PenaltyFg3Pct,PenaltyEfgPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,PenaltyFG2M,PtsUnassisted3s,PtsPutbacks,Technical Free Throw Trips,PenaltyFg2Pct,OffArc3ReboundPct,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,PenaltyArc3FGM,HeaveAttempts,SelfOReb,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SelfORebPct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Offensive Fouls,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,BlockedLongMidRange,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips,3SecondViolations,team_id,year,season,team_vs
1626149-1626188-1627936-1629659-203484,1610612747,"Montrezl Harrell, Quinn Cook, Alex Caruso, Talen Horton-Tucker, Kentavious Caldwell-Pope","Harrell, Cook, Caruso, Horton-Tucker, Caldwell-Pope",1626149-1626188-1627936-1629659-203484,LAL,28.0,1,-5.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,154.28571428571428,12.0,8.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1627936-1629659-2544,1610612747,"Montrezl Harrell, Quinn Cook, Alex Caruso, Talen Horton-Tucker, LeBron James","Harrell, Cook, Caruso, Horton-Tucker, James",1626149-1626188-1627936-1629659-2544,LAL,164.0,1,-5.0,5.0,6.0,,11.0,9.0,,,,,96.58536585365853,14.4,15.333333333333334,14.4,15.333333333333334,3.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,0.4,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,0.4,0.48512000000000005,7.775,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1626188-1629659-202083-2544,1610612747,"Montrezl Harrell, Quinn Cook, Talen Horton-Tucker, Wesley Matthews, LeBron James","Harrell, Cook, Horton-Tucker, Matthews, James",1626149-1626188-1629659-202083-2544,LAL,137.0,1,1.0,5.0,5.0,2.0,10.0,4.0,,,,,105.1094890510949,12.2,15.2,12.2,14.4,2.0,,,2.0,2.0,1.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,2.0,,2.0,4.0,2.0,,3.0,3.0,2.0,2.0,2.0,,,,,5.0,1.0,1.0,0.6666666666666666,0.4,0.5,0.4,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,,,0.4,1.0,1.0,1.0,0.2,0.4,0.49632,13.533333333333333,25.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1627936-1628035-1628398-1629659,1610612747,"Montrezl Harrell, Alex Caruso, Alfonzo McKinnie, Kyle Kuzma, Talen Horton-Tucker","Harrell, Caruso, McKinnie, Kuzma, Horton-Tucker",1626149-1627936-1628035-1628398-1629659,LAL,582.0,4,-2.0,22.0,20.0,,42.0,15.0,3.0,1.0,5.0,0.6,103.91752577319589,14.136363636363637,13.55,14.0,12.75,10.0,1.0,8.0,1.0,2.0,4.0,2.0,11.0,5.0,13.0,2.0,4.0,1.0,3.0,1.0,,8.0,5.0,3.0,8.0,10.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,10.0,0.5,0.5,0.18181818181818182,0.3125,0.3611111111111111,0.3125,1.0,0.8333333333333334,0.8888888888888888,1.0,0.8,0.5,0.5,0.125,0.14285714285714285,1.0,0.125,0.5,0.5,,0.25,0.8125,0.508575,4.418181818181818,25.16,1.0,1.0,3.0,,4.0,,2.0,,0.0625,0.0625,0.1111111111111111,0.15384615384615385,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.4,1.0,0.4,1.5,1.5,0.16666666666666666,0.09090909090909091,0.125,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.14285714285714285,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.56595,0.4369,0.23076923076923078,0.07692307692307693,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1627936-1628035-1629659-1629719,1610612747,"Montrezl Harrell, Alex Caruso, Alfonzo McKinnie, Talen Horton-Tucker, Devontae Cacok","Harrell, Caruso, McKinnie, Horton-Tucker, Cacok",1626149-1627936-1628035-1629659-1629719,LAL,92.0,1,-2.0,1.0,2.0,,3.0,4.0,,,,,46.95652173913043,41.0,25.5,41.0,21.5,2.0,1.0,1.0,,,,1.0,2.0,,2.0,2.0,,1.0,1.0,1.0,,2.0,,,,1.0,,,1.0,,,,,2.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,0.5,1.0,1.0,1.0,,,,,,0.5,0.4206,12.0,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1627936-1628035-1629659-202083,1610612747,"Montrezl Harrell, Alex Caruso, Alfonzo McKinnie, Talen Horton-Tucker, Wesley Matthews","Harrell, Caruso, McKinnie, Horton-Tucker, Matthews",1626149-1627936-1628035-1629659-202083,LAL,120.0,1,-3.0,4.0,5.0,3.0,9.0,5.0,,,1.0,,108.0,15.0,12.0,15.0,12.0,2.0,,,,1.0,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,1.0,2.0,1.0,1.0,3.0,,,,,2.0,,,,,0.25,0.5,,,,,,,,,,,0.5,,,,0.5,0.5,0.415775,6.7,24.6,,,2.0,1.0,4.0,,1.0,1.0,,,0.3333333333333333,0.5,4.0,1.0,,,,1.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,2.0,4.0,,,,,,,0.25,,,1.0,,0.5,,,,,,,,,,,0.5,,,0.415775,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1627936-1628035-1629659-202693,1610612747,"Montrezl Harrell, Alex Caruso, Alfonzo McKinnie, Talen Horton-Tucker, Markieff Morris","Harrell, Caruso, McKinnie, Horton-Tucker, Morris",1626149-1627936-1628035-1629659-202693,LAL,551.0,2,-4.0,21.0,21.0,,42.0,18.0,1.0,,2.0,0.5,109.76406533575317,14.19047619047619,12.047619047619047,14.19047619047619,12.047619047619047,9.0,2.0,4.0,2.0,4.0,3.0,4.0,9.0,4.0,14.0,6.0,3.0,3.0,3.0,2.0,1.0,6.0,4.0,6.0,10.0,10.0,3.0,4.0,8.0,,,,,14.0,0.75,0.75,0.4444444444444444,0.3076923076923077,0.3684210526315789,0.3076923076923077,1.0,1.0,1.0,1.0,1.0,,0.3076923076923077,0.5,0.6666666666666666,1.0,0.3076923076923077,0.5,0.5,0.5,0.23076923076923078,0.6153846153846154,0.48463076923076925,6.877777777777777,24.55,1.0,1.0,6.0,,12.0,,5.0,,0.07692307692307693,0.07692307692307693,0.2777777777777778,0.35714285714285715,3.0,,,,,,,,,,2.0,,2.0,2.0,2.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,2.0,3.0,,,,,,,0.3333333333333333,0.1111111111111111,0.25,,,,,,1.0,,,,,,,,,,,0.41555,,0.14285714285714285,0.14285714285714285,,,,,1.0,1.0,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1627936-1628035-1629659-203463,1610612747,"Montrezl Harrell, Alex Caruso, Alfonzo McKinnie, Talen Horton-Tucker, Ben McLemore","Harrell, Caruso, McKinnie, Horton-Tucker, McLemore",1626149-1627936-1628035-1629659-203463,LAL,301.0,2,-5.0,11.0,10.0,,21.0,16.0,1.0,1.0,1.0,1.0,100.46511627906978,17.727272727272727,10.6,16.272727272727273,10.6,5.0,3.0,7.0,,2.0,2.0,4.0,11.0,2.0,11.0,4.0,2.0,2.0,3.0,1.0,,7.0,1.0,1.0,2.0,5.0,2.0,2.0,,,,,,11.0,0.5,0.5,0.36363636363636365,0.4230769230769231,0.4230769230769231,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,,0.5384615384615384,0.42857142857142855,0.5,0.3333333333333333,0.15384615384615385,,,,0.15384615384615385,0.6923076923076923,0.5538923076923077,4.836363636363637,26.65,2.0,,,,,,,,0.15384615384615385,,,,,2.0,1.0,,1.0,,1.0,,1.0,,,,,,4.0,3.0,1.0,2.0,1.0,1.0,,3.0,3.0,,,,,,,,,,,,1.0,0.5,,0.5,,,,0.18181818181818182,0.14285714285714285,0.42857142857142855,,0.375,0.25,,,,0.5,0.5,1.0,0.3333333333333333,,,,0.5,0.5783666666666667,,,,,,1.0,,,,,0.5,,,,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1627936-1628035-1629659-203484,1610612747,"Montrezl Harrell, Alex Caruso, Alfonzo McKinnie, Talen Horton-Tucker, Kentavious Caldwell-Pope","Harrell, Caruso, McKinnie, Horton-Tucker, Caldwell-Pope",1626149-1627936-1628035-1629659-203484,LAL,101.0,1,-4.0,3.0,3.0,,6.0,5.0,,,1.0,,85.54455445544555,18.0,15.666666666666666,18.0,15.666666666666666,2.0,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,0.16666666666666666,0.5,,1.0,1.0,,1.0,,0.5,,,,,,,,0.5,1.0,0.416875,3.5,26.3,,,1.0,,2.0,,1.0,,,,0.3333333333333333,0.5,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,0.5,,,,1.0,,0.5,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
1626149-1627936-1628035-202083-203463,1610612747,"Montrezl Harrell, Alex Caruso, Alfonzo McKinnie, Wesley Matthews, Ben McLemore","Harrell, Caruso, McKinnie, Matthews, McLemore",1626149-1627936-1628035-202083-203463,LAL,185.0,1,-4.0,6.0,6.0,,12.0,12.0,,,,,93.4054054054054,17.0,13.833333333333334,15.333333333333334,13.833333333333334,3.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,,1.0,2.0,,,1.0,,,,,6.0,0.25,0.25,0.8,0.5714285714285714,0.5714285714285714,0.2857142857142857,,1.0,1.0,,1.0,,0.42857142857142855,1.0,1.0,0.3333333333333333,0.2857142857142857,0.5,0.5,,0.2857142857142857,0.7142857142857143,0.5241142857142858,5.5600000000000005,25.75,,,,,1.0,1.0,1.0,,,,0.14285714285714285,0.2,,1.0,,,,,,,,2.0,,,,,6.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,0.3333333333333333,,,,,,,,,,,,,0.3909,,0.25,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2021,2020-21,False
