EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,Corner3FGA,FG3A,OpponentPoints,Fouls,FoulsDrawn,NonShootingPenaltyNonTakeFouls,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,Minutes,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,LostBallSteals,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffThreePtRebounds,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,Loose Ball Fouls,Offensive Fouls,DefensiveGoaltends,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
1628389-1629134-201609-202710-2738,1610612748,"Bam Adebayo, Kendrick Nunn, Goran Dragic, Jimmy Butler, Andre Iguodala","Adebayo, Nunn, Dragic, Butler, Iguodala",1628389-1629134-201609-202710-2738,MIA,324.0,1,-1.0,9.0,8.0,,17,1.0,3.0,12.0,2.0,2.0,,0.2727272727272727,75.55555555555556,18.88888888888889,18.0,0.09090909090909091,0.36363636363636365,0.47710909090909087,25.066666666666666,5.0,,3.0,,1.0,3.0,6.0,1.0,1.0,1.0,,2.0,4.0,8.0,1.0,,11.0,1.0,,8.0,,3.0,,2.0,,4.0,1.0,5.0,,1.0,,3.0,1.0,11.0,2.0,1.0,1.0,,2.0,3.0,5.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,1.0,,11.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,,,1.0,,,1.0,,19.25,18.75,0.09090909090909091,,,,0.5454545454545454,0.5,0.6,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.18181818181818182,,,,,0.6824,,,,9.2625,,1.0,0.6666666666666666,0.5,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.125,,0.5,0.5,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,0.16666666666666666,,,,,1610612748,2021,2020-21,False
1628389-1629134-202710-2738-2772,1610612748,"Bam Adebayo, Kendrick Nunn, Jimmy Butler, Andre Iguodala, Trevor Ariza","Adebayo, Nunn, Butler, Iguodala, Ariza",1628389-1629134-202710-2738-2772,MIA,8.0,1,-2.0,,1.0,1.0,1,,,2.0,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629639-201609-202357-202710,1610612748,"Bam Adebayo, Tyler Herro, Goran Dragic, Nemanja Bjelica, Jimmy Butler","Adebayo, Herro, Dragic, Bjelica, Butler",1628389-1629639-201609-202357-202710,MIA,93.0,1,-2.0,2.0,3.0,,5,2.0,3.0,7.0,1.0,1.0,,1.0,77.41935483870968,22.5,18.0,0.6666666666666666,1.0,0.5882999999999999,24.366666666666664,2.0,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,2.0,5.0,,,,,3.0,,1.0,,,1.0,1.0,,1.0,,,,3.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,2.0,1.0,,,,,3.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.625,,,,,,,1.0,,,,,,,,16.0,16.0,,,,,,,,,,,,,0.5,0.5,1.0,0.3333333333333333,,,,,,0.6147,0.25,1.0,,0.5,,,,,,,,,1.0,1.0,,,,1.0,2.0,2.0,,1.0,1.0,,3.0,,2.0,,,,,,,,,,,,,,3.0,,,1.0,,,1.5,0.5,1.5,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,0.4,0.6,,1.0,,,,,1.0,,,,,,,,,1610612748,2021,2020-21,False
1628389-1629639-201609-202710-2738,1610612748,"Bam Adebayo, Tyler Herro, Goran Dragic, Jimmy Butler, Andre Iguodala","Adebayo, Herro, Dragic, Butler, Iguodala",1628389-1629639-201609-202710-2738,MIA,159.0,3,-2.0,6.0,6.0,,12,,3.0,9.0,1.0,3.0,,0.75,108.67924528301887,9.666666666666666,8.5,,1.0,0.5609,26.366666666666664,3.0,1.0,1.0,1.0,1.0,,,,,,1.0,3.0,1.0,1.0,1.0,2.0,7.0,,,2.0,,3.0,,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,,1.0,1.0,1.0,3.0,,3.0,,,,,,,,,,,,,4.0,1.0,1.0,,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.625,0.5833333333333334,,1.0,0.5,,1.0,0.6666666666666666,,,1.0,,,1.0,,1.0,16.833333333333332,15.833333333333334,0.25,1.0,1.0,1.0,,,,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6471,,0.2,0.5,2.3,0.16666666666666666,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.14285714285714285,,1.0,,,,,1.0,1.0,,,,,,,,1610612748,2021,2020-21,False
1628389-1629639-201609-202710-2772,1610612748,"Bam Adebayo, Tyler Herro, Goran Dragic, Jimmy Butler, Trevor Ariza","Adebayo, Herro, Dragic, Butler, Ariza",1628389-1629639-201609-202710-2772,MIA,440.0,3,-10.0,17.0,18.0,7.0,35,,4.0,21.0,4.0,5.0,,0.25,114.54545454545455,15.705882352941176,15.647058823529411,,0.375,0.497740625,25.575,7.0,5.0,2.0,1.0,2.0,3.0,8.0,,2.0,,,4.0,4.0,12.0,,3.0,11.0,2.0,3.0,4.0,4.0,,,4.0,,2.0,,2.0,,,,2.0,,4.0,2.0,1.0,4.0,,5.0,2.0,7.0,2.0,,2.0,,2.0,,,,2.0,4.0,,1.0,3.0,2.0,,,,,9.0,5.0,0.5,0.6666666666666666,,,,0.3333333333333333,0.25,0.3235294117647059,1.0,,1.0,0.25,0.5,0.8333333333333334,0.16666666666666666,,1.0,1.0,,0.5,,,9.61111111111111,9.444444444444445,0.125,0.5,0.5,,0.5,0.375,0.375,0.6666666666666666,0.125,,,,,,,0.25,,,,,0.7941,0.54515,0.11764705882352941,0.15384615384615385,9.258333333333333,0.29411764705882354,2.0,0.2,1.0,2.0,1.0,1.0,,,,,,1.0,,,,2.0,1.0,,1.0,2.0,4.0,,,,,,1.0,,,1.0,,,,,,,4.0,,,,0.3333333333333333,0.5,0.25,0.5,0.4,,,,,,,,,,0.25,1.0,,,0.25,,,0.18181818181818182,0.36363636363636365,1.0,,1.0,2.0,0.5,0.5,,,,,,0.5,,,,1610612748,2021,2020-21,False
1628389-201609-202710-2738-2772,1610612748,"Bam Adebayo, Goran Dragic, Jimmy Butler, Andre Iguodala, Trevor Ariza","Adebayo, Dragic, Butler, Iguodala, Ariza",1628389-201609-202710-2738-2772,MIA,24.0,2,-1.0,1.0,2.0,2.0,3,,,1.0,1.0,,,,180.0,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,10.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1629130-1629134-202710-203473-2738,1610612748,"Duncan Robinson, Kendrick Nunn, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Robinson, Nunn, Butler, Dedmon, Iguodala",1629130-1629134-202710-203473-2738,MIA,93.0,1,-4.0,2.0,3.0,3.0,5,,,4.0,,1.0,,,77.41935483870968,22.5,22.5,,,0.417,,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1629130-1629134-202710-203473-2772,1610612748,"Duncan Robinson, Kendrick Nunn, Jimmy Butler, Dewayne Dedmon, Trevor Ariza","Robinson, Nunn, Butler, Dedmon, Ariza",1629130-1629134-202710-203473-2772,MIA,31.0,2,-2.0,,1.0,,1,,,2.0,1.0,,,,46.4516129032258,,,,1.0,0.4529,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,21.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1629130-1629639-201609-203473-2738,1610612748,"Duncan Robinson, Tyler Herro, Goran Dragic, Dewayne Dedmon, Andre Iguodala","Robinson, Herro, Dragic, Dedmon, Iguodala",1629130-1629639-201609-203473-2738,MIA,9.0,1,,1.0,,,1,,,,1.0,,,,160.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1610612748,2021,2020-21,False
1629130-1629639-202710-203473-2738,1610612748,"Duncan Robinson, Tyler Herro, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Robinson, Herro, Butler, Dedmon, Iguodala",1629130-1629639-202710-203473-2738,MIA,60.0,1,,2.0,2.0,,4,,1.0,,,1.0,,0.5,96.0,23.0,23.0,,1.0,0.587525,29.3,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,7.0,7.0,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1629130-1629639-202710-203473-2772,1610612748,"Duncan Robinson, Tyler Herro, Jimmy Butler, Dewayne Dedmon, Trevor Ariza","Robinson, Herro, Butler, Dedmon, Ariza",1629130-1629639-202710-203473-2772,MIA,418.0,3,2.0,13.0,15.0,4.0,28,1.0,4.0,16.0,4.0,4.0,1.0,0.2857142857142857,96.45933014354067,15.384615384615385,14.692307692307692,0.07142857142857142,0.7142857142857143,0.5205071428571428,25.25,7.0,3.0,1.0,2.0,6.0,,2.0,1.0,2.0,1.0,1.0,3.0,3.0,10.0,2.0,6.0,18.0,3.0,5.0,4.0,2.0,6.0,,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,4.0,2.0,2.0,,4.0,5.0,9.0,1.0,1.0,,,,1.0,,,1.0,2.0,1.0,,6.0,2.0,,,,,18.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.3,0.42857142857142855,0.5294117647058824,,,0.5,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.5555555555555556,0.75,0.3333333333333333,1.0,,1.0,0.5,,14.533333333333333,14.266666666666667,0.42857142857142855,0.3333333333333333,0.4,0.5,0.14285714285714285,,,,0.14285714285714285,0.5,0.5,1.0,1.0,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.651825,0.5756,0.125,0.16666666666666666,7.3,0.23076923076923078,3.0,0.5,0.75,,,3.0,,,,,,1.0,,1.0,,,,,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,2.0,1.0,,,,,,,0.14285714285714285,0.1,0.16666666666666666,0.5,0.5,,,,,,0.5,,,,0.16666666666666666,,,,0.1111111111111111,,1.0,,,,,0.25,1.0,,,,,,,,1610612748,2021,2020-21,False
1629130-201609-202710-203473-2738,1610612748,"Duncan Robinson, Goran Dragic, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Robinson, Dragic, Butler, Dedmon, Iguodala",1629130-201609-202710-203473-2738,MIA,66.0,1,,2.0,2.0,,4,,,2.0,2.0,,,,87.27272727272727,16.5,16.0,,0.6666666666666666,0.5090666666666667,,1.0,,1.0,1.0,2.0,,,,1.0,,,,1.0,3.0,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,1.0,0.5,,1.0,0.5,1.0,,1.0,,,,,16.5,16.5,0.6666666666666666,0.5,0.5,,,,,,0.3333333333333333,,,,,,,,,,,,0.5005,,,,6.3999999999999995,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,1610612748,2021,2020-21,False
1629130-201609-202710-203473-2772,1610612748,"Duncan Robinson, Goran Dragic, Jimmy Butler, Dewayne Dedmon, Trevor Ariza","Robinson, Dragic, Butler, Dedmon, Ariza",1629130-201609-202710-203473-2772,MIA,437.0,3,-8.0,14.0,15.0,2.0,29,,4.0,20.0,3.0,3.0,,0.2857142857142857,95.56064073226545,15.785714285714286,14.642857142857142,,0.5,0.4757107142857143,26.05,7.0,2.0,4.0,1.0,3.0,,3.0,1.0,4.0,,2.0,4.0,2.0,10.0,2.0,2.0,12.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,2.0,3.0,2.0,,5.0,3.0,8.0,1.0,,2.0,,2.0,,,,2.0,,1.0,,2.0,1.0,,,,,8.0,2.0,0.5,0.5,0.5,0.5,0.5,0.2,0.35714285714285715,0.4,1.0,,1.0,0.25,0.75,0.8333333333333334,0.3,0.5,,,1.0,0.5,1.0,,14.4,14.0,0.21428571428571427,0.3333333333333333,0.5,1.0,0.21428571428571427,,,,0.2857142857142857,0.25,0.25,,,,,0.2857142857142857,0.5,0.5,0.5,0.5,0.5894,0.474275,0.06666666666666667,0.09090909090909091,9.34,0.14285714285714285,2.0,0.3333333333333333,0.6666666666666666,1.0,,1.0,,,,,,1.0,,,2.0,4.0,,,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,2.0,,,,,0.3333333333333333,,0.5,0.3333333333333333,0.3,0.3333333333333333,0.5,0.5,,,,,,0.5,,,,0.5,,,0.3333333333333333,0.16666666666666666,1.0,,1.0,,0.3333333333333333,0.5,,,,,0.6666666666666666,,1.0,,,1610612748,2021,2020-21,False
1629134-1629639-201609-203473-2738,1610612748,"Kendrick Nunn, Tyler Herro, Goran Dragic, Dewayne Dedmon, Andre Iguodala","Nunn, Herro, Dragic, Dedmon, Iguodala",1629134-1629639-201609-203473-2738,MIA,213.0,1,-1.0,7.0,7.0,3.0,14,,2.0,9.0,,1.0,,0.3333333333333333,94.64788732394366,13.428571428571429,13.428571428571429,,0.8333333333333334,0.46679166666666666,27.25,4.0,4.0,,2.0,3.0,,,,1.0,,1.0,2.0,2.0,4.0,1.0,1.0,8.0,,3.0,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,,2.0,,,2.0,,2.0,,,,,,,,,,,,,2.0,1.0,,,1.0,1.0,8.0,4.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5833333333333334,0.5714285714285714,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,17.0,17.0,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,,0.16666666666666666,,,,,,,0.3333333333333333,0.5,0.5,1.0,0.5,,0.42995,0.14285714285714285,0.2,5.725,0.5714285714285714,,,,,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,5.0,,,,,,,,,,,,,1.0,,,5.0,,,1.0,0.3333333333333333,,0.625,,0.625,,,,,,,,,,0.5,0.5,,,0.25,1.0,,,0.625,,,,,,,,,,,,,,1.0,,1610612748,2021,2020-21,False
1629134-1629639-202357-202710-203473,1610612748,"Kendrick Nunn, Tyler Herro, Nemanja Bjelica, Jimmy Butler, Dewayne Dedmon","Nunn, Herro, Bjelica, Butler, Dedmon",1629134-1629639-202357-202710-203473,MIA,41.0,1,,1.0,1.0,1.0,2,,,3.0,,1.0,,,70.2439024390244,28.0,28.0,,,0.4196,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,3.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,1.0,,,,,,1.0,1.0,0.75,,,,,,,,,,,,,,,13.0,13.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.4196,0.5,0.5,12.4,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,3.0,,,,1.0,,1.0,,0.75,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1629134-1629639-202710-203473-2738,1610612748,"Kendrick Nunn, Tyler Herro, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Nunn, Herro, Butler, Dedmon, Iguodala",1629134-1629639-202710-203473-2738,MIA,327.0,2,-3.0,12.0,12.0,6.0,24,,5.0,17.0,1.0,4.0,,0.5,105.6880733944954,14.916666666666666,14.0,,0.6,0.49229,27.46,5.0,3.0,1.0,1.0,1.0,2.0,2.0,,2.0,,2.0,5.0,3.0,5.0,2.0,2.0,14.0,,1.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,4.0,,,4.0,1.0,5.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,14.0,3.0,0.3333333333333333,0.3333333333333333,0.5,0.4,0.4,0.6,0.6,0.6363636363636364,0.5,,,0.5,0.6666666666666666,0.5714285714285714,0.2,,,,,0.5,0.75,,12.333333333333334,10.5,0.1,1.0,1.0,1.0,0.2,1.0,1.0,,0.2,,,,,,,0.5,0.4,0.4,0.5,0.4,0.56085,0.6117,0.09090909090909091,0.16666666666666666,12.620000000000001,0.25,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,2.0,4.0,,,,,,1.0,,1.0,,,,,,,,4.0,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,0.2857142857142857,,1.0,,,,,1.0,,1.0,,,0.5,,,,1610612748,2021,2020-21,False
1629134-201609-202710-203473-2738,1610612748,"Kendrick Nunn, Goran Dragic, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Nunn, Dragic, Butler, Dedmon, Iguodala",1629134-201609-202710-203473-2738,MIA,112.0,1,-1.0,4.0,4.0,,8,,1.0,5.0,,1.0,,0.3333333333333333,102.85714285714286,13.5,13.5,,0.3333333333333333,0.46226666666666666,27.7,2.0,,,,,1.0,2.0,,,,,1.0,1.0,2.0,,2.0,4.0,,,2.0,,,,1.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,2.0,1.0,,,,,4.0,,1.0,1.0,,,,0.5,0.3333333333333333,0.5,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,14.5,11.75,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,0.3333333333333333,,,,,,,0.25,0.3333333333333333,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1629639-201609-202357-202710-203473,1610612748,"Tyler Herro, Goran Dragic, Nemanja Bjelica, Jimmy Butler, Dewayne Dedmon","Herro, Dragic, Bjelica, Butler, Dedmon",1629639-201609-202357-202710-203473,MIA,39.0,1,-3.0,1.0,1.0,1.0,2,,1.0,3.0,,,,1.0,73.84615384615384,28.0,28.0,,1.0,0.52245,26.3,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,1.0,,,,,,0.52245,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612748,2021,2020-21,False
1629639-201609-202710-203473-2738,1610612748,"Tyler Herro, Goran Dragic, Jimmy Butler, Dewayne Dedmon, Andre Iguodala","Herro, Dragic, Butler, Dedmon, Iguodala",1629639-201609-202710-203473-2738,MIA,459.0,4,-5.0,14.0,16.0,5.0,30,,8.0,22.0,2.0,3.0,,0.5,94.11764705882352,18.0,17.285714285714285,,0.6875,0.495503125,26.375,8.0,,2.0,3.0,3.0,,2.0,1.0,3.0,,3.0,8.0,4.0,8.0,3.0,,17.0,2.0,,4.0,4.0,9.0,,8.0,3.0,2.0,3.0,5.0,3.0,,2.0,,,13.0,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,13.0,,0.5,0.6666666666666666,1.0,0.375,0.375,0.5,0.53125,0.53125,,,1.0,0.25,0.25,0.4,0.2222222222222222,,,,1.0,0.5,,,12.9375,11.5625,0.1875,1.0,1.0,0.6666666666666666,0.125,,,,0.1875,0.3333333333333333,0.3333333333333333,,,,,0.5,0.375,0.375,1.0,0.375,0.6369,,0.0625,0.125,9.6375,,2.0,0.5,1.0,1.0,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,0.2,0.2,,,,,,,,,,,,,0.23529411764705882,,2.0,,2.0,2.0,1.0,1.0,,,,,,,0.5,,,1610612748,2021,2020-21,False
1629639-201609-202710-203473-2772,1610612748,"Tyler Herro, Goran Dragic, Jimmy Butler, Dewayne Dedmon, Trevor Ariza","Herro, Dragic, Butler, Dedmon, Ariza",1629639-201609-202710-203473-2772,MIA,57.0,1,-2.0,1.0,1.0,,2,,,2.0,,,,,50.526315789473685,51.0,51.0,,,0.37525,,1.0,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,6.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1610612748,2021,2020-21,False
